[2026-06-12 12:20:41] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-11
正在获取论文...
[arXiv] 2026-06-11 | Multi-Field Hybrid Retrieval-Augmented Generation for Maritime Accident Root Cause Analysis
[NO] 304/1922 | GeoNatureAgent Benchmark: Benchmarking LLM Agents for Environmental Geospatial Analysis Across Frontier and Open-Weight Foundation Models
[NO] 305/1922 | Strong deflection limit-analysis using Picard-Fuchs equation in Einstein-Maxwell-Dilaton spacetime
[NO] 306/1922 | Identification of Lensed Gravitational-Wave Beat Patterns by LISA
[NO] 307/1922 | A Tutorial on World Models and Physical AI
[NO] 308/1922 | Quantum Network Routing based on Surface Code Error Correction
[NO] 309/1922 | An AI Proof of 18-Variable Undecidability for Diophantine Equations over $\mathbb Z[i]$
[NO] 310/1922 | Agentic MPC for Semantic Control System Resynthesis
[NO] 311/1922 | Explicit Quantum Circuit Simulation of Nonlinear 1-Dimensional Fluid with Carleman-linearized Boltzmann Method
[NO] 312/1922 | Adaptive Weighted Averaging
[NO] 313/1922 | Comparison of Two Operational Microphysics Schemes Across Various Regional-MPAS Simulations
[NO] 314/1922 | The toroidal flux and separatrix effects in tokamaks
[NO] 315/1922 | Intent-Based Cryptographic API Design for Cryptographic Agility
[NO] 316/1922 | Causal invariance in graphical models with latent variables
[NO] 317/1922 | Solar-System Bounds on Ricci-flat Spindle Deformations of Schwarzschild
[NO] 318/1922 | Double copy of form factors with multiple operator insertions
[NO] 319/1922 | Constraining inhomogeneities and asymmetries in SNe, FBOTs, and other high-energy transients from unresolved radio observations
[NO] 320/1922 | Tracking in-silico Lagrangian sensors in a lab-scale stirred tank reactor
[NO] 321/1922 | A note on uniform finiteness in weakly o-minimal theories
[NO] 322/1922 | Invariant Measures and Weak-Magic-Injection Asymptotics in Random Monitored Quantum Circuits
[NO] 323/1922 | InterleaveThinker: Reinforcing Agentic Interleaved Generation
[NO] 324/1922 | A model of local and global reciprocity
[NO] 325/1922 | $\texttt{WEAVER}$, Better, Faster, Longer: An Effective World Model for Robotic Manipulation
[NO] 326/1922 | Agents-K1: Towards Agent-native Knowledge Orchestration
[NO] 327/1922 | EurekAgent: Agent Environment Engineering is All You Need For Autonomous Scientific Discovery
[NO] 328/1922 | Before You Think: System 0, AI-Mediated Cognition and Cognitive Colonization
[NO] 329/1922 | On the sunflower property and the galah property
[NO] 330/1922 | Engineering electrically-switchable quantum anomalous Hall states by spin-orbit coupling
[NO] 331/1922 | Growth of Approximate Groups in Hyperbolic Groups
[NO] 332/1922 | From Tokens to Faces: Investigating Discrete Speech Representations for 3D Facial Animation
[NO] 333/1922 | A Graphical Coaction for FRW Integrals from Partial/Relative Twisted (Co)homology
[NO] 334/1922 | Revisiting Vehicle Color Recognition in Long-Tailed Surveillance Scenarios
[NO] 335/1922 | Cosmological Dynamics of the Thermal Scalar Near the Hagedorn Temperature
[NO] 336/1922 | Reasoning as Pattern Matching: Shared Mechanisms in Human and LLM Everyday Reasoning
[NO] 337/1922 | Diffusive Dynamics of Nonstabilizerness
[NO] 338/1922 | Feasibility of up-the-ramp sampling under variable sky for ground-based spectrographs
[NO] 339/1922 | Reward Modeling for Multi-Agent Orchestration
[NO] 340/1922 | Cellular waists of hyperbolic spaces
[NO] 341/1922 | Max-Min Secrecy Rate Optimization for Secure ISAC Networks: Global Optimization and Low-Complexity Algorithm
[NO] 342/1922 | EvTexture++: Event-Driven Texture Enhancement for Video Super-Resolution
[NO] 343/1922 | Optimal Proximity Bound and Product Function Estimates in Integer Linear Programming
[NO] 344/1922 | Learning with Simulators: No Regret in a Computationally Bounded World
[NO] 345/1922 | Tuning perpendicular magnetic anisotropy in ultra-low damping Li$_{0.5}$Al$_{x}$Fe$_{(2.5-x)}$O$_4$ thin films for efficient spin-orbit torque switching
[NO] 346/1922 | Existence Precedes Value: Joint Modeling of Observational Existence and Evolving States in Time Series Forecasting
[NO] 347/1922 | Adjusted Cup-Product Neural Layer
[NO] 348/1922 | A2D2: Fine-Tuning Any-Length Discrete Diffusion for Adaptive Decoding
[NO] 349/1922 | Contrast-Informed Augmentation and Domain-Adversarial Training for Adult-to-Neonatal MR Reconstruction Generalization
[NO] 350/1922 | ReSCom: A Reconfigurable Spiking Neural Network Accelerator Using Stochastic Computing
[NO] 351/1922 | Edit the Bits, Diff the Codes: Bitwise Residual Editing for Visual Autoregressive Models
[NO] 352/1922 | Uncertainty-Aware Hybrid Retrieval for Long-Document RAG
[NO] 353/1922 | Symmetry-electronic fingerprints reveal competing magnetic phases in two-dimensional materials
[NO] 354/1922 | OneRetrieval: Unifying Multi-Branch E-commerce Retrieval with an Editable Generative Model
[NO] 355/1922 | Spectral Decomposition and Linearization of Kubo-Ando Means
[NO] 356/1922 | Ride, Track, and Recover: Pilot Randomized Trial of a Wearable Digital Self-Management Intervention During a Veteran Endurance-Cycling Program
[NO] 357/1922 | Machine Learning Does It and Does It Better: Unearthing Primordial Dark-Matter Velocities from the Matter Power Spectrum
[NO] 358/1922 | MaskWAM: Unifying Mask Prompting and Prediction for World-Action Models
[NO] 359/1922 | Spectrum Sharing Across Terrestrial and Non-Terrestrial Services in the FR3 Upper Midband
[NO] 360/1922 | Heterogeneous LiDAR Early Fusion and Learned Re-Ranking Strategy for Robust Long-Term Place Recognition in Unstructured Environments
[NO] 361/1922 | Observation of Non-Gaussian Magnon Dynamics in a Two-Dimensional Long-Range XY Model
[NO] 362/1922 | SpatialClaw: Rethinking Action Interface for Agentic Spatial Reasoning
[NO] 363/1922 | Current patterns and loss contributions in CORT cables carrying AC current
[NO] 364/1922 | Simplex-Constrained Sparse Bagging: Transitioning from Uniform Priors to Sparse Posteriors in Ensemble Learning
[NO] 365/1922 | Interpretable model-free inference of parametric variation across time-series data through large-scale feature extraction
[NO] 366/1922 | Proportional power dispatch and fairness in wind farm power tracking
[NO] 367/1922 | A Machine Learning Framework for Real-Time Personalized Ergonomic Pose Analysis
[NO] 368/1922 | Diffusion Transformer World-Action Model for AV Scene Prediction
[NO] 369/1922 | Objects Before Words: Object-First Inductive Biases for Grounding Language in Child-View Video
[NO] 370/1922 | SkillChain: Closing the Loop on Skill Evolution for Image-Based E-Commerce AI Assistants
[NO] 371/1922 | A Review on Resolving the Hubble Tension via Late-Universe Physics
[NO] 372/1922 | Binary Search Variants: A Comprehensive Analysis
[NO] 373/1922 | Circuit Synchronization Precedes Generalization: Causal Evidence from Fourier Structure in Grokking Transformers
[NO] 374/1922 | EmbodiSteer: Steering Embodiment-Agnostic Visuomotor Policies with Joint-Space Guidance for Zero-Shot Cross-Embodiment Deployment
[NO] 375/1922 | ScaleAcross: Designing Multi-Data-Center Infrastructure for Geo-Distributed AI Training
[NO] 376/1922 | Asymptotic stability of Benjamin--Ono multisolitons in $L^2(\mathbb R)$
[NO] 377/1922 | Data Aphasia: An Institutional Counterfactual Study of the Stability of Academic Cognition Under Letter-Grade Evaluation Systems
[NO] 378/1922 | Learning What to Remember: A Cognitively Grounded Multi-Factor Value Model for Agentic Memory
[NO] 379/1922 | Phase transition of Schott's statistic for high-dimensional heavy-tailed data
[NO] 380/1922 | Root Systems, Tits Cones and Imaginary Cones of Brink-Howlett Groupoids
[NO] 381/1922 | A micromagnetic model with bidirectional magneto-thermal coupling
[NO] 382/1922 | Is Spurious Correlation Removal Always Learnable?
[NO] 383/1922 | The (local) geometry of oscillatory integrals on manifolds: Dimension three
[NO] 384/1922 | Iterating Toward Better Search: A Two-Agent Simulation Framework for Evaluating Agentic Search Architectures in E-Commerce
[NO] 385/1922 | MDForge: Agentic Molecular Dynamics Pipeline Design under Sparse Simulator Feedback
[NO] 386/1922 | Quantum charge pumping in helical systems: A comparative study of short- and long-range hopping
[NO] 387/1922 | Quantum Gravity Induced Entanglement from Propagating Gravitons
[NO] 388/1922 | Magnifying What Matters: Attention-Guided Adaptive Rendering for Visual Text Comprehension
[NO] 389/1922 | SafeLLM: Extraction as a Hallucination-Resistant Alternative to Rewriting in Safety-Critical Settings
[NO] 390/1922 | Longitudinal particle separation
[NO] 391/1922 | Randomized Optimal Switching Problem and Related Mirror Descent Flow
[NO] 392/1922 | Learning Task-Aware Sampling with Shared Saliency through Density-Equalizing Mappings
[NO] 393/1922 | Ultraviolet Imaging of SR 12 c with HST/WFC3: Accretion and Variability of a Giant Planet at the End Stages of Growth
[NO] 394/1922 | JSCGC: Joint Source-Channel-Generation Coding for Wireless Generative Communications
[NO] 395/1922 | Discrepancy Modeling with Intermediate Variables: A New Framework for Robust Gaussian Process Calibration
[NO] 396/1922 | Quantum walk-based optimisation for capacitated vehicle routing with homogeneous and heterogeneous fleets
[NO] 397/1922 | Computing Headway Bounds under Worst-Case Bunching in Fixed-Line Transit Systems
[NO] 398/1922 | Supermassive Black Hole Assembly from Heavy Seeds with Dynamical Friction in the BRAHMA Simulations: Implications for JWST, LISA, and the Local Universe
[NO] 399/1922 | High-Order Spectral Element Methods for Wave Propagation on ARM Multicore CPU with SME: Optimizations and Implications
[NO] 400/1922 | (Human) Attention Is (Still) All You Need: Human oversight makes AI-assisted social science reliable
[NO] 401/1922 | Connecting Polarization to Exoplanet Yield Calculations for HWO
[NO] 402/1922 | A Quaternion--BCH Framework for the Local Accuracy of SIDER Interpolation
[NO] 403/1922 | Chirp Parameter Optimization and Distributed Detection for Cooperative RSMA-AFDM Systems
[NO] 404/1922 | Averaging principles for nonautonomous multiscale McKean-Vlasov stochastic systems
[NO] 405/1922 | Graph Reinforcement Learning for Calibration-Aware Quantum Circuit Routing
[NO] 406/1922 | Fence Complexes and Toric Degenerations of Positroid Varieties
[NO] 407/1922 | Vocal Identity Under Siege by AI Voice Cloning Technologies
[NO] 408/1922 | Quantum Reservoir Computing for Short-Term Power Load Forecasting in Resource-Constrained Energy Systems
[NO] 409/1922 | The Containment Gap: How Deployed Agentic AI Frameworks Fail Public-Facing Safety Requirements
[NO] 410/1922 | Rank recursion for $q$-Whittaker and Macdonald operators
[NO] 411/1922 | The GIST 2064-Bus Test System: A Public-Data Synthetic Model of the Korean Power Grid
[NO] 412/1922 | Revealing nonvolatile behaviors in magneto-thermal switching using microstructure-controlled superconducting composites
[NO] 413/1922 | Abstract Dynamic Programming on Partially Ordered Spaces
[NO] 414/1922 | Towards More General Control of Diffusion Models Using Jeffrey Guidance
[NO] 415/1922 | Decoding Insect Song: A Multitask Semisupervised Orthoptera Bioacoustic Classifier
[NO] 416/1922 | Analysis of a nonisothermal Maxwell--Stefan system with degenerate thermal conductivity
[NO] 417/1922 | Embedded Trefftz DG method for steady Navier-Stokes flow. Part II: Nonlinear problem
[NO] 418/1922 | Layer-Resolved Optimal Transport for Hallucination Detection in NMT and Abstractive Summarization
[NO] 419/1922 | CoDeR: Local Constraint-Compatible Retrieval Beyond Semantic Similarity
[NO] 420/1922 | The first hours and days of the 2021 explosion of the recurrent symbiotic nova RS Ophiuchii
[NO] 421/1922 | A Minimal Model of Bounded Trade-Off Screening in Multi-Attribute Choice
[NO] 422/1922 | Under What Conditions Can a Machine Become Genuinely Creative?
[NO] 423/1922 | Transformer-Guided Graph Attention for Direct Cardiac Mesh Reconstruction: A Structural Digital Twin Framework
[NO] 424/1922 | Manipulation of the gyrotropic mode frequency and band structure in an FM / AFM disk via vortex imprinting
[NO] 425/1922 | MemRefine: LLM-Guided Compression for Long-Term Agent Memory
[NO] 426/1922 | The End of Code Review: Coding Agents Supersede Human Inspection
[NO] 427/1922 | Getting Better at Working With You: Compiling User Corrections into Runtime Enforcement for Coding Agents
[NO] 428/1922 | Ramanujan's and Lim's Identities and Harmonic Maass--Jacobi Forms
[NO] 429/1922 | NTS-CoT: Mitigating Hallucinations in LLM-based News Timeline Summarization with Chain-of-Thought Reasoning
[NO] 430/1922 | Weakly Ding injective complexes
[NO] 431/1922 | (Un)ranking Permutation Classes
[NO] 432/1922 | Robust Pretty Good Measurement via Hybrid Classical-Quantum Pseudoinverse Approximation and Circuit-Level Realization
[NO] 433/1922 | Touchard-Riordan Polynomials and Schur-positivity of Set Partitions
[NO] 434/1922 | Rethinking RAG in Long Videos: What to Retrieve and How to Use It?
[NO] 435/1922 | Select and Improve: Understanding the Mechanics of Post-Training for Reasoning
[NO] 436/1922 | Grain Alignment and Dust Evolution Physics with Polarisation (GRADE-POL). II. On the physical basis of Serkowski and super-Serkowski polarisation spectra
[NO] 437/1922 | MP3: Multi-Period Pattern Pre-training forSpatio-Temporal Forecasting
[NO] 438/1922 | Demystifying Hidden-State Recurrence: Switchable Latent Reasoning with On-Policy Reinforcement Learning
[NO] 439/1922 | Disparate Impact in Synthetic Data Generation
[NO] 440/1922 | Authority, Truth, and Citation Bias: A Large-Scale Multi-Domain Benchmark for Studying Epistemic Susceptibility in Large Language Models
[NO] 441/1922 | Efficient Estimation of A-basis and B-Basis Value under Epistemic Uncertainty using Importance Sampling and Control Variates
[NO] 442/1922 | Leveraging Matchings in Constrained Fair Division with a Conflict Graph
[NO] 443/1922 | Chiral Long-Range Order in three Euclidean Lattice Gross-Neveu Models
[NO] 444/1922 | The leading nuclear-structure electrostatic correction in arbitrary $β$ decays
[NO] 445/1922 | Fibonacci Steady-States and Persistent Oscillations in an Ordered Multimode Dicke Model
[NO] 446/1922 | Modular Multi-Domain Digital Twin Architecture: Sustainable Intent-Driven 6G Management
[NO] 447/1922 | Optimization of muon suppression using sweeper magnets for the Forward Physics Facility at the HL-LHC
[NO] 448/1922 | LaME: Learning to Think in Latent Space for Multimodal Embedding via Information Bottleneck
[NO] 449/1922 | A green solvent screening tool for emerging materials via uncertainty aware, transformer enhanced transfer learning
[NO] 450/1922 | Bacterial Motility Across Scales: Mechanisms, Live Imaging, and Quantitative Analysis
[NO] 451/1922 | Three-term Recurrence Relation with Arbitrary Degree Step for Orthogonal Polynomials
[NO] 452/1922 | Y-BotFrame: An Extensible Embodied Agent Framework for Quadruped Robot Assistants
