[2026-08-19 09:35:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-18
正在获取论文...
[arXiv] 2026-08-18 | Quantum simulation of slow analytic time-dependent Hamiltonians
[NO] 256/1861 | Integrated Heat and Power System Scheduling with Continuous-Time Thermal Dynamics via Bernstein-Galerkin Optimization
[NO] 257/1861 | UniQuery4R: Unified 4D Scene Reconstruction from a Single Query
[NO] 258/1861 | Key-Frame Reasoning with SAM3: Third Place Solution for the MeViS-Text Track of the 8th LSVOS Challenge
[NO] 259/1861 | The Road Less Traveled: Congestion-Aware NoC Placement and Packet Routing for FPGAs
[NO] 260/1861 | Nonadaptive Learning in Robust Nonlinear Output Regulation
[NO] 261/1861 | Implementation Possibility of Quantum Simulation for Quantum Molecular Dynamics
[NO] 262/1861 | Learning Where and What to Lift for Bi-planar X-ray-to-CT Reconstruction
[NO] 263/1861 | Information fusion and machine learning for sensitivity analysis using physics knowledge and experimental data
[NO] 264/1861 | Physics-Informed and Hybrid Machine Learning in Additive Manufacturing: Application to Fused Filament Fabrication
[NO] 265/1861 | Zero Point Density Fluctuations and Electron Brownian Motion
[NO] 266/1861 | Completing the Boundary Case of the Mahmoodian-Mirzakhani Conjecture and 117 New Computational 5-Cycle Decompositions of Complete Tripartite Graphs
[NO] 267/1861 | Windmill Spin Dynamics and Its Induced Anomalous Hall Effect in Noncollinear Antiferromagnet Mn3Sn
[NO] 268/1861 | Probing Association Instability with Track-State Perturbations for Clip-Level Active Learning in Query-Propagation Multi-Object Tracking
[NO] 269/1861 | Temporal Leakage in Financial News NLP: A Multi-Architecture Audit with a Regime-Specific M&A Signal
[NO] 270/1861 | Infinite Subtraction Games with Periodic Outcomes and Aperiodic SG Values
[NO] 271/1861 | Revisiting neutrino event epochs for the blazar PKS 0735+178 with TESS
[NO] 272/1861 | Unified Message Model for Heterogeneous Serial Data Exchange Protocols
[NO] 273/1861 | Beyond the Trace: Coupling an Interpretable Reasoning-State Readout to Native MoE Routing
[NO] 274/1861 | RetiWave-Mamba: A Dual-Stream Network for Retinal Disease Detection based on Multi-scale Context and Frequency-Adaptive Mamba Projection
[NO] 275/1861 | From Student Risk Prediction to SC2R: Semantics-Constrained Counterfactual Recourse for Educational Decision Support
[NO] 276/1861 | Time-Asymptotic Stability of the Stationary Solution to the Impermeable Wall Problem for the radially Symmetric Navier-Stokes-Korteweg Equations
[NO] 277/1861 | Geometry-Aware DRL for Multi-Subband Scheduling in Satellite-Assisted UAM Networks
[NO] 278/1861 | Towards the Impossibility of Imperfectly Complete Key Agreement in the QROM
[NO] 279/1861 | PathoArgus: Advancing Evidence-Grounded Long-Context Visual Reasoning across Gigapixel Whole-Slide and Multi-Slide Case Contexts
[NO] 280/1861 | Exponential Growth of Mean Multiplicities in Length Spectra of Semi-Arithmetic Surfaces of Arbitrary Arithmetic Dimension
[NO] 281/1861 | SST-1M: Recent results and prospects for observation of the Galactic Center region
[NO] 282/1861 | tinyDSM: A Framework for Skill Modeling and Development for Resource-Constrained Millirobots
[NO] 283/1861 | A New Syntax and Semantics for Probabilistic Trace Expressions
[NO] 284/1861 | Periodic orbits for perturbations of Zoll contact forms
[NO] 285/1861 | Feature Priming in Online Linear Regression: Sparse-Regret Lower Bounds and a Tight Univariate Rate
[NO] 286/1861 | Decomposition of a square matrix into a product of a nilpotent matrix and an involutive or idempotent matrix
[NO] 287/1861 | Inducing metal-insulator transition via disorder in correlated kagome systems
[NO] 288/1861 | Multiple topological electronic and phononic quasiparticle excitations in hexagonal TTe (T=Hf, Zr & Ti) crystals
[NO] 289/1861 | The vanishing distance: a practical range boundary for dynamic wavefront shaping
[NO] 290/1861 | Roughness-controlled layer in oscillatory turbulent boundary layers over densely packed uniform roughness
[NO] 291/1861 | Too cheap to matter: over abundant microchips, and what we can learn from them
[NO] 292/1861 | Energy dissipation and stability of a finite-volume scheme for two-phase flow models with dynamic capillary pressure
[NO] 293/1861 | ArborMem: Navigating Interaction States with Memory Forests
[NO] 294/1861 | When to Review: Spaced Repetition for Continual Pre-Training of Language Models
[NO] 295/1861 | Agent Lightning v1.0: Towards Harnessed Agentic RL
[NO] 296/1861 | Equilibrium and nonequlibrium scaling behaviors of localization transition in a non-Hermitian Aubry-André model with onsite gain and loss
[NO] 297/1861 | Evaluating RL Explainability Methods by How Much They Help Fix Bugs in Agents
[NO] 298/1861 | Completion-Path Credits: Multi-Resource Control for Scale-Up Fabrics
[NO] 299/1861 | Looking Beyond the Scale: Do Surgical Skill Models Learn Transferable Representations Across Assessment Rubrics?
[NO] 300/1861 | Hardy-Szegő Point Processes: Large Deviations and Strong Szegő Asymptotics
[NO] 301/1861 | Calibrated Predictive Safety for Heterogeneous Robots: An Action-Conditioned JEPA Framework with Model-Based Safety Shields
[NO] 302/1861 | Characterize the properties of $D_s^+$-meson decay constant and leptonic decays by using QCD sum rules within background field theory framework
[NO] 303/1861 | A generic nonparametric value-at-risk estimator for high dimensions
[NO] 304/1861 | Mutual Recognition in the Philosophy of Physics: QBism, Phenomenology, Hegel
[NO] 305/1861 | Nonlocal Transition Kernel for Efficient Learning of Restricted Boltzmann Machines
[NO] 306/1861 | Spectral gap for unlabelled Ginibre Interacting Brownian motion
[NO] 307/1861 | Flat band and Bulk-Boundary correspondence in a non-Hermitian trimerized lattice model with generic boundary conditions
[NO] 308/1861 | Static and dynamic properties of Triply Heavy Baryons
[NO] 309/1861 | Quantum Geometric Tensor Preconditioning for Stable Training of Recurrent Neural Quantum States
[NO] 310/1861 | TokEval: A Tokenizer Evaluation Suite
[NO] 311/1861 | Delegation Asymmetry in Agentic Recommender Systems: Measuring Two-Sided Receptivity in Online Dating
[NO] 312/1861 | Electronic Reconstruction at the Quasicrystal-Moiré Crossover in Twisted Bilayer Graphene
[NO] 313/1861 | Long-time fermionic quantum transport with controlled full-state error using an adaptive reservoir-mode window
[NO] 314/1861 | Supercritical sharpness for the random cluster representation of real-valued spin models
[NO] 315/1861 | CLOPS: Benchmarking System Speed at Utility Scale
[NO] 316/1861 | The geometric Laplace transform: Definition, existence and properties of the Geometric Algebra Laplace transform
[NO] 317/1861 | Confining density functional approach to the QCD phase diagram at low temperatures and thermal twin stars
[NO] 318/1861 | Where A Small Language Model Helps in Invoice Categorisation, Understood Through Embedding Geometry
[NO] 319/1861 | Minimizing Commit Rules for DAG-based Atomic Broadcast
[NO] 320/1861 | Why GPT-Style Models Do Not Directly Transfer to Symbolic Music: Compression in the Wrong Coordinate System
[NO] 321/1861 | An equidistribution conjecture for quotient-closed and submodule-closed subcategories
[NO] 322/1861 | Can $γγ$ collisions rival $e^-e^+$ in probing doubly charged Higgs bosons?
[NO] 323/1861 | Ordered Diffusion Kernels
[NO] 324/1861 | Can Large Language Models Explain Flight Safety Events? A Prior-Guided Semantic LLM-based Approach
[NO] 325/1861 | Non-orientable representation spheres
[NO] 326/1861 | Products of point counts of higher genus curves over finite fields
[NO] 327/1861 | Memory Tree Guided Key Frame Querying for Efficient 3D Question Answering
[NO] 328/1861 | Combinatorial Hodge Index Theorem for Polytopes
[NO] 329/1861 | Cluster-Graph Edit Distance: Metric Proxies, Multiscale Embeddings, and Complexity
[NO] 330/1861 | GS-Voxel: Fitting-Free Structured Latents for Large-Scale 3DGS Generation
[NO] 331/1861 | Against Political Polarization: A Unified Framework for Tracing Evolving Political Ideologies on Social Media
[NO] 332/1861 | How Do AI Climate Models Respond to Warming Across Climate Zones?
[NO] 333/1861 | A generalised transference principle
[NO] 334/1861 | Flexible Piezoresistive Yarn Pressure Sensor for Arterial Blood Pressure Waveform Measurement
[NO] 335/1861 | Simplicial closure fragments the explosive cooperation transitions in higher-order public goods games
[NO] 336/1861 | SFMformer: A Spatial-Frequency Modulation Transformer for Lightweight Image Super-Resolution
[NO] 337/1861 | Overlap-free multi-material topology optimization for minimum compliance in two and three dimensions by level-set-based negative-mapping interpolation
[NO] 338/1861 | Towards Zero-Shot Task Transfer with Neurosymbolic World Models
[NO] 339/1861 | An Omitted Mode Is a Rare Rule: The Sampling-Verification Danger Law in Continuous Code World Models
[NO] 340/1861 | Mixed-norm Brasamp-Lieb inequalities
[NO] 341/1861 | Tail exponents of conditional guesswork via the method of types
[NO] 342/1861 | Procedural Content Metageneration via Program Search and Continual Abstraction Discovery
[NO] 343/1861 | A characterization of tight ($ k, 0 $)-stable graphs
[NO] 344/1861 | Graphs attaining an upper bound on the mixed metric dimension
[NO] 345/1861 | Zariski-Dense Monodromy of Singular Hyperbolic Metrics on Non-Hyperbolic Riemann Surfaces
[NO] 346/1861 | A Theoretical Framework for Parallel Lifelong MAPF Using Group Decentralized Planning
[NO] 347/1861 | Steady-State Equivalent Circuit Model for Data Center Loads
[NO] 348/1861 | Analysis of Types of Inquiries in Student-AI Interaction: A case study of two CS2 tasks
[NO] 349/1861 | Comparative Study of Out-of-the-Box Technology for Automatic Target Detection and Recognition
[NO] 350/1861 | Computational Prosopography across a Millennium: Mathematically Oriented Lineages Traced from the Fields Medalists
[NO] 351/1861 | The critical exponent of the Falconer functional for Anosov representations
[NO] 352/1861 | Stochastic Robust Linear W-infinity Control via Dynamic Output Feedback
[NO] 353/1861 | Understanding the Surprising Generalization Properties of Tabular Foundation Models
[NO] 354/1861 | Almost-product Kähler surfaces
[NO] 355/1861 | Reduced State Stabilizer Rényi Entropy as a Probe of Quantum Phase Transitions in Frustrated J_1-J_2 Spin Models
[NO] 356/1861 | Formation of heavy double neutron stars II: the role of heavy first-born neutron stars and low metallicity
[NO] 357/1861 | Density-induced dark-baryon conversion in $Δ-$admixed hypernuclear neutron stars
[NO] 358/1861 | Affine Dual Braid Monoids: Finite Cores, Exceptional Cluster Complexes, and Koszul Resolutions
[YES] 359/1861 | BullsEye: Directed Firmware Fuzzing
[NO] 360/1861 | Dispersive Shock Waves in a 1D Quantum Liquid
[NO] 361/1861 | Chiral Spinterfaces as an Overlooked Component of the Chiral-Induced Spin Selectivity Effect
[NO] 362/1861 | Jetson-ORB-SLAM3: Accuracy-Preserving GPU Implementation for Edge Computing Devices
[NO] 363/1861 | Atomistic Structure Generation and Neural-Network Screening of Hard Carbons to Identify High-Capacity Sodium Storage
[NO] 364/1861 | Infinite-Horizon Sparse Optimal Control: Solution through a Finite-Horizon Subproblem and Its Receding-Horizon Implementation
[NO] 365/1861 | Planning Against Learning in Rank-1 Games
[NO] 366/1861 | On the Fragility of Self-Improving Agents: Variance, Task Order, and Underspecification
[NO] 367/1861 | Universal admissibility for scattering transforms
[NO] 368/1861 | The Limits of Experimental Design: Covariate Balance Beyond Low Dimension
[NO] 369/1861 | Primitive Representation Learning for Unsupervised Dynamic Contrast Enhanced MRI Reconstruction
[NO] 370/1861 | The Polyglot's Dilemma: Conformance Testing a Dozen Specs in as Many Languages
[NO] 371/1861 | Harnessing Magnitude-Only and Complex Measurements for Improved Dynamic MRI Reconstruction with Learned Priors
[NO] 372/1861 | Plug-and-Play Traffic Element Awareness for End-to-End Autonomous Driving
[NO] 373/1861 | Deep Academic Survey: Stateful Agentic Closed-Loop Paradigm for Academic Survey Automation
[NO] 374/1861 | Initialization-Free Bundle Adjustment Revisited: A Controlled Experimental Study
[NO] 375/1861 | TabNSM: Neural Sparse Mixer for Tabular Regression
[NO] 376/1861 | Entropic Value-at-Risk portfolio optimization for tempered stable Lévy processes
[NO] 377/1861 | Revisiting WEASEL 2.0: Reproduction, Sensitivity, and an Adaptive Ensemble-Size Rule
[NO] 378/1861 | Runs Above Expected (RAE) and Wicket Effect (WE): A Context-adjusted and Unified Impact Metric for Twenty20 Cricket
[NO] 379/1861 | Automated ACL Footprint Identification Using 3D Deep Learning
[NO] 380/1861 | Gisin's Argument and the Limits of Causal Explanations in Relativistic Spacetime
[NO] 381/1861 | Composing Flow-Matching Energies with Known Physics: Generation, OOD Detection, and Inversion on PDE Fields
[NO] 382/1861 | Traceable Trust for action-ready artificial intelligence in bioscience
[NO] 383/1861 | Judge, Retrieve, or Abstain: Uncertainty-Guarded LLM Judging with Provable Risk Guarantees
[NO] 384/1861 | What Does It Mean and Why Should I Bother? Motivating Students to Write Better Commit Messages
[NO] 385/1861 | Combinatorics of the Fourier transform: Stokes data, Gale duality and frieze patterns
[NO] 386/1861 | The Spin Angular Momentum and Black Hole Mass Components of Sagittarius A*
[NO] 387/1861 | The elliptic wind on jet wakes in high-energy heavy-ion collisions
[NO] 388/1861 | Evidence of self-organized criticality in the prompt emission of a bright gamma-ray burst
[NO] 389/1861 | PRISM: Precision and contact-rich Real-world Industrial Skill dataset with Multimodal sensing
[NO] 390/1861 | Topology of Nonequilibrium Currents Controls Active Transport
[NO] 391/1861 | Grading Needs a Rubric, Not Intelligence
[NO] 392/1861 | Dephasing-induced distinct mobility edges in a dimerized off-diagonal quasicrystal
[NO] 393/1861 | A Coalitional Game for Demand-Side Management in a Micro-Grid with Multiple Electricity Retailers
[NO] 394/1861 | EvoTS-Agent: A Self-Evolving LLM Agent for Financial Time Series Change Point Detection
[NO] 395/1861 | Near-unit-root persistence of symmetric stable autoregressive sequences
[NO] 396/1861 | AppendiGrade: An XAI-Enhanced Deep Learning Framework for Grading Appendicitis in Ultrasound with Gaussian Blur and Grad-CAM
[NO] 397/1861 | Set-Oriented Approach to the Analysis of Chaotic Itinerancy
[NO] 398/1861 | The FLARE Facility
[NO] 399/1861 | Adaptive Model Predictive Control for Ground Vehicles: Review and Demonstrative Implementation
[NO] 400/1861 | Stability and Reconstruction of a Nonlinearity in a Parabolic Equation from Partial Boundary Data
[NO] 401/1861 | Benchmarking Least-Squares Tensor Hypercontraction Techniques for Molecular Systems
[NO] 402/1861 | Optical decoherence in Er$^{3+}$-doped CeO$_2$ spin qubit platforms
[NO] 403/1861 | An improved bound for the randomized metric distortion problem
