[2026-05-05 10:47:41] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-04
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605040000+TO+202605042359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[ACM] 2026-5-4 | Research on Spectrum Sensing Method for Non-Cooperative Targets Correction
[NO] 279/1000 | Stabilizing the Memristive Liu System Using PI-Based Sliding Mode Control: Implications for Autonomous Vehicle Dynamics
[NO] 280/1000 | A Current Sensor Fault Tolerant Technique for Pole-Changing Induction Motors
[NO] 281/1000 | Ground Fault Detection in RES Integrated Power System Networks Using Clustering Algorithm
[NO] 282/1000 | PiGraphNet: A Novel Physics-Informed Graph Neural Network for Remaining Useful Life Prediction of Lithium-Ion Batteries in Electric Vehicles
[NO] 283/1000 | Performance Analysis of LSVF Equivalent Output Feedback I-PD Control for Non-Minimum Phase Systems
[NO] 284/1000 | A Comparative Analysis of Various Deep Learning Models for State-of-Charge Estimation in Lithium-Ion Batteries
[NO] 285/1000 | Analysis of Modified Leaky-LMS Algorithm Based Single-Stage Three-Phase Grid-Tied PV System Using Current Error Space Phasor Hysteresis Controller
[NO] 286/1000 | Poisson-Based Modeling of Arc-Induced Spike Events for Low-Voltage Distribution Systems
[NO] 287/1000 | Control Strategy of Bidirectional AC-DC Converter using Modified RBFNN Algorithm to Improve PQ in Grid Connected PV-EV based Charger
[NO] 288/1000 | A Synergistic Neural-Kalman Hybrid Approach for Real-Time State Estimation
[NO] 289/1000 | Barrier Method Optimized MTPA and AFSTSMOCDSC-SRF-PLL Techniques for Sensorless Operation of SPV-Battery-Charger Integrated PMaSynRM Based LEV
[NO] 290/1000 | Metaheuristic Optimization of UAV Mission Planning with a Novel Cost Function
[NO] 291/1000 | A 13-,19-, and 25-Level Switched-Capacitor Multilevel Inverter with Threefold Gain for Renewable Energy Applications
[NO] 292/1000 | A New Converter Topology to Suppress Common-Mode Voltage in Open End Pmsm Drives Based on Three-Phase Unfolder
[NO] 293/1000 | Directional Relaying using Fundamental Harmonic Sensitivity in Phase Currents
[NO] 294/1000 | Gradient-Based Optimizer for Short-Term Hydrothermal Generation Scheduling
[NO] 295/1000 | Adaptive Human–Computer Interaction Design Based on AIGC for New Media Applications
[NO] 296/1000 | Theileriosis Monitoring and Management System Using Machine Learning Algorithms
[NO] 297/1000 | KiF: Accelerating Low-Batch LLM Inference Using In-Flash KV Cache
[NO] 298/1000 | Cover 2
[NO] 299/1000 | Approximating Optimal Soft Repairs for Denial Constraints_supp1-3689023.pdf
[NO] 300/1000 | A Thermal Distribution Estimation-Based Thermal Stress Tolerant Control Method for Traction Inverters Under Fault Conditions
[NO] 301/1000 | Two-Stage Pseudorange Positioning Framework for eLoran Cold Start Resolution and Coverage Area Expansion
[NO] 302/1000 | IEEE DataPort
[NO] 303/1000 | Vision-Guided Robotic System for Automatic Fish Quality Grading and Packaging
[NO] 304/1000 | OU-CA: A Face–Voice Multimodal Benchmark for Continuous User Authentication
[NO] 305/1000 | Corrections to “Shaping the Profile and Dispersion of Waves Guided Between Spatiotemporally Dispersive, Electrically and Magnetically Conductive Metasurface Boundaries”
[NO] 306/1000 | DSA: A Dual Safety Approach for Test-Time Temporal Risk Removal of Video Generation_supp1-3689683.pdf
[NO] 307/1000 | Wafer-Scale Rapid Characterization of Barrier Layer Thickness Uniformity in Nb/Al-AlO
                    <sub>x</sub>
                    /Nb Josephson Junctions Using Spectroscopic Ellipsometry
[NO] 308/1000 | Deep Reinforcement Learning based Access Point Selection in Cell-free Massive MIMO with Behavior Cloning
[NO] 309/1000 | Decoupled Amplitude and Phase Recalibration for Tiny Object Detection in Remote Sensing
[NO] 310/1000 | A Hybrid Solar-PV Grid-Tied Battery Energy Storage System for Modern EV Charging Applications
[NO] 311/1000 | Robust TDOA localization under NLOS condition using Convex-Concave Programming
[NO] 312/1000 | ID-3SPs: Internally Disjoint 3-Steiner Paths Construction in Highly Scalable Data Center Networks with Applications
[NO] 313/1000 | On the Minimum Distances of Some Families of BCH Codes
[NO] 314/1000 | GeoChronos-GPT: Spatiotemporal Transformer Framework for Personalized Point-of-Interest Recommendation
[NO] 315/1000 | Enhancing Sports Experiences Using Artificial Intelligence: Predicting Football Matches Results
[NO] 316/1000 | Basketball Target Recognition and Tracking in Video Using Improved YOLOv5 with Multi-Feature Fusion and Attention Mechanism
[NO] 317/1000 | A Deep Learning Framework for Clinical Risk Prediction with Temporal Representation and Uncertainty-Aware Modeling
[NO] 318/1000 | Frequency Regulation Enhancement of Multi-Area Hybrid Power System Considering CES Using 3DoF Based Cascaded Controller
[NO] 319/1000 | Three-Level NPC Operation of TS-NPC with Capacitor Voltage Balancing Control
[NO] 320/1000 | Physics-Informed Neural Network-based Prediction of Battery Charging Dynamics of Chaotic Energy Harvesters
[NO] 321/1000 | Model Predictive Control based Optimal Charging for the Health Improvement in Lithium-ion Batteries
[NO] 322/1000 | False Data Injection Attack Resilient LFC for Two Area Power System with Optimized Hybrid Fractional Order PID Controller
[NO] 323/1000 | Anomaly-Resilient Control for Automatic Generation Control Systems: Detection and Mitigation of Data Integrity Attacks
[NO] 324/1000 | Efficient Probabilistic Load Flow Utilising Latin Hypercube with Translational Propagation Algorithm
[NO] 325/1000 | Speed Sensorless Vector Controlled PMSM Drive Using Cascaded IMC Scheme
[NO] 326/1000 | AI-Driven Automated Design Generator for Smart Mechanical Components in Power and Energy Systems
[NO] 327/1000 | A Hybrid STL-LSTM Framework for Data-Driven EV Load Forecasting
[NO] 328/1000 | Probabilistic Flexibility Enhancement in Active Distribution Networks Under Operational Constraints
[NO] 329/1000 | A Taxonomy of Data Inconsistencies and their Operational Impact in Automatic Train Operation
[NO] 330/1000 | Assessment of Control Strategies and Switching Technologies in DC-DC Power Conversion
[NO] 331/1000 | In-Situ State of Health Estimation of Electric Vehicle Batteries Using Partial Driving Data
[NO] 332/1000 | Damping Ratio and PI Integrator Gain Estimation from Generation-Loss Disturbances in the Indian Electricity Grid
[NO] 333/1000 | Electrolyser-Fuel Cell-PV-Battery System Connected Grid System with GMBZ Adaptive Filtering for Hybrid EV Charging Infrastructure
[NO] 334/1000 | A Novel Passive Islanding Detection Technique with Hybrid DER Technologies
[NO] 335/1000 | Dynamic Viscoelastic Modeling Analysis &amp; Nonlinear Control of Smart Material Actuator for Rehabilitation Purposes
[NO] 336/1000 | A Remote Current Injection Based Islanding Detection Technique for Microgrid
[NO] 337/1000 | Dynamic State of Charge Estimation of Lithium-Ion Batteries Using a Model Switching Approach
[NO] 338/1000 | Experimental Validation of an Intelligent Dual-Battery Hybrid EV System with PEMFC Range Extension and ML-Based Control Architecture
[NO] 339/1000 | Hybrid Quantum-Classical Model for Digit Recognition in Electric Vehicle
[NO] 340/1000 | Graph-Temporal Actor-Critic: A Hybrid Architecture for UAV Navigation in Dynamic Environments
[NO] 341/1000 | Identifying Smoke and Engineering Vehicles by High-voltage Line Alarm Robot
[NO] 342/1000 | Channel State Information Classification based on Wireless Foundation Model
[NO] 343/1000 | Heterogeneous Data Transmission Optimization in Vehicle Networking Based on Federated Learning and Edge Computing
[NO] 344/1000 | A Lightweight Collaborative Mobile Agent Architecture for Cybersecurity Testing in Industrial Control Systems
[NO] 345/1000 | DSA: A Dual Safety Approach for Test-Time Temporal Risk Removal of Video Generation_supp2-3689683.mp4
[NO] 346/1000 | Adaptive Optical Image Enhancement under Transformer Oil via Bright Channel and Statistical Feature Distributions_supp1-3689571.pdf
[NO] 347/1000 | A Surface-Wave Self-Cancelling Method and Its Application to Vehicle Glass Antenna
[NO] 348/1000 | Spectral Dynamic Attention Network for Hyperspectral Image Super-Resolution
[NO] 349/1000 | A Structurally Optimized Planar Two-Dimensional Capacitive Sensor for High-Accuracy Positioning Applications
[NO] 350/1000 | A Survey of Cross-Domain Robotics: Classification, Perception, Planning and Control
[NO] 351/1000 | PARM: Pipeline-Adapted Reward Model
[NO] 352/1000 | Thyro-LMD: A Benchmark Dataset and Sample-Driven Data Loading, Attention, and Regularization for Long-Tailed Multi-Label Thyroid Ultrasound Diagnosis
[NO] 353/1000 | Beyond the Demo: Exoskeletons and Brain-Computer Interfaces May Seem Miraculous, but their True Value is Forged in the Real World
[NO] 354/1000 | Towards Neurocognitive-Inspired Intelligence: From AI’s Structural Mimicry to Human-Like Functional Cognition
[NO] 355/1000 | Digital Competence Development Through AI-Supported Teaching Models in Higher Education: A Quasi-Experimental Study
[NO] 356/1000 | Towards Open Data in Digital Social Protection: A Scoping Review of South Africa's Strategic Needs
[NO] 357/1000 | Glucocare: “A Web-Based Mhealth Application with Chatbot Technology and Community Support for Enhancing Diabetes Care in Developing Countries”
[NO] 358/1000 | UHM: Unified Transferring and Pooling over Heterogeneous GPU Memories
[NO] 359/1000 | Solution of Stochastic Dynamic Economic Load Dispatch Problem Using Pelican Optimization Algorithm
[NO] 360/1000 | Intelligent Fault-Tolerant Control Strategy for 5Phase HV Electric Vehicle Traction Inverters
[NO] 361/1000 | Adaptive Log-Fractional Terminal Sliding Mode Control for Residual Current Compensation in Bushfire-Prone Power Networks
[NO] 362/1000 | Design and Performance Evaluation of a Bridgeless Zeta Converter for Efficient EV Charging Systems
[NO] 363/1000 | Stator Winding Faults Detection Using Symmetrical Components of Stator Fluxes in Three Phase Induction Motor
[NO] 364/1000 | Distributionally Robust Optimization for Virtual Power Plant with Vehicle-to-Grid Integration Under Multi-Source Uncertainties
[NO] 365/1000 | AI-Driven Multi-Model Adaptive Tilt Optimization for Bifacial Solar Arrays Under Spatiotemporal Variability in Process
[NO] 366/1000 | Reinforcement Learning-Based Energy Management for Multi-Zone EV Charging Stations
[NO] 367/1000 | Dual Phase Shift Controlled Dual Active Bridge for 3-Stage MSCC EV Battery Charging
[NO] 368/1000 | Experimental Studies on Magnetization Behaviour of Axial Electromagnetic Bearings
[NO] 369/1000 | Multi-Hypotheses Trajectory Prediction of On-Road Vehicles Using MC-EKF with Map Constraints
[NO] 370/1000 | Enhancing LFC Systems Against Denial of Service Attacks: Detection and Resilience Strategies
[NO] 371/1000 | A Model and Technical Implementation for Breaking News Information Cocoons and Improving Public Online Literacy
[NO] 372/1000 | AI-Generated Design of Cultural and Creative Packaging for Regional Paper-Cutting Art
[NO] 373/1000 | Review of Visible Light Communication Receivers: Standardization, Modulation Techniques, Receiver Technologies and Application Scenarios
[NO] 374/1000 | Conditional Wasserstein Generative Adversarial Network with W-Net and Wasserstein-L1-SSIM Loss Function for Single Image Dehazing
[NO] 375/1000 | Energy Consumption Minimization in MEC-empowered CF-mMIMO System Based on Multi-Agent Deep Reinforcement Learning
[NO] 376/1000 | MR-HVIL: A Mixed-Reality-Based Human&amp;#x2013;Vehicle-In-the-Loop On-Road Validation Platform for Mixed Traffic Testing_supp1-3626213.mp4
[NO] 377/1000 | State-Aware Hierarchical WiFi Sensing for Continuous and Lightweight Recognition of Motion and Respiration
[NO] 378/1000 | Sequential-Scanning Contrast-Enhanced Cerebral Dual-Energy CT Imaging Via Physics-Informed Subject-Specific Deep Image Representations
[NO] 379/1000 | Reciprocal Sinusoidal Vector Modulation in Matrix Converter-Based WPT System
[NO] 380/1000 | A cross-modal network for facial expression recognition
[NO] 381/1000 | IEEE Transactions on Fuzzy Systems Publication Information
[NO] 382/1000 | Pinching-Antenna Assisted Short Packet NOMA Communication Systems
[NO] 383/1000 | Sensorless Control of Interior Permanent Magnet Synchronous Motor Based on Improved Synchronous Reference Frame Filter in Double Angle Axis
[NO] 384/1000 | Feasibility of SEU Rate Estimation Using Deposited-Energy Spectra from In-Flight Single-Layer Silicon Detectors
[NO] 385/1000 | GSDeformer: Direct, Real-time and Extensible Cage-based Deformation for 3D Gaussian Splatting_supp2-3687062.mp4
[NO] 386/1000 | Bidirectional Alternating A Path Planning Method Integrating a 2.5D Grid Map and Slope Risk
[NO] 387/1000 | Multimodal Deep Learning for Integrated Analysis and Preservation of Modern Chinese Historical Heritage
[NO] 388/1000 | The Evaluation of the Training Path and Practical Effect of “AI + Business” Applied Talent Cultivation from the Perspective of Industry-Academia Integration
[NO] 389/1000 | A Data Optimization Method for Healthcare Expenditure Prediction
[NO] 390/1000 | Cluster-Based PBFT Blockchain Consensus Modelling with Jackson Open Queuing Network
[NO] 391/1000 | MeLt: Language Expert Specialization in Multilingual Mixture-of-Experts Models via Contrastive-Guided Training
[NO] 392/1000 | An Entropy Transformed Pareto Distribution for Measuring Wealth Inequality
[NO] 393/1000 | MPPT Performance of P&amp;O and PSO in Tilted Standalone PV Systems with Battery Under Shading
[NO] 394/1000 | Study the Effect of Current Source Driver on the Performance of Traction Inverter
[NO] 395/1000 | Design and Thermal Characterization of Al6061-T6 Reinforced with Graphene, SiC, and B
                    <sub>4</sub>
                    C Nanoparticles for Electric Vehicle Battery Enclosure
[NO] 396/1000 | Adaptive Analytical Control and Optimization of STATCOM in Solar-Fed Transmission Lines Under Outlier Scenarios
[NO] 397/1000 | Investigations on Effect of Shaft-Mounted Position Sensor Unbalance on SRM Performance and Its Remedy
[NO] 398/1000 | Power Quality Enhancement of Hybrid Pv-Wind-Battery-Fcs-Ae Based Standalone Microgrid Under the Operation With Various Loads
[NO] 399/1000 | MQTT-Enabled Smart Net Metering for V2G with Predictive Analytic
[NO] 400/1000 | Semantic Spatial Object Interpretation for Indoor Environments using Sensor Fusion
[NO] 401/1000 | High Voltage Conversion Ratio Non-Isolated Common-Ground Bidirectional DC-DC Converter
[NO] 402/1000 | Solid-State and AI-Driven Advances in EV Battery Ecosystems: Road to 2030
[NO] 403/1000 | A Computational Study on CT-CV Charging of Lithium-Ion Batteries with Temperature Regulation
[NO] 404/1000 | BiLSTM-Based Load Forecasting for Individual Appliances in Smart Homes
[NO] 405/1000 | Design and Analysis of Coreless Double-D Coil for Dynamic Wireless Power Transfer in Electric Vehicles Under Misalignment
[NO] 406/1000 | Scalar Control of Induction Motor with Current Limiting Feature
[NO] 407/1000 | Modeling and Integration of Regenerative Braking for Motor Through SCMIC-Based Hybrid PV/ Battery System
[NO] 408/1000 | Efficient Frequency Regulation of Shipboard Microgrid Utilizing One-Third Method Based Tuning Rules
[NO] 409/1000 | Stability and Power Quality Reinforcement in Offshore Wind Farms Using Battery-Supported E-STATCOM
