[2026-07-31 11:29:59] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-30
正在获取论文...
[arXiv] 2026-07-30 | Diversifying Personalized Research Ideation against AI-Induced Homogenization
[NO] 568/2000 | Creative Task Cards for Reflection, Self-Efficiency and Self-Regulation in CS1 Introductory Programming: Initial Insights
[NO] 569/2000 | Back to All-Entity Ranking: Sampler-Dependent Evaluation in Continuous-Time Dynamic Graphs
[NO] 570/2000 | EEG-EditBench: Probing Visual Information in EEG-Image Retrieval Models with Controlled Image Edits
[NO] 571/2000 | Optimal binding function for (cap,even hole)-free graphs with no short odd holes
[NO] 572/2000 | Quantum machine learning interatomic potential: Application of variational quantum algorithm
[NO] 573/2000 | Ensemble theory of thermodiffusion
[NO] 574/2000 | MUGEN: A Unified Framework for Efficient Motion Understanding and Generation
[NO] 575/2000 | Mesh Adaptation on Hybrid Unstructured Meshes for Immersed Boundary Methods
[NO] 576/2000 | Maximum Likelihood and Bayesian Estimation for State-Space Models Using the Non-Gaussian Filter
[NO] 577/2000 | Mixed metric dimension of $2$-connected graphs
[NO] 578/2000 | Inference-Time Agentic Decision Rules Beat Longer Evolving Search for Multi-Image Medical Reasoning
[NO] 579/2000 | Strategies for Milestone-driven Start-ups in Multi-activity Settings
[NO] 580/2000 | DeepResearch Agent System
[NO] 581/2000 | Drawing-Recode: Annotation Grounding for Parametric CAD Code Generation from Raster 2D CAD Drawings
[NO] 582/2000 | Evaluating Agentic Bioinformatics through Function, Evidence, and Validation
[NO] 583/2000 | Confinement and String Breaking in the Compact Abelian Higgs Model
[NO] 584/2000 | Cross-Embodiment Transfer via Behavior-Aligned Representations
[NO] 585/2000 | AI Literacy: An Exercise in Power-Knowledge
[NO] 586/2000 | Structural Validation of LLM-Generated Microservice Decompositions Using Source-Code Dependencies
[NO] 587/2000 | Non-partitioned e-detectors for nonparametric sequential change detection
[NO] 588/2000 | Systematic derivation of the Boltzmann equation for electroweak baryogenesis
[NO] 589/2000 | HARGO: Heterogeneity-Aware Reward-Guided Optimization for RL Post-Training of LLMs on HPC Tasks
[NO] 590/2000 | Charge-exchange reactions with pion and kaon beams in the NA64h experiment at CERN
[NO] 591/2000 | Effects of gold cluster intercalation in graphene: stationary waves and modified QPI features
[NO] 592/2000 | Tycho: Active Abstraction with Programmatic World Models for ARC-AGI-3
[NO] 593/2000 | Intertwined magnetoresistance and Hall multifunctionality in a non-coplanar magnetic Weyl semimetal DyB4
[NO] 594/2000 | The Capacity of a Family of Sticky Channels
[NO] 595/2000 | JWST's Constraints on the Substellar IMF in NGC 2024
[NO] 596/2000 | The geometric classification of left-symmetric algebras and superalgebras
[NO] 597/2000 | Uncertainty quantification for trustworthy deep learning: Methods and measures
[NO] 598/2000 | Quantum Arago-Fresnel interference of displaced spin states of photons
[NO] 599/2000 | Boundary-Induced Apparent Risk Aversion in Nonergodic Multiplicative Growth
[NO] 600/2000 | Qwen-UI-Agent Technical Report: Toward Next-Generation Real-World Centric Foundation GUI Agents
[NO] 601/2000 | Security of World-Model-Based Embodied AI: A Lifecycle of Threats, Defenses, and Evaluation
[NO] 602/2000 | Generalized Hilbert operators on Hardy spaces
[NO] 603/2000 | Reduced-Observation Approximation of Near-Field Gaussian Covariance Matrices
[NO] 604/2000 | Vibe-FDTR: An agent-oriented framework for reproducible frequency-domain thermoreflectance data analysis
[NO] 605/2000 | Finite-time blow-up for the mass-critical half-wave equation with negative energy
[NO] 606/2000 | Light-Front approach to $4d$ massless Higher-Spin interactions
[NO] 607/2000 | Searching in HI for Massive Low Surface Brightness Galaxies: II. Completing the UGC Sample
[NO] 608/2000 | Technology-Enhanced Tabletop Exercises for Cybersecurity Education: Lessons Learned
[NO] 609/2000 | An Interval-Score ROC Curve for Assessment, Calibration and Ensembling of Probabilistic Forecasts
[NO] 610/2000 | On The Most Discriminative Boolean Functions for Correlated Sources
[NO] 611/2000 | Stochastic Average Consensus Filtering and Distributed State Estimation for Boolean Control Networks
[NO] 612/2000 | ReGenVC: End-to-End Real-Time Generative Video Coding at Ultra-Low Bitrate
[NO] 613/2000 | Hyperbolicity of complements of orbits in Anosov flows
[NO] 614/2000 | Asymmetric Communication: Large Language Models and Language Games
[NO] 615/2000 | Interval Decompositions for Multipersistence Modules over Finite Posets and Robustness of Sheaf Data on Simplicial Complexes
[NO] 616/2000 | Projection-Regularized Indirect Data-Driven Predictive Control
[NO] 617/2000 | Approximate sampling from decoded quantum interferometry via Markov chain Monte Carlo methods
[NO] 618/2000 | BlueprintRepair: Typed Local Edits for Failed Lean Proof Blueprints
[NO] 619/2000 | Beyond Rephrasing: Book-Level Organization Improves Synthetic Textbook Data for Mid-Training
[NO] 620/2000 | Comment on the preprint: First Limits on Axion Dark Matter from a DALI Prototype arXiv:2603.21951
[NO] 621/2000 | Meteosat Third Generation imagery improves CNN-based SSI retrieval
[NO] 622/2000 | AISPA: User-Centric System Prompt Auditing for Large Language Model Applications
[NO] 623/2000 | Extraction of $σ_{TT}$ for Proton, Neutron, Deuteron and $^3$He from Quasi-real Photon Scattering
[NO] 624/2000 | $\mathbb Q\setminus\mathbb Z$ is diophantine over $\mathbb Q$ with $7$ unknowns
[NO] 625/2000 | Using Theory of Mind to Arbitrate between Social and Non-social Learning
[NO] 626/2000 | Set-theoretic universes and paradoxes in 2-topoi
[NO] 627/2000 | Train Often, Deploy Selectively: Forward-Gated Model Replacement in Crypto Markets
[NO] 628/2000 | Finite Pinwheel Covering
[NO] 629/2000 | Rethinking Inference-Time Scaling in Local Computer-Use Agents: Failure Modes and Compute Tradeoffs
[NO] 630/2000 | Quantum Fidelity-per-Cost: A Metric for Evaluation of Quantum Computing Systems
[NO] 631/2000 | Relativistic transport near moving interfaces
[NO] 632/2000 | Doubly Robust Functional Representation Learning for Longitudinal Causal Inference with Irregular Histories
[NO] 633/2000 | Sequent-style tableaux for first-order logic: structural analysis, cut admissibility, and the correspondence with LK
[NO] 634/2000 | Three Texture Zeros in the Hermitian Dirac sector within Type-I Seesaw Mechanism
[NO] 635/2000 | Joint measurement of cosmic-ray muons and seismic w av es at laboratory scale
[NO] 636/2000 | Graph Neural Network Force Fields for Spin Dynamics in Metallic Magnets
[NO] 637/2000 | The Diagnostic Temperature Discrepancy as a Kinetic Measurement: Shape, Transport, and Termination of the Suprathermal Electron Tail
[NO] 638/2000 | Dynamical flattening of halo density cusps by Q-ball dark matter
[NO] 639/2000 | Creative Transformation in Literary Texts: Modelling Change Across Representational Levels
[NO] 640/2000 | Beyond Hand-Derived Inequalities: Decision Diagrams for Cut Generation in Binary Polynomial Optimization
[NO] 641/2000 | Spacetime Layout and Logical Compilation of Color Code
[NO] 642/2000 | InfoOps Bench: A live information operations safety benchmark
[NO] 643/2000 | Beyond monomial $α$-attractors
[NO] 644/2000 | X-ray Absorption Variability in NGC 1142: Another Constraint on the Nature of the Torus/Broad-Line Region in Active Galactic Nuclei
[NO] 645/2000 | Beyond Sentiment: Structured Information Extraction from Financial News
[NO] 646/2000 | Stage-Replay Divergence Follows the KV Cache: Fixed-Prefix Precision Controls and Bidirectional Cache Transplantation
[NO] 647/2000 | Matching Trace Element Distribution to Mineralogical Phases in Ancient Biotechnology-Derived Metallic Salts: a Multimodal Analysis
[NO] 648/2000 | A subspace approach to data-driven predictive control for linear parameter-varying systems
[NO] 649/2000 | Observation of long-lived spin order in nanoconfined water
[NO] 650/2000 | From Exact Diagonalization to DMRG: A Complete Numerical Study of the Transverse-Field Ising Model
[NO] 651/2000 | Machines that know they are aging: a framework for hardware-aware autonomous intelligence
[NO] 652/2000 | Quantum Steering and Nonlocal Correlations Between Non-Interacting Delocalized Electrons Under Rashba Spin-Orbit Interaction
[NO] 653/2000 | Magnetic Reconnection Process in Partially Ionized Fluids: Insights from the Solar Chromosphere
[NO] 654/2000 | CoLAS: Multimodal Corroboration of Latent Asset Signals for Financial Trading
[NO] 655/2000 | Lipschitz-free spaces over products of sequences
[NO] 656/2000 | Binary neutron stars in the next-generation era: Multi-messenger detection prospects and constraints on the equation of state, mass distribution, and cosmology
[NO] 657/2000 | Vertex volumes, lattice-minima tails, and height zeta functions for the standard arithmetic quotient of $\operatorname{PGL}_d$
[NO] 658/2000 | Hydration-Controlled Layer Stacking in (NH$_3$)$_2$Cu$_5$(SeO$_3$)$_2$(OH)$_6$(H$_2$O)$_{2+x}$ ($x$ = 0, 1, and 3)
[NO] 659/2000 | Covariant variation and its applications
[NO] 660/2000 | QQWorld: Quantile-Quantile Matching for World Model Regularization
[NO] 661/2000 | Windowed thinning and query complexity for the bouncy particle and Zigzag samplers
[NO] 662/2000 | Real-time Pre-Correlation GNSS Interference Classification with Lightweight Learned Algorithms
[NO] 663/2000 | Ginzburg's conjecture on the unramified computation of Eulerian integrals
[NO] 664/2000 | Nearly optimal quantum circuits for Boolean oracles
[NO] 665/2000 | Missing Descendants in the Carrollian Conformal Family
[NO] 666/2000 | Segment-level thermal sensitivity analysis for exo-Earth coronagraphy with segmented space telescopes
[NO] 667/2000 | Counterdiabatic Driving under Variational Frame Dressing
[NO] 668/2000 | SemAnCorr: Semantic Anchored Correspondence for Zero-Shot Manipulation Skill Transfer
[NO] 669/2000 | Optimal Execution with Passive Market Impact
[NO] 670/2000 | The Study of Quasi-Periodic Pulsations in Solar and Stellar Flares with SKA
[NO] 671/2000 | Interacting Quantum Symmetric Exclusion Process
[NO] 672/2000 | SAFViT: Spatial Attention Fusion Gating for Vision Transformer-Based Nucleus Segmentation and Classification
[NO] 673/2000 | MemTxn: A Transaction Boundary for Source-Supported Updates and Complete-State Recovery in Agent Memory
[NO] 674/2000 | CLVisc Agent for autonomous relativistic hydrodynamics studies
[NO] 675/2000 | Deep Learning for Accelerated Long-Horizon Forecasting of Multicomponent Multiphase Microstructure Evolution in High-Entropy Alloys
[NO] 676/2000 | Significant ordinary Nernst effect contribution to spin-orbit torque harmonic Hall measurements in metallic structures
[NO] 677/2000 | Thermal or Non-thermal? Diffuse emission in the infall region of stacked galaxy groups
[NO] 678/2000 | Degenerate Limits of Scalar-Tensor Gravity
[NO] 679/2000 | Can AI Follow In Einstein's Footsteps?
[NO] 680/2000 | Annotating Topical Legal Insights from Case Proceedings
[NO] 681/2000 | From Understanding to Action: Feedback-Grounded Policy Discovery for Generative Recommendation
[NO] 682/2000 | Neural Network Approximation of Solutions to Fractional Parabolic Partial Differential Equations
[NO] 683/2000 | CXR-Retrieve: Compositional Text-to-Image Retrieval in Chest Radiography
[YES] 684/2000 | CHARGE: Leveraging CWE Hierarchies for Hardware Security SystemVerilog Assertion Generation
[NO] 685/2000 | VocalRender: Score-Native Singing Voice Synthesis for Real-World Composition
[NO] 686/2000 | Private Face Recognition Training Dataset Publication via Identity-Decoupled and Geometry-Preserving Face Distillation
[NO] 687/2000 | The International Lunar Reference System
[NO] 688/2000 | Hierarchical Latent Reasoning for LLM-based Recommendation
[NO] 689/2000 | Long-term high-resolution spectroscopic monitoring of the evolved metal-poor binary PS Gem
[NO] 690/2000 | Exact Incompatibility-Breaking Criterion for Unital Qubit Channels
[NO] 691/2000 | Chance-Constrained Nonlinear Covariance Control via Robust Linearization Remainder Bounds
[NO] 692/2000 | Three-Photon Bayesian Imaging of Ortho-Positronium
[NO] 693/2000 | Sharp Bounds for Totally Invariant Cycles of Projective Varieties
[NO] 694/2000 | A Sparse Glimpse of the Whole: Train-Free Self-Speculative Decoding
[NO] 695/2000 | Nonlinear Fourier spectral signatures of rogue waves observed in Bose-Einstein condensates
[NO] 696/2000 | Laplacian Bounds for the Dissociation Number of Regular Graphs of Matrix Rings
[NO] 697/2000 | Phase Retrieval in $\mathbb C^4$ Requires Exactly Eleven Measurements
[NO] 698/2000 | VESTIGE: A Knowledge-Guided Masking Strategy for Corruption-Aware Fine-Tuning of Genomic Transformers, Validated on Ancient DNA Reconstruction
[NO] 699/2000 | NMINE: Normalized Mutual Information Neural Estimation
[NO] 700/2000 | MECA: A Mechanism-Centered Agent for Constructing Well-Specified and Valuable Mathematical Conjectures
[NO] 701/2000 | Albilich: Steerable Proof-State Orchestration for LLM-Based Mathematical Research with CAS Integration
[NO] 702/2000 | Calibrate Before Reason: Robust Visual Token Reduction against Semantic Drift in VLMs
[NO] 703/2000 | RefineSVG: Visual Feedback-Driven Reinforcement Learning for Image-to-SVG Generation
[NO] 704/2000 | DP-LENS: A Density-Aware Polyfocal Lens with Topology-Driven Auto-Routing for Occlusion Management in Immersive 3D Analytics
[NO] 705/2000 | Unconventional and Fragile Magnetic Exciton in a van der Waals Quantum Magnet
[NO] 706/2000 | Nuclear dimension, pure infiniteness and real rank for higher rank graph $C^*$-algebras
[NO] 707/2000 | Quadruply Bonded Mo2 Molecules: An Innate Emitter-Resonator Quantum System in Free Space
[NO] 708/2000 | Restoring Collaborative Signals in Semantic-ID Generative Recommendation via Personalized Natural Language
[NO] 709/2000 | Tight Sample Complexity for Low-Rank Adaptation: Matching Bounds and Rank Selection
[NO] 710/2000 | Stop Shipping AI Agents on Faith: Capability Is Not Production Readiness
[NO] 711/2000 | Can Large Language Models Resolve Real Java Merge Conflicts? An Evaluation with a Calibrated LLM-as-Judge
[NO] 712/2000 | Volume Stability for Hyperbolic Manifolds and Applications to General Relativity
[NO] 713/2000 | Rational higher order Whitehead products of mapping spaces and defining systems
[NO] 714/2000 | Looped Transformers with Source-Centered State Evolution
[NO] 715/2000 | Magnetic dipole moments as probes of doubly-bottom molecular pentaquarks
[NO] 716/2000 | LoopMemGR: From Behavior Logs to Evolving Memory for Generative Recommendation
[NO] 717/2000 | Effect of biharmonic coupling in frequency-weighted Kuramoto oscillators
[NO] 718/2000 | Design and testing progress towards the first flight of the rocket experiment demonstration of a Soft X-ray Polarimeter (REDSoX)
[NO] 719/2000 | HealthCAT: An Interpretable Encoder-only Transformer Framework for Health Indicator Prediction and Temporal Interpretation of Wearable Sensor Data
[NO] 720/2000 | BlindPSNR: A No-Reference Fidelity Predictor for Low-Light Image Enhancement
