[2026-08-25 21:16:01] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-24
正在获取论文...
[arXiv] 2026-08-24 | A Cap-Move Reformulation of Ling's Proof of Samuels' Conjecture
[NO] 505/1901 | Reaching the thermodynamic limit of wicking on textured surfaces
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 506/1901 | Primal--Dual Alternating Neural Learning for Timely Classification with Performance Guarantees
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 507/1901 | What's the Catch? Evaluating Temporal Consistency in Vision-Language Models
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 508/1901 | Strong Averaging Principle and Long-Time Dynamics for Fast-Slow SDEs with Increasing Time-Scale Separation and Degenerate Noise
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 509/1901 | Transporting Randomized Trial Effects to Real-World Populations via Riesz-Calibrated Optimal Transport
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 510/1901 | Imprints of nuclear shell structure in exclusive vector meson production
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 511/1901 | Limits of quantization from mixed to real polarizations on toric varieties
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 512/1901 | ChebBooster: A Training-Free Approach for Efficient Diffusion Transformer Inference via Chebyshev-Inspired Extrapolation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 513/1901 | Environmental Control Extends Beyond Quantum Dephasing in Exciton Energy Transfer
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 514/1901 | Data-Driven Synthesis of Robust Positively Invariant Sets: From State Feedback to Output Feedback
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 515/1901 | STONIC: A Layered Measurement Contract for LLM Value Profiling
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 516/1901 | Optimal Grading: A Unified Approach
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 517/1901 | Quasiconvexity of the Burkholder function on symmetric matrices
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 518/1901 | Dual-Isotope Sympathetic Cooling in a Long Ion Chain
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 519/1901 | SxSSD: A Secure and Extensible Software-defined Solid State Drive
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 520/1901 | Fixed Point Homogeneous Orbifolds with Positive Sectional Curvature
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 521/1901 | DF-MoE: Generalizable Deepfake Detection via Multimodal Sparse Mixture-of-Experts
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 522/1901 | The Geometry of Low-Resource Language Representations
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 523/1901 | A Geometric Derivation of the Bitner--Ehrlich--Reingold Loopless Gray Code Algorithm
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 524/1901 | Hierarchical Exponential-Gaussian Mixtures for Watch-Time Distribution Prediction
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 525/1901 | OptiSight: Bridging Semantic Reasoning and Geometric Control for Embodied Navigation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 526/1901 | Asymptotically Tight Fractional Online Matching Under Edge Arrivals
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 527/1901 | Test-Time Adaptation for ECG Classification via SQI-Gated Self-Training and Beat-Rhythm Consistency
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 528/1901 | Anomalous stabilization of excitons by metallic proximity
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 529/1901 | Hardy-Littlewood type phenomena and the Girela-Peláez conjecture for the Möbius invariant Laplacian operator
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 530/1901 | Thinking Beyond Videos: Unifying Video Reasoning and Deep Research for Open-World Video Agents
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 531/1901 | Agent-G$^2$: Gaussian Guidance for Agentic Reinforcement Learning
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 532/1901 | Spicing up Genetic Netlist Generation with LLMs
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 533/1901 | Satisfying Quantum Codes: Physics-Informed and Hardware-Aware Code Design with SAT Solvers
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 534/1901 | A DQMC study of the spectral and conductive properties of the two-dimensional Holstein model
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 535/1901 | Enumerating corank 2 complex vector bundles on odd complex projective spaces
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 536/1901 | A Stochastic Flow for the Stochastic Allen-Cahn Equation with Multiplicative Noise
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 537/1901 | Analytical Cosmological Collider at Strong Mixing in Laplace Space
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 538/1901 | Misanthrope: A Privacy-Preserving Keypoint Detector
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 539/1901 | Predicting the scale limits of social mechanisms in agent societies
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 540/1901 | Conformal Metrics on the unit Ball with Constant $Q$-Curvature, Constant $T$-Curvature, and Minimal Boundary
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 541/1901 | Results of the 1st Asynchronous CASTLE Challenge at the Joint Egocentric Vision Workshop in Conjunction with CVPR 2026
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 542/1901 | Thinking at the Right Size: Amortized Distillation Across Post-Trained LLMs
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 543/1901 | Robustness of Anomaly Detection Models for Industrial Control Systems under Training-Time Data Contamination
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 544/1901 | Temporal Portability of Numeric User Metadata on Twitter
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 545/1901 | FOVEA: Focused On-Demand Visual Evidence Adaptation for Cache-Friendly Multimodal Speculative Decoding
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 546/1901 | Efficient Quantum Simulation of Linearized Vlasov--Poisson Dynamics Using Trotter and THRIFT Hamiltonian Simulation Methods
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 547/1901 | Self-consistent modelling of all-optical switching and magneto-optic readout in an integrated Si$_3$N$_4$/GdFeCo waveguide
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 548/1901 | Revisiting the $Λ(1405)$ pole structure with convolutional neural networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 549/1901 | Updated Upper Limits on the Isotropic Gravitational-Wave Background from LIGO, Virgo, and KAGRA Data through April 2025
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 550/1901 | What do position and time mean in the quantum wavefunction?
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 551/1901 | MorphoCLIP: Text-Supervised Contrastive Learning for Perturbation Matching in Cell Painting Images
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 552/1901 | Convergence of time-discrete finite particle consensus based optimization in Hilbert spaces
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 553/1901 | Energy of toroidal M2 brane in flat 11d background
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 554/1901 | ROS2SmolVLA: Enabling Small Vision-Language-Action Models for Integration into Industrial-Grade Lightweight Robots
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
