[2026-06-23 12:08:28] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-22
正在获取论文...
[arXiv] 2026-06-22 | Emergence of Common Noise: Quantitative Conditional Propagation of Chaos
[NO] 626/1964 | Conceptual Design of an Ecosystem for Real Farm Data Collection toward Agricultural AI Foundation Models
[NO] 627/1964 | Wireless Personal Agent: Extending Wireless Intelligence from Networks to Terminals
[NO] 628/1964 | SteerVTE: Seamless Video Text Editing with Style and Glyph Control
[NO] 629/1964 | Spiral Domains and Lavaurs-Type Renormalization for Parabolic Germs of $\mathbb{C}^2$
[NO] 630/1964 | Predator-associated cues promote host riding, and coupling to mobile hosts improves survival in an epizoic limpet
[NO] 631/1964 | SPADE: Structure-Prior Adaptive Decision Estimation
[NO] 632/1964 | MuPPET: A Benchmark for Contextual Privacy of LLM Assistants in Multi-Party Conversations
[NO] 633/1964 | Universal Interatomic Potentials as Configuration-Space Generators for One-Shot and Iterative Fine-Tuning of Ab Initio-Accurate Material-Specific Models
[NO] 634/1964 | Turing-region preservation in matrix-oriented splitting methods for reaction-diffusion systems
[NO] 635/1964 | CFPO: Counterfactual Policy Optimization for Multimodal Reasoning
[NO] 636/1964 | Bridge the Gaps: Heterogeneous Attributed Graph Clustering via Quaternion Representation Learning
[NO] 637/1964 | Improving Long-Context Retrieval with Multi-Prefix Embedding
[NO] 638/1964 | Application of Machine Learning for the Identification of 2D Colloidal Assemblies: A Case Study on Particles of Distinct Shapes
[NO] 639/1964 | AI-driven Optimisation of Quality of Recovery (QoR) in Remote Patient Monitoring
[NO] 640/1964 | Recollements of Triangulated Categories and the Singularity Category of a Triangular Matrix Category
[NO] 641/1964 | Thermodynamic inference from noisy single-molecule time series
[NO] 642/1964 | RECALL: Recovery Experience Collection for Active Lifelong Learning in Vision-Language-Action Models
[NO] 643/1964 | A quantum algorithm for one-shot signatures
[NO] 644/1964 | Vera: A Layered Diffusion Model for Content-Preserving Video Editing
[NO] 645/1964 | Virtual Surjection and the $n$-$(n+1)$-$(n+2)$ Theorem for Profinite Groups
[NO] 646/1964 | Two-Stage Optimization for Dynamic Line Rating and Energy Storage Deployment
[NO] 647/1964 | Decentralized Autonomous Traffic Management through Corridor Networks
[NO] 648/1964 | Cubic Jordan algebras are not a series
[NO] 649/1964 | Skewness tunes the small-drift record rate of random walks and Lévy flights
[NO] 650/1964 | Affine quantization of the dynamical Reissner--Nordström region
[NO] 651/1964 | The location of the largest exponential spacing and Euler's generalized pentagonal numbers
[NO] 652/1964 | Structure-Aware Variance Reduction for Unbiased Randomized Hamiltonian Simulation
[NO] 653/1964 | Sensor-Stack Limits on Contactless In-Bed Body Position: A 20-Subject Multimodal Radar + Thermal LOSO Characterization
[YES] 654/1964 | An Open-Source LFSR-Based Stochastic Leaky Integrate-and-Fire Neuron in SkyWater 130 nm: Design, Stochastic Characterisation, and Rate Coding
[NO] 655/1964 | Composition: Building Community with Arts, Math, and Code (Experience Report)
[NO] 656/1964 | Scaling State-Space Models from Lines to Paragraphs: An Ablation of Mamba-based OCR
[NO] 657/1964 | DSWIM:Efficient and Stable Deterministic Computation of Warm Inflation Perturbations
[NO] 658/1964 | Arbor: Explicit Geometric Conditioning for Controllable 3D Asset Generation
[NO] 659/1964 | Source-Free Detection and Impact Analysis of Compiler Optimization Problems in Mobile Applications
[NO] 660/1964 | Variance or Standard Deviation? Shell Geometry and Global-Scale Priors in High-Dimensional Shrinkage
[NO] 661/1964 | Projection-Based Reconstruction for Achieving High-Order Accuracy from Low-Order DGSEM Simulations
[NO] 662/1964 | High-quality single crystals of the kagome metals Ni$_3$In and Ni$_3$Sn grown from Pb flux
[NO] 663/1964 | Anomalous charge density wave in a two-dimensional superatomic superconductor
[NO] 664/1964 | CADRE: Stable, Parameter Efficient Adaptation of Medical Vision Language Models with Bounded Forgetting and Prior Drift
[NO] 665/1964 | From Reconstruction to Decision: A Post-Encoder Plug-in Adapter for Curvilinear Segmentation
[NO] 666/1964 | Continuity equations in the Generalised Lagrangian Mean theory
[NO] 667/1964 | Magnetic-Free Quantum Interference and Universal Josephson Diode Effect Driven by a Supercurrent Gauge Field
[NO] 668/1964 | On Two Approaches to Cluster Structures on Partial Flag Varieties
[NO] 669/1964 | C^2GR: Coupled Comprehensive Generative Replay for a Continually Learnable Universal Segmentation Model
[NO] 670/1964 | High performance construction materials fracture and high cycle fatigue assessment based on accelerated PF-CZM
[NO] 671/1964 | Boolean degree one functions on the Grassmann scheme
[NO] 672/1964 | NLO Angular Impulse and Leading Singularities to all orders in spin for Kerr Black Holes
[NO] 673/1964 | Sort-Stratified Semantics for Temporal Conflict Detection in ODRL Policies
[NO] 674/1964 | Cross-Architectural Mixture-of-Experts with Adaptive Soft Routing for Plant Leaf Disease Classification
[NO] 675/1964 | The Expected Number of Pairwise Stable Networks
[NO] 676/1964 | When Agents Commit Too Soon: Diagnosing Premature Commitment in LLM Agents
[NO] 677/1964 | MythraGen: Two-Stage Retrieval Augmented Art Generation Framework
[NO] 678/1964 | Bianchi groups and automorphisms of rank-four $K3$ surfaces
[NO] 679/1964 | Intent-Governed Tool Authorization for AI Agents
[NO] 680/1964 | Intend, Reflect, Refine: An Adaptive Multimodal Reflection Framework for Autonomous Driving
[NO] 681/1964 | Agent-as-a-Router: Agentic Model Routing for Coding Tasks
[NO] 682/1964 | Explainable AI in Speaker Recognition -- Attention Map Visualisation and Evaluation
[NO] 683/1964 | Learning Graphs through Continuous Information Entropy Fields
[NO] 684/1964 | IViT: A Novel Interpretable Visual Transformer for Skin Disease Detection
[NO] 685/1964 | On a generalized incompressible model in two dimensions
[NO] 686/1964 | PHOEBI: An Open-World Benchmark for Bacterial Identification in Phase-Contrast Microscopy
[NO] 687/1964 | Partial-twuality polynomial interpolation for binary delta-matroids
[NO] 688/1964 | CLI-Universe: Towards Verifiable Task Synthesis Engine for Terminal Agents
[NO] 689/1964 | DJM: Compact Base Meshes for Displacement Mapping using Triangle Jacobians
[NO] 690/1964 | Testing the Generalization and Domain Stability of Compact Feature Representations for Photometric Supernova Classification
[NO] 691/1964 | DynamicMem: A Long-Horizon Memory Benchmark in Real-World Settings
[NO] 692/1964 | When AUC 0.998 Is Not Enough: A Candidate Evaluation Protocol for Hidden-State Probes of Indirect Prompt Injection in Multimodal Computer-Use Agents
[NO] 693/1964 | Locally conservative redistribution limiting and applications to the approximation of conservation equations, Part II
[NO] 694/1964 | Cloak: Zero-Shot Cross-Embodiment Manipulation by Masking the End-Effector from the VLA
[NO] 695/1964 | OrthoMotion:Disentangling Camera and Subject Motion via Geometry Semantics Orthogonal Attention
[NO] 696/1964 | The Urban-Rural Divide in the Age of Artificial Intelligence: Assessing the Effects of Technology and Automation on Regional Labor Markets
[NO] 697/1964 | DBT-Bleed: Dual-Branch Temporal Modeling with Key-Frame Selection for Surgical Bleeding Detection
[NO] 698/1964 | A Conservative Time-Accurate Local Time-Stepping DG Scheme Based on a Weakly Compressible Model for Unsteady Low-Mach-Number Flows
[NO] 699/1964 | Policy-as-Data: Learning Generalizable HOI Diffusion Models from Simulated Physics
[NO] 700/1964 | Measuring Behavior Portability in Large Language Models
[NO] 701/1964 | Semiparametric Efficiency Theory as Differential Calculus on a Space of Probability Distributions
[NO] 702/1964 | Pricing the Unpriced Asset: A Standards-Based Method for Valuing Enterprise Data under IAS 38 and IAS 2
[NO] 703/1964 | Black Hole Occupation Fraction: Dependence on Black Hole Mass Threshold, Environment, Resolution and Redshift
[NO] 704/1964 | Endogenous Randomness from Adversarial Market Learning
[NO] 705/1964 | A Closed Image Characterization of Locally Finite Groups via Linear Cellular Automata
[NO] 706/1964 | GroundEval: A Deterministic Replacement for LLM-as-Judge in Stateful Agent Evaluation
[NO] 707/1964 | Lifting E-Graphs: A Function Isn't a Constant
[NO] 708/1964 | Protecting Qubits from Purcell Decay via Permanent Dipoles
[NO] 709/1964 | When Confidence Takes the Wrong Path: Diagnosing Retrieval-State Lock-In in RAG
[NO] 710/1964 | Normalized solutions for a nonlinear Dirac equation with an inhomogeneous nonlinearity
[NO] 711/1964 | Hyperbolic solitons on trans-Sasakian space forms and its submanifolds
[NO] 712/1964 | Position: Correct Answer, Wrong Mechanism -- When AI Scientists Defend General Claims Their Own Data Contradicts
[NO] 713/1964 | Betti-Whittaker periods of the contragredient representations for $\textrm{GL}(n)$
[NO] 714/1964 | Recent Hadron Spectroscopy Results from the Belle and Belle II experiments
[NO] 715/1964 | Bihamiltonian structure of the $(n,1)$-type rational reductions of the 2D-Toda hierarchy
[NO] 716/1964 | Performance Evaluation of Selection Strategies for Inter-Satellite Paths in Walker-Delta Constellations
[NO] 717/1964 | Managing Procedural Memory in LLM Agents: Control, Adaptation, and Evaluation
[NO] 718/1964 | MambaADv2: Evolving Duality-enhanced State Space Model for Unsupervised Anomaly Detection
[NO] 719/1964 | AI-Empowered UAV-Assisted Backscatter Localization and ISAC for Zero-Energy IoT: A Comprehensive Survey
[NO] 720/1964 | Enormous Fluid Antenna Systems (E-FAS) for Wireless Sensing: Channel Modeling and Conditional Estimation Limits
[NO] 721/1964 | TTFT-Aware Graph Chain-of-Thought:Distance-Indexed Neural A* for Low-Hallucination Multi-Hop Medical Reasoning
[NO] 722/1964 | Compression and Retrieval: Implicit Memory Retrieval for Video World Models
[NO] 723/1964 | Fingerprints of an Imbert-Fedorov-like effect in the tunneling transmission of Rarita-Schwinger semi-metals
[NO] 724/1964 | AdaReP:Adaptive Re-Planning under Model Mismatch for Neural World-Model Predictive Control
[NO] 725/1964 | MotionHalluc: Diagnosing Kinematic Hallucinations in Fine-Grained Motion Reasoning
[NO] 726/1964 | Some Results about the Expressivity of Preference-Incomplete Structured Argumentation Frameworks
[NO] 727/1964 | HALAS: A Human-Annotated Dataset of Hallucinations of Modern ASR Systems
[NO] 728/1964 | UECP: Uncertainty-Enhanced Collaborative Perception
[NO] 729/1964 | Gaussian Process Differential Ensembles for Joint Inference on Curves, Derivatives, and Integrals
[NO] 730/1964 | Physics-Guided Spatiotemporal State Space Modeling for Lookahead Molten Pool Segmentation in Laser Wire-Feed Welding
[NO] 731/1964 | Spectral-capacitary bounds for homological recovery from reflected Brownian trajectories
[NO] 732/1964 | ScalingAttention: Discovering Intrinsic Sparse Attention Topology for Video Diffusion Transformers
[NO] 733/1964 | Scalable Online Flight Trajectory Optimization via Sequential Quadratic Programming for Urban Air Mobility in Ultra Low-Altitude Airspace
[NO] 734/1964 | From Point Estimates to Distributions: GMM Pooling for MIL in Preterm Birth Prediction
[NO] 735/1964 | Bicyclic biskew braces
[NO] 736/1964 | Machine Translation and Post-Editing: Comparative Evaluation of Different MT Systems and Post-Editor Groups in Specialised Translation
[NO] 737/1964 | Diffusions with resetting boundaries: ergodic control and renewal optimization
[NO] 738/1964 | Subject-Level Unknown-Identity Identification from Leap Motion Controller 2 Hand Landmarks
[NO] 739/1964 | Learning the distance for ABC and localized neural posterior estimation
[NO] 740/1964 | Understanding Parallel Samplers in Masked Diffusion via Random Walks on Graphs
[NO] 741/1964 | TaLK: Text-attributed Graph Dataset Distillation via Coupling Language Model with Graph-Aware Kernel
[NO] 742/1964 | MOCAP: Wafer-Scale-Chip-Oriented Memory-Orchestrated Chunked Pipelining Framework for Prefill-Only LLM Inference
[NO] 743/1964 | Attacking the Trusted Imagination: Oracle-Level Integrity Attacks on Imagine-then-Act World Models
[NO] 744/1964 | LLM-as-a-Judge for Reliable and Explainable Offline Evaluation in Top-K Recommendation
[NO] 745/1964 | PG-MAP: Joint MAP Optimization for Inference-Time Alignment of Diffusion and Flow-Matching Models
[NO] 746/1964 | Affine Rota-Baxter groups and affine skew braces
[NO] 747/1964 | Domain-incremental audio classification using domain-specific experts and prototype classifier
[NO] 748/1964 | The kurtosis of normal variance-mean mixtures
[NO] 749/1964 | CoorDex: Coordinating Body and Hand Priors for Continuous Dexterous Humanoid Loco-Manipulation
[NO] 750/1964 | Open Problem: Is AdamW Effective Under Heavy-Tailed Noise?
[NO] 751/1964 | Teaching LLMs String Matching, Backtracking, and Error Recovery to Deduce Bases and Truth Tables for the Combinatorially Exploding Bit Manipulation Puzzles
[NO] 752/1964 | GeoFidelity-Bench: Evaluating Segment-Level Geographic Fidelity in Text-to-Image Street-View Generation
[NO] 753/1964 | Action-BED: Task-Driven Bayesian Experimental Design with Singly Intractable Objectives
[NO] 754/1964 | Position-Space Renormalization and Half-Space Truncations in $φ^4_4$
[NO] 755/1964 | The EDGE-CALIFA Survey: Star Formation Efficiency and Galaxy Quenching across 62 Main Sequence, Green Valley, and Red Galaxies
[NO] 756/1964 | TailorMind: Towards Preference-Aligned Multimodal Content Generation
[NO] 757/1964 | Convolution Operators on Weighted Hahn Spaces
[NO] 758/1964 | Interfacial-melt stability as a thermodynamic prerequisite for solid-state synthesis
[NO] 759/1964 | Isometrization of Tensor Network States via Gauge Propagation
[NO] 760/1964 | Predicate Importance Estimation and Decoupled Rationale-Score Distillation for Entity Alignment
[NO] 761/1964 | Graph-Enhanced Large Language Models for Spatial Search
[NO] 762/1964 | Log-concavity and tunneling: adiabatic quantum optimization for convex functions (with a spike)
[NO] 763/1964 | When Does Intrinsic Self-Correction Help? A Task-Sensitive Analysis
[NO] 764/1964 | Examining AI-generated historical narratives and their reception through the example of history POVs on TikTok
[NO] 765/1964 | Quantifying the Agreement Between Data-Influence and Data-Similarity to Understand LLM Behavior
[NO] 766/1964 | High-Stability Deformable Mirrors for Correcting Non-Axisymmetric Residual Aberrations in Thermal Compensation of Future Gravitational Wave Interferometers
[NO] 767/1964 | Path-dependent Affine Processes
[NO] 768/1964 | Free-running single-cavity dual combs with Hz-level relative linewidth
