[2025-11-21 09:10:51] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-20
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202511200000+TO+202511202359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[IEEE] 2025-11-20 | Section 3: Medical Decision Support Systems. Intelligent Systems in Healthcare
[NO] 226/1000 | Enhancing Data Resilience and Security in Distributed Storage Systems Against Ransomware Attacks
[NO] 227/1000 | Distributed Predictive Control of Vehicle Platoons Under Reduced Visibility With Delay Compensation: A Fog-Specific Approach
[NO] 228/1000 | When Semi-Supervised LVM Meets Frequency-Based Critical Layout Pattern Selection
[YES] 229/1000 | Promise: Property Mining for Sequential Synthesis
[NO] 230/1000 | Optimizing Neural Networks with Learnable Non-Linear Activation Functions via Lookup-Based FPGA Acceleration
[YES] 231/1000 | Optimizing SFQ Circuit Design: A Timing-Driven Framework for Performance-Constrained Area Minimization
[NO] 232/1000 | Mamba-X: An End-to-End Vision Mamba Accelerator for Edge Computing Devices
[NO] 233/1000 | Beyond Dataset Boundaries: Analyzing Cross-Domain Performance of Person Re-Identification Existing Methods
[NO] 234/1000 | Assessment of Deauthentication Threats in IoT: An Empirical Analysis of ESP8266 Deauther and Flipper Zero
[NO] 235/1000 | Accuracy and Efficiency of Neural Network Models in the Diagnosis of Obstructive Micturition
[NO] 236/1000 | Smart Integration of Placement Machines and Reflow Oven Using Node-RED and PLC Control
[NO] 237/1000 | Modeling the Process of Transferring Hydrocuff Pressure from the Forearm Surface to the Artery
[NO] 238/1000 | Algorithms for Automatic Detection of Sporadic Epileptiform Discharges in the Diagnosis of Delayed Cerebral Ischemia after Subarachnoid Hemorrhage
[NO] 239/1000 | Towards a Digital Platform for Tailoring Freeze-Thaw Protocols for Tissue Decellularization
[NO] 240/1000 | Dissecting CPU-GPU Unified Physical Memory on AMD MI300A APUs
[NO] 241/1000 | decoder-bench: Benchmarking Decoders for Quantum Error Correction
[NO] 242/1000 | Benchmarking Support for RISC-V CPUs in Serverless Computing
[NO] 243/1000 | An Analysis of Ethereum Workloads from a Key-Value Storage Perspective
[YES] 244/1000 | Characterizing and Optimizing Real-Time Optimal Control for Embedded SoCs
[NO] 245/1000 | Discriminate Weight Approximation for Efficient DSP Packing in LLM Accelerators
[NO] 246/1000 | Kalman assimilation model for retrieving time-series chlorophyll content based on multi-source remote sensing Images
[NO] 247/1000 | Table of Contents
[NO] 248/1000 | Techno-Economic Optimization of Autonomous PV/Wind/Battery Microgrid for Seawater Reverse Osmosis Desalination Plant
[NO] 249/1000 | Identification of Patient-Specific EMG Detectors for Robot-Assisted Therapy Using Rest and Move State EMG Data_supp1-3628296.pdf
[NO] 250/1000 | Vision-Constrained Formation Control With Integrated Rigid-Geometric Structures for Obstacle Avoidance
[NO] 251/1000 | Affine Frequency Division Multiplexing for Communication and Channel Sounding: Requirements, Challenges, and Key Technologies
[NO] 252/1000 | Tapeout Tales: From Classroom to Chips—A Student Perspective [Education Corner]
[NO] 253/1000 | Enhancing Business Intelligence in Ghana through Digital Technologies: Optimizing Management Information Sharing with Cloud Computing, Big Data, and AI
[NO] 254/1000 | Breaking The Buffer : Covert Channel Attacks by Overrunning Buffer and Countermeasures
[NO] 255/1000 | ICSTCC 2025 Organizers
[NO] 256/1000 | ICSTCC 2025 Author Index
[YES] 257/1000 | VeriOpt: PPA-Aware High-Quality Verilog Generation via Multi-Role LLMs
[NO] 258/1000 | Semidefinite Programming-Based Decoupling Capacitor Placement for Power Distribution Network Optimization
[YES] 259/1000 | 3D Personalised Modeling of an Aortic Valve
[NO] 260/1000 | A Comparative Evaluation of Spatial Frequency Domain Imaging and Diffuse Reflectance Spectroscopy in Measuring Tissue-Mimicking Phantom Optical Properties
[NO] 261/1000 | DevTrace: Lightweight Plug-In Design for PCIe Transaction Tracing in Edge Intelligence Workloads
[YES] 262/1000 | DecoRTL: A Run-Time Decoding Framework for RTL Code Generation with LLMs
[YES] 263/1000 | DynVec: An End-to-End Framework for Efficient Vector-Dataflow Execution
[YES] 264/1000 | HD-MoE: Hybrid and Dynamic Parallelism for Mixture-of-Expert LLMs with 3D Near-Memory Processing
[YES] 265/1000 | Athena: A Plug-and-Play Advisor for Retrieval-Augmented Generation using VectorDB
[NO] 266/1000 | miniGiraffe: A Pangenomic Mapping Proxy App
[NO] 267/1000 | Deep learning based Atmospheric Temperature and Humidity Inversion from Airborne Microwave Radiometer Data
[NO] 268/1000 | Resource Optimization in Multi-Hop IAB Networks: Balancing Data Freshness and Spectral Efficiency
[NO] 269/1000 | Multi-source Remote Sensing Image Matching in Mountainous Areas Based on Spatial Structure Features
[YES] 270/1000 | Large Language Models Versus Static Code Analysis Tools: A Systematic Benchmark for Vulnerability Detection
[NO] 271/1000 | Beyond Gaussian Assumptions: A General Fractional HJB Control Framework for Lévy-Driven Heavy-Tailed Channels in 6G
[NO] 272/1000 | Table of Contents
[NO] 273/1000 | Improving Ground Deformation Classification by Integrating InSAR Time Series with Geospatial Information
[NO] 274/1000 | Enhancing Consumer UAV Autonomy: An Entropy-Augmented Deep Reinforcement Learning for Autonomous Navigation in Dense Obstacle Environments
[NO] 275/1000 | Enhancing PROSAIL Inversion: Key Considerations and Practical Insights
[NO] 276/1000 | Organizing Committee
[NO] 277/1000 | AdaMKG: Context-Aware Multimodal Knowledge Graph Fusion for Cross-Domain Retrieval, Reasoning and Analytics in Enterprise Information Governance
[NO] 278/1000 | End-to-end Autonomous Driving: From Classic Paradigm to Large Model Empowerment - A Comprehensive Survey
[NO] 279/1000 | CRM-NAS: A Structure-adaptive and Attention-based Approach for Fingerprint Reconstruction from Noisy OCT Data
[NO] 280/1000 | 2025 Index IEEE Transactions on Biomedical Engineering
[NO] 281/1000 | A Modular Battery System for Integrated AC, DC, and Auxiliary Outputs in Electric Vehicles
[NO] 282/1000 | The Journal of Miniaturized Air and Space Systems
[NO] 283/1000 | Multi-Agent DRL-Driven Age-Energy Efficiency Optimization in STAR-RIS Assisted Consumer-Grade Unmanned Vehicle Applications
[NO] 284/1000 | Invited Paper: Feature-to-Classifier Co-Design for Mixed-Signal Smart Flexible Wearables for Healthcare at the Extreme Edge
[NO] 285/1000 | Thermophysical Prediction Model of Local Cryotherapy
[YES] 286/1000 | Revolution or Hype? Seeking the Limits of Large Models in Hardware Design
[NO] 287/1000 | Peculiarities of Evaluation of Indicators in the “Health” System Based on the Diffusion Equation
[NO] 288/1000 | Formation of a Complex of Diagnostically Significant Indicators for Predicting the Outcomes of Assisted Reproductive Technologies and Pregnancy Pathologies
[NO] 289/1000 | Analysis of Acoustic Characteristics of Speech for Assessing Emotional Stress: Methods and Experimental Studies
[NO] 290/1000 | A Novel Deep Learning Prototype for Alzheimer’s Disease Detection
[NO] 291/1000 | Investigation of the Asymmetry of the Mu Rhythm on the EEG During the Activation of the Mirror Neuron System in Individuals after Stroke
[YES] 292/1000 | Adaptive Pin Pattern Modification on Standard Cells Towards ECO Routing
[YES] 293/1000 | ProtoCellLayout: Prototype-Guided Graph Learning for Accurate and Generalizable Standard Cell Layout PPA Estimation
[YES] 294/1000 | Invited Paper: 2025 ICCAD CAD Contest Problem A: Hardware Trojan Detection on Gate-Level Netlist
[NO] 295/1000 | Fictitious Reference Iterative Tuning of Active Disturbance Rejection Control Combined with Fuzzy Logic for Crane Systems
[NO] 296/1000 | High-order Disturbance Observer-based Backstepping Sliding Mode Control of the Under-actuated Uncertain Quadrotor Unmanned Aerial Vehicles
[NO] 297/1000 | Improving Maze Exploration and Evacuation with Reactive Agents through Directional Weighting
[NO] 298/1000 | BetterTogether: An Interference-Aware Framework for Fine-grained Software Pipelining on Heterogeneous SoCs
[NO] 299/1000 | Requirement-Driven Adaptive Differential Evolution for Many-Task Optimization_supp1-3634724.pdf
[NO] 300/1000 | IEEE SSCS Kerala Chapter Organized Series of Initiatives [Chapters]
[NO] 301/1000 | On the Optimal Memory-Rate Tradeoff of Demand-Private Coded Caching
[NO] 302/1000 | A Robust LiDAR Localization Method for Complex Underground Spaces Using Gaussian-blurred Normal Distributions Transform Maps
[NO] 303/1000 | An Autoethnography on Visualization Literacy: A Wicked Measurement Problem
[NO] 304/1000 | A Digital Bandwidth Compensation Method for Capacitive MEMS Accelerometers_supp1-3632252.pdf
[NO] 305/1000 | The Impact of Feature Scaling In Machine Learning: Effects on Regression and Classification Tasks
[NO] 306/1000 | Geographic Knowledge-Driven Transfer Learning for Enhanced Received Signal Strength Prediction_supp1-3633744.pptx
[NO] 307/1000 | A Lightweight UAV Object Detector Based on Optimized YOLOv8 Fused with an Auxiliary Learning Branch for AIoT
[NO] 308/1000 | A Lightweight and Privacy-preserving Distributed Multidimensional Data Trend Query Scheme with Fault-tolerant for Machine-as-a-Service
[NO] 309/1000 | Exploiting Fine-grained CSI for Covert Communications in RIS-assisted Integrated Sensing and Communication System
[NO] 310/1000 | AffectNet+: A Database for Enhancing Facial Expression Recognition With Soft-Labels_supp1-3634523.pdf
[NO] 311/1000 | PangenomicsBench: A Benchmark Suite and Characterization of Pangenomics
[NO] 312/1000 | CIMWise: An IREE-based End-To-End AI Compiler with Auto-Tuning for CIM Processors
[YES] 313/1000 | Invited Paper: APS: Open-Source Hardware-Software Co-Design Framework for Agile Processor Specialization
[NO] 314/1000 | HALO: Hybrid Systolic Arrays via Logical Partitioning for Acceleration of Complex-Valued Neural Networks
[NO] 315/1000 | Quantum State Preparation Based on LimTDD
[NO] 316/1000 | Deep Models With and Without Early Fusion For Automatic Lip Reading
[NO] 317/1000 | Embedded UWB–BLE Indoor Localization and Telemetry Platform for Mobile Robots
[NO] 318/1000 | A method for tuning the parameters of a PI controller from an Area Generation Control system
[NO] 319/1000 | Design of Computed Torque Control with Regional Pole Placement for Two Link Robotic Manipulator
[NO] 320/1000 | Comparative Analysis of Custom and Classical Radial Basis Function Network for Mechanical Fault Detection in Wastewater Treatment Plants
[NO] 321/1000 | Online identification using Markov coefficients: application to a DC motor
[YES] 322/1000 | DiffCCD: Differentiable Concurrent Clock and Data Optimization
[NO] 323/1000 | Stabilometric Studies of Patients after Total Knee Arthroplasty Using Mechanical and Kinematic Alignment
[NO] 324/1000 | A Model for Dermatoscopic Image Recognition Combining Classical and Neural Network AI Techniques
[YES] 325/1000 | NetShield Lite: A Network Security Tool with Real-Time DoS Detection and AI-Enhanced Vulnerability Assessment
[NO] 326/1000 | Modeling of Patient’s Informative Parameters for Neural Network Support of Medical Decision
[YES] 327/1000 | GradMap: A Gradient-Descent Approach to Simultaneous Technology Mapping, Buffer Insertion, and Gate Sizing
[YES] 328/1000 | Invited Paper: 2025 ICCAD CAD Contest Problem B: Power and Timing Optimization Using Multibit Flip-Flop
[YES] 329/1000 | DiffCkt: A Diffusion Model-Based Hybrid Neural Network Framework for Automatic Transistor-Level Generation of Analog Circuits
[NO] 330/1000 | Scalable and Asynchronous Differential Checkpointing for Intermittently Powered Devices
[NO] 331/1000 | Real-Time Communication Framework for Connected Robots: Testing and Validation of Control Algorithms
[NO] 332/1000 | Uncertainty-Guided Live Measurement Sequencing for Fast SAR ADC Linearity Testing
[YES] 333/1000 | PPAAS: PVT and Pareto Aware Analog Sizing via Goal-conditioned Reinforcement Learning
[NO] 334/1000 | Authors’ Biographies/Index
[NO] 335/1000 | Effect of Saline Solution (0.9 % NaCl) on Brain Tumor Impedance Measurements Results in Vitro
[NO] 336/1000 | IEEE SSCS Leuven Student Chapter Hosts Three Inspiring Events in Spring 2025 [Chapters]
[NO] 337/1000 | Review for "Improving New Zealand’s Vegetation Mapping Using Weakly Supervised Learning"
[NO] 338/1000 | Advancing PM2.5 Prediction Through TimeRes-BiLSTM: Integrating Multi-Pollutant Temporal Patterns in Urban China
[NO] 339/1000 | The effect of perceived AI on AI health assistant behavioral intention: the SOR theory
[NO] 340/1000 | Cybersecurity in Cyber-Physical Systems: An Introduction
[NO] 341/1000 | Front Cover
[NO] 342/1000 | Design and Modeling of a Reconfigurable Robot: Decoupled STAR (DSTAR)
[NO] 343/1000 | SAHARA: Heterogeneous Semi-Supervised Transfer Learning with Adversarial Adaptation and Dynamic Pseudo-Labeling
[NO] 344/1000 | Trapeze Active Deep Trench Designs for Enhanced Charge Transfer Performances in CCD-on-CMOS Image Sensor
[NO] 345/1000 | Oxide-based CMOS Logic Circuits Enabled by Monolithically 3D Stacked SnO
                    <sub>x</sub>
                    p-FET and IGZO n-FET with Matched Threshold Voltage
[NO] 346/1000 | Collaborative Allocation Optimization of Production Line Workers Based on Multidimensional Feature Measurement and E-CARGO Model
[NO] 347/1000 | Hybrid method to characterize the open-circuit voltage behavior of photovoltaic modules under pulsed light
[NO] 348/1000 | Achieving Privacy-Preserving and Communication-Efficient Federated Learning in Internet of Unmanned Agents
[NO] 349/1000 | IEEE Connect
[NO] 350/1000 | Analytical Energy Loss Model for Laminated Silicon Steels Under Rectangular Voltage Excitations With Different Duty Cycles
[NO] 351/1000 | EncQA: Benchmarking Vision-Language Models on Visual Encodings for Charts
[NO] 352/1000 | A Synchronization Scheme for Broadband Signals Utilizing Microwave Photonic Phase Detector
[NO] 353/1000 | Heterogeneous Data-based Global-to-Local Cross-domain Few-shot Classification Method of Hyperspectral Image
[NO] 354/1000 | The 46th Annual IEEE Custom Integrated Circuits Conference (CICC 2025) [Conference Reports]
[NO] 355/1000 | Enhancing Mathematical Reasoning Through Autonomously Learning Knowledge_supp1-3634507.pdf
[NO] 356/1000 | ClusterSim: Modeling Thread Block Clusters in Hopper GPUs
[NO] 357/1000 | A Comprehensive Analysis of Graph Neural Networks Training at Different Scales
[NO] 358/1000 | SiGNoR: Similarity-based Graph Partitioning and Node Reuse for Memory Efficient GNN Acceleration
[YES] 359/1000 | Wit-HW: Bug Localization in Hardware Design Code via Witness Test Case Generation
[NO] 360/1000 | 3D Acceleration for Mixture-of-Experts and Multi-Head Attention Spiking Transformers with Dynamic Head Pruning
[NO] 361/1000 | Can digital transformation enhance the overseas market performance of Chinese enterprises?
[NO] 362/1000 | H
                    <sup>2</sup>
                    EAL: Hybrid-Bonding Architecture with Hybrid Sparse Attention for Efficient Long-Context LLM Inference
[NO] 363/1000 | EI-TR: A Versatile Exponential Integrator Framework for Transient Analysis of Generic Nonlinear Circuits
[NO] 364/1000 | Machine learning based methods for forecasting meteorological parameters
[NO] 365/1000 | Beyond Metrics: A Coherence-Based Evaluation of Attention-Enhanced U-Net Models for Lung Segmentation
[NO] 366/1000 | MPC-based Anesthesiologists Imitating Control of Propofol and Remifentanil during Anesthesia Maintenance
[NO] 367/1000 | Electrical Event Synchronization Through IoT Record Triggering
[NO] 368/1000 | Sign language detection using deep learning
[NO] 369/1000 | Study of Parameters of Chaotic Heart Rhythm in Patients with Pulmonary Pathologies
[NO] 370/1000 | Development of a Method for Face Asymmetry Estimation in Neuroscience Tasks Based on Facial Landmarks Coordinates
[NO] 371/1000 | ICSTCC 2025 Keyword Index
[NO] 372/1000 | LRFVNet: Lightweight and Robust Model for Finger Vein Recognition
[NO] 373/1000 | 2025 IEEE International Symposium on Workload Characterization (IISWC)
[NO] 374/1000 | 2025 IEEE/ACM International Conference On Computer Aided Design (ICCAD)
