[2026-09-16 23:19:54] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-15
正在获取论文...
[arXiv] 2026-09-15 | NeuroTS-Net: Multi-Class Semantic Segmentation of Pediatric Brain Tumors in Multi-Modal MRI
[NO] 477/2000 | Uniform many-particle spectral gap inequality and heat kernel bounds for strong attractive interactions
[NO] 478/2000 | Vroom-Vroom at SHROOM-Visions: A Multi-Judge Committee for Detecting Hallucinated Spans in Vision-Language Outputs
[NO] 479/2000 | The sharp CFL condition of the piecewise constant sparse grid discontinuous Galerkin method for high-dimensional transport equations
[NO] 480/2000 | Optical-Flow Wingbeat Counting in MuJoCo: A Comparison of Convolutional, Spiking, and Attention-Based Temporal Models
[NO] 481/2000 | Sharp logarithmic Sobolev inequalities on free groups by variational comparison
[NO] 482/2000 | Online Geometric Change Detection via Scene Decomposition
[NO] 483/2000 | Escape-Aware Control Barrier Functions for Quadrotor Safety under Body-Rate Limits
[NO] 484/2000 | High-Pressure Refractive Indices of NaCl, KCl, CaO, SrO, and MgO Reveal the Dependence of Anion Polarizability on Coordination Number and Bond Length
[NO] 485/2000 | Shared-Prefix KV Reuse Across Standard LoRA Adapters: Quality and Serving Tradeoffs
[NO] 486/2000 | BRAVE-6D: Benchmark for Robotic Active Vision in 6DOF Pose Estimation
[NO] 487/2000 | Beyond the Binary Hull: Higher-Order Thermodynamic Stabilization in Inorganic Ternary Compounds
[NO] 488/2000 | Carrollian Conformal Dynamics and Flat-Space Holography
[NO] 489/2000 | Extended Proofs for Encrypted Sensing in Bistatic Radar: Unified Analysis and Randomly Activated Arrays
[NO] 490/2000 | Neuro-Symbolic Hierarchical Intention Anticipation in Human Behavior
[NO] 491/2000 | Weighted volume monotonicity and isoperimetric comparison under a lower Ricci curvature bound
[NO] 492/2000 | SWIM: Vision-Language-Grounded Soft Whole-Body Interactive Manipulation
[NO] 493/2000 | Thermodynamic Uncertainty of Work in Time-Dependently Driven Open Quantum Systems
[NO] 494/2000 | Distributed JEPA: A Self-Supervised Framework for Energy Forecasting
[NO] 495/2000 | Palindromic Length in Free Groups: Reflections, Noncrossing Matchings, and Catalan Forms
[NO] 496/2000 | Optimal exposure time for satellite imaging? A trade-off between residual tip-tilt and registration accuracy
[NO] 497/2000 | SKIP: a Self-knowledge-guided Step-wise Preference Learning Framework for Concise Reasoning
[NO] 498/2000 | ORDER: Task-Conditioned Routing for Retrieval-Augmented Generation
[NO] 499/2000 | ThinkFlow: Self-Evolving Probabilistic Latent Memory for Lifelong Conversational Agents
[NO] 500/2000 | Nonlinear Hall Effect in Altermagnetic Warped Topological Insulators
[NO] 501/2000 | Classifiable C*-algebras have quantum symmetries
[NO] 502/2000 | Large time nonlinear dynamics close to inhomogeneous stationary states of the Vlasov-HMF model
[NO] 503/2000 | Taming Long-form Text-to-Speech
[NO] 504/2000 | TasmScan: Continuation-Aware Taint Analysis for TVM Bytecode with Savelist Abstraction
[NO] 505/2000 | The Unified Separation Condition: A General Constraint Qualification for Smooth and Nonsmooth Optimization
[NO] 506/2000 | Constraints on Kasner Exponents from Holography and Energy Conditions
[NO] 507/2000 | Spin Grid States for Quantum Metrology in Atomic Clocks Limited by Spontaneous Emission
[NO] 508/2000 | Operator-theoretic and analytic properties of a driven single-mode Kerr cavity in Bargmann space
[NO] 509/2000 | Target-Language Generation in Multilingual Models: Activation Steering and Optimal Control
[NO] 510/2000 | Limits on the Inferred Hubble Constant Bias from a Local McVittie Gravitational Field
[NO] 511/2000 | An additive problem in connection with some quadratic real fields with class number one
[NO] 512/2000 | Reduction techniques for the derived delooping levels
[NO] 513/2000 | Matching relations for gluon TMDs up to one-loop accuracy
[NO] 514/2000 | The Distance Between the Adjacency Spectral Center and the Characteristic Set of a Tree
[NO] 515/2000 | Probabilistic Deep Learning Framework for Phase Transformation Forecasting aided by In Situ High temperature Microscopy
[NO] 516/2000 | MedPCFM-TED: One-Step Point Cloud Flow Matching for Implant Generation via Teacher-Guided Endpoint Distillation
[NO] 517/2000 | Constructions of LCPs and LCD codes from twisted Reed-Solomon codes
[NO] 518/2000 | Unitarity and the Forward Direction in Theories with Long-Range Forces
[NO] 519/2000 | Exact Asymptotic Efficiency under zCDP: Diameter-Constrained Information Geometry
[NO] 520/2000 | WCCS: Efficient Wedge Conductance Community Search over Large Temporal Bipartite Graphs (Full Paper)
[NO] 521/2000 | VOR-Bench: A Human Perception-Driven Benchmark for Video Object Removal
[NO] 522/2000 | GRACE: Geometry- and Ray-Aware Camera-Efficient Multi-View Pedestrian Tracking
[NO] 523/2000 | Differentiable and Severity-invariant Discrete Tokens for Dysarthric Speech Recognition
[NO] 524/2000 | StackTok: Accelerating VLMs Inference with Budget-Adaptive Visual Token Selection
[NO] 525/2000 | Bringing Engineering into the Physics Lab: Exploring Crank-Slider Dynamics with Smartphones
[NO] 526/2000 | Bilinearity Preserving Algebraic Flux Correction
[NO] 527/2000 | Penalty-Uniform Localization for State-Constrained Policy Iteration
[NO] 528/2000 | Orbital-angular-momentum partition in hydrogen photoionization by a monochromatic vortex beam
[NO] 529/2000 | Rethinking Visual Embodiment Dependence in Visuomotor Policies
[NO] 530/2000 | Motion planning in high dimensional spaces hybridizing RRT and HAR via position-direction decoupling
[NO] 531/2000 | ZStar: An automated toolkit for polarization, Born effective charges, dielectric response, and infrared and Raman spectra calculations
[NO] 532/2000 | AI literacy over tool design: a mixed-methods study of scaffolded versus unrestricted generative AI in programming education
[NO] 533/2000 | FSANet: Frequency-Spatial Aware Network for Image Segmentation
[NO] 534/2000 | Weak Decays of the $Λ_{b}$ Baryon in Light-Front Dynamics
[NO] 535/2000 | Coverage-Aware Virtual IMU Augmentation for Low-Resource Human Activity Recognition
[NO] 536/2000 | Ehrhart reciprocity and forced factors in three plane-partition enumerators
[NO] 537/2000 | Turn-level Multiscale Density Ratio Estimation for LLM Agents
[NO] 538/2000 | Double-logarithmic stability for a parabolic inverse problem on CTA manifolds
[NO] 539/2000 | Beyond Episodic AI: Cognitive Field Networks for Biologically Inspired Persistent Cognition
[NO] 540/2000 | TIAO: Token Importance-Aware Policy Optimization for Text Summarization
[NO] 541/2000 | Weighted heat traces of the Dirichlet Laplacian on Lipschitz domains
[NO] 542/2000 | The Latent That Never Was: A Forensic Re-run of the CVAE Ablation in Action Chunking Transformer
[NO] 543/2000 | Carry-Through Checksum: A Lightweight Fault-Detection for CNN Inference at the Edge
[NO] 544/2000 | VideoMM: Adaptive Macro-Micro Inference for Efficient Video MLLMs
[NO] 545/2000 | Singly resonant InGaP microresonators for efficient, low-threshold second-order nonlinear optics
[NO] 546/2000 | Local Well-posedness of Free Boundary Problems for the Euler--Monge--Ampère Equations
[NO] 547/2000 | Euclidean SVP is NP-hard for Cyclic Lattices
[NO] 548/2000 | IL-ACT: Imitation Learning with Adaptive Cartesian Tracking Control for a 30-ton Excavator
[NO] 549/2000 | NephoCodex: Exploring Bounded Material Agency in Weather Data Physicalization
[NO] 550/2000 | Lesion-centered 3D mapping of colonoscopy procedures: validation of a hierarchical ensemble pipeline on public benchmark videos
[NO] 551/2000 | ANIMASK: What the Model Contributes to Role Play in Simulated Story Worlds
[NO] 552/2000 | Decay estimates for Yang-Mills connections and Yang-Mills-Higgs pairs in higher dimensions
[NO] 553/2000 | GrowMTP: Can RL Grow Its Own Draft Head?
[NO] 554/2000 | EchoPath: Execution-Level Replayable Memory for GUI Agents
[NO] 555/2000 | The equivaraint K(1)-local sphere at odd prime
[NO] 556/2000 | Algebraic convergence analysis for the Interface Control Domain Decomposition (ICDD) method
[NO] 557/2000 | Swim-and-Breach at Palm Scale: A Rudder-Steered Two-Propeller Underwater Robot Platform with Differential-Thrust Pitch Control
[NO] 558/2000 | Uniform Mordell-Lang conjecture for semiabelian varieties
[NO] 559/2000 | DecoGS: Adaptive Static-Dynamic Decoupling of 3D Gaussians for Free-Viewpoint Video Streaming
[NO] 560/2000 | A provably convergent MM-GKS variant for large-scale inverse problems
[NO] 561/2000 | FROD: Feature Matching Residual Denoising Oracle Bone Decipher
[NO] 562/2000 | Psychological Effects of Cultural Upheavals from Millions of Song Lyrics Over 100 Years
[NO] 563/2000 | A Multiuser Channel Capacity Region
[NO] 564/2000 | [MM/AI] Mental Models in Human-AI Interaction: Methods and Challenges in the Generative and Agentic AI Era (Workshop)
[NO] 565/2000 | The WEFT project: I. The emergence of turbulence in a cosmic filament
[NO] 566/2000 | DS2-Based Cross-Data-Space Interoperability for Precision Agriculture
[NO] 567/2000 | Lorentzian Algebraic Ricci Solitons on the Heisenberg Group
[NO] 568/2000 | Numerical Study of Stability of Clean Critical Points across Aperiodic, Topological, and Uncorrelated Disorder
[NO] 569/2000 | PIP-II Project Progress and Challenges
[NO] 570/2000 | Observational Indistinguishability and Integrity Blind Regions in Hybrid Quantum-Classical Workflows
[NO] 571/2000 | Liouville-type theorems and universal estimates for semilinear elliptic equations involving the product of the function and its gradient
[NO] 572/2000 | Kernel-Based Metrics Learning for Uncertain Opponent Vehicle Trajectory Prediction in Autonomous Racing
[NO] 573/2000 | Intervention problems in the Linear Threshold Model: A general formulation and new results
[NO] 574/2000 | Arazy's conjecture concerning Schur multipliers: revisited and resolved
[NO] 575/2000 | On Certian Fine Properties of Sequence Spaces
[NO] 576/2000 | Composition operators and Carleson embeddings for the Nevanlinna class of Dirichlet series
[NO] 577/2000 | SlotDiT: Object-Centric Representations for Diffusion Transformers
[NO] 578/2000 | Concise tensors with maximal symmetries
[NO] 579/2000 | Grounding SWE-Agent Decisions in Architecture-0 Design: Navigating Unknown Unknowns through Physical Mapping
[NO] 580/2000 | Pontryagin maximum principle for non-smooth state-constrained control problems over Wasserstein spaces
[NO] 581/2000 | A unified framework for global and local interpretability using adaptive derivative-ordered random explanation
[NO] 582/2000 | Exact efficient simulation of noisy logical magic states using Clifford stabilizers
[NO] 583/2000 | Improved Approximation for Unsplittable CVRP via a Greedy Approach
[NO] 584/2000 | Splice formulae for Poincaré series of integral homology spheres
[NO] 585/2000 | Vision And Text Transformer For Predicting Answerability On Visual Question Answering
[NO] 586/2000 | Stuffed IBLTs: Optimal Linear Multiset Sketches
[NO] 587/2000 | Exact solutions of nonreciprocal Su-Schrieffer-Heeger model with domain walls
[NO] 588/2000 | Density of states of randomly sprinkled graphs
[NO] 589/2000 | Extreme values of quadratic Hecke $L$-functions
[NO] 590/2000 | Right Direction, Wrong Step: Geometric Analysis of Finite-Step Failure in Looped Transformers
[NO] 591/2000 | A Gauge-Covariant Semiclassical Limit from the magnetic Hartree--Fock equation to the magnetic Vlasov--Poisson equation
[NO] 592/2000 | Quantifying structural nonlinearity in a disordered Fabry-Pérot cavity
[NO] 593/2000 | sensVLA: Spatially-Grounded Vision-Language-Action Model for Autonomous Wheel Loader
[NO] 594/2000 | Mixed precision solvers for the all-at-once Runge--Kutta discretization of the heat equation
[NO] 595/2000 | SAVLA: Symmetry-Aware Vision-Language-Action Models for Robotic Manipulation
[NO] 596/2000 | Emergence World: Adversarial Stress-Testing of Long-Horizon Multi-Agent Systems
[NO] 597/2000 | A Case Study on Noise Resilient Operator Selection in Adaptive Variational Quantum Algorithms
[NO] 598/2000 | Online Allocation using Few Samples
[NO] 599/2000 | Newton geometry of Bogdanov-Takens degeneracies in integrable dilatonic models: invariant divisors and boundary multiplicity
[NO] 600/2000 | Spontaneous wandering of the magnetic axis in pulsars: 3D magneto-thermal simulations and the imprint on braking indices
[NO] 601/2000 | From Foundation Embeddings to Cropland Maps: Label Efficiency, Temporal Transferability and Independent Human Validation
[NO] 602/2000 | Selflessness, MIF and opposition in groups acting on exotic buildings
[NO] 603/2000 | A proof of the Cartan-Hadamard conjecture for small volumes under a Ricci curvature lower bound
[NO] 604/2000 | Latent Inversion of Material Coefficients from Boundary Data via Finite Tests and Neural Surrogates
[NO] 605/2000 | Adaptive Relational Learning on Multi-instance Quantum Data with Photonic Processors
[NO] 606/2000 | Enhancing Procedural Writing Through Personalized Example Retrieval: A Case Study on Cooking Recipes
[NO] 607/2000 | Thouless pumping via discrete jumping of the adiabatic Hamiltonian
[NO] 608/2000 | The Price of Distributional Robustness in Linear Quadratic Control
[NO] 609/2000 | Agentic RDZ: Autonomous Zone Management with AI Agents and an FR3 Coexistence Use Case
[NO] 610/2000 | Extending high value components performances with Additive Manufacturing: application to naval applications
[NO] 611/2000 | Mori dream fibers and the geometric generic fiber
[NO] 612/2000 | A Reynolds-Semi-Robust, Globally Divergence-Free E-HDG/IMEX-SAV Method for Variational Initial-State Data Assimilation of the Navier-Stokes Equations
[NO] 613/2000 | Hub-Spectral Activation of Latent Multimodal Knowledge
[NO] 614/2000 | StainBridge: Stain-Aware Pairwise Registration of Serial Renal Biopsy Whole-Slide Images Across Structural and Immunohistochemical Stains
[NO] 615/2000 | The vanishing latent heat limit of a stochastic Stefan problem : An error estimate
[NO] 616/2000 | Classification of finite energy positive solutions to Yamabe-type equation on the fifteen dimensional octonionic Heisenberg group
[NO] 617/2000 | $H^p$ spaces in the Dunkl setting meet Coifman--Weiss--type atoms
[NO] 618/2000 | Solutions of the Bernoulli one-phase problem with a defect
[NO] 619/2000 | Audio-Visual Turn-taking Prediction in Cocktail Party Scenarios
[NO] 620/2000 | Quantifying the impact of clinical-academic collaborations
[NO] 621/2000 | Adding slow magnetoacoustic mode to the HLL-type multi-state approximate Riemann solution
[NO] 622/2000 | Learning Options for Compositional Motor Control with Adapter Banks
[NO] 623/2000 | On $\mathcal{I}^{st}$- convergence in the space of reals
[NO] 624/2000 | Radiative decays of the predicted P-wave $D\bar{D}^*$ molecular state: the $0^{-+}$ case
