[2026-05-29 12:16:05] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-28
正在获取论文...
[arXiv] 2026-05-28 | ACE: Anisotropy-Controllable Embedding for LLM-enhanced Sequential Recommendation
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 749/1773 | Entropic and algebraic transcript-based tools in time series analysis
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 750/1773 | Energy-Aware NECO for Single-Pass Pixel-wise Out-of-Distribution Detection in Semantic Segmentation
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 751/1773 | ARIADNE: AI-RAN Informed Link Adaptation in Digital Twin Network Environments
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 752/1773 | Joint Angle Estimation with Customized Wristband Based on Online Incremental Learning
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 753/1773 | Fairness-Aware Profit Maximization using Deep Reinforcement Learning
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 754/1773 | A unified deeplearning framework for contrast-phase-specific virtual monochromatic imaging
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 755/1773 | Minimal Prompt Perturbations Lead to Code Vulnerabilities: Prompt Fragility and Hidden-State Signals in Coding LLMs
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 756/1773 | PRISM: Processing-In-Memory Sparse MTTKRP for Tensor Decomposition Acceleration
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 757/1773 | Spectral inequalities for weighted $p$-Laplacians via Talenti symmetrization
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 758/1773 | Efficient, Validation-Free Intrinsic Quality Estimation for Large-Scale Face Recognition Datasets
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 759/1773 | Transition metal (group V) doping induced spin and valley polarization in MoS$_2$ monolayer
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 760/1773 | Leveraging Routing Dynamics in Mixture-of-Experts Models for Efficient Language Adaptation
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 761/1773 | Teaching Language Models to Check Grounded Claim Factuality with Human Test-Taking Strategies
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 762/1773 | Personalized Turn-Level User Conversation Satisfaction Benchmark
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 763/1773 | The Tychonic system, an implausible theory
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 764/1773 | Understanding Safety-Sensitive Expert Behavior in Mixture-of-Experts LLMs
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 765/1773 | FHRFormer: A Self-Supervised Masked Transformer Framework for Fetal Heart Rate Time-Series Inpainting and Forecasting
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 766/1773 | Beyond TVL: An Explainable Risk Scoring Framework for Tokenized Real-World Assets
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 767/1773 | A Novel Tensor Product-Based Neural Network for Solving Partial Differential Equations
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 768/1773 | Boolean Algebra -- Driven Sepsis Diagnosis
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 769/1773 | Scaling Laws for Agent Harnesses via Effective Feedback Compute
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 770/1773 | Channel-agnostic finite-temperature phase estimation averaged over variable grids: reconstruction of Green's function for dynamical mean-field theory
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 771/1773 | A Unified Two-Stage Generative Diffusion Framework for Channel Estimation and Port Selection in Multiuser MIMO-FAS
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 772/1773 | From Prompts to Context: An Ontology-Driven Framework for Human-Generative AI Collaboration
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 773/1773 | Geometry-Guided Modeling of Foundation Features Enables Generalizable Object Shape Deformation Learning
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 774/1773 | OccamToken: Efficient VLM Inference with Training-Free and Budget-Adaptive Token Pruning
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 775/1773 | Classification of non-analyzable word types in web documents to implement an effective Korean e-learning system
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 776/1773 | MōLe-Λ: Learning the Coupled-Cluster Response State for Energies, Gradients, and Properties
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 777/1773 | On a Class of Continuous Collision-Induced Breakage Equation
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 778/1773 | Cluster-Level Attention-Guided Parallel Decoding for Masked Diffusion Language Models
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 779/1773 | How to Relieve Distribution Shifts in Semantic Segmentation for Off-Road Environments
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 780/1773 | An IMEX-DG solver with non-conforming mesh refinement for atmospheric dynamics with rotation
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 781/1773 | World Models in Words: Auditing Physical State-Transition Commitments in Vision-Language Models
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 782/1773 | GAPD: Gold-Action Policy Distillation for Agentic Reinforcement Learning in Knowledge Base Question Answering
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 783/1773 | Jet coronation: Coexistence of compressible and incompressible dynamics
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 784/1773 | Reasoning-preserved Efficient Distillation of Large Language Models via Activation-aware Initialization
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
