[2026-05-12 11:22:26] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-11
正在获取论文...
[arXiv] 2026-05-11 | Coarse Menger property of quasi-minor excluded graphs and length spaces
[IEEE] 2026-5-11 | Real-Time Identification and Localization of Street-Roaring Vehicles Based on Lightweight CNN and FPGA Acceleration
[IEEE] 2026-5-11 | Dual Digital Twin–Enabled Hybrid ML–DL Model for Intelligent Battery Maintenance in Electric Vehicles
[IEEE] 2026-5-11 | Explaining Household Access to Heavy Rail Services Using Interpretable Machine Learning: Evidence from the 2022 U.S. National Household Travel Survey
[IEEE] 2026-5-11 | Cloud-Based Intelligent Inventory Tracking System
[IEEE] 2026-5-11 | TPFTrackt: Temporal Prompt Learning for Multimodal Visual Object Tracking
[ACM] 2026-5-12 | The Priming Effect of Intermittent Theta Burst Stimulation on Upper Limb Motor Function in Healthy Adults: A Pilot Study
[ACM] 2026-5-12 | Neural network-driven nonlinear analysis of beta diversity in microbial communities with DeepBeta
[ACM] 2026-5-11 | Analyzing Student Performance and Views on Online Asynchronous and Proctored Quizzes
[ACM] 2026-5-11 | A Correlational Study on Virtual Learning Environments and the Philippine Data Privacy Act Application: Basis for an Enhanced and Secured AI-Integrated Learning Environments
[ACM] 2026-5-11 | Study on Causal Effect of Project-based Learning on Mastery Level of Knowledge Points Based on Structural Causal Model
[IEEE] 2026-5-11 | Diff-Conformer: A Dual-Input Difference-Aware Convolutional Transformer Network for Building Change Detection
[IEEE] 2026-5-11 | MADGCN: a Meteorology-Aware Spatio-Temporal Graph Convolution Network for Long-term Air Pollution Forecasting
[IEEE] 2026-5-11 | Interleaved Three-Phase Series-Capacitor Boost Converter with Integrated Charge-Pump and Full-Range Current Sharing
[IEEE] 2026-5-11 | Redefining Vitiligo Severity Assessment: Development and Validation of VEIDI, a Multifaceted Objective Scoring Framework
[IEEE] 2026-5-11 | Quantitative design of perovskite X-ray flat-panel detectors enabled by numerical parameter optimization
[IEEE] 2026-5-11 | Secure Network Function Computation for Linear Functions, Part II: Target-Function Security
[IEEE] 2026-5-11 | Demand- and Topology-Aware Resource Allocation in Non-Terrestrial Networks (NTNs) with Multi-Satellite Beam Hopping
[IEEE] 2026-5-11 | Regional Differences in Sentinel-3 Radar Backscatter over Greenland and its Impact on Ice Sheet Altimetry Applications
[IEEE] 2026-5-11 | Candidates Announced for Board of Governors Election
[IEEE] 2026-5-11 | CFP: Quantum-Enabled AI for Future Communications
[IEEE] 2026-5-11 | Projected Gradient System-Based Trust-Tech Method for Computing Multiple ACOPF Solutions: Theory and Deterministic Solution Methodology
[IEEE] 2026-5-11 | Beat Suppression Strategy Based on EEMF Harmonic Reconstruction for Electrolytic Capacitorless PMSM Drives
[IEEE] 2026-5-11 | A Mechanically Robust Hybrid-Structured 3-D Printed Fresnel Zone Lens Antenna
[IEEE] 2026-5-11 | Low-Complexity Parallel Syndrome Computation and Chien Search Architecture Based on Reed–Muller Transform
[IEEE] 2026-5-11 | FANet: Fovea Attention Network for Robust Aerial Geo-localization Across Diverse Weather Conditions
[IEEE] 2026-5-11 | Distilling the Knowledge of LLMs for Automatic Speech Recognition
[IEEE] 2026-5-11 | 2025 IEEE 1st International Conference on Recent Trends in Computing and Smart Mobility (RCSM)
[IEEE] 2026-5-11 | NeuroSonoNet: A Deep Learning Enhanced Ultrasound Nerve Segmentation Systems
[IEEE] 2026-5-11 | Adaptive Robust Self-Triggered Control of Polynomial Fuzzy Systems with Time-Varying Uncertainties and Communication Delays
[IEEE] 2026-5-11 | CPGNet: Centre Prior-Guided Network for 3D Instance Segmentation of Multi-Plant Point Clouds
[IEEE] 2026-5-11 | Transforming Agriculture with Machine Learning: A Study of Imaging Technologies and Disease Management
[IEEE] 2026-5-11 | Federated Cloud-Fog Systems: Cost-Minimizing Offloading and Efficient Edge Resource Management for Delay-Sensitive Tasks
[IEEE] 2026-5-11 | Preprocessing-Oriented EEG Analysis for Measuring Stress and Anxiety Alleviation curtailment by Mantra Meditation
[IEEE] 2026-5-11 | Federated and Incremental Multilingual Gynaecological Disease Diagnosis System with Explainable AI
[IEEE] 2026-5-11 | Advancing Plant Disease Identification through Neural Network Prediction with Interpretable AI Insights
[IEEE] 2026-5-11 | Comparative Research Landscapes of Artificial Intelligence Application in the Sustainable Development Goals: A Bibliometric Analysis
[IEEE] 2026-5-11 | Design of a Multiband Microstrip Patch Antenna for WLAN and WiMAX Applications
[IEEE] 2026-5-11 | Automatic Detection of Total Sleep Time using Slope Changing Rate of Overnight EEG Signals
[IEEE] 2026-5-11 | Multi-Layered Cross-Domain Data Governance Framework to Ensure Privacy Compliance and Ethical Management in Highly Interconnected Smart City Systems
[IEEE] 2026-5-11 | A Comprehensive Approach to Improving Programming and Problem-Solving Skills Using the HackerRank Platform
[IEEE] 2026-5-11 | Interpretable Fall Detection System for the Elderly Using LSTM and Attention Mechanism on WEDA-FALL dataset
[IEEE] 2026-5-11 | Neural Network-Based Soft Sensor for Color Prediction in Turbid Media: Application to Agro-Food Quality Control
[IEEE] 2026-5-11 | Dual Layer Authentication System for Deepfake Detection and Lie Analysis using Artificial Intelligence
[IEEE] 2026-5-11 | Design, Modeling, and Optimization of Flexible Copper-Polyester Interfaces for Human Head Protection Against RF Exposure
[IEEE] 2026-5-11 | Stabilizing Cloud Elastic Scaling with Risk-Constrained Reinforcement Learning Under Workload Drift
[IEEE] 2026-5-11 | A Multimodal Data Fusion Model for Solar Radiation Prediction and Its Application in Smart Grids
[IEEE] 2026-5-11 | Online Machine Learning Framework for Early-State SoH Prediction in Lithium Iron Phosphate Batteries
[IEEE] 2026-5-11 | An Adaptive Machine Learning Approach for Real-Time Anomaly Detection in Unified Payment Transactions
[IEEE] 2026-5-11 | A Hybrid Topology Endfire Antenna Based on Spoof Suface Plasmon Polaritons
[IEEE] 2026-5-11 | An Explainable Ensemble of Transfer Learning Models for Plant Leaf Disease Detection in Bangladeshi Crops
[IEEE] 2026-5-11 | Defensive Architectures for LLM-Based Fraud Detection Against Data Poisoning and Prompt Injection
[IEEE] 2026-5-11 | Deep Learning-Based Soil Quality Prediction Framework for Sustainable Agriculture in Bangladesh
[IEEE] 2026-5-11 | Deep Learning-Based Denoising for QPSK Signals Using LSTM Networks
[IEEE] 2026-5-11 | Analyzing Genetic Diabetes Trends in the U.S. Using Data Mining-Driven Prediction Models
[IEEE] 2026-5-11 | Personalized Learning Path Recommendation in Mechanical Design Via Knowledge Graph Embedding and Prerequisite Reasoning
[IEEE] 2026-5-11 | Evaluation of a New Model of Renewable Energy Economic Growth for Green Computing
[IEEE] 2026-5-11 | Rise of AI and Machine Learning in India and Its Legal Impact on Evidentiary Norms and Judicial Proof
[IEEE] 2026-5-11 | Integration of Artificial Intelligence and Edge Computing for Adaptive Cyber-Physical Systems in Mission-Critical Environments
[IEEE] 2026-5-11 | Smart Notes Artificial Intelligence: Summaries, Flashcards and Advanced Study
[ACM] 2026-5-12 | Computational Corpus Analysis of Air Pollution Discourse: Contrasting Narrative Logics in China Daily and The New York Times (2020-2024)
[ACM] 2026-5-12 | Effects of MNES-Intensity combinations on Electrophysiological Responses in Somatosensory Oddball Paradigm
[ACM] 2026-5-12 | Single-Channel EEG Physical Fatigue Detection: A Feature Selection and Validation Framework
[ACM] 2026-5-12 | Performance Evaluation of Emotion Recognition Algorithms for Customer Service Virtual Assistants: A Comparative Analysis
[ACM] 2026-5-12 | Prediction of Knee Contact Force During Gait using Artificial Intelligence: A Systematic Review and Meta-Analysis
[ACM] 2026-5-12 | Design of a Decentralized Derivatives Pricing Mechanism Combining Blockchain Smart Contracts and Game Theory
[ACM] 2026-5-12 | Dynamic Interactions Among Media Attention, Public Search, and Bitcoin Volatility: A VAR-Granger Causality Study
[ACM] 2026-5-12 | Data-Driven Semantic Network Analysis for Knowledge Mapping of Think Tank Reports
[ACM] 2026-5-12 | Design of a CNN-based Algorithm for Film Clip Cut Point Detection
[ACM] 2026-5-12 | Intelligent Visual Effects Generation and Virtual Scene Construction for Digital Film Production
[ACM] 2026-5-11 | Development and Evaluation of a Hybrid AI-Based System for Capstone Manuscript Retrieval: Validating Relevance Through Search Result Evaluation
[ACM] 2026-5-11 | AI and Writing in Communication Courses: An Analysis of Communication Students' Needs and Self-Perceived Writing Capabilities in Major Course Assessments with AI Assistance
共写入 2000 条记录，保存到 papers/paper2026-05-11.json。
论文获取成功，文件路径: papers/paper2026-05-11.json
正在筛选、翻译并发送邮件...
[NO] 1/2000 | Coarse Menger property of quasi-minor excluded graphs and length spaces
[NO] 2/2000 | Skill Premia and Pre-Marital Investments in Marriage Markets
[NO] 3/2000 | Strategic Exploitation in LLM Agent Markets: A Simulation Framework for E-Commerce Trust
[NO] 4/2000 | Guided Streaming Stochastic Interpolant Policy
[NO] 5/2000 | Janus: Compiler-Based Defense Against Transient Execution Attacks Using ARM Hardware Primitives
[NO] 6/2000 | Generalized i-boson model and boxed BUC plane partitions
[NO] 7/2000 | Rethinking Loss Reweighting for Imbalance Learning as an Inverse Problem: A Neural Collapse Point of View
[NO] 8/2000 | ExtraVAR: Stage-Aware RoPE Remapping for Resolution Extrapolation in Visual Autoregressive Models
[NO] 9/2000 | A Statistical Framework for Learning Preferences from the Past
[NO] 10/2000 | Only Train Once: Uncertainty-Aware One-Class Learning for Face Authenticity Detection
[NO] 11/2000 | Instruction Adherence in Coding Agent Configuration Files: A Factorial Study of Four File-Structure Variables
[NO] 12/2000 | Beyond Self-Play and Scale: A Behavior Benchmark for Generalization in Autonomous Driving
[NO] 13/2000 | Neural-ISAM: A hybrid in-situ machine learning approach for complex manifold-based combustion models in LES of turbulent flames
[NO] 14/2000 | Speech-based Psychological Crisis Assessment using LLMs
[NO] 15/2000 | MUSDA: Multi-source Multi-modality Unsupervised Domain Adaptive 3D Object Detection for Autonomous Driving
[NO] 16/2000 | On the residual missing mass of the Bullet Cluster
[NO] 17/2000 | Differentially Private Sampling from Distributions via Wasserstein Projection
[NO] 18/2000 | Valley-contrasting Spin Textures in Janus Metal Phosphochalcogenides
[NO] 19/2000 | Measurement-Adapted Eigentask Representations for Photon-Limited Optical Readout
[NO] 20/2000 | Geometry-induced pulse dynamics in a bulk-surface reaction-diffusion system for cell polarization
[NO] 21/2000 | Diamond membranes: platform for photonic and opto-mechanical applications
[NO] 22/2000 | Lakestream: A Consistent and Brokerless Data Plane for Large Foundation Model Training
[NO] 23/2000 | Learning Graph Foundation Models on Riemannian Graph-of-Graphs
[NO] 24/2000 | Geometric 4D Stitching for Grounded 4D Generation
[NO] 25/2000 | Physical design of cold neutron direct geometry inelastic spectrometer at China Spallation Neutron Source
[NO] 26/2000 | Higgs-Portal Spin-1 Dark Matter with Parity-Violating Interaction for a Galactic Halo Gamma Ray Excess
[NO] 27/2000 | OZ-TAL: Online Zero-Shot Temporal Action Localization
[NO] 28/2000 | Localization phase diagram of the Hexagonal Lattice with irrational magnetic flux
[NO] 29/2000 | Antisymmetric linear transverse magnetization and ferroaxial moments induced by geometry-driven electric field gradients
[NO] 30/2000 | Learning to Perceive "Where": Spatial Pretext Tasks for Robust Self-Supervised Learning
[NO] 31/2000 | Total Generalized Variation regularization closes the gap between neural-eld and classical methods in seismic travel-time tomography
[NO] 32/2000 | G-Zero: Self-Play for Open-Ended Generation from Zero Data
[NO] 33/2000 | On Scalable Pseudorandom Unitaries and the Unitary Synthesis Problem
[NO] 34/2000 | SDTalk: Structured Facial Priors and Dual-Branch Motion Fields for Generalizable Gaussian Talking Head Synthesis
[NO] 35/2000 | Novel GPU Boruta algorithms for feature selection from high-dimensional data
[NO] 36/2000 | Neural Distance-Guided Path Integral Control for Tractor-Trailer Navigation
[NO] 37/2000 | FocuSFT: Bilevel Optimization for Dilution-Aware Long-Context Fine-Tuning
[NO] 38/2000 | expo: Exploration-prioritized policy optimization via adaptive kl regulation and gaussian curriculum sampling
[NO] 39/2000 | Verifier-Free RL for LLMs via Intrinsic Gradient-Norm Reward
[NO] 40/2000 | NaiAD: Initiate Data-Driven Research for LLM Advertising
[NO] 41/2000 | Position: Academic Conferences are Potentially Facing Denominator Gaming Caused by Fully Automated Scientific Agents
[NO] 42/2000 | Rethinking Random Transformers as Adaptive Sequence Smoothers for Sleep Staging
[NO] 43/2000 | TOC-Bench: A Temporal Object Consistency Benchmark for Video Large Language Models
[NO] 44/2000 | Simultaneous Approximation by Attracting Basins
[NO] 45/2000 | Tube-Structured Incremental Semantic HARQ for Generative Video Receivers
[NO] 46/2000 | Efficient Airy Beam Training for Quasi-LoS Terahertz Near-Field Communications
[NO] 47/2000 | Revisiting the Independence Assumption in LEO Satellite-to-Ground Optical Links: A State-Coupled Joint Fading Model
[NO] 48/2000 | Harnessing Floating Car Data, Traffic Camera Observations, and Network Flow Analysis for Traffic Volume Estimation
[NO] 49/2000 | RAYTHEIA: A high-performance ray-tracing algorithm for three-dimensional direction-dependent equations in astronomical simulations
[NO] 50/2000 | M2A: Synergizing Mathematical and Agentic Reasoning in Large Language Models
[NO] 51/2000 | Higher-order Persistence Diagrams
[NO] 52/2000 | Unified Approach for Weakly Supervised Multicalibration
[NO] 53/2000 | ReCoVR: Closing the Loop in Interactive Composed Video Retrieval
[NO] 54/2000 | Supercharging Bayesian Inference with Reliable AI-Informed Priors
[NO] 55/2000 | Cross-Domain Lossy Compression via Constrained Minimum Entropy Coupling
[NO] 56/2000 | Active Tabular Augmentation via Policy-Guided Diffusion Inpainting
[NO] 57/2000 | Prescribing geodesics and a variational problem for Riemannian metrics
[NO] 58/2000 | LeapTS: Rethinking Time Series Forecasting as Adaptive Multi-Horizon Scheduling
[NO] 59/2000 | Phenomenology of electroweak spin-1 resonances
[NO] 60/2000 | Generalization Error Bounds for Picard-Type Operator Learning in Nonlinear Parabolic PDEs
[NO] 61/2000 | PolarVSR: A Unified Framework and Benchmark for Continuous Space-Time Polarization Video Reconstruction
[NO] 62/2000 | Homotopy Non-Invariance of the String Cobracket and the Failure of the Lie Bialgebra Structure
[NO] 63/2000 | Overfitting by design: neural network density functionals for water
[NO] 64/2000 | Meta-Black-Box Optimization Can Do Search Guidance for Expensive Constrained Multi-Objective Optimization
[NO] 65/2000 | Floquet-tuned superfluid-checkerboard competition in dipolar bosons
[NO] 66/2000 | Diffeomorphic registration distances for Bayesian calibration of infinite-dimensional computer models
[NO] 67/2000 | Electroweak physics and long-lived particles at LHCb
[NO] 68/2000 | When Does Non-Uniform Replay Matter in Reinforcement Learning?
[NO] 69/2000 | Social Policy of Large Language Models: How GPT, Claude, DeepSeek and Grok Allocate Social Budgets in Spain and Germany
[NO] 70/2000 | The Vote-Left Equilibrium: A Deterministic Coordination Strategy for the Faithful in The Traitors
[NO] 71/2000 | The Serre Derivatives and Zeros of Modular Forms
[NO] 72/2000 | Apparent double-$T_c$ from a single BKT transition in anisotropic phase-only models
[NO] 73/2000 | Unsupervised Online Channel Estimation for High-Mobility OFDM via Implicit Neural Representation
[NO] 74/2000 | To Redact, or not to Redact? A Local LLM Approach to Deliberative Process Privilege Classification
[NO] 75/2000 | 3DReflecNet: A Large-Scale Dataset for 3D Reconstruction of Reflective, Transparent, and Low-Texture Objects
[NO] 76/2000 | HeteroGenManip: Generalizable Manipulation For Heterogeneous Object Interactions
[NO] 77/2000 | A Deductive Refinement Calculus for Differential-Algebraic Programs
[NO] 78/2000 | SciVQR: A Multidisciplinary Multimodal Benchmark for Advanced Scientific Reasoning Evaluation
