[2026-06-26 11:45:10] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-25
正在获取论文...
[arXiv] 2026-06-25 | CLIR: Liveness-Driven and Structure-Aware Fuzzing for the Cranelift Compiler
[NO] 561/1660 | PersistentKV: Page-Aware Decode Scheduling for Long-Context LLM Serving on Commodity GPUs
[NO] 562/1660 | TGHE: Template-based Graph Homomorphic Encryption for Privacy-Preserving GNN Inference in Edge-Cloud Systems
[NO] 563/1660 | pVACtools v6: A comprehensive suite for neoantigen prediction, visualization, and therapy design
[NO] 564/1660 | Analysing gelation transition through fractional viscoelasticity and Mittag-Leffler-Prabhakar function
[NO] 565/1660 | Learning Anonymous Pricing for Online Resource Allocation
[NO] 566/1660 | CAT-Q: Cost-efficient and Accurate Ternary Quantization for LLMs
[NO] 567/1660 | Comparative Analysis of Linear Battery Models for Carbon Emission Optimization in Solar Energy Systems
[NO] 568/1660 | Lattice Reconstruction and Orbital Hybridization Suppress Magnetism in TaCo$_2$Te$_2$
[NO] 569/1660 | Invisible Impact of Empathy on Behavioral Change: Isolating the Effect of Empathy in Long-term Physical Activity Coaching Chatbot Interactions
[NO] 570/1660 | Cm-wavelength Studies of Molecular Gas and Star Formation at High Redshift with the SKA
[NO] 571/1660 | Floquet-Engineered Chern Insulator in two-dimensional $d_{x^2-y^2}$-Wave Altermagnets
[NO] 572/1660 | From Weights to Features: SAE-Guided Activation Regularization for LLM Continual Learning
[NO] 573/1660 | Agents That Know Too Much: A Data-Centric Survey of Privacy in LLM Agents
[NO] 574/1660 | Portfolio Optimization for Commodity ETFs under Heavy-Tailed Returns
[NO] 575/1660 | Central charges $C_J$ and $C_T$ in QED$_d$-GNY model and scalar QED$_d$
[NO] 576/1660 | Sketched Linear Contrastive Learning: Approximation, Optimization, and Statistical Scaling
[NO] 577/1660 | TaskTok: Delving into Task Tokens for Task-driven Image Restoration
[NO] 578/1660 | HiLSVA: Design and Evaluation of a Human-in-the-Loop Agentic System for Scientific Visualization
[NO] 579/1660 | EcoTable: Cost-effective Table Integration in Data Lakes for Natural Language Queries
[NO] 580/1660 | Self-improving properties for the fractional $p$-Laplacian via nonlinear commutators
[NO] 581/1660 | LogicIR: Logic Gate Networks for Image Restoration
[NO] 582/1660 | A multiplicative ergodic theorem in random and simultaneous dynamics
[NO] 583/1660 | Bridging Handheld and Teleoperated Supervision for Contact-Rich Manipulation via State-Gated Experts
[NO] 584/1660 | A Boundary-Consistent Two-Zone Electron Kernel for Distant Pulsar Contributions to Positron Flux and Anisotropy
[NO] 585/1660 | SharQ: Bridging Activation Sparsity and FP4 Quantization for LLM Inference
[NO] 586/1660 | The SKA View of the Sunyaev-Zeldovich Effect from Massive Cosmic Halos
[NO] 587/1660 | WQ-Fusion: Dynamic Gated Attention for Cross-Domain Audio Representation
[NO] 588/1660 | PhyEditBench: A Real-World Multi-Stage Benchmark for Physics-Aware Image Editing
[YES] 589/1660 | ConcoLixir: Reactive LLM Discovery Oracles for Python Concolic Testing
[NO] 590/1660 | Scattering theory for cavity-assisted spin-motion-photon interactions
[NO] 591/1660 | Too cheap to meter? A stochastic analysis of projected future fusion costs
[NO] 592/1660 | TESLA-for-5G: Broadcast Authentication for 5G Networks Using TESLA
[NO] 593/1660 | Boundary-Aware Context Grounding for A Low-Channel EEG Agent
[NO] 594/1660 | NeuraDock Visual Cognitive Load Agent Tutorial: A Quality-Gated Open-Source EEG Workflow for Alpha Dynamics and Real-Time Applications
[NO] 595/1660 | Qualitative analysis of positive singular solutions for a critical elliptic system in a punctured ball
[NO] 596/1660 | Forget, Anticipate and Adapt: Test Time Training for Long Videos
[NO] 597/1660 | The Negative Triangularity Tokamak Path for Fusion Pilot Plants: Experimental Progress and Future Prospects
[NO] 598/1660 | TinyCNNDeep: Lightweight Attention-Based CNN for EEG Classification of Eye States and Sleep Deprivation
[NO] 599/1660 | Same Scrutiny, More Time: Eye Tracking Insights into Reviewing LLM-Labelled Code
[NO] 600/1660 | Evaluation-Strategy Gap in Fault Diagnosis of Deep Learning Programs
[NO] 601/1660 | Do more heads imply better performance? An empirical study of team thought leaders' impact on scientific team performance
[NO] 602/1660 | Extracting Problem and Method Sentence from Scientific Papers: A Context-enhanced Transformer Using Formulaic Expression Desensitization
[NO] 603/1660 | Geometric Gradient Rectification for Safe Open-Set Semi-Supervised Learning
[NO] 604/1660 | Einstein World Models
[NO] 605/1660 | Term-Centric Hierarchy Induction from Heterogeneous Corpora
[NO] 606/1660 | Spectral expansion of LQG heat trace and KPZ scaling
[NO] 607/1660 | Angle Estimation via WFRFT Spatial-Domain Basis Decomposition: Breaking the Rayleigh Resolution Limit with Structured Waveform Diversity
[NO] 608/1660 | On a counterexample to a conjecture of J. Harris for octic surfaces
[NO] 609/1660 | Focusing on What Matters: Saliency-Harnessing Accurate Routing for Diffusion MoE
[NO] 610/1660 | UAV-MapFusion: RTK-Aligned Uncertainty-Aware Coarse-to-Fine Multi-Session UAV Mapping
[NO] 611/1660 | Challenging chiral EFT with tritium beta decay
[NO] 612/1660 | A Deterministic Control Plane for LLM Coding Agents
[NO] 613/1660 | Influence of Park's Two-Temperature Model Control Temperature on the Flow Properties in Hypersonic Reentry Conditions
[NO] 614/1660 | DNSMOS-C: Improving End-to-end Speech Quality Models via Contrastive Learning
[NO] 615/1660 | Modeling Local, Global, and Cross-Modal Context in Multimodal 3D MRI
[NO] 616/1660 | Supernova remnants in the new radio astronomy era
[NO] 617/1660 | RIS-Assisted Proactive Handover for Reliable mmWave Wireless Networks
[NO] 618/1660 | The Emerging Population of High-energy Emitting Radio Galaxies
[NO] 619/1660 | Excursion-set structure factor of the auroral electric field
[NO] 620/1660 | Context-Aware Synthesis of Optimization Pipelines for Warehouse Optimization
[NO] 621/1660 | An Information-Theoretic Metric for Semantic Value of Spatiotemporal Information
[NO] 622/1660 | HF Etching and Silanization: Evidence for the Role of Surface Hydroxyl Groups in Silicon Nitride Resonator Loss
[NO] 623/1660 | A sharp order-three obstruction to the aggregation of conditional price-of-risk attribution
[NO] 624/1660 | Identifying the Unknown: Prompt-Free Open Vocabulary Anomaly Recognition for Robot-Object Interaction
[NO] 625/1660 | Probing inflationary particle production with the CMB power spectrum
[NO] 626/1660 | Characterizing robotic positioners under the influence of changing gravity vectors for future spectroscopic surveys
[NO] 627/1660 | On quasi-holomorphic homotopies of immersions of 3-manifolds into 5-manifolds
[NO] 628/1660 | Optimizing Experimental Design for Causal Effect Estimation with Partial Measurements
[NO] 629/1660 | Feeding and Feedback in Dwarf Galaxies (FeeD) -- I. Evidence of nuclear ultra-fast and galaxy-scale outflows in the dwarf galaxy Arp 151
[NO] 630/1660 | KARLA: Knowledge-base Augmented Retrieval for Language Models
[NO] 631/1660 | Structured Secant Methods to Select Smoothing Parameters For General Smooth Models
[NO] 632/1660 | From Vajrayana Tara to Bengali Baul: A Computational Study of Lexical Transmission Across Buddhist, Shakta, and Vaishnava Traditions in Bengal
[NO] 633/1660 | Second-order Methods for Multiobjective Composite Optimization: Preconditioning Strategies, Subspace Variants and Inexact Solutions
[NO] 634/1660 | Mixed Third-Order Flux Laws for Dual Cascade in the Stochastic SQG Equation
[NO] 635/1660 | Recycling singular and projection subspaces for pseudospectra computation
[NO] 636/1660 | Hydrogen segregation around a straight screw dislocation in bcc iron
[NO] 637/1660 | Multiple testing
[NO] 638/1660 | An Orthogonal Approximate Message Passing Framework for Multiuser Communications
[NO] 639/1660 | Non-Hermiticity of an anomalous superradiant phase
[NO] 640/1660 | $e$-polynomials of character varieties
[NO] 641/1660 | An Iterative Dual-Channel Neural Quantum State Algorithm for Selected Configuration Interaction
[NO] 642/1660 | NO molecule in massive star forming regions
[NO] 643/1660 | Sinkhorn-Knopp balancing with generalised martingale-type constraints
[NO] 644/1660 | Chromatic expansion with Bessel operator of fractional order
[NO] 645/1660 | TRUST: Item-Calibrated Interval Evidence for Temporal Session-Based Recommendation
[NO] 646/1660 | Smaller Models, Unexpected Costs: Trade-offs in LLM Quantization for Automated Program Repair
[NO] 647/1660 | Evidence for possible N2 basal flow beneath Pluto northern Sputnik Planitia
[NO] 648/1660 | From Approximate Floquet Engineering to Full Floquet Theory: Coherent Control of Chiral Spin Systems in Spintronics
[NO] 649/1660 | RecallRisk-BERT: A Multi-Task Framework for Post-Report Medical Device Recall Triage
[NO] 650/1660 | On Parameterized Verification Over Tree Topologies
[NO] 651/1660 | High Multiplicity Trigger for Long-Lived Particles in CMS detector
[NO] 652/1660 | Loss-aware pulse sequence optimization for generating photonic Fock states
[NO] 653/1660 | Rapidity-even directed flow splitting of protons and antiprotons as a probe of baryon stopping in relativistic heavy-ion collisions
[NO] 654/1660 | Safe Autoregressive Image Generation with Iterative Self-Improving Codebooks
[NO] 655/1660 | PhysReflect-VLA: Physical Feasibility and Self-Reflective Regulation for Reliable Vision-Language-Action Policies
[NO] 656/1660 | Estimation of High Dimensional Bounded Discrete Graphical Models via Regularized Generalized Score Matching
[NO] 657/1660 | Welterweight Go: Boxing, Structural Subtyping, and Generics (Extended Version)
[NO] 658/1660 | Joint Learning of Experiential Rules and Policies for Large Language Model Agents
[NO] 659/1660 | Fast summation on rectangular cuboids with arbitrary periodicity in the DMK framework
[NO] 660/1660 | Rate-2/3 Girth-8 (3,18)-Regular Quantum LDPC Codes from Two-Branch Finite-Field Bases and CPM Lifts
[NO] 661/1660 | Algorithms for Threshold Group Testing
[NO] 662/1660 | Maker-Breaker Sabotage Game
[NO] 663/1660 | Occupation-Time Fluctuations of an Age-Dependent Branching System Driven by Poisson Immigration
[NO] 664/1660 | An Arbitrary-Lagrangian-Eulerian solver for relativistic detonation waves
[NO] 665/1660 | Behind the Mask: A Taxonomic Analysis of Activities in Online Social Networks
[NO] 666/1660 | Neural Networks for Inverse Design of Cascaded-Mode Near-Field Landscapes
[NO] 667/1660 | Residual GPU Cache State on Apple M4 Pro
[NO] 668/1660 | Beyond Global Divergences: A Local-Mass Perspective on Bayesian Inference
[NO] 669/1660 | SubdivAR: Autoregressive Next-Scale Prediction for Neural Mesh Subdivision
[NO] 670/1660 | PanoImager: Geometry-Guided Novel View Synthesis and Reconstruction from Sparse Panoramic Views
[NO] 671/1660 | Parametric Open Source Games
[NO] 672/1660 | On Meyniel's Conjecture in Random Hypergraphs
[NO] 673/1660 | Solarsystem: A Validated Lightweight Python Package for Planetary Positions and Solar-Lunar Event Calculations
[NO] 674/1660 | Scalability of Morality: A Particle-Based Numerical Study on the Decoupling of Law and Ethics in Large-Scale Populations
[NO] 675/1660 | ShareLock: A Stealthy Multi-Tool Threshold Poisoning Attack Against MCP
[NO] 676/1660 | Improving General Role-Playing Agents via Psychology-Grounded Reasoning and Role-Aware Policy Optimization
[NO] 677/1660 | SMR: Scheduler with Multi-Channel Map-Encoded Reinforcement Learning for Radio Telescopes
[NO] 678/1660 | Time-domain evolution of Lorenz-gauge metric perturbations: taming the $\ell=m=1$ gauge instability
[NO] 679/1660 | A Generalization Theory for JEPA-Based World Models
[NO] 680/1660 | Hidden critical and Morse equivalence behind duality: Theory and Applications
[NO] 681/1660 | HI Galaxy Science with the SKA
[NO] 682/1660 | How to access astronomical observation facilities ?
[NO] 683/1660 | Enabling self-supervised learned primal dual with Noise2Inverse
[NO] 684/1660 | Electric-Field Switchable Magnetic Spin Hall Effect
[NO] 685/1660 | Unison: Benchmarking Unified Multimodal Models via Synergistic Understanding and Generation
[NO] 686/1660 | Climate-Driven Mortality Forecasting Using Deep Learning
[NO] 687/1660 | When Does Quality-Aware Multimodal Fusion Matter? A Leakage-Safe Diagnostic for Decision-Level Dependence
[NO] 688/1660 | The Tilted Playing Field for Women in Science
[NO] 689/1660 | 3D Spatial Pattern Matching
[NO] 690/1660 | SatSplatDiff: Geometry-preserving generative refinement for high-fidelity satellite Gaussian Splatting
[NO] 691/1660 | Causality and the Equivalence Principle for Higher Energy Scattering
[NO] 692/1660 | Plasmonic coated scatterers for tunable coherent perfect absorption
[NO] 693/1660 | Hierarchical Muon: Tiled Newton-Schulz Updates for Efficient Muon Optimization
[NO] 694/1660 | Probing Probability Geometry with Schwinger--Dyson Identities: Score Mismatch, Fisher Information, and Configurational Temperature
[NO] 695/1660 | Typical distances in high-genus triangulations
[NO] 696/1660 | 3D Magnetic Field Vectors in Space: Bubbles, Clouds, and Filaments
[NO] 697/1660 | Classification of homogeneous almost complex $4$-manifolds with non-degenerate torsion bundle
[NO] 698/1660 | Not All Actions Are Equal: Rethinking Conditioning for Dexterous World Model
[NO] 699/1660 | Amplified moments of the Riemann zeta function
[NO] 700/1660 | OctoSense: Self-Supervised Learning for Multimodal Robot Perception
[NO] 701/1660 | ViQ: Text-Aligned Visual Quantized Representations at Any Resolution
[NO] 702/1660 | Proactivity and pinning in the non-reciprocal XY model with vision anisotropy
[NO] 703/1660 | Sculpting NeRF Geometry: Human-Preference Fine-Tuning of a 3D-Aware Face GAN
[NO] 704/1660 | Self-Sifting quantum key distribution
[NO] 705/1660 | Exploring dynamics of individual vortices in a superconductor via a levitated magnetic transducer
[NO] 706/1660 | How Good Can Linear Models Be for Time-Series Forecasting?
[NO] 707/1660 | BetXplain: An Explanation-Annotated Dataset for Detecting Manipulative Betting Advertisements on Social Media
[NO] 708/1660 | Sparse Sensor Placement for Reducing Forecast Errors in Ensemble Kalman Filtering
[NO] 709/1660 | The SPOTLIGHT Multibeam Real-Time Transient Detection System
[NO] 710/1660 | Non-colliding space-time inhomogeneous Markov chains
[NO] 711/1660 | Conjecture About Arbitrary Even-Order Convexity of $w$-Optimization of the Split CIF
[NO] 712/1660 | Ion firehose and ion cyclotron instability with subtracted-Kappa distributions
[NO] 713/1660 | Tilikum: Transaction Fair Ordering on a DAG without Weak Edges
[NO] 714/1660 | NOVA: A Verification-Aware Agent Harness for Architecture Evolution in Industrial Recommender Systems
[NO] 715/1660 | Realistic Time-Domain Synthesis of Gravitational-Wave Detector Glitches using Class-Conditional Derivative Generative Adversarial Networks
