[2026-08-06 11:23:32] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-05
正在获取论文...
[arXiv] 2026-08-05 | Coupled quintessence from an axion dark sector
[NO] 361/1459 | When Proxy Prediction Becomes Equation Reconstruction: Diagnostics and Residual Learning for Factor-Derived Proxy Supervision
[NO] 362/1459 | Physics-Guided Neural Airy Beamforming for Near-Field Blockage Mitigation
[NO] 363/1459 | An $α$-Potential Game Approach to $N$-Player Stochastic Linear-Quadratic Differential Games
[NO] 364/1459 | ReGround: Restoring Visual Grounding in Multi-Step Reasoning through Self-Diagnosis and Visual Re-Examination
[NO] 365/1459 | Improving Auto-Design of Neural PDE Solvers with a Domain-Specific Language
[NO] 366/1459 | Image Classification Using CNN-QNN Hybrid Model with Optimized Correlated Features
[NO] 367/1459 | Public Trader Identity: Adverse Selection and Return Predictability
[NO] 368/1459 | The Refined Joint Bidiagonalization Method and an Implicitly Restarted Algorithm for Large GSVD Computations
[NO] 369/1459 | The Calibration Floor: Format Repair Can Masquerade as Self-Correction at Small-to-Mid Scale
[NO] 370/1459 | Large-Scale Analysis of Discussions by CS Educators Across the Stack Exchange Network
[NO] 371/1459 | iStructTab: Structured Feature Sequencing for Multimodal Learning of Image and Tabular Data
[NO] 372/1459 | Cost-Aware Multi-Objective Bandits: Theory and Application to Budgeted LLM Configuration Evaluation
[NO] 373/1459 | Quantum optoelectronics in semiconductor solar cell materials and devices
[NO] 374/1459 | Beyond the Mean-flow: A Spectral-Dynamic Approach to Unraveling the Physics of Droplet Capture in Fog Harvesting Meshes
[NO] 375/1459 | Dual IMU System for Accurate Gastrointestinal Motility Tracking
[NO] 376/1459 | Responsibility in Multi-Agent Sequential Decision-Making: Comparing Human Judgments to Formal Models of Causal Attribution
[NO] 377/1459 | Pun Intended: Multi-Agent Translation of Wordplay with Contrastive Learning and Phonetic-Semantic Embeddings
[NO] 378/1459 | Doppler-shifted Signatures in the Chromospheric Line Profiles of II Pegasi
[NO] 379/1459 | Adaptive Finite-Budget Training for CVaR Risk-Aware Q-Learning
[NO] 380/1459 | Prym--Tyurin varieties coming from intermediate coverings of curves
[NO] 381/1459 | Observing the Quantum Compiler through Automatic Experiment Tracking for Qiskit
[NO] 382/1459 | Optimal Constrained sc-LTL Planning in MDPs via Switching Policies
[NO] 383/1459 | Neutral Atom Quantum Computing: Principles, Routes, Progress, and Challenges
[NO] 384/1459 | Weak Form Recovery of Heston Type Stochastic Dynamics
[NO] 385/1459 | HaploPerturb: Low-rank copula construction of haplotype perturbations improves sequence-to-function analysis of Alzheimer's disease loci
[NO] 386/1459 | Binary evolution at the extremes of mass-transfer efficiency: Contact, mergers, and population signatures
[NO] 387/1459 | DreamWAM: Beyond RGB Future Prediction for World Action Models
[NO] 388/1459 | Data generated internal solutions for the plasma wave equation: error bounds and numerical experiments in two dimensions
[NO] 389/1459 | Supersaturation of induced even cycles in locally sparse graphs
[NO] 390/1459 | Tracing expansion-driven star formation in the Perseus molecular cloud using young stellar objects
[NO] 391/1459 | Exploring Cross-Reality Transitions between Projections and Head-Mounted Displays for Immersive Digital Art
[NO] 392/1459 | Bayesian Inference of fine-features of dense matter EOS from future high-precision data of neutron star radii
[NO] 393/1459 | X-ray Reflection as Diagnostic of Supermassive Black Hole Binary Properties
[NO] 394/1459 | 3D simulations of a complete convective silicon shell burning phase
[NO] 395/1459 | An Integral Mean Value Theorem for Weyl Sums over Broken Arcs
[NO] 396/1459 | Classification of symmetric fusion categories over $\mathbb{R}$
[NO] 397/1459 | Optimal Training-Time Scaling in Gradual Adaptation
[NO] 398/1459 | Consistency-Driven Co-Evolution for Self-Supervised Cross-Representation Learning
[NO] 399/1459 | A Chain Is Only as Strong as Its Weakest Link: A Scoping Review of System Integration Audits in AI
[NO] 400/1459 | Resolving coupled transport in space and time from molecular fluctuations in confined fluids
[NO] 401/1459 | An active-learning framework for real-time depth perception from monocular vision streams
[NO] 402/1459 | Predicting Plasticity in Two-Dimensional Foam Channel Flow Around an Obstacle
[NO] 403/1459 | AutoCue: Multimodal LLM-Assisted Externalization of Implicit Inputs as Instructional Visual Cues in Screencast Tutorials
[NO] 404/1459 | When Shared Rollouts Fail in Defensive Driving Evaluation: A NAVSIM Score Basis Audit
[NO] 405/1459 | Machian MOND: a variable $a_0$ in galaxy clusters
[NO] 406/1459 | When Does Latent Communication Pay? A Causal Audit of Relayed KV Caches in Multi-Agent LLMs
[NO] 407/1459 | GVC-RT: Towards Real-Time Generative Video Compression at Ultra-Low Bitrates
[NO] 408/1459 | Asymmetry in the protostellar system HOPS 198: Evidence for the evolution of outflow opening angle driven by density of the surrounding core
[NO] 409/1459 | Filtrations in $\mathbb{C}$-motivic stable homotopy theory
[NO] 410/1459 | Quantum-Limited Distance Estimation in Three-Dimensional Optical Superresolution
[NO] 411/1459 | Adelic framed form class groups and explicit class field theory
[NO] 412/1459 | A-SR: Self-Evolving Agentic LLMs for Symbolic Regression via Hierarchical Coordination
[NO] 413/1459 | Characterising the epoch of reionisation using the cross-correlation of the kSZ effect and CMB lensing
[NO] 414/1459 | Primal-dual multigrid methods for nonsmooth optimization
[NO] 415/1459 | Qualitative analysis, chaotic structure and exact solution of the nonlinear seventh-order Caudrey-Dodd-Gibbon-KP equation
[NO] 416/1459 | Quantum walker trapped by self-similarity of the Sierpiński carpet
[NO] 417/1459 | MemoryCPT: An End-to-End Agent Memory Framework for Cost-Performance Trade-off
[NO] 418/1459 | Circular polarization as a probe of cloud properties and asymmetries in giant exoplanet atmospheres
[NO] 419/1459 | Preservation of Positive-Definiteness by Bernstein Operators on the Circle
[NO] 420/1459 | Strong Convergence for a General Class of Random Matrix Models
[NO] 421/1459 | Reference-Based Manipulation: A Framework and Pipeline for Multimodal Spatial Reasoning
[NO] 422/1459 | An Inverse Theorem for Partially Symmetric Two-Dimensional Semiclassical Schrödinger Operators
[NO] 423/1459 | Privileged, but Biased: How PI-Conditioned Teachers Break Self-Distillation
[NO] 424/1459 | Schematic Functorialities of Birational Motivic Homotopy Categories
[NO] 425/1459 | Coupling Does Not Reduce the Auxiliary-Mode Count for $1/|ω|$ Spectra in Passive Lindblad Networks
[NO] 426/1459 | Agentic Reinforcement Learning with Observation-Calibrated Self-Distillation
[NO] 427/1459 | Reachability in 3-VAS
[NO] 428/1459 | Convergence Analysis of a Finite-Volume Scheme for a Microglia--Amyloid Chemotaxis Model with Measure-Valued Vascular Boundary Sources
[NO] 429/1459 | RepoProbe: Benchmarking Architecture-Aware Repository Comprehension with Checklists
[NO] 430/1459 | Poisson Flow and Wasserstein Registration of Trees
[NO] 431/1459 | Trace, Verify, and Correct: A Training-Free Framework for Spatial Reasoning in Multimodal LLMs
[NO] 432/1459 | PURPOSE: Poisoning Conflict Resolution in RAG via Proxy-Fact-Grounded Updates
[NO] 433/1459 | Attention, Anomalies! Handling Attention Layers in Unsupervised Federated Outlier Detection
[NO] 434/1459 | Stochastic Non-Linear Influence in Synchronisation Dynamics
[NO] 435/1459 | Caching for the Future: Scrub Jay Episodic Memory Principles for Agent Memory Systems
[NO] 436/1459 | Web Cache Overflow: Exploiting Imprecise Keys for Cache Degradation and Beyond
[NO] 437/1459 | Atomic Scale Ordering of Sulfur Vacancies Enhances Charge Transport in Monolayer MoS$_2$
[NO] 438/1459 | Chain-of-Thought Monitoring Can Be Unreliable in Implicit-Influence Settings
[NO] 439/1459 | A hybrid proper orthogonal decomposition and diffusion framework for reduced-order forecasting of turbulent flow dynamics
[NO] 440/1459 | Rotational-state-controlled dissociative ionization dynamics in $\mathrm{CF_2I_2}$
[NO] 441/1459 | Characterization of the variability of the blue supergiant HD 14134
[NO] 442/1459 | UniWorld-View: Large-Baseline View Synthesis via Video Diffusion Models
[NO] 443/1459 | Consistent community recovery in stochastic block Ornstein-Uhlenbeck processes
[NO] 444/1459 | Traceable LLM-Generated Hazard Scenarios for Operational Safety Analysis of Aviation Systems Using ASRS Reports
[NO] 445/1459 | Improved covariant analysis of $B_c^+ \to χ_{c1}(nP)$ decays and implications for the nature of $χ_{c1}(3872)$
[NO] 446/1459 | On simples in a cosilting heart and mutation of cosilting pairs
[NO] 447/1459 | Active-SWE: Benchmarking Coding Agents for Proactive Bug Fixing without Issue Reports
[NO] 448/1459 | Kathleen Writes: Autoregressive Generation and Data Scaling Without Attention
[NO] 449/1459 | SurgNarrator: A Generative Retrieval Framework for Surgical Video Understanding
[NO] 450/1459 | Effect of Cross-Spectral Correlations on Qubit Dynamics: Coherence Revival and Relaxation Modulation
[NO] 451/1459 | Global existence of solutions for nonlinear damped wave equations in an exterior domain with nonlinearities of derivative type
[NO] 452/1459 | Automatic Statistical Test for Rationally Expressible Algorithms by Selective Inference, with Applications to Feature Selection
[NO] 453/1459 | Wavefunctions of AdS$_3$ Universes and $T\bar{T}$-deformed Torus Partition Functions
[NO] 454/1459 | DisMix: Order-Aware Mixup for Medical Imaging via Disentangling Ordinal and Non-Ordinal Features
[NO] 455/1459 | AI Literacy for Legal Translation: Developing Digital Resilience
[NO] 456/1459 | On a family of one-dimensional oscillation inequalities
[NO] 457/1459 | Structural and dynamical behavior of methane-water systems under nanoconfinement
[NO] 458/1459 | HELENA:Hierarchical Sparse Coordination over a Union of Complementary Topologies for MAS
[NO] 459/1459 | Blockchain Empowered Trustworthy Agent Networks: Foundations, Taxonomy, and Future Directions
[NO] 460/1459 | A/B Agent: A Self-Evolving Agent for Strategy Iteration in Industrial A/B Testing
[NO] 461/1459 | An entropic explanation of insistence on sameness in autism
[NO] 462/1459 | The $(t,p)$-Norm in Classical Extremal Problems
[NO] 463/1459 | HiSC: Hierarchical Spatial Clustering Token Compression for Efficient 3D Scene Understanding
[NO] 464/1459 | On MUON optimization: From non-convergence to an error analysis with Polar Express and the Newton-Schulz polynomial from implementations
[NO] 465/1459 | Emotion Dynamics in Social Deception Games: Analysis of Professional and Nonprofessional Players through Electrodermal Activity in Werewolf Games
[NO] 466/1459 | Static Timing Orchestration for Tree-Structured Robot Control Firmware
[NO] 467/1459 | Separating Equation-of-State Dynamics from Hadronic Rescattering in Low-Mass Dileptons
[NO] 468/1459 | Directed Flow of Protons and Deuterons in Xe+Cs(I) Collisions: Preliminary BM@N Data and THESEUS Modeling
[NO] 469/1459 | EASy: Towards Efficient LLM-Based Agentic System
[NO] 470/1459 | Breaking the Curse ofMultilinguality inMany-to-Many Speech-to-Text Translation via a Resource-AwareMixture of Speech Encoders
[NO] 471/1459 | Fast Thick-Thin Decomposition for Sparse Spanners on Hyperbolic Surfaces
[NO] 472/1459 | Universal Function Approximation via Diffractive Optical Processors: Physical Limits, Error Bounds, and Learnability
[NO] 473/1459 | Measurement-induced generation of Schrödinger cat states in cavity QED
[NO] 474/1459 | PhysMind: From Video to Executable Worlds for Training-Free Physical Reasoning
[NO] 475/1459 | A Complete Characterization of Regular Inclusions of Finite Dimensional $C^*$-algebras
[NO] 476/1459 | Learning Compression Rules for Network Traffic
[NO] 477/1459 | Composition algebras in symmetric tensor categories
[NO] 478/1459 | On the realizability of abstract reaction networks with real molecules and reactions
[NO] 479/1459 | Quantum gravity around ultracold black holes from DSSYK
[NO] 480/1459 | Impact of molecular orbital localization on quantum computational resources for Hamiltonian simulation: A benchmark study of hydrogen chain systems
[NO] 481/1459 | Motional refocusing for trap-off Rydberg gates
[NO] 482/1459 | The Gromov width of generalized Bott-Samelson manifolds
[NO] 483/1459 | McKay correspondence for linearly reductive finite group schemes in positive characteristic
[NO] 484/1459 | CheMLFlow: An Open-Source Platform for Cheminformatics and Materials Informatics Applications
[NO] 485/1459 | Corrections to Hawking radiation from asteroid-mass primordial black holes: analytic and numerical evaluation of the stochastic charge effect
[NO] 486/1459 | Constructive realization of self-referential prediction limits in quantum control: Resource bounds and Gödel-safe architectures
[NO] 487/1459 | ArborEnum: Decision Tree Rashomon Sets over Continuous Features
[NO] 488/1459 | Krull--Gabriel dimension and Cohen-Macaulay representations
[NO] 489/1459 | Machine-Learning Search for Lax Connections
[NO] 490/1459 | A bijective proof of a partition theorem of Berkovich and Uncu
[NO] 491/1459 | Teaching Nemotron Greek: Mining a Corpus, Adapting Retrieval, and Grounding Generation for Modern Greek across Specialist Domains
[NO] 492/1459 | SmartMage: Dynamic Modality Orchestration for 3D Scene Understanding
[NO] 493/1459 | Micro-randomized Trials with Categorical Treatments and Binary Proximal Outcome: Causal Effect Estimation and Sample Size Calculation
[NO] 494/1459 | A waveguide spectrometer for high-resolution millimeter-wave imaging
[NO] 495/1459 | SSTQ:Privacy-Preserving Vector Quantization via Subsampled Stochastic TurboQuant
[NO] 496/1459 | A central limit theorem for the random assignment problem
[NO] 497/1459 | Alexandrov Theorem for constant weighted mean curvature surfaces
[NO] 498/1459 | Characterizing Visual Accessibility Issues in AI Developer Tools: An Empirical Study
[NO] 499/1459 | Hierarchical Graph Memory for LLM Agents with Path-level Localization and Rewrite
[NO] 500/1459 | Perfect Games in Dimension-Bounded Communication
[NO] 501/1459 | Duality for partial orthomodular lattices
[NO] 502/1459 | MALT: Lightweight Curvature-Aware Muon via Diagonal Preconditioning
[NO] 503/1459 | SpikingNav: Robust Embodied Navigation with Spiking Neural Policies
[NO] 504/1459 | MultiPathFormer: Towards a Foundation Model for Multipath Wireless Propagation
[NO] 505/1459 | CCAT: Characterization of the first science-grade MKID array for the Prime-Cam 850 GHz module
[NO] 506/1459 | HelloWorld: Enabling Socially Interactive Characters in Video World Models
[NO] 507/1459 | Beyond Reprojection Error: Camera Calibration with 3D Targets
[NO] 508/1459 | RepairFormer: Automated Repair of Structured Inputs Using Transformers
