[2026-07-11 10:16:08] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-10
正在获取论文...
[ACM] 2026-7-10 | Privacy-Preserving GAN for Synthetic Data against Membership Inference Attack
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 295/1000 | NERBench-Chhattisgarh: A Multi-Family NER Dataset for Low-Resource Indic Languages
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 296/1000 | Reinforcing User Interest Evolution in Multi-Scenario Learning for recommender systems
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 297/1000 | Cheaper is Better: A Discount-Aware Network for Conversion Rate Prediction in E-commerce Recommendation System
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 298/1000 | Understanding and Modeling Heterogeneous Search Behavior
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 299/1000 | Road Damage Detection Using Instance Segmentation: A Comparative Study of YOLOv8m-Seg and RF-DETR in Philippine Road Conditions
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 300/1000 | Feature-Optimized Machine Learning Framework for Alzheimer's Detection from Handwriting Data
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 301/1000 | Hybrid-Arm Multi-Port Active Bridge for DC Distribution System and Power Decoupling Algorithm
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 302/1000 | Dual-Band Textile Antenna with Electromagnetic Bandgap
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 303/1000 | Characterization of Filter Design and Antenna Transmission using a Low-Cost NanoVNA
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 304/1000 | Wireless Communication and Intelligent Control for Wastewater Quality Monitoring Using IoT and ZigBee Wireless Sensor Networks
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 305/1000 | Real-Time Polyp Characterization via a Dual-Stage Framework with a Color-Mode-Aware Router Module
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 306/1000 | Key aspects of end-user engagement for provision of operational flexibility
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 307/1000 | HADES: Height-Aware Automated Delivery and Ejection System for UAV-Deployed Payload and Counter-UAV Support
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 308/1000 | Generative and Model-Informed Learning for Position-Aware Partial Discharge Monitoring
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 309/1000 | Corrections to “A New Model for Elevation Change Estimation in Antarctica From Photon-Counting ICESat-2 Altimetric Data”
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 310/1000 | GWO-Based 3D Hybrid Beamforming for Reliable mmWave Vehicular Communications
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 311/1000 | Dynamic Knowledge Graph Framework for Hosting Capacity Analysis in LV Networks with Low-Carbon Technologies
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 312/1000 | Multimodal Spatiotemporal RGB-D Fusion with R3D for Word-Level Dynamic Sign Language Recognition
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 313/1000 | A Comparative Analysis of Ensemble Learning Models with Imbalance Handling Techniques for Liver Disease Classification
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 314/1000 | Flexibility Potential of Heavy-Duty Battery Electric Vehicles Depots for Congestion Management in Medium-Voltage Grids
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 315/1000 | ArGynNet: Arabic Gynecological Disease Classification Using Hybrid Deep Network
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 316/1000 | Single-ChannelDry-Electrode SSVEP-Based Brain–Computer Interface for Portable and Low-Cost Neural Interaction
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 317/1000 | Effects of Shield-Connector Connection on the Input Impedance of Shielded Cables
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 318/1000 | A Light-Driven 4D Reconfigurable Metasurface with Anti-Electromagnetic Interference Capability
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 319/1000 | A logit-based technology diffusion model on carbon capture adoption in Europe’s hard-to-abate industry
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 320/1000 | TRACE: Phase-Dependent Cost of Capital Representation in Energy System Models
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 321/1000 | Microservice-Based System Failure Patterns: An Operational Perspective
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 322/1000 | Climate Change Prediction Using Machine Learning Models
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 323/1000 | A Circular Repair Scheme for 3DIC Die-to-Die Interconnects
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 324/1000 | A Semantic Similarity-Based Evaluation Framework for Hallucination Detection in Lightweight Language Models: A Controlled Study on Fundamental Data Structures
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 325/1000 | Impact of DC Connection Location Differences on Regional Voltage Support Capability Based on a Dynamic Interactive Framework
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 326/1000 | Extending the Step-by-Step HHL Algorithm Walkthrough: Advanced Concepts for Practical Quantum Computing Applications
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 327/1000 | Online Generation of Collision-Free Trajectories in Dynamic Environments_supp4-3711837.txt
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 328/1000 | CoLA-Flow Policy: Temporally Coherent Imitation Learning Via Continuous Latent Action Flow Matching for Robotic Manipulation_supp1-3710367.mp4
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 329/1000 | Prioritized Motion Control Robust to Actuator Failure for Hovering-Type AUVs using INDI-QP_supp1-3711829.mp4
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 330/1000 | Impedance Matching of Time-Variant Transponders
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 331/1000 | Lyapunov-Guided Learning for AoI Minimization in Wireless-Powered NOMA Sensor Networks_supp1-3709543.pdf
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 332/1000 | An Adaptive Physics-Guided Ensemble Learning Framework for Dynamic Object Detection
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 333/1000 | Enhancing Networking Efficiency via PCIe over Optical Fibre Communications in Optical Data Centers
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 334/1000 | Real-Time Detection and Localization of Inter-Turn Short Circuits in Six-Phase PMSMs with Insulation Aging Analysis
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 335/1000 | PFC-Based Output-Feedback Adaptive Control for Heterogeneous Nonlinear Multi-Agent Systems
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 336/1000 | Mitigating Generator Bias in Low-Participation Model-Heterogeneous Federated Learning
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 337/1000 | Labeled RFS Filters Improvements Using Measurements of Doppler Frequency
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 338/1000 | Understanding Concept Drift with Deprecated Permissions in Android Malware Detection_supp1-3682216.pdf
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 339/1000 | 2026 Asia-Pacific International Symposium and Exhibition on Electromagnetic Compatibility (APEMC)
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 340/1000 | 2026 16th International Conference on Communications (COMM)
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 341/1000 | COMM 2026 List Reviewer Page
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 342/1000 | PYSEUS: A Closed Optimization Framework Linking EU ETS Design and Long-Term PowerSystem Evolution
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 343/1000 | AI Driven Data Analytics on AWS Platforms for Scalable Enterprise Applications
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
