[2025-11-25 09:12:46] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-24
正在获取论文...
[arXiv] 2025-11-24 | Defending Large Language Models Against Jailbreak Exploits with Responsible AI Considerations
[NO] 325/1777 | Decarbonization pathways for liquid fuels: A multi-sector energy system perspective
[NO] 326/1777 | Fast and Flexible Flow Decompositions in General Graphs via Dominators
[NO] 327/1777 | Modeling smooth and localized mortality patterns across age, time, and space to uncover small-area inequalities
[NO] 328/1777 | FilmSceneDesigner: Chaining Set Design for Procedural Film Scene Generation
[YES] 329/1777 | Can LLMs Recover Program Semantics? A Systematic Evaluation with Symbolic Execution
[NO] 330/1777 | Phase structure of 2+1-flavor QCD from an Einstein-dilaton-flavor holographic model
[NO] 331/1777 | A symbolic Perl algorithm for the unification of Nahuatl word spellings
[NO] 332/1777 | A modified Consensus-Based Optimization model: consensus formation and uniform-in-time propagation of chaos
[NO] 333/1777 | Quotient Manifold Optimization for Spectral Compressed Sensing
[NO] 334/1777 | Existence of multiple constant mean curvature hypersurfaces for varying Riemannian metrics
[NO] 335/1777 | Ghost instabilities and strong coupling in quadratic non-metricity theories
[NO] 336/1777 | Traces of the $X(3960)$ state in the femtoscopic $D_s^+ D_s^- $ correlations
[NO] 337/1777 | Towards Generalizable Deepfake Detection via Forgery-aware Audio-Visual Adaptation: A Variational Bayesian Approach
[NO] 338/1777 | Atomistic Origin of Photoluminescence Quenching in Colloidal MoS2 and WS2 Nanoplatelets
[NO] 339/1777 | Some functional identities characterizing two-sided centralizers and two-sided generalized derivations on triangular algebras
[NO] 340/1777 | Fast-Converging and Asymptotic-Preserving DSMC
[NO] 341/1777 | Increase of critical current density in FeSe superconductor by strain effect
[NO] 342/1777 | Beyond Reward Margin: Rethinking and Resolving Likelihood Displacement in Diffusion Models via Video Generation
[NO] 343/1777 | Multi-height probing of horizontal flows in the solar photosphere
[NO] 344/1777 | Trade-Off Between Multiplicity and Specificity in the Inter-layer Connectivity of non-identical Multilayer Networks
[NO] 345/1777 | Phase retrieval via overparametrized nonconvex optimization: nonsmooth amplitude loss landscapes
[NO] 346/1777 | From neural codes to homological invariants: regularity and projective dimension of polarized neural ideals
[NO] 347/1777 | Chondrule formation by collisions of planetesimals containing volatiles triggered by Jupiter's formation
[NO] 348/1777 | Machine Learning Based Identification of Solar Disk and Plages in Kodaikanal Solar Observatory Historical Suncharts
[NO] 349/1777 | Validity in machine learning for extreme event attribution
[NO] 350/1777 | Deterministic Mean Field Games on Networks and Related Optimal Control Problems
[NO] 351/1777 | Temperature-Induced Superconductivity Enhancement under Large Exchange Field
[NO] 352/1777 | Dynamic Granularity Matters: Rethinking Vision Transformers Beyond Fixed Patch Splitting
[NO] 353/1777 | Using random spanning trees in survivable networks design
[NO] 354/1777 | "Don't Fall Behind": A Unified Framework of Dynastic Survival, Two-Stage Belief Error, and the Modern Involution Trap
[NO] 355/1777 | A General Framework for Per-record Differential Privacy
[NO] 356/1777 | Enhancing Fast Radio Transient Detection with Mask R-CNN Image Segmentation
[NO] 357/1777 | End-to-end Autonomous Vehicle Following System using Monocular Fisheye Camera
[NO] 358/1777 | Efficient Partition-based Approaches for Diversified Top-k Subgraph Matching
[NO] 359/1777 | CHAOS - A Consistent Large-scale Database for Sigma-Profiles and Other Molecular Descriptors
[NO] 360/1777 | Uniform decay of function norms
[NO] 361/1777 | Enhancing low energy reconstruction and classification in KM3NeT/ORCA with transformers
[NO] 362/1777 | A Trust-region Funnel Algorithm for Grey Box Optimisation
[NO] 363/1777 | Heterogeneous Multi-treatment Uplift Modeling for Trade-off Optimization in Short-Video Recommendation
[NO] 364/1777 | Classification EM-PCA for clustering and embedding
[NO] 365/1777 | Synthesizing Visual Concepts as Vision-Language Programs
[NO] 366/1777 | A novel nonparametric framework for DIF detection using kernel-smoothed item response curves
[NO] 367/1777 | A silicon-based device for dynamic control of thermal emission
[NO] 368/1777 | Learning to Compress Graphs via Dual Agents for Consistent Topological Robustness Evaluation
[NO] 369/1777 | Active Inference is a Subtype of Variational Inference
[NO] 370/1777 | Packing spanning arborescences with extra large one
[NO] 371/1777 | Compressor-VLA: Instruction-Guided Visual Token Compression for Efficient Robotic Manipulation
[NO] 372/1777 | Leveraging Adversarial Learning for Pathological Fidelity in Virtual Staining
[NO] 373/1777 | Giant Domain Walls and Intrinsic Heterogeneity in 214 Cuprate Superconductors
[NO] 374/1777 | VDC-Agent: When Video Detailed Captioners Evolve Themselves via Agentic Self-Reflection
[NO] 375/1777 | Robotic chip-scale nanofabrication for superior consistency
[NO] 376/1777 | On the Fujita Phenomenon for a Forced Spatio-Temporal Fractional Diffusion Equation
[NO] 377/1777 | Beyond Protein Language Models: An Agentic LLM Framework for Mechanistic Enzyme Design
[YES] 378/1777 | SLMFix: Leveraging Small Language Models for Error Fixing with Reinforcement Learning
[NO] 379/1777 | Chain-of-Visual-Thought: Teaching VLMs to See and Think Better with Continuous Visual Tokens
[NO] 380/1777 | UniGame: Turning a Unified Multimodal Model Into Its Own Adversary
[NO] 381/1777 | Probing the Formation Environment of Strongly Lensed Black Hole Mergers: Implications for the AGN-disk Channel
[NO] 382/1777 | Nonparametric Instrumental Variable Regression with Observed Covariates
[NO] 383/1777 | Evolution of the contact between rough viscoelastic solids after decreasing loads: memory erasure and monotonic increase
[NO] 384/1777 | In-Video Instructions: Visual Signals as Generative Control
[NO] 385/1777 | Metric/Nonmetric Elastic MDS
[NO] 386/1777 | Limits on GeV-scale WIMP Annihilation in Dwarf Spheroidals with IceCube DeepCore
[NO] 387/1777 | Categorical 4-manifold invariants from trisection diagrams
[NO] 388/1777 | Talagrand's convolution conjecture up to loglog via perturbed reverse heat
[NO] 389/1777 | A note on TQFTs for orientable 2-dimensional cobordisms
[NO] 390/1777 | An Anatomy Aware Hybrid Deep Learning Framework for Lung Cancer Tumor Stage Classification
[NO] 391/1777 | Numerical solution of the nonlinear boson diffusion equation for gluons
[NO] 392/1777 | Kinematics show consistency between stellar mass and supermassive black hole parent population jet speeds
[NO] 393/1777 | Invariants of Superalgebras as Complex Integrals
[NO] 394/1777 | The multivalued inverse of a quasiregular map is a quasiregular curve
[NO] 395/1777 | Design and Validation of a Modular Smart Headband with Embroidered Electrodes for Comfortable EEG Monitoring
[NO] 396/1777 | Disc Game Dynamics: A Latent Space Perspective on Selection and Learning in Games
[NO] 397/1777 | Optimizing Weak Orders via Integer Linear Programming
[NO] 398/1777 | Annotation-Free Class-Incremental Learning
[NO] 399/1777 | Explicit Tonal Tension Conditioning via Dual-Level Beam Search for Symbolic Music Generation
[NO] 400/1777 | Electrochemical Interfaces at Constant Potential: Data-Efficient Transfer Learning for Machine-Learning-Based Molecular Dynamics
[NO] 401/1777 | Generative Query Expansion with Multilingual LLMs for Cross-Lingual Information Retrieval
[NO] 402/1777 | The TEQUILA catalog of variables in TESS full-frame images: Differential photometry light curves from the first two years of observations
[NO] 403/1777 | Universal scaling limits at the spectral singularity of structured random matrices
[NO] 404/1777 | Dual-Granularity Semantic Prompting for Language Guidance Infrared Small Target Detection
[NO] 405/1777 | Community-level core-periphery structures in collaboration networks
[NO] 406/1777 | Closing Gaps in Emissions Monitoring with Climate TRACE
[NO] 407/1777 | BideDPO: Conditional Image Generation with Simultaneous Text and Condition Alignment
[NO] 408/1777 | Interpreting GFlowNets for Drug Discovery: Extracting Actionable Insights for Medicinal Chemistry
[NO] 409/1777 | Psychometric Tests for AI Agents and Their Moduli Space
[NO] 410/1777 | IOMMU Support for Virtual-Address Remote DMA in an ARMv8 environment
[NO] 411/1777 | Exponential Consensus through Z-Control in High-Order Multi-Agent Systems
[NO] 412/1777 | Matricial Gaussian quadrature rules: singular case
[NO] 413/1777 | Longitudinal Pulsed Dynamic Nuclear Polarization Transfer via Periodic Optimal Control
[NO] 414/1777 | Empirical Comparison of Forgetting Mechanisms for UCB-based Algorithms on a Data-Driven Simulation Platform
[NO] 415/1777 | In-vivo imaging with a low-cost MRI scanner and cloud data processing in low-resource settings
[NO] 416/1777 | Velocity dependence of kinetic friction by multi-scale Quantum Mechanics/Green's Function molecular dynamics
[NO] 417/1777 | Scientific Calculator With The Aid Of Geometry And Based Upon It, A Mechanical Calculator
[NO] 418/1777 | Soft pneumatic grippers: Topology optimization, 3D-printing and experimental validation
[NO] 419/1777 | NVGS: Neural Visibility for Occlusion Culling in 3D Gaussian Splatting
[NO] 420/1777 | Efficient Optimization of a Permanent Magnet Array for a Stable 2D Trap
[NO] 421/1777 | Bound states for systems with quartic energy-momentum dispersion
[NO] 422/1777 | Duality Perspective on Nonlinear Eigenproblems
[NO] 423/1777 | PRInTS: Reward Modeling for Long-Horizon Information Seeking
[NO] 424/1777 | Neural Architecture Search for Quantum Autoencoders
[NO] 425/1777 | Robust Long-term Test-Time Adaptation for 3D Human Pose Estimation through Motion Discretization
[NO] 426/1777 | Understanding Task Transfer in Vision-Language Models
[NO] 427/1777 | Probing BCS pairing and quasiparticle formation in ultracold gases by Rydberg atom spectroscopy
[NO] 428/1777 | Latent-Space Non-Linear Model Predictive Control for Partially-Observable Systems
[NO] 429/1777 | Gravitational Wave Probe of Singlet-Doublet Dark Matter Induced Radiative Neutrino Mass
[NO] 430/1777 | Leveraging Spatiotemporal Graph Neural Networks for Multi-Store Sales Forecasting
[NO] 431/1777 | On The Eigenvalue Rigidity of the Jacobi Unitary Ensemble
[NO] 432/1777 | Can Modern Vision Models Understand the Difference Between an Object and a Look-alike?
[NO] 433/1777 | Dynamics of coupled $D$-dimensional Stuart-Landau oscillators
[NO] 434/1777 | Knowledge-based Graphical Method for Safety Signal Detection in Clinical Trials
[NO] 435/1777 | Skeletons Matter: Dynamic Data Augmentation for Text-to-Query
[NO] 436/1777 | Learning Solution Operators for Partial Differential Equations via Monte Carlo-Type Approximation
[YES] 437/1777 | Optimization-Aware Test Generation for Deep Learning Compilers
[NO] 438/1777 | Device-Scale Atomistic Simulations of Heat Transport in Advanced Field-Effect Transistors
[NO] 439/1777 | STORMY : A Real-time Triggering Framework using Yamagawa Solar Spectrograph for Active Solar Emission Observations with the MWA
[NO] 440/1777 | An Efficient Closed-Form Solution to Full Visual-Inertial State Initialization
[NO] 441/1777 | Quantum chromodynamics and hadron structure
[NO] 442/1777 | Semi-Passive IRS Enabled Sensing with Group Movable Sensors
[NO] 443/1777 | Reproducibility Study of Large Language Model Bayesian Optimization
[NO] 444/1777 | Framed instanton homology and Frøyshov's invariant
[NO] 445/1777 | Measurement of Milli-Charged Particles with a running electromagnetic coupling constant at IceCube
[NO] 446/1777 | Majority additive coloring and the maximum degree
[NO] 447/1777 | Computing basis of solutions of any Mahler equation
[NO] 448/1777 | H{ö}lder regularity of parabolic equations with Dirichlet boundary conditions and application to reaction-diffusion and reaction-cross-diffusion systems
[NO] 449/1777 | Periodic Asynchrony: An Effective Method for Accelerating On-Policy Reinforcement Learning
[NO] 450/1777 | Schrödinger-type $f(Q,T)$ gravity-nonmetricity driven cosmological evolution from inflation to the late Universe
[NO] 451/1777 | Correlation Decay for Maximum Weight Matchings on Sparse Graphs
[NO] 452/1777 | Rethinking Long-tailed Dataset Distillation: A Uni-Level Framework with Unbiased Recovery and Relabeling
[NO] 453/1777 | FanarGuard: A Culturally-Aware Moderation Filter for Arabic Language Models
[YES] 454/1777 | Cognitive Alpha Mining via LLM-Driven Code-Based Evolution
[NO] 455/1777 | Complex structures of the Gibbons-Hawking ansatz with infinite topological type
[NO] 456/1777 | Q-Save: Towards Scoring and Attribution for Generated Video Evaluation
[NO] 457/1777 | VideoPerceiver: Enhancing Fine-Grained Temporal Perception in Video Multimodal Large Language Models
[NO] 458/1777 | Uncertainty of Network Topology with Applications to Out-of-Distribution Detection
[NO] 459/1777 | MergeVLA: Cross-Skill Model Merging Toward a Generalist Vision-Language-Action Agent
[NO] 460/1777 | TPG-INR: Target Prior-Guided Implicit 3D CT Reconstruction for Enhanced Sparse-view Imaging
[NO] 461/1777 | Sentiment Analysis of Financial Text Using Quantum Language Processing QDisCoCirc
[NO] 462/1777 | Emergence of oscillatory states of self-propelled colloids under optical confinement
[NO] 463/1777 | PartDiffuser: Part-wise 3D Mesh Generation via Discrete Diffusion
[NO] 464/1777 | ChronoGS: Disentangling Invariants and Changes in Multi-Period Scenes
[NO] 465/1777 | STCDiT: Spatio-Temporally Consistent Diffusion Transformer for High-Quality Video Super-Resolution
[NO] 466/1777 | Numerical Non-Adiabatic Tidal Calculations with GYRE-tides: The WASP-12 Test Case
[NO] 467/1777 | Think How Your Teammates Think: Active Inference Can Benefit Decentralized Execution
[NO] 468/1777 | Thinking Ahead: Foresight Intelligence in MLLMs and World Models
[NO] 469/1777 | Can discrete-time analyses be trusted for stepped wedge trials with continuous recruitment?
[NO] 470/1777 | Large-Scale In-Game Outcome Forecasting for Match, Team and Players in Football using an Axial Transformer Neural Network
[NO] 471/1777 | N2N: A Parallel Framework for Large-Scale MILP under Distributed Memory
[NO] 472/1777 | Head Stabilization for Wheeled Bipedal Robots via Force-Estimation-Based Admittance Control
[NO] 473/1777 | Autonomous Surface Selection For Manipulator-Based UV Disinfection In Hospitals Using Foundation Models
[NO] 474/1777 | A multiresolution weather dataset for the Southwestern South Atlantic (2017-2018)
[NO] 475/1777 | CNN-Based Camera Pose Estimation and Localisation of Scan Images for Aircraft Visual Inspection
[NO] 476/1777 | Development of a dual-phase xenon time projection chamber prototype for the RELICS experiment
[NO] 477/1777 | Evaluation of NVENC Split-Frame Encoding (SFE) for UHD Video Transcoding
[NO] 478/1777 | Evaluation of Hardware-based Video Encoders on Modern GPUs for UHD Live-Streaming
