[2025-12-04 09:14:15] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-03
正在获取论文...
[arXiv] 2025-12-03 | SkillFactory: Self-Distillation For Learning Cognitive Behaviors
[NO] 406/1768 | Intermittency from Instanton Calculus at the Transition to Turbulence and Fusion Rules
[NO] 407/1768 | Heatmap Pooling Network for Action Recognition from RGB Videos
[NO] 408/1768 | SSLfmm: An R Package for Semi-Supervised Learning with a Mixed-Missingness Mechanism in Finite Mixture Models
[NO] 409/1768 | A Convolutional Framework for Mapping Imagined Auditory MEG into Listened Brain Responses
[NO] 410/1768 | LM-CartSeg: Automated Segmentation of Lateral and Medial Cartilage and Subchondral Bone for Radiomics Analysis
[NO] 411/1768 | Multi-Aspect Knowledge-Enhanced Medical Vision-Language Pretraining with Multi-Agent Data Generation
[NO] 412/1768 | An Analysis of LIGO Glitches Using t-SNE During the First Part of the Fourth LIGO-Virgo-KAGRA Observing Run
[NO] 413/1768 | Unconventional Magneto-Optical Effects in Altermagnets
[NO] 414/1768 | A Deep Chandra X-ray Survey of a Luminous Quasar Sample at $z\sim$ 7
[NO] 415/1768 | New high-statistics measurement of the $π^0 \to e^+e^-γ$ Dalitz decay at the Mainz Microtron
[NO] 416/1768 | GaussDetect-LiNGAM:Causal Direction Identification without Gaussianity test
[NO] 417/1768 | What Is The Best 3D Scene Representation for Robotics? From Geometric to Foundation Models
[YES] 418/1768 | HarnessAgent: Scaling Automatic Fuzzing Harness Construction with Tool-Augmented LLM Pipelines
[NO] 419/1768 | Comparative algorithm performance evaluation and prediction for the maximum clique problem using instance space analysis
[NO] 420/1768 | YOLOA: Real-Time Affordance Detection via LLM Adapter
[NO] 421/1768 | Suboptimal Shrinking Horizon MPC with a Lower Hessian Condition Number from Adjustable Terminal Cost
[NO] 422/1768 | Critical fluctuations of elastic moduli in jammed solids
[NO] 423/1768 | Transient chaos and Rayleigh particle escape out of a time modulated optical trap
[NO] 424/1768 | Better World Models Can Lead to Better Post-Training Performance
[NO] 425/1768 | From n-systems to Lie and Courant algebroids
[NO] 426/1768 | On the Accuracy of Atomic Resolution Electrostatic Measurements in 2D Materials
[NO] 427/1768 | Evaluating A/B Testing Methodologies via Sample Splitting: Theory and Practice
[NO] 428/1768 | Generative Refinement:A New Paradigm for Determining Single Crystal Structures Directly from HKL Data
[NO] 429/1768 | Scaling Trust in Quantum Federated Learning: A Multi-Protocol Privacy Design
[NO] 430/1768 | Quadratic metric comparisons
[NO] 431/1768 | Anti-self-dual blowups II
[NO] 432/1768 | Hierarchical Attention for Sparse Volumetric Anomaly Detection in Subclinical Keratoconus
[NO] 433/1768 | Optical feedback induced irregular and chaotic dynamics in terahertz quantum cascade laser combs
[YES] 434/1768 | Idea-Gated Transformers: Enforcing Semantic Coherence via Differentiable Vocabulary Pruning
[NO] 435/1768 | New linear invariants of hypergraphs
[NO] 436/1768 | Epistemic Substitution: How Grokipedia's AI-Generated Encyclopedia Restructures Authority
[NO] 437/1768 | Semi-Markov Decision Process Framework for Age of Incorrect Information Minimization
[NO] 438/1768 | Radiance Meshes for Volumetric Reconstruction
[NO] 439/1768 | On distance and velocity estimation in cosmology
[NO] 440/1768 | Well-quasi-orders on embedded planar graphs
[NO] 441/1768 | A Superfast Direct Solver for Type-III Inverse Nonuniform Discrete Fourier Transform
[NO] 442/1768 | Optimal Transportation and Alignment Between Gaussian Measures
[NO] 443/1768 | Faithful action of braid group on bosonic extensions
[NO] 444/1768 | Improving Accretion Diagnostics for Young Stellar Objects with Mid-infrared Hydrogen lines from JWST/MIRI
[NO] 445/1768 | A three-dimensional model for the reversal in the local large-scale interstellar magnetic field
[NO] 446/1768 | MarkTune: Improving the Quality-Detectability Trade-off in Open-Weight LLM Watermarking
[NO] 447/1768 | Building a Radio AGN Sample from Cosmic Morning -- The Radio High-Redshift Quasar Catalog (RHzQCat): I. Catalog from SDSS Quasars and Radio Surveys at $z > 3$
[NO] 448/1768 | Benchmark for Planning and Control with Large Language Model Agents: Blocksworld with Model Context Protocol
[NO] 449/1768 | BERnaT: Basque Encoders for Representing Natural Textual Diversity
[NO] 450/1768 | Proximity-induced superconductivity in magnetic topological insulator films
[NO] 451/1768 | Instantaneous Sobolev Regularization for Dissipative Bosonic Dynamics
[NO] 452/1768 | Asymptotically maximal Schubitopes
[NO] 453/1768 | Post-Cold War Diaspora of Russian Particle Physicists
[NO] 454/1768 | High-order two-component fractional quantum Hall states around filling factor $ν= 1$
[NO] 455/1768 | Greedy techniques for inverse problems
[NO] 456/1768 | Machine Learning Pipeline for Denoising Low Signal-To-Noise Ratio and Out-of-Distribution Transmission Electron Microscopy Datasets
[NO] 457/1768 | Domain Feature Collapse: Implications for Out-of-Distribution Detection and Solutions
[NO] 458/1768 | Anisotropic Phonon Dynamics and Directional Transport in Actinide van der Waals Semiconductor USe$_3$
[NO] 459/1768 | Thermalization from quenching in coupled oscillators
[NO] 460/1768 | Orderings of k-Markov Numbers
[NO] 461/1768 | C3G: Learning Compact 3D Representations with 2K Gaussians
[NO] 462/1768 | On topological and algebraic structures of categorical random variables
[NO] 463/1768 | Ultra-lightweight Neural Video Representation Compression
[NO] 464/1768 | Dynamical Love Numbers for Black Holes and Beyond from Shell Effective Field Theory
[NO] 465/1768 | Superexotic $K^{*+}D^{*+}K^{*+}$ bound state
[NO] 466/1768 | The Nuclear Star Cluster of M 74: a fossil record of the very early stages of a star-forming galaxy
[NO] 467/1768 | HEART-Watch: A multimodal physiological dataset from a Google Pixel Watch across different physical states
[NO] 468/1768 | Fully quantum theory of strong-field driven tunable entangled multi-photon states in HHG
[NO] 469/1768 | Statistical hypothesis testing for differences between layers in dynamic multiplex networks
[NO] 470/1768 | Payoff Continuity in Games of Incomplete Information Across Models of Knowledge
[NO] 471/1768 | Quantum Diplomacy within the Southeast Asia Quantum Ecosystem
[NO] 472/1768 | BlurDM: A Blur Diffusion Model for Image Deblurring
[NO] 473/1768 | An Information Theory of Finite Abstractions and their Fundamental Scalability Limits
[NO] 474/1768 | Approximate Optimal Active Learning of Decision Trees
[NO] 475/1768 | TempR1: Improving Temporal Understanding of MLLMs via Temporal-Aware Multi-Task Reinforcement Learning
[NO] 476/1768 | Further constraints on Jupiter's primordial structure
[NO] 477/1768 | Intrinsic tensor products and a Ganea-type extension of the five-term exact sequence
[NO] 478/1768 | Performance and efficiency of a transformer-based quark/gluon jet tagger in the ATLAS experiment
[NO] 479/1768 | Data-Dependent Complexity of First-Order Methods for Binary Classification
[NO] 480/1768 | OD-MoE: On-Demand Expert Loading for Cacheless Edge-Distributed MoE Inference
[NO] 481/1768 | Experimental Quantum Electronic Voting
[NO] 482/1768 | A Co-evolutionary Approach for Heston Calibration
[NO] 483/1768 | UniMo: Unifying 2D Video and 3D Human Motion with an Autoregressive Framework
[NO] 484/1768 | Well-rounded ideal lattices from totally definite quaternion algebras
[NO] 485/1768 | Zero-Shot Video Translation and Editing with Frame Spatial-Temporal Correspondence
[NO] 486/1768 | Equalizer or amplifier? How AI may reshape human cognitive differences
[NO] 487/1768 | Probabilistic Foundations of Fuzzy Simplicial Sets for Nonlinear Dimensionality Reduction
[NO] 488/1768 | Shadow geometry of Kerr MOG naked singularity and analysis of accretion disk luminosity
[NO] 489/1768 | Parameter efficient hybrid spiking-quantum convolutional neural network with surrogate gradient and quantum data-reupload
[NO] 490/1768 | Kinetic Mixing and Axial Charges in the Parity-Doublet Model
[NO] 491/1768 | Digital Twin-based Control Co-Design of Full Vehicle Active Suspensions via Deep Reinforcement Learning
[YES] 492/1768 | A Hierarchical Tree-based approach for creating Configurable and Static Deep Research Agent (Static-DRA)
[NO] 493/1768 | Automatic Attack Discovery for Few-Shot Class-Incremental Learning via Large Language Models
[NO] 494/1768 | Leveraging topological data analysis to estimate bone strength from micro-CT as a surrogate for advanced imaging
[NO] 495/1768 | Generalized Beth--Uhlenbeck entropy formula from the $Φ-$derivable approach
[NO] 496/1768 | Convergence of Random Walks in $\ell_p$-Spaces of Growing Dimension
[NO] 497/1768 | Movable Signals with Dual-Polarized Fixed Intelligent Surfaces: Beyond Diagonal Reflection Matrices
[NO] 498/1768 | An Automated Framework for Large-Scale Graph-Based Cerebrovascular Analysis
[NO] 499/1768 | Fractional Holographic Dark Energy Driven Reconstruction of $f(Q)$ Gravity and its Cosmological Implications
[NO] 500/1768 | Prostate biopsy whole slide image dataset from an underrepresented Middle Eastern population
[NO] 501/1768 | Comparison of neural network training strategies for the simulation of dynamical systems
[NO] 502/1768 | Spectral properties of the Frechet derivatives of stratified steady Stokes waves
[NO] 503/1768 | Magnetic activity on the young Sun: a case study of EK Draconis
[NO] 504/1768 | Acceleration of Parallel Tempering for Markov Chain Monte Carlo methods
[NO] 505/1768 | HieroGlyphTranslator: Automatic Recognition and Translation of Egyptian Hieroglyphs to English
[NO] 506/1768 | Hopf bifurcations in a reaction-diffusion model with a general advection term and delay effect
[NO] 507/1768 | Algorithms for Boolean Matrix Factorization using Integer Programming and Heuristics
[YES] 508/1768 | Enhancing Instruction-Following Capabilities in Seq2Seq Models: DoLA Adaptations for T5
[NO] 509/1768 | Doppler Robust Vortex Wavefront Design for Integrated Sensing and Communication
[NO] 510/1768 | ExOAR: Expert-Guided Object and Activity Recognition from Textual Data
[NO] 511/1768 | Adaptive Identification and Modeling of Clinical Pathways with Process Mining
[NO] 512/1768 | Forensic Activity Classification Using Digital Traces from iPhones: A Machine Learning-based Approach
[NO] 513/1768 | Sleep Modulation: The Challenge of Transitioning from Open Loop to Closed Loop
[NO] 514/1768 | Impact of octupole deformation on the nuclear electromagnetic response
[NO] 515/1768 | Safety Reinforced Model Predictive Control (SRMPC): Improving MPC with Reinforcement Learning for Motion Planning in Autonomous Driving
[NO] 516/1768 | Bayesian Optimization for Automatic Tuning of Torque-Level Nonlinear Model Predictive Control
[NO] 517/1768 | Deep Unfolding: Recent Developments, Theory, and Design Guidelines
[NO] 518/1768 | CaFTRA: Frequency-Domain Correlation-Aware Feedback-Free MIMO Transmission and Resource Allocation for 6G and Beyond
[NO] 519/1768 | Sample-Efficient Model-Free Policy Gradient Methods for Stochastic LQR via Robust Linear Regression
[NO] 520/1768 | Using functional information for binary classifications
[NO] 521/1768 | An end-to-end quantum algorithm for nonlinear fluid dynamics with bounded quantum advantage
[NO] 522/1768 | Prediction-Driven Motion Planning: Route Integration Strategies in Attention-Based Prediction Models
[NO] 523/1768 | Unlocking the Invisible Urban Traffic Dynamics under Extreme Weather: A New Physics-Constrained Hamiltonian Learning Algorithm
[NO] 524/1768 | An arbitrary Lagrangian-Eulerian semi-implicit hybrid method for continuum mechanics with GLM cleaning
[NO] 525/1768 | Revealing Nanoscale Molecular Organization in Liquid Crystals via Cryogenic Atom Probe Tomograph
[NO] 526/1768 | Colored Markov Random Fields for Probabilistic Topological Modeling
[YES] 527/1768 | Context-Aware Hierarchical Learning: A Two-Step Paradigm towards Safer LLMs
[NO] 528/1768 | Geometrical structure of the Wigner flow information quantifiers and hyperbolic stability in the phase-space framework
[NO] 529/1768 | A Hybrid Sequential Convex Programming Framework for Unbalanced Three-Phase AC OPF
[NO] 530/1768 | The Effect of High-Speed Rail Connectivity on Capital Market Earnings Forecast Error: Evidence from the Chinese Stock Market
[NO] 531/1768 | Consistent Projection of Langevin Dynamics: Preserving Thermodynamics and Kinetics in Coarse-Grained Models
[NO] 532/1768 | Scalable Pixel-based Reconfigurable Beamforming Networks for Designing Fluid Antenna Systems
[NO] 533/1768 | On the Challenges of Energy-Efficiency Analysis in HPC Systems: Evaluating Synthetic Benchmarks and Gromacs
[NO] 534/1768 | Smoluchowski--Kramers Approximation with State-Dependent Friction in Rough Path Topology
[NO] 535/1768 | Distributed Quantum Computing with Fan-Out Operations and Qudits: the Case of Distributed Global Gates (a Preliminary Study)
[NO] 536/1768 | Output-Constrained Controller with Fuzzy-Tuned Parameters for Overhead Cranes
[NO] 537/1768 | Towards Privacy-Preserving Range Queries with Secure Learned Spatial Index over Encrypted Data
[NO] 538/1768 | ToG-Bench: Task-Oriented Spatio-Temporal Grounding in Egocentric Videos
[NO] 539/1768 | Dynamically Scaled Activation Steering
[NO] 540/1768 | DHICA ion-modified melanin based porous Si solar cell
[NO] 541/1768 | A dynamic competitive equilibrium model of irreversible capacity investment with stochastic demand and heterogeneous producers
[NO] 542/1768 | Optical Context Compression Is Just (Bad) Autoencoding
[NO] 543/1768 | A Stone-Weierstrass approximation theorem for monotone functions
[NO] 544/1768 | Three-dimensional modelling of drag anchor penetration using the material point method
[NO] 545/1768 | Elastic scattering problems by penetrable obstacles with embedded objects
[NO] 546/1768 | Fermionic Critical Fluctuations: Potential Driver of Strange Metallicity and Violation of the Wiedemann-Franz Law in YbRh2Si2
[NO] 547/1768 | Kähler-Einstein toric submanifolds of the projective space
[NO] 548/1768 | Covariance Control for a class of Stochastic Discrete-time Linear Systems using the S-Variable Approach
[YES] 549/1768 | Accelerating Detailed Routing Convergence through Offline Reinforcement Learning
[NO] 550/1768 | Beyond Boundary Frames: Audio-Visual Semantic Guidance for Context-Aware Video Interpolation
[NO] 551/1768 | A Coupled IMEX Domain Decomposition Method for High-Order Time Integration of the ES-BGK Model of the Boltzmann Equation
