[2026-09-23 23:16:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-22
正在获取论文...
[arXiv] 2026-09-22 | SurgGraph: Quantitative Laparoscopic Video Understanding via Geometry-Grounded Scene Graphs
[IEEE] 2026-9-22 | Time-Sequential Risk Assessment of Cascading Failures Paths Considering Multi-State Transitions of Power-Electronics-Based Devices
[IEEE] 2026-9-22 | Detecting Forwarding Misbehaviour in LEO Satellite Networks with ML-Based Trust Models
[IEEE] 2026-9-22 | HalluXAI: A Claim-Level Multi-Agent Framework for Explainable Hallucination Detection in Large Language Models
[IEEE] 2026-9-23 | IEEE Transactions on Electron Devices Publication Information
[IEEE] 2026-9-22 | <i>LPQ-HBSS:</i>
                    A Lightweight Post-Quantum Hash-Based Signature Scheme for Fog-Enabled Internet of Things Systems
[IEEE] 2026-9-22 | Explainable Adaptive Fusion Network: A Transparent Model for Intelligent Fault Diagnosis Using Multi-Sensor Measurement Signals
[IEEE] 2026-9-22 | WaveDSNet: A Wavelet-Enhanced Discrepancy Semantic Network for Water Change Detection in SAR Imagery
[IEEE] 2026-9-23 | Joint Design of Blockchain-Enabled Service Placement and Task Assignment in Vehicular Fog Computing Networks
[ACM] 2026-9-23 | Platform Power and Worker Agency: A Socio-Technical Review of the Gig Economy
[IEEE] 2026-9-23 | DCEL-Based Conformal FDTD Using a Cylindrical CNTD Subgrid for Rotationally Symmetric Lossy Thin Layers
[IEEE] 2026-9-23 | Direction-Constrained Error Correction for Automatic Thymoma CT Segmentation and Radiomics-Based Risk Stratification
[IEEE] 2026-9-23 | The Squares of Negacyclic Narrow-Sense BCH Codes and Their Complements
[IEEE] 2026-9-23 | ProxiTact: A Visuotactile Sensor with Proximity 3D Vision and Tactile Sensing
[IEEE] 2026-9-23 | Remaining Useful Life Prediction of Rolling Bearings Based on Multi-Feature Fusion and TCN-RSA
[IEEE] 2026-9-22 | Quantifying Uncertainty Bounds in Spectral Shallow Water Bathymetry: The Profile Likelihood Framework for Semi-Analytical Models
[IEEE] 2026-9-22 | Learning-Based Adaptive Morphing Flight Control for Disturbance Resistance of Morphing Quadrotor UAVs via Meta Reinforcement Learning
[IEEE] 2026-9-23 | RH+: Row-Hit-Optimized Scheduling for PIM-Based LLM Inference
[IEEE] 2026-9-23 | Generation of Scalar ASIPs with OpenVADL
[IEEE] 2026-9-22 | Sonomyography-Based Decoding of Attempted Hand Movements in Individuals with Spinal Cord Injury_supp1-3735727.pdf
[ACM] 2026-9-23 | HybridPortal: Enabling Hybrid Group Interactions in Hybrid Events through a Mobile Portal
[IEEE] 2026-9-23 | CS-Net: Bridging Local and Temporal Features for Chromosomal Structural Abnormality Detection
[IEEE] 2026-9-23 | Intelligent Sensor Deployment and Detection Method for Topology Damage in Large-Scale Satellite Internet of Things
[IEEE] 2026-9-23 | Retraction Notice: Stampede Monitoring and Alarm System using Viola-jones algorithm
[IEEE] 2026-9-23 | HPTL: A Human-Agent Market-Bootstrapping Mechanism for Futarchy-Based DAO Governance
[IEEE] 2026-9-23 | Terahertz Radars and Sensors: Transitions from Fundamentals to Practical Applications
[IEEE] 2026-9-22 | An Operating Condition-Aware Prototype Signature Memory Method for Anomaly Detection in Energy Storage Systems
[IEEE] 2026-9-23 | Fault Feature Identification of Planetary and Cycloidal Gears in RV Reducers
[ACM] 2026-9-23 | Keeping Societies in the Loop: Citizen Dialogues on Facial Processing Technologies in Bolivia, India, Nigeria, Japan, and Germany
[ACM] 2026-9-23 | Corrigendum: Analyzing Social Media Claims regarding Youth Online Safety Features to Identify Problem Areas and Communication Gaps
[IEEE] 2026-9-23 | Retraction Notice: An Investigation into the Performance of DHKE Algorithm over Different Network Topologies in Cryptography Networks
[ACM] 2026-9-23 | Understanding the Gap Between Stated and Revealed Preferences in Social Media News Feeds
[IEEE] 2026-9-23 | DAGMNet: A Dual-Branch Network for Connectivity-Preserving Road Extraction
[ACM] 2026-9-23 | Understanding and Supporting Online Discussion with Opinionated Chatbots
[IEEE] 2026-9-23 | Time-Varying Optimization for Obstacle Avoidance in Multi-UAV Systems under Affine Maneuver Constraints
[ACM] 2026-9-23 | Causal Language in Post Titles Shapes Deeper Topological Structures of Online Conversations
[IEEE] 2026-9-23 | EGH-Net: Energy-Guided Hypergraph for Two-View Correspondence Learning_supp1-3732960.pdf
[IEEE] 2026-9-23 | Mass-Conserving Neural Operator for Solid-Phase Diffusion in Battery Digital Twins
[IEEE] 2026-9-23 | Review for "Geometry-Driven Analysis of Sea-Surface Signatures in Monostatic and Long-Baseline Along-Track Bistatic SAR Configurations: Insights from the PLT-1 Mission"
共写入 2000 条记录，保存到 papers/paper2026-09-22.json。
论文获取成功，文件路径: papers/paper2026-09-22.json
正在筛选、翻译并发送邮件...
[NO] 1/2000 | SurgGraph: Quantitative Laparoscopic Video Understanding via Geometry-Grounded Scene Graphs
[NO] 2/2000 | Möbius Maps, Reflections and Lipschitz Constants
[NO] 3/2000 | Contact-Stable Deformable Tissue Simulation Using Implicit Integration and Live-Pose Grasp Constraints for Laparoscopic Surgery Robot Policy Evaluation
[NO] 4/2000 | What Drives Hierarchy-Aware Image Retrieval? Taxonomy Alignment, Objective Choice, and Geometry
[NO] 5/2000 | Shallow to Deep: Aligning Token Pruning with Stage-wise Roles in LVLMs
[NO] 6/2000 | Fitting Moving Objects in Up-The-Ramp Data with Applications to the Roman Space Telescope and JWST
[NO] 7/2000 | Orbital Optical Chirality as the Origin of Vortex Dichroism
[NO] 8/2000 | MachEmbodied-U0: Unified Understanding and Generation Model for Embodied Intelligence
[NO] 9/2000 | Behaviors near infinity for mutually enhancing continuous-state population dynamics
[NO] 10/2000 | Semi-Universality of $O(N)$ model on $S^1\times S^2$
[NO] 11/2000 | The Quest for Superheavy Nuclei: A Theoretical Perspective
[NO] 12/2000 | Relative Contact Velocity-Controlled Hand-Object Mechanism for Dexterous Tool Manipulation
[NO] 13/2000 | SRF-SVB: Style-Consistent Singing Voice Beautifying via Rectified Flow
[NO] 14/2000 | ArticleMiner: Ontology-Guided Knowledge Graph Construction from Scientific Publications
[NO] 15/2000 | Efficient Ion-Photon Quantum Interface with Long-Working-Distance Exceeding 26 mm
[NO] 16/2000 | Resonant multi-harmonic acousto-optics for programmable frequency control of visible light in a CMOS platform
[NO] 17/2000 | Contracting under Misspecification
[NO] 18/2000 | Model Fractional Quantum Hall States on Lattices: Exact Parent Hamiltonians and Routes to Realization
[NO] 19/2000 | EMGBlend: Heterogeneity-Aware Self-Supervised Pretraining for Gesture and Force Decoding
[NO] 20/2000 | Gaze responses to false-positive computer-aided detection prompts during colonoscopy: a paired-video and real-time eye-tracking study
[NO] 21/2000 | Leader-follower Attitude Synchronization of Rigid-body Systems on SO(3)
[NO] 22/2000 | Rethinking Backdoor Repair Evaluation: Distinguishing Aggregate Clean Utility from Benign Performance Preservation
[NO] 23/2000 | SambaGraph: Action-Reaction Spatio-Temporal Graphs for Soccer Tactical Response Modeling
[NO] 24/2000 | AkasicMEM: Governed Enterprise Memory for Agents
[NO] 25/2000 | Order automorphisms of partial isometries in $M_n(\mathbb C)$
[NO] 26/2000 | Pointwise provable equality and the failure of composition
[NO] 27/2000 | Scalable Terbium-149 Production from Highly Enriched Gadolinium-150 Targets
[NO] 28/2000 | 5DSTEM of Liquid-Phase Nanocrystal Growth Bridges Ensemble Kinetics and Nanoscale Dynamics
[NO] 29/2000 | Centroid Angle Estimation of Multiple Scatterers Using Monopulse Radar with Frequency Diversity
[NO] 30/2000 | DefaultGNN: A Dual-Perspective GNN Framework for Predicting Corporate Default from Buyer-Seller Transaction Networks
[NO] 31/2000 | An Empirical Analysis of Cross-OS Portability Issues in Python Projects
[NO] 32/2000 | Evidence for the emergence of stellar magnetic fields during rapid mass transfer
[NO] 33/2000 | Quadratic Gravitational-Wave Scattering by Kerr Black Holes
[NO] 34/2000 | Large-scale chaos in restricted hierarchical triples driven by short-range forces
[NO] 35/2000 | Spacetimes of maximal proper acceleration and muon mean lifetime
[NO] 36/2000 | Harmonic Map Heat Flow Coupled to a Green-Potential
[NO] 37/2000 | The Impact of Deep Care Isa on Reducing Musculoskeletal Disorders and Enhancing Productivity Among Office Employees: A Comprehensive Study
[NO] 38/2000 | COBRA: A Content-Agnostic Framework for Zero-Day Detection of Suspicious Domains
[NO] 39/2000 | Delving into Asymmetric Information Dynamics for High-Fidelity Virtual Try-On
[NO] 40/2000 | Compact Vaisman and l.c.K. manifolds with nonnegative bisectional curvature
[NO] 41/2000 | The large sieve through Parseval, Large sifted sets are regular
[NO] 42/2000 | Feasibility Study of $e^+e^-\to η_cJ/ψ$ Production and Fully-Charmed Tetraquark Searches at STCF
[NO] 43/2000 | Isolated Sign Language Recognition for Icelandic Sign Language: Experiments in a Low-resource Setting
[NO] 44/2000 | MatchFusion: Explicit-Implicit Instance Matching for Spatio-Temporal Multimodal Autonomous Driving
[NO] 45/2000 | BELXTR: Biomedical Entity Linking via Contextualized Token Retrieval
[NO] 46/2000 | A Multirate Transient Simulation Technique for Circuits described by Integro-Differential Equations
[NO] 47/2000 | Less Is More in the Long Tail: Stage-Adaptive Sample Selection for Annotation-Efficient Dense Prediction
[NO] 48/2000 | Metric-Bench: Exploring In-context Spatial Metric Reasoning in VLMs for Indoor Scenes
[NO] 49/2000 | Double integral representation in the invariant masses of a composite system and nonperturbative calculation of the asymptotics of light-meson electromagnetic form factors
[NO] 50/2000 | PartLLM: A Unified Multimodal Foundation for 3D Part Segmentation
[NO] 51/2000 | Anisotropic Kernel-based Multilevel Interpolation of High-Dimensional Functions on Sparse Grids
[NO] 52/2000 | Beyond Reconstruction Error: Analytical and Data-Driven Action Tokenization for Autoregressive Vision-Language-Action Models
[NO] 53/2000 | MorphoSHAP: Rethinking the Unit of Attribution in Explanation for Deep Visual Models
[NO] 54/2000 | Secure ISAC with Sensing Privacy under Eavesdropper Uncertainty
[NO] 55/2000 | Grouped Semi-Supervised Estimation of Two-Sample Functionals via Single-Index Conditional Imputation
[NO] 56/2000 | Finite and Dynamic Stability Horizons for Nearest-Neighbor Future Structures
[NO] 57/2000 | Cross-Medium Technology Transfer for RF Integrated Sensing and Communications
[NO] 58/2000 | Towards Omni-dimensional GUI Agent Navigation with Masked Trajectory Prediction
[NO] 59/2000 | Neurosymbolic Action Model Learning under Partial Observability
[NO] 60/2000 | Improved Algorithms for the Remote Point Problem
[NO] 61/2000 | Gabriel Spectrum of Persistence Categories
[NO] 62/2000 | Photon-Statistics Control of Strong-Field Rydberg-State Excitation
[NO] 63/2000 | Zero-Run Spectra of the $(3,2)$ Raney numbers Modulo Primes
[NO] 64/2000 | Fysiverse-3D-Vision Technical Report: Generating Executable 3D Worlds from Images through Unified Spatial Reasoning
[NO] 65/2000 | Scalable Extended-Target Handover in Distributed Integrated Sensing and Communication
[NO] 66/2000 | Realization of quantum spin Hall insulator superlattice with emergent multigap-like helical edge states
[NO] 67/2000 | Toward Service-Balanced ISAC: From Coupled RAN to De-Coupled RAN
[NO] 68/2000 | The Failure of Simultaneous Quantum Typicality
[NO] 69/2000 | A common interleaver for two antichain polynomials on $[k]$$\times$ $P_{n,s}$
[NO] 70/2000 | LingLan: An Advancing Traditional Chinese Medicine Diagnosis LLM with Multimodal Data
[NO] 71/2000 | Asymptotic Stability of Steady Prandtl Equations with Suction
[NO] 72/2000 | Fully Byzantine-Resilient Multi-Agent Reinforcement Learning
[NO] 73/2000 | Open Quadratic Optimization Programs
[NO] 74/2000 | Graph Domain Adaptation Does Not End with Representation Learning
[NO] 75/2000 | MotionForge: A Data Generation Pipeline and Large-Scale Benchmark for Long-Horizon Manipulation of Dynamic Objects with Domain Shifts
[NO] 76/2000 | SG-CPG: Severity-Gated Central Pattern Generators for Adaptive Quadruped Locomotion under Continuous Actuator Degradation
[NO] 77/2000 | C-to-Rust Fallacy: Automatic Refactoring != Memory Security
[NO] 78/2000 | Toolcompass: Guiding Tool Trialing, Not Suppressing It
[NO] 79/2000 | Teaching Reinforcement Learning and Humanoid Robotics to High-School Students: An Expert-Validated Curriculum Design on a Low-Cost Open Platform
[NO] 80/2000 | Post-selected enhancement of phase sensitivity in a two-path interferometer
[NO] 81/2000 | Global dynamics and asymptotic stability for a nonlocal LANS-$α$-type system
[NO] 82/2000 | History-Conditioned Flow Matching for Probabilistic Dynamics of Tendon-Driven Continuum Robots
[NO] 83/2000 | Extremal spectral radius of nonregular graphs with a fixed odd maximum degree
[NO] 84/2000 | A sharp density bound for 5-connected graphs with no $\Ke$ minor
[NO] 85/2000 | Semileptonic Decays of Heavy Vector Mesons in Hard-Wall AdS/QCD with $N_{f}=5$
[NO] 86/2000 | Are there really some eccentric eclipsing binaries having orbital periods below 1 d?
[NO] 87/2000 | Small-energy regularity for stationary weak solutions of the Liouville equation
[NO] 88/2000 | MICRO: Multi-Fidelity Active Search for Severe Error Discovery
[NO] 89/2000 | Sample-Based Prophet Inequalities for Random Walks
[NO] 90/2000 | Structural Complexity of Matching-Match: Dense and Sparse Graphs
[NO] 91/2000 | Manipulation with Stability Guarantees: Linear Deformable Objects with Non-negligible Physical Response Grasped at Multiple Location
[NO] 92/2000 | C 1s core-level fingerprints of reconstructed titanium vacancies in titanium carbide
[NO] 93/2000 | Einstein Probe discovery of the magnetar EP J223759.5+531421
[NO] 94/2000 | Intrinsic dynamical shadowing of point vortices and finite time singularities
[NO] 95/2000 | Receiver-Side Physics-Informed Residual Digital Twin for Predictive Fine Tracking in Inter-Satellite Optical Links
[NO] 96/2000 | Integrated Optical Receiver for Communication and Fine Tracking in Inter-Satellite Links
[NO] 97/2000 | IXPE observation of the new magnetar source EP J223759.5+531421
[NO] 98/2000 | Flux: Optimal Scheduling of Optical Circuit Switches for LLM Training
[NO] 99/2000 | Challenges of Multi-Speaker Extraction for Real Conversational Speech Enhancement
[NO] 100/2000 | ClusterFewshot: Improving Few-shot Optimization for LLMs workflow
[NO] 101/2000 | Conditional Tensor Diffusion: Distributional Counterfactual Learning and Inference
[NO] 102/2000 | Hydrozoan: Latency-Adaptive DAG Consensus under Mixed Byzantine and Crash Faults
[NO] 103/2000 | Combining Hierarchical Cognitive Process with Process Supervision for Interpretable Scene Safety Understanding
[NO] 104/2000 | Finite bases and joins for semirings defined by the divisibility order
[NO] 105/2000 | An enhanced track reconstruction for the CMS experiment at the HL-LHC
[NO] 106/2000 | DHSched: Stateless Control for Stateful Real-Time Avatar Serving
[NO] 107/2000 | HYDRA: Proactive Android Malware Drift Adaptation via Hierarchical Graph Contrastive Learning
[NO] 108/2000 | Uniform Stability of degenerate Oleinik shock and rarefaction waves under large perturbations
[NO] 109/2000 | A relook at a low reheating temperature: Freeze-in versus Freeze-out
[NO] 110/2000 | Rainbow spanning configurations in uniformly coloured pseudorandom graphs
[NO] 111/2000 | Geometric Detection and Finiteness of Crystalline Local Systems
[NO] 112/2000 | TriWorldBench: A Tri-View Consistency Perspective on Embodied World Models
[NO] 113/2000 | Rethinking Pairwise Token Interaction in Spiking Transformers
[NO] 114/2000 | Linear Temporal Structure and Short-Term Persistence of Conflict Activity in Middle Eastern Countries
[NO] 115/2000 | Manipulation of Deformable Linear Objects Using Model Predictive Path Integral Control with Bidirectional Long Short-Term Memory Learning
[NO] 116/2000 | HARMONY: Hierarchical Agentic Reasoning for MONocular Image-to-Scene Synthesis
[NO] 117/2000 | Fully Discrete Multi-Entropy Stability of High-Order Schemes for Compressible MHD: A Weak-to-Strong Framework
[NO] 118/2000 | Error Suppression in Distributed Quantum Computing with Heterogeneous-Distance Lattice Surgery
