[2026-09-22 23:20:24] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-21
正在获取论文...
[arXiv] 2026-09-21 | Jevons' Paradox and Fast Generative Simulation for HEP: Why Realistic Benchmarking is Essential
[ACM] 2026-9-21 | Prediction of Holstein Milk Yield in Hebei Region Based on Grey Verhulst Model
[ACM] 2026-9-21 | Simulation and Experiment on the Operational Parameters of a Facility Tomato Electrostatic Spray Plant Protection Machine
[ACM] 2026-9-21 | Development of the novelty order allocation model based on supplier's willingness - Combination of a Bayesian network and a stochastic multi-objective linear programming
[ACM] 2026-9-21 | ChatGPT4.0 in Developing Mathematical Problem-Solving Ability through Structured Chain-of-Thought Prompting
[IEEE] 2026-9-21 | Web3 Token Framework for Secure Distributed Data Storage with Built-in Integrity Checking
[IEEE] 2026-9-21 | Open-Circuit Fault Diagnosis of a Two-Level PWM Rectifier Based on Time-Frequency Feature Fusion and Grey Wolf Optimization
[IEEE] 2026-9-21 | Quantitative Analysis of Harmonic Energy Metering Errors in Vehicle-Mounted Voltage Transformers Based on Nonlinear Transmission Characteristics
[IEEE] 2026-9-21 | Step-Wise Speed-Gait Coupled Control for Quadruped Robots on Complex Agricultural Terrain
[ACM] 2026-9-22 | Parallel-Aware Early-Stopping Metrics for Hyperparameter Optimization
[IEEE] 2026-9-21 | A Compact Analog Interface for Four-Wire Resistive Sensors Using a Single Non-Inverting Amplifier with Differential Voltage Sensing
[IEEE] 2026-9-21 | Numerical Simulation and Structural Analysis of Gas-Solid Two-Phase Flow in a Fluidized Bed Test Prototype
[IEEE] 2026-9-21 | Drop-in Dual-Domain Feature Refinement for Mamba-Based Low-Light Remote Sensing Enhancement
[IEEE] 2026-9-21 | Utilizing Graph Neural Network for Detection of Islamic Disinformation on Social Media
[IEEE] 2026-9-21 | A Secure Web-Native SCADA Architecture for Real-Time CSTR Monitoring, 3D Digital Twins, and CFR 21 Part 11 Compliance
[IEEE] 2026-9-21 | An Ambient-Aware Dual-Mode Electric Vehicle Charger with Adaptive Topology Switching for Intelligent Grid-Interactive Operation
[IEEE] 2026-9-21 | Enhanced EEG Classification for Mental Health Analysis using RPT-XGBoost
[IEEE] 2026-9-21 | HRL-YOLOv12n: High-Resolution Representation and Localization Enhanced YOLOv12n for Low-Light Traffic Object Detection
[IEEE] 2026-9-21 | Multi-Agent Robust State of Charge and State of Health Estimation for Lithium-Ion Battery Packs
[ACM] 2026-9-22 | CXL Memory for LLM Inference Staging via an On-Device DMA Controller
[IEEE] 2026-9-21 | Design and Development of an Autonomous Examination Paper Distribution Robot Using ROS 2 and LiDAR
[IEEE] 2026-9-21 | Magnetostriction Measurement Method and Characteristic Study of Nanocrystalline Laminations under Rectangular Wave Excitation
[IEEE] 2026-9-22 | RadOpt-Qwen: A Large Vision-Language Model-Driven Framework for Optical-Radar Fusion in Space Target Recognition
[IEEE] 2026-9-22 | MAFRL: A Multi-Agent Flow-Balance Reinforcement Learning Framework for Resource Allocation in LEO Satellite Systems
[IEEE] 2026-9-22 | An Intelligent Physics-Informed Hybrid Machine Learning Framework for Soil Water Content Prediction in Smart Agriculture
[IEEE] 2026-9-22 | NAS-BEV: An Adaptive Pooling and Detection Head Search Framework for Dense Micro-Targets in Infrastructure-Side Perception
[IEEE] 2026-9-22 | Ultra-Low-Power RF Reflection Switch for 920 MHz Microwave Power Transfer
[IEEE] 2026-9-22 | Fault Restoration of AC/DC Hybrid Distribution Networks Considering Electric Taxis and Network Reconfiguration
[IEEE] 2026-9-22 | Improving Financial Sentiment Classification With LLM-Generated Synthetic Training Data
[IEEE] 2026-9-22 | Islanding Support Method under Emergency Conditions by Mobile Energy Storage with Grid-Forming Control
[IEEE] 2026-9-22 | Cyber-Physical Microgrids Under False Data Injection, Denial-of-Service, and Replay Attacks: A Systematic Review
[IEEE] 2026-9-22 | Leveraging Artificial Intelligence and Machine Learning for Robust Intrusion Detection in Software-Defined Networks
[IEEE] 2026-9-22 | BiLSTM with Transfer Learning for Detection of Alzheimer's Disease from Brain MRI
[IEEE] 2026-9-22 | A Meta-Learning-Based Clustering Algorithm Recommendation Method
[IEEE] 2026-9-22 | Anomaly Detection of Power Grid Measurement Data Based on Feature Fusion and Lof
[IEEE] 2026-9-22 | A Novel Single-Ended Protection Based on the Difference of Current Mode Component for DC Lines in MMC-MTDC System
[IEEE] 2026-9-22 | An Intelligent ETL–NLP Framework for Automated Node-to-Node Business Analytics and Decision Support
[IEEE] 2026-9-22 | Gen-ACSAC: A Maneuver Control Strategy via Generative Automatic Curriculum Reinforcement Learning
[IEEE] 2026-9-22 | SoK: On the Survivability of Backdoor Attacks on Unconstrained Face Recognition Systems
[IEEE] 2026-9-22 | Research on SOH Estimation Method for Lithium Batteries Based on Charging Characteristics and TMR Algorithm
[IEEE] 2026-9-22 | Safety-Aware Multi-Objective Motion Control with Online Hand-Eye Coordination for Robotic Laser Manipulation in Laparoscopic Surgery
[IEEE] 2026-9-22 | Design of a Cylindrical Linear Generator Based on PWM-Segmented Magnets
[IEEE] 2026-9-22 | LLM-Based NPCs in Video Games: A Systematic Mapping Study
[IEEE] 2026-9-22 | Power Prediction-Based Intelligent Health Assessment for Wind Turbines Using SCADA Data: A Case Study of a Wind Farm in Guangxi
[IEEE] 2026-9-22 | Comparison of Different Winding Configurations for Dual Three-Phase Winding Permanent Magnet Synchronous Machine
[IEEE] 2026-9-22 | Enhancing Lunar Landing PVT Performance using LCNS Signals and Vision-Based Navigation
[IEEE] 2026-9-22 | A Novel Design of a Triaxial Electrostatic-capacitive MEMS Force Sensor with In-plane Differential Readout
[IEEE] 2026-9-22 | Quantum Walk-Based Sliding Window Image Edge Detection Framework
[IEEE] 2026-9-22 | An Optic-Acoustic Fusion Method Based on Directional Angle for Underwater 3-D Reconstruction
[IEEE] 2026-9-22 | Message from the Program Chairs
[IEEE] 2026-9-22 | Cooperative Scheduling and Benefit Settlement of a Data Center and an Electricity Aggregator Under Time-Of-Use Pricing
[IEEE] 2026-9-22 | A Voltage-Coupling Partition-Based Configuration Strategy of Grid-Forming Energy Storage for Power System Strength Enhancement
[IEEE] 2026-9-22 | Position-Robust 2-D Waveguide Power Transfer Using a Passive Reflection Coil
[IEEE] 2026-9-22 | Research and Application of Key Technologies for Mine Tunnel Flame Recognition
[IEEE] 2026-9-22 | Real-Time Temperature Estimation of a PMSM Using ANN-Assisted Transient Low-Order LPTN Model
[IEEE] 2026-9-22 | Damping Analysis of Ultra-Low Frequency Oscillation in Hydropower-Dominated Complementary Systems with Wind Power and Energy Storage Integration
[IEEE] 2026-9-22 | Tibetan Medicine Named Entity Recognition Combining Domain Dictionaries and Multi-Granularity Representations
[IEEE] 2026-9-22 | MiTHras: Task-specific Hierarchical Semi-supervised Contrastive Masked Autoencoder for Mitotic Figure Analysis
[IEEE] 2026-9-22 | Automatic Visual Measurement of Small Apertures in Woven-Wire Test Sieves Using Periodic Topology Constraints and Robust Subpixel Boundary Extraction
[IEEE] 2026-9-22 | Automated Terminal-to-Housing Assembly System for Flat Ribbon Cable Harness
[IEEE] 2026-9-22 | TrajGuard: A Synthetic Trajectory Privacy Protection Method for Sensitive Locations
[IEEE] 2026-9-22 | Efficient and Effective Federated Unlearning via Adaptive Data Partitioning
[IEEE] 2026-9-22 | Compensation Effect Amplification Control (CEAC): A movement-based approach for coordinated position and velocity control of the elbow of upper-limb prostheses_supp1-3735419.mp4
[IEEE] 2026-9-22 | Multi-Objective Optimization of Electro-Hydrogen-Ammonia Systems for PV Accommodation and Carbon Reduction in Zero-Carbon Parks
[IEEE] 2026-9-22 | Interpolation-Free Multi-PRF Spectral Uniformization for Spaceborne SAR Terrain Matching Curved Imaging
[IEEE] 2026-9-22 | Neural Motion Blur Rendering with Deformable Kernel Prediction_supp1-3735888.mp4
[IEEE] 2026-9-22 | MIMIC: Motion-Imitating Marionette Interactive Controller
[IEEE] 2026-9-22 | Memory-efficient High-ratio Model Compression for Image Super-resolution via Hybrid Hashing
[IEEE] 2026-9-22 | A Stage-Adaptive Evaluation and Screening Method for Technical Solutions in New-Type Power Systems
[IEEE] 2026-9-22 | Advanced Energy Optimization in Photovoltaic Systems Using Max-Gain Converter and RNN Based MPPT for Smart Grid Applications
[IEEE] 2026-9-22 | TOMIRQA: Tomato Image Recognition and Quality Assessment Using MobileNetV2
[IEEE] 2026-9-22 | Preface
[ACM] 2026-9-22 | Carbon Footprint Context Cards: A Metadata Framework for Software Carbon Accounting
[ACM] 2026-9-21 | Bird Recognition Method Based on Convolutional Neural Network and Adaptive Data Augmentation
[ACM] 2026-9-21 | Business Strategies for SkillTree: An AI-Powered Mobile Application for Skill Matching and Personalized Upskilling
[ACM] 2026-9-21 | Exploring Artificial Intelligence Utilization through TAM3 Model: The Influence on Behavioral Intention and Use Behavior
[IEEE] 2026-9-21 | Molecular Determinants of Caco-2 Permeability Using 2D and 3D Descriptors for Drug Discovery
[IEEE] 2026-9-21 | Granular Ball Driven Ratio Neighborhood Density for Region-Level Outlier Detection
[IEEE] 2026-9-21 | RCAgentOps: Evidence-Grounded LLM Agents for Root Cause Analysis in AIOPs
[IEEE] 2026-9-21 | Design of a Lightweight Face Recognition System Based on Lbph and Multithreaded Scheduling
[IEEE] 2026-9-21 | Detecting AI-Generated Kazakh text with a specialised small encoder
[IEEE] 2026-9-21 | Automated Detection and Reclamation of Orphaned Compute and Storage Resources in Cloud Infrastructure
[ACM] 2026-9-22 | io.stream: cgroup-Granular FDP for Unmodified Workloads
[IEEE] 2026-9-21 | Modified Condition/Decision Coverage (MC/DC) Test Cases Generator Using Fossa Optimization Algorithm
[IEEE] 2026-9-21 | CNN-Based Lead Ranking of QRST-Suppressed Atrial ECG for Atrial Fibrillation Detection
[IEEE] 2026-9-21 | A Method for Characterizing the Adjustable Potential Features of Air Conditioning Loads Based on LLM Agents
[IEEE] 2026-9-21 | Luminance-Guided Chrominance Modulation and Multi-Scale Enhancement Network for Low-Light Image Enhancement
[IEEE] 2026-9-21 | Comprehensive Evaluation of Cnn and Vision Transformer for Garbage Sorting Robots
[IEEE] 2026-9-21 | A Deep Learning-Optimized Digital Modeling and Design Framework for Intelligent Manufacturing Equipment Integrating Ergonomics
[IEEE] 2026-9-21 | Do LLM Trading Agents Herd? A Market Microstructure Stress Test
[IEEE] 2026-9-22 | Hybrid Tree Based Models for GNSS Position Error Estimation
[IEEE] 2026-9-22 | Capacity Planning of a Wind-PV-Battery-Hydrogen Supplementary Backup System for Long-Duration Loop Support in Nuclear Power Plants
[IEEE] 2026-9-22 | Instruction-Tuned LLMs via Bayesian Mixture Model Preference Priors
[IEEE] 2026-9-22 | Foliease-Detective: A ResNet-50 Inspired Deep Learning Framework Integrated System for Plant Disease Identification with Personalized Care Recommendation
[IEEE] 2026-9-22 | Automated Terminal-to-Housing Assembly System for Flat Ribbon Cable Harness_supp1-3735421.mp4
[IEEE] 2026-9-22 | GDPR and Asset Management: Governance, Compliance, and Strategic Implications
[IEEE] 2026-9-22 | Deep Learning-Based Legal Contract Summarization and Risk Detection Using NLP and Domain-Specific Transformers
[IEEE] 2026-9-22 | Miniaturized Magnetoelectric Antennas for Efficient Wireless Power Transfer to Implantable Medical Devices
[IEEE] 2026-9-22 | Overhead Millimeter-Wave Single-Antenna Architecture for Wireless VR/AR Head-Mounted Display Tethering
[IEEE] 2026-9-22 | Table of Contents
[IEEE] 2026-9-22 | Large-Swing Modeling and RF Characterization of High-Voltage AlGaN/GaN Schottky Diode Toward Wireless Power Transfer Applications
[IEEE] 2026-9-22 | Multi-Objective Cooperative Control Method for Energy Storage Systems Based on Deep Reinforcement Learning
[IEEE] 2026-9-22 | Sonomyography-Based Decoding of Attempted Hand Movements in Individuals with Spinal Cord Injury
[IEEE] 2026-9-22 | Analytical Kernel Kalman Filter with RKHS-Based Measurement Model Approximation
[IEEE] 2026-9-22 | Object-Oriented Design for C++ Algorithm Visualization Teaching Tool
[IEEE] 2026-9-22 | Chance-Constrained Multi-Timescale Voltage Control in Active Distribution Networks Using DNN-Enhanced Surrogate Control
[IEEE] 2026-9-22 | 2026 IEEE/IAS Industrial and Commercial Power System Asia (I&amp;CPS Asia)
[IEEE] 2026-9-22 | Attn-LoadNet: A Spatio-Temporal Attention Network for Multivariate Electricity Load Forecasting
[IEEE] 2026-9-22 | DGGM: Statistical Quality Assessment for Surveillance Camera Sensors
[IEEE] 2026-9-22 | Design of Electric Vehicle Wireless Charging System Based on Magnetic Coupling Resonance
[IEEE] 2026-9-22 | Lightweight Pilot Estimation on LEO Satellite Signals for Enhanced SOP Navigation
[IEEE] 2026-9-22 | GNSS Synthetic Aperture for Direction-Finding of Signal Sources in a Jamming Scenario
[IEEE] 2026-9-22 | Flared-Shape Omnidirectional Antenna for 5G ORAN Indoor Communication Systems
[IEEE] 2026-9-22 | An AI-Driven Dialogue System for Ideological and Moral Education in Higher Education
[IEEE] 2026-9-22 | Stability Margin Quantification and Optimal Configuration of Hybrid GFL and GFM DFIG Systems
[IEEE] 2026-9-22 | Integrating EEG Signal Analysis, Machine Learning, and Traditional Chinese Medicine: A Novel Approach for PD-Associated Anxiety Diagnosis and Brain Network Modulation
[IEEE] 2026-9-22 | Design of a Three-Phase Wireless Power Transfer System for Electric Vehicles Based on Hybrid Models
[IEEE] 2026-9-22 | dBBR: Enhance BBR Performance with Delay Information
[IEEE] 2026-9-22 | Agentic FinOps: An Autonomous Framework for Real-Time Cost Governance in AI-Infused Cloud Architectures
[IEEE] 2026-9-22 | IIR-Net: Illumination Inconsistency Representation with Relighting-Guided Enhancement for Generalizable Deepfake Detection
[IEEE] 2026-9-22 | Causal Regularization AMLSTM Based Remaining Useful Lifetime Prediction Model for IGBT Modules in Maglev Train Levitation Choppers
[IEEE] 2026-9-22 | Adaptive Robust Fractional-Order Graph Attention Network Based Noise Prediction for Train Traction Motor*
[IEEE] 2026-9-22 | Grid-Forming Converter Control Architectures, Stability Mechanisms, and Grid-Integration Requirements: A Critical Review With Unified Benchmark Validation Toward a Technology Roadmap for High-Renewable Power Systems
[IEEE] 2026-9-22 | CIML 2026 Copyright Page
[IEEE] 2026-9-22 | Green MEC-Enabled Cell-Free Massive MIMO: Co-Design of Power Allocation, Computation Offloading, and NOMA User Clustering
[IEEE] 2026-9-22 | Multi-Task Multi-Emotion Joint Representation and LLM-Based Posterior Calibration for Mental Health Risk Assessment
[IEEE] 2026-9-22 | RobustBlack: Challenging Black-Box Adversarial Attacks on State-of-the-Art Defenses
[IEEE] 2026-9-22 | Research On Airport Runway Damage Assessment Method Based On CPSO-BP Neural Network Model
[IEEE] 2026-9-22 | Homophily-aware Supervised Contrastive Counterfactual Augmented Fair Graph Neural Network
[IEEE] 2026-9-22 | Depth Operator Identification and Low-Rank Dynamic Pattern Mining of Time-Varying Hysteresis Effect of Thermal Inertia in Heating System Under Variable Working Conditions
[IEEE] 2026-9-22 | Research and Practice of Psychological Assessment System Based on AI Large Models
[IEEE] 2026-9-22 | Voltage-Security-Constrained Demand Response at DC Fast-Charging Stations: Separating Deferral Value from Storage Value
[IEEE] 2026-9-22 | Graph-Based Anomaly Detection in LTE Networks: Effects of Temporal Aggregation and Window Alignment
[IEEE] 2026-9-22 | A CubeSat-Compatible Optothermal Sensing Platform for Biofilm Fluorescence Monitoring
共写入 2000 条记录，保存到 papers/paper2026-09-21.json。
论文获取成功，文件路径: papers/paper2026-09-21.json
正在筛选、翻译并发送邮件...
[NO] 1/2000 | Jevons' Paradox and Fast Generative Simulation for HEP: Why Realistic Benchmarking is Essential
[NO] 2/2000 | Transporting summary measures of relative effects from randomised trials to the treated patient population: an application to breast cancer endocrine therapy
