[2026-07-24 11:04:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-23
正在获取论文...
[arXiv] 2026-07-23 | Structure theory of $BV$ functions and finite perimeter sets on Riemannian manifolds
[NO] 408/1796 | The mean-field limit of non-exchangeable particle systems with non-conservative dynamics and adaptive weights
[NO] 409/1796 | AttriMem: Attribution-Guided Process Feedback for Agent Memory Learning
[NO] 410/1796 | Entanglement, Evolutionary Stability, and Strategy-Space Dependence in an EWL Quantum Game
[NO] 411/1796 | Construction and Dynamic Update of Channel Gain Maps via 3D Gaussian Splatting
[NO] 412/1796 | Design and Optimization of Metasurfaces for Silicon Photonics: PhD Thesis
[NO] 413/1796 | Training Large Language Models for Self-Explanation Faithfulness
[NO] 414/1796 | VibeVoice-ASR-BitNet Technical Report
[NO] 415/1796 | From Evaluation to Optimisation: Hierarchy-Aware Training Signals for CWE Prediction in Python
[NO] 416/1796 | Stabilization of 1D Linear Hyperbolic Balance Laws by Integral Difference Control and Application to Networks Stabilization
[NO] 417/1796 | Transport of angular momentum and chemical elements by the MRI dynamo in stellar radiative zones
[NO] 418/1796 | Achieving Text-based Person Retrieval with Any Granularity
[NO] 419/1796 | Discrete Truthful Heterogeneous Two-Facility Location: The Line and Beyond
[NO] 420/1796 | Regularized Optimization on Grassmann Manifold: Theory, Algorithm and Applications
[NO] 421/1796 | Spectral-Spatial Synergistic Guided Network for Hyperspectral Salient Object Detection
[NO] 422/1796 | Selecting Complex Extremal Surfaces with the Kontsevich--Segal--Witten Criterion
[NO] 423/1796 | Dissecting the multiple-component outflow in NGC 5548 with absorption-line Variability
[NO] 424/1796 | ZONDA: Zero-shot Object Navigation with Dynamic Avoidance in Multi-floor Environments
[NO] 425/1796 | WAT3R: Feedforward Underwater 3D Reconstruction
[NO] 426/1796 | A framework for general discrete probability calculations
[NO] 427/1796 | Reexamining zero-shot summarization: Empirical investigation of trustworthiness of LLM-summarizers
[NO] 428/1796 | Explainable Deepfake Detection Challenge
[NO] 429/1796 | Weight-norm Criticality: A Mechanism for Loss Spikes Induced by the Normalization and Weight Decay
[NO] 430/1796 | The optimal constant for minimum weight feedback arc sets in oriented graphs
[NO] 431/1796 | Latent Variable-Mediated Cross-Learning for Few-Shot Acoustic Impedance Imaging
[NO] 432/1796 | Compact deterministic liquid-crystal polarization controller with single-measurement direct control
[NO] 433/1796 | Evidence for fully-gapped superconductivity in BCS superconductor NiBi3
[NO] 434/1796 | An Explicit Characteristic-$2$ Counterexample to the Separable Jacobian Conjecture
[NO] 435/1796 | Statistical Analysis of Speckle Fields
[NO] 436/1796 | On the existence of extremizers for the sum of eigenvalues of Toeplitz operators
[NO] 437/1796 | Topological measures in weighted hypergraphs
[NO] 438/1796 | An inverse coefficient problem for a semilinear wave equation by the first order linearization
[NO] 439/1796 | Boundary control and periodic trajectories of semilinear Euler equations with application to hydrogen transport
[NO] 440/1796 | Using horizon shadows to distinguish a black hole and a white hole
[NO] 441/1796 | Generation of bright quantum high-order harmonic driven by combined coherent and bright squeezed vacuum light
[NO] 442/1796 | Chemical Chain-of-Thought Functions as a Hallucination-Prone Molecular Scratchpad
[NO] 443/1796 | Transformer-Assisted LLM-Based Source Code Summarisation: to Enable More Secure Software Development
[NO] 444/1796 | The space of two-dimensional vectors over a four-dimensional division algebra over $F_2$
[NO] 445/1796 | FA-LAM: Focus-Aware Large Avatar Model for One-Shot 4D Animatable Gaussian Head
[NO] 446/1796 | Source-Prior-Driven Selective Adaptation for Efficient Diffusion Model Finetuning
[NO] 447/1796 | Multi-turn RL with Structural and Performance Aware Rewards for CUDA Kernel Generation
[NO] 448/1796 | DINO-VPT: Hierarchical Visual Prompt Tuning for Joint Physical-Digital Face Anti-Spoofing
[NO] 449/1796 | Cross-streamline diffusiophoretic migration of colloids in Taylor-dispersed channel flows
[NO] 450/1796 | Heralded high-dimensional module-based quantum computation
[NO] 451/1796 | An Eyring--Kramers Law for the Hypoelliptic Third-Order Langevin Diffusion
[NO] 452/1796 | Webly Supervised Multi-Label Recognition: Evaluation Benchmark and Dual-Branch Multi-Label Contrastive Learning
[NO] 453/1796 | LO-FAR: A Cost-Aware Local Filter for Sparse Feature Ranking in Industrial Ad Recommendation
[NO] 454/1796 | Murmurations of quadratic Hecke $L$-functions of the Gaussian field
[NO] 455/1796 | Static spheres in black hole spacetimes: pairing, energy conditions, and an upper bound on the innermost radius
[NO] 456/1796 | Auditing Evidence Use in Medical LLM Diagnosis
[NO] 457/1796 | Asymptotic contractivity of the Bohnenblust--Hille inequality for polynomials with few interacting variables
[NO] 458/1796 | Discrete-modulated continuous-variable quantum key distribution with uncertainty principle
[NO] 459/1796 | Group Chunks in Model Theory and Algebraic Geometry
[NO] 460/1796 | Efficient and Interpretable Body-Based Emotion Recognition with Lightweight Temporal Convolutional Networks
[NO] 461/1796 | An Operational Resolution of the Third-Particle Paradox
[NO] 462/1796 | New Complexity-Theoretic Frontiers of Tractability for Neural Network Training
[NO] 463/1796 | Imprecise Probabilistic Programming, Precisely: Credal Sets via Graded Monads, BDDs, and Semiring-Parametric Inference (Functional Pearl)
[NO] 464/1796 | Beyond Sufficiency: Time Series Explanation with Counterfactual Necessity
[NO] 465/1796 | Identifying and Distinguishing Quenching Galaxies with Spatially Resolved Star Formation in the Hubble Frontier Fields
[NO] 466/1796 | UnDA: Unpaired Domain Alignment for Cross-Modal Knowledge Transfer in Medical Imaging
[NO] 467/1796 | The trainability of photonic quantum circuits
[NO] 468/1796 | Zero-Flow Two-Sample Tests
[NO] 469/1796 | Generative AI Availability, Grades, and Student Satisfaction at a Large University
[NO] 470/1796 | Benchmarking Agents for Proving Theorems in Quantum Algorithms and Quantum Information
[NO] 471/1796 | Relational path integral, effective actions and quantum frame covariance
[NO] 472/1796 | Risk-Limiting Audits for Parliamentary Majorities
[NO] 473/1796 | Liouville Rigidity for Real and Complex Degenerate Hessian Equations
[NO] 474/1796 | Beyond Independent Optimization: Compression, MoE Routing, and Quantization Interactions in Multimodal Edge Intelligence
[NO] 475/1796 | A Two-Sample Test on Weighted Persistence Intensity Functions in Topological Data Analysis
[NO] 476/1796 | Finite-Sample Coverage Audits for High-Recall Candidate Generation: Certification and Learning-Theoretic Design
[NO] 477/1796 | A Damped SWIFT Method for European Option Pricing: Coefficients Decay, Truncation, and Error Analysis
[NO] 478/1796 | Absolute minimum of a height associated to a semipositive adelic line bundle
[NO] 479/1796 | Lifetime effects and satellites in the photoelectron spectrum of platinum metal
[NO] 480/1796 | Characterising extremal decoherence by quantum measurement incompatibility
[NO] 481/1796 | Coherent states versus Glauber-Sudarshan States: Bootstrapping, Schwinger-Keldysh Contours and Lefschetz Thimbles
[NO] 482/1796 | A converged architecture for processing 32 Tbps of physics data in real-time at the LHCb experiment
[NO] 483/1796 | Octupole moments and the non-universality of free-fall in general relativity
[NO] 484/1796 | Relativistic Oblique Shocks at Finite Temperature: Detachment Angle, Shock Polars, and the Turning Parameter
[NO] 485/1796 | Hubble tension: the shape wall
[NO] 486/1796 | Dyadic Resolvent Representations of Self-Adjoint Operators: Propagator Expansions, Spectral Measures, and Zeta Functions
[NO] 487/1796 | A general synthetic iterative solver for axisymmetric rarefied gas and electrostatic charged-particle flows
[NO] 488/1796 | Large Language Model Assisted Intent-Based Satellite-Integrated Access and Backhaul FWA for Rural Areas
[NO] 489/1796 | Zeta functions of $\mathrm{PGL}_n$ over non-Archimedean local fields
[NO] 490/1796 | Exploring the Design Space of LLM-Based Programming Support in CS Education: A Scoping Review through the Lens of Assistance Governance
[NO] 491/1796 | Space-division multiplexed quantum key distribution exploiting multi-plane light conversion for few-mode fibers
[NO] 492/1796 | Logic Programming Semantics for Causal Processes
[NO] 493/1796 | Binding Numbers of Tight Contact Structures on $L(n,1)$
[NO] 494/1796 | Generic properties of planar symplectic billiards
[NO] 495/1796 | Circular phonon dichroism in $d$-wave altermagnets
[NO] 496/1796 | How Rules Represent Causal Knowledge: Causal Modeling with Probabilistic Logic Programming
[NO] 497/1796 | CaVE: A Constraint Storage Approach to Handling Integrity Constraints
[NO] 498/1796 | chrKanren: Constraint Handling Rules in a Relational Language
[NO] 499/1796 | A New Well-Supported Semantics for Description Logic Programs
[NO] 500/1796 | Towards a Certifying Grounder
[NO] 501/1796 | Differentiable Logic Programming to Mitigate Reasoning Shortcuts in Neurosymbolic Systems
[NO] 502/1796 | Solving Large Traveling Salesman Problems (TSPs) by a Recursive Clustering Algorithm and a Scalable FPGA-Based Implementation
[NO] 503/1796 | Spin-mediated modulation of chaos bound violation in Lorentz-violating black hole spacetimes
[NO] 504/1796 | A log-majorization inequality for normal matrices with applications to determinantal inequalities and geometric means
[NO] 505/1796 | CRAG-MM-Diagnostics: Enabling Stage-Wise Analysis of Knowledge-Intensive VQA
[NO] 506/1796 | A physics-assisted deep neural network-based closure framework for velocity gradient dynamics in compressible flows with vibrational non-equilibrium
[NO] 507/1796 | Magnetically memorable inductance in superconducting multilayer resonators
[NO] 508/1796 | End-State-Controlled Quantum Transport in Armchair Graphene Nanoribbon Artificial Quantum Materials
[NO] 509/1796 | Investigating Codec-Internal Latent Audio Watermarking for Neural Codec Robustness
[NO] 510/1796 | Single event effects in the HCCStar ASICs for ITk strip upgrade
[NO] 511/1796 | Phase singularity enabled polarization switchable analog spatial differentiation in an atomic MoS$_2$ planar Fabry-Pérot cavity
[NO] 512/1796 | A One-Dimensional Integral Equation for a Porous Horizontal Disc under Water Waves
[NO] 513/1796 | Reassessment of line profile asymmetry in measurements of the 1s-2s energy interval in hydrogen
[NO] 514/1796 | Sender and Receiver Energy Consumption in a Sensor Network
[NO] 515/1796 | A Polynomial Architecture-Attribution Co-Design Framework for Exact Aumann-Shapley Attribution in GNNs
[NO] 516/1796 | Picosecond-resolved entanglement distribution over an urban free-space channel
[NO] 517/1796 | STLSat---An Improved Tableau for Satisfiability Checking of Signal Temporal Logic Formulas
[NO] 518/1796 | New generalization of the Barboza-Alcaniz parametrization of Dark energy
[NO] 519/1796 | MVEI & EmObserver: Empowering MLLM-Oriented Visual Emotional Intelligence via Emotion Statement Judgement
[NO] 520/1796 | Human-Inspired Framework for Robotic Craniotomy: Integrating Multimodal Fusion and Adaptive Trajectory Adjustment
[NO] 521/1796 | Shortest Paths with Linear Edge Weights
[NO] 522/1796 | Gauge-Theoretical Method in Solving Zero-curvature Equations III --Gauge Theoretical Method and the Bäcklund Transformations for Solitons--
[NO] 523/1796 | Complete Raman Tensor Determination in Birefringent $β$-Ga$_2$O$_3$ by Single-Stage Hyperspectral Analysis of Polarization Angle-Resolved Raman Spectra
[NO] 524/1796 | Faster IndexTTS-2: Accelerating and Streaming Autoregressive Zero-Shot Text-to-Speech Synthesis on GPUs
[NO] 525/1796 | Advanced Statistical Analysis of Linear and Nonlinear Regge Trajectories for Light Non-strange Mesons
[NO] 526/1796 | A RELHIC twin candidate near the galaxy M51
[NO] 527/1796 | Generic ordinarity for abelian coverings of the projective line
[NO] 528/1796 | Probing the nonlocality of Landau levels in GaAs quantum wells through modified Purcell factors, Lamb shifts and dipole emitted spectra
[NO] 529/1796 | Boosting Robustness for All-Weather Self-Supervised Depth Estimation in Autonomous Driving
[NO] 530/1796 | Diffusion Language Model for Recommendation
[NO] 531/1796 | Group boarding for airplanes: benchmarking static policies and optimizing dynamic assignment with deep reinforcement learning
[NO] 532/1796 | Aspects of Closed Matricial Worlds
[NO] 533/1796 | Adjacency-degree algebras and spectral determination of graphs
[NO] 534/1796 | An Optimal Analysis of the Product Test
[NO] 535/1796 | Error Certificates for KV-Cache Eviction via Randomized Design
[NO] 536/1796 | A universal scaling function for giant graviton OPE coefficients
[NO] 537/1796 | Morphing Graphs on Hyperbolic Surfaces
[NO] 538/1796 | White Box Evidence Packages for Policy Audit Reports
[NO] 539/1796 | The restricted Hitchin map of wobbly vector bundles
[NO] 540/1796 | Rack-integrated quantum dot-based source of single and entangled photons at telecom C-band
[NO] 541/1796 | Test-Time Scaling via Error Localization
[NO] 542/1796 | When Trivia Is Not Trivial: Everyday Knowledge Failures in Multilingual LLMs
[NO] 543/1796 | Revisiting Degree-Corrected Spectral Clustering: a Condition-Free Spectral Analysis and Extension
[NO] 544/1796 | Subcritical percolation and network archaeology on random recursive tree substrate networks
[NO] 545/1796 | Homotopy types of intervals in corank-three higher Bruhat orders
[NO] 546/1796 | Constellation Selection and Power Allocation for Multi-Cell OFDM-ISAC: Managing Inter-Cell Interference and Sensing Sidelobes
[NO] 547/1796 | Towards Privacy-Preserving Federated Prompt Tuning under Data Heterogeneity: A Subspace-Decomposed Expert Approach
[NO] 548/1796 | Logical Regression for Planning with Axioms
[NO] 549/1796 | A Diffusion-Model Subpopulation Digital Twin for Mobile Health Deployment: A Case Study on the HeartSteps Intervention
[NO] 550/1796 | VoLN: Vision-Only Long-Horizon Navigation---Paradigm, Benchmark, and Method
