[2026-08-12 10:06:30] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-11
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202608110000+TO+202608112359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-8-11 | VL-DNA: Enhance DNA Storage Capacity with Variable Payload/Strand Lengths
[NO] 296/1000 | Comparative Analysis of Hyperparameter Optimization Techniques in Obesity Classification
[NO] 297/1000 | Rethinking Input Construction for Webshell Detection: A Controlled Study of Tokenization, Chunking, and Feature Fusion
[NO] 298/1000 | Group Co-attention Transformer for Image Co-segmentation
[NO] 299/1000 | Retraction Notice: An Enhanced Blockchain Technology with AES Encryption Security System for Healthcare System
[NO] 300/1000 | Extensive Exploration in Highway Overtaking Scenarios using Hierarchical Reinforcement Learning
[NO] 301/1000 | Mechanism Design for Federated Learning with Non-Monotonic Network Effects_supp1-3717853.pdf
[NO] 302/1000 | IRS-assisted Energy-Efficient IoT Communication in UAV-based Smart Agriculture
[YES] 303/1000 | R2F: A Practical DRL Framework to Improve Fuzzing Scheduling Policy
[NO] 304/1000 | Detecting Breaking Changes in PROFINET GSDML Files Using Hybrid LLM and Deterministic Analysis
[NO] 305/1000 | Performance Analysis of Vision-Language-Action Models: Evaluating Turkish Command Understanding in OpenVLA
[NO] 306/1000 | Contrastive Representation Learning for Stock Trading Classification: A TS2Vec Approach with Technical Indicators
[NO] 307/1000 | A Reliable Data Annotation Framework for Suicidal Ideation Detection
[NO] 308/1000 | Illumination-Aware Local Texture and Edge Preservation for Visible-Infrared Image Fusion
[NO] 309/1000 | An Explainable and Attention-Mechanism-Based Deep Learning Framework for Reliable Plant Disease Detection
[NO] 310/1000 | A Lightweight Method for Multiple Signal Direction Estimation with Adaptive Notch Filters
[NO] 311/1000 | Real-Time Cockpit CO
                    <sub>2</sub>
                    Monitoring Using a Triboelectric Nanogenerator Supported Embedded System
[NO] 312/1000 | On the Tunability of Hyperparameters in Support Vector Regression
[NO] 313/1000 | Comparative Performance Analysis of Different Machine Learning Models for an X-Band Metamaterial Absorber
[NO] 314/1000 | Spiking Neural Networks for Efficient Effect Prediction in Robotic Manipulation
[NO] 315/1000 | MoAUXNet: An Attention-Enhanced Mixture-of-Experts Approach for Low-SNR Modulation Classification
[NO] 316/1000 | Comparison of CAF Methods for Radar EW
[NO] 317/1000 | A Prediction-Driven Inference Offloading and Risk-Aware Session Orchestration and Reselection Mechanism for 6G UE Agents
[NO] 318/1000 | Risk-Aware Graph MAPPO with a Decoupled Safety Shield for Multi-Ship Collision Avoidance
[NO] 319/1000 | Evaluation of Deep Learning-based Models for ADHD Detection using Electroencephalography Signals
[NO] 320/1000 | Semantic Search and Retrieval of Legal Judgments Using Transformer-Based Language Models
[NO] 321/1000 | A Degradation-Aware Dispatch Model for a Wind-Hydrogen-Storage System with Mode-Dependent Ageing Updates of Electrolysers
[NO] 322/1000 | Modeling and Simulation Analysis of Motor- Generator Frequency Converter for Flexible Low Frequency Transmission System
[NO] 323/1000 | Swin-FRCAN: A Multi-Module Enhanced Transformer Approach for Facial Expression Recognition in Performing Arts
[NO] 324/1000 | EchoAI: A Real-Time Platform for Multimodal Meeting Intelligence
[NO] 325/1000 | E-Krishi: Intelligent Soil Analytics for High-Yield Farming
[NO] 326/1000 | A Multi-Channel Image Encoding Method for Genomic Structural Variation Detection from Long-Read Sequencing Data
[YES] 327/1000 | Research on an Integrated Verification System for Satellite Camera FPGA software
[NO] 328/1000 | AI-Powered Climate Monitoring System for Real-Time Environmental Prediction and Analysis
[NO] 329/1000 | Development of an Artificial Intelligence Training Platform for Overseas University Students aimed at collaborative control of multiple intelligent agents
[NO] 330/1000 | An Indicator Selection Method Based on Robust Fractal Autoencoder
[NO] 331/1000 | Harris Hawks Optimization–Based Deep Learning for Resource-Aware Cloud–Fog Computing
[NO] 332/1000 | TOXIPRED: A Machine Learning Platform for Phototoxicity Prediction Across Multi-Assay QSAR Models
[NO] 333/1000 | Elucidating Isoform-Specific Binding Mechanisms of Apolipoprotein E with LDL Receptor Through Molecular Docking
[NO] 334/1000 | Bilateral Adaptive Grid-Forming Control of Islanded Photovoltaic Hydrogen Production System Based on DC Voltage Dynamics
[NO] 335/1000 | Artificial Intelligence–Enabled Healthcare Ecosystems for Predictive, Preventive, and Personalized Medicine
[NO] 336/1000 | Edge Computing-Driven Cross-Domain Small Target Detection and Tracking for Maritime and Aerial Scenarios
[NO] 337/1000 | Data-Driven Magnetic Core Loss Prediction and Surrogate-Assisted Operating-Condition Recommendation for High-Frequency Magnetic Components
[NO] 338/1000 | AI-Enhanced Fault-Aware Safety Filtering for Embedded Autonomous UAV Flight
[NO] 339/1000 | Trust, Risk, and User Experience in Digital Investing: Evidence from Stockbit App Reviews
[NO] 340/1000 | Spatio-Temporal Spiking Transformer for Epileptic Seizure Detection on EEG Signals
[NO] 341/1000 | Thermo-Mechanical FEM Analysis of Early-Age Behavior in Mass Concrete: Effects of Cement Type and Autogenous Shrinkage
[NO] 342/1000 | The Impact of Storage Location Assignment on Warehouse Efficiency Through Digital Twin-Based Simulation in an Electrical Product Manufacturing Company
[NO] 343/1000 | Melanoma Skin Cancer Classification Using Transfer Learning with EfficientNet-B7: A Deep Learning Approach
[NO] 344/1000 | Integrated Visual Evaluation of UAV Swarm Forest-Fire Monitoring for Route Efficiency and Fire-Area Mapping
[NO] 345/1000 | Modeling Human-Centered Information Quality for Trust and Sustainability in Intelligent Mobility
[NO] 346/1000 | Design and Implementation of a Hybrid Ontology-NLP Autonomous Web Agent for Intelligent Information Interaction
[NO] 347/1000 | MRT-LBM Study on Ground Effect Aerodynamics and Wingtip Vortex Dynamics of a Flying Car
[NO] 348/1000 | Accelerating Lanczos- and DCT-Based Realistic Sparse Matrix Generation Using CUDA and OpenMP
[NO] 349/1000 | M-FxLMS Adaptive Control Method for Propeller Noise Based on Residual Modal-Error Updating
[NO] 350/1000 | Multi-Scene Coupled and Collaborative Optimization Scheduling of Virtual Power Plants in Multiple Markets
[NO] 351/1000 | Interference-resistant Design of the MR Headset Localization Module in Complex Cable Channel Environments
[NO] 352/1000 | Edge AI-Based Lightweight Deep Learning Model for Disease Detection and Control in Chili Plants
[NO] 353/1000 | Robustness Comparison of Classical and Deep Learning-Based Methods for q-Space Interpolation in Diffusion MRI
[NO] 354/1000 | Adapting the Self-Distillation Transformer for Vietnamese Multimodal Emotion Recognition
[NO] 355/1000 | Data, Discourse, and Power: Communication Dynamics in Governing Sustainable Urban Mobility Indonesia
[NO] 356/1000 | A Hybrid Machine Learning System for Early Autism Prediction in Fragile X Syndrome
[NO] 357/1000 | Machine Learning-Based Performance Prediction and Analysis of UAV Propellers under Step-Throttle Conditions
[NO] 358/1000 | ZipCCL: Efficient Lossless Data Compression of Communication Collectives for Accelerating LLM Training
[NO] 359/1000 | HyNA: Taming Tail Latency in MoE Training with Hybrid Switch Silicon
[NO] 360/1000 | POSTER: Coherence Time-Aware Predictive Filtering for Entanglement Verification in Hybrid Quantum-Classical Networks
[NO] 361/1000 | Strategic Game Release Timing in Competitive Markets with Network Effects
[NO] 362/1000 | Towards Enabling a Containerized Virtual Desktop System
[NO] 363/1000 | Retraction Notice: An Efficient Framework for Cloud Infrastructure Security
[NO] 364/1000 | Retraction Notice: Review of Data Extraction, Segregation &amp; Privacy with Big Data Analytics in the Online Health Care Systems
[NO] 365/1000 | Simulation-Based Analysis of BB84 Decoy-State Quantum Key Distribution (QKD) Protocol on İstanbul Metropolitan Fiber Optic Infrastructure
[NO] 366/1000 | OneActor++: Consistent Multi-Subject Generation via Cluster-Conditioned Guidance_supp1-3719827.pdf
[NO] 367/1000 | Evaluation of End-to-End RAG Performance in Turkish Legal Texts
[NO] 368/1000 | High-Precision Low-Complexity Method and Architecture for Computing Sigmoid and Tanh Functions
[NO] 369/1000 | AoI Minimization for Task-Oriented ISCC Networks with NOMA-Assisted Multicast-Unicast Transmissions
[NO] 370/1000 | Cooperative Satellite Constellation Tracking of Multiple Maneuvering Targets Using Multi-Agent Reinforcement Learning
[NO] 371/1000 | Quantile-Based Skewness for Fuzzy Numbers with Probabilistic Foundations: An Application in Portfolio Optimization_supp1-3721516.pdf
[NO] 372/1000 | A 0.38-pJ/bit 35-Gb/s/pin Single-Ended Impedance-Matched PAM-4 Transmitter with CML-Assisted N-over-N Driver for Memory Interfaces
[NO] 373/1000 | Is Dual-Adaptive Space–Reflection Modulation the Next Leap for RIS-Aided Wireless IIoT?
[NO] 374/1000 | IGA Based Anti-ISRJ Waveform Design
[NO] 375/1000 | Dynamic Clustering-Based Clinical Decision Support Approach for Patient Phenotyping in Mechanical Ventilation
[NO] 376/1000 | Night-Time Robustness Analysis of 3D Lane Detection Methods on the OpenLane Dataset
[NO] 377/1000 | Gain Enhancement of Antenna Using Epsilon-Near-Zero Metamaterial
[NO] 378/1000 | Attention-based Operation-aware Neural Networks
[NO] 379/1000 | Collaborative Optimization of Train Speed Profile and Power Unit Activation Strategy for Eco-driving Considering Uncertainties in Train Dynamics
[NO] 380/1000 | Model Development and Update for the Determination of Moisture Content with Consideration of Cut Tobacco Sample Status Variation
[NO] 381/1000 | DPDK-Accelerated O-RAN DU with Per-Flow Network Slicing and 3GPP-Compliant Dynamic Bandwidth Guarantee
[NO] 382/1000 | Retraction Notice: Real Time Facial Emotion Recognition Methods using Different Machine Learning Techniques
[NO] 383/1000 | A 23–33-GHz Variable-Gain Phase Shifter With X-Type Attenuator Array and Complementary Control Scheme
[NO] 384/1000 | D-Band, High Gain Vivaldi Antenna Fed by CPW-CPS on Thin Quartz Glass for In-Package Integration
[NO] 385/1000 | End-to-End Human Pose Reconstruction from Wearable Sensors for 6G Extended Reality Systems
[NO] 386/1000 | Full-Duplex Fluid-Antennas for Integrated Sensing and Backscatter Communication: A DRL-based Fairness Design
[NO] 387/1000 | SeCoR: Evidence-Guided Selective Correction for Lightweight Remote Sensing Change Detection
[NO] 388/1000 | A Quaternion Rotation-Enhanced Differential Privacy Framework for Image Privacy Protection
[NO] 389/1000 | EK-LIME: Balancing Local Fidelity and Stability in Imbalanced Classification
[NO] 390/1000 | Deep Visual Localization for UAVs in GNSS-Denied Environments Using Satellite Imagery
[NO] 391/1000 | LLM Based Code Generation and Code Integration with Multi-Agent Systems
[NO] 392/1000 | Deep Learning-Based Automatic Modulation Recognition of Harmonic-Modulated Signals
[NO] 393/1000 | Parameter Estimation and Detection of Frequency Hopping 915 MHz Narrowband UAV Telemetry
[NO] 394/1000 | The Limits and Fine-Tuning Performance of Open-Source Small Language Models in Turkish NLP Tasks
[NO] 395/1000 | Particle Tracking and Velocity Estimation in Solid Propellant Combustion Using Infrared Imaging
[NO] 396/1000 | Autonomous Spider Robot with Hybrid Locomotion
[NO] 397/1000 | Comparative Analysis of Classical and Quantum Machine Learning Approaches for Anomaly Detection in IoT Security
[NO] 398/1000 | Perspectives on Teaching Machine Learning and Data Science with AI from Career Professionals
[NO] 399/1000 | Output Steering for Latent Diffusion-Based MRI-to-CT Synthesis
[NO] 400/1000 | Cogging Torque Optimization of Servo Motor Based on Three-segment Arc Rotor
[NO] 401/1000 | Advanced Deep Convolutional Neural Network Framework for Automated Classification of Rice Leaf Pathologies
[NO] 402/1000 | AI-Optimized Floating Solar (FPV) on Malaysian Hydropower Reservoirs
[NO] 403/1000 | Fine-Tuned EfficientNetB3 for Robust Flower Species Classification
[NO] 404/1000 | Energy-Aware Federated Edge Intelligence for 6G-Enabled Smart Urban Networks
[NO] 405/1000 | Deep Belief Network-Based Cervical Cancer Detection with SMOTE and K-Means Clustering
[NO] 406/1000 | Fault Detection of Induction Motor Stator Windings Based on an Improved Adaptive Iterated Extended Kalman Filter
[NO] 407/1000 | Biyomedikal Sinyallerde Gürültü Giderme İçin Biyolojik Esinli Purkinje Hücre Modeli Tabanlı Uyarlamalı Dijital Filtre
[NO] 408/1000 | StimBench: A Video Benchmark for Stereotypical Motor Movement Detection in Autism Spectrum Disorder
[NO] 409/1000 | FedStockNet: Decentralized Stock Price Forecasting with a Federated LSTM-Based Deep Neural Framework
[NO] 410/1000 | Numerical Investigation of the Gliding Arc PlasmaAssisted Ammonia Combustion and NO Emission
[NO] 411/1000 | An Offloading and Resource Allocation Technique Using Artificial Rabbit Optimization in Edge Computing for IoT Applications
[NO] 412/1000 | A Three-Dimensional Novel View Synthesis Method Based on Vision Transformer and Dual Residual Branches
[NO] 413/1000 | Intelligent Distribution Network Dispatch based on Scenario-Adaptive Multi-Task SAC
[NO] 414/1000 | Analysis and Simulation of a Novel High-Gain Converter with Low Voltage Stress
[NO] 415/1000 | Fault Diagnosis of Pump Control Valves Based on Multi-Frequency Differential Transformation and a Residual Attention Network
[NO] 416/1000 | Hybrid Segmentation-Classification Pipeline for Sickle Cell Disease Detection: A Fusion of Deep Learning and Morphometric Analysis
[NO] 417/1000 | A Study on a WiFi Indoor Positioning Method Enhanced by Pseudo-Label Generation and Filtering Based on Coding Representation
[NO] 418/1000 | Design and Implementation of Embedded Active Vibration Control System Based on OpenAMP Architecture
[NO] 419/1000 | Conveyor Fugitive Dust Control
[NO] 420/1000 | NeuroTopo: A Benchmark for Neuro-Symbolic Topological Reasoning on Geometric Diagrams
[NO] 421/1000 | Research on performance optimization of fin heat dissipation system for high power density aerospace motors
[NO] 422/1000 | Quantum-Assisted Interpretable Cluster-Boosting Framework for Imbalanced Intrusion Detection
[NO] 423/1000 | Safety Optimization and Energy-Saving Retrofit of Electrical Control Systems for Port Crane Machinery
[NO] 424/1000 | Coordinated Active-Reactive Self-Optimizing Control of Distributed Resources in Distribution Networks Based on an Improved Adam-MPC Algorithm
[NO] 425/1000 | A Semi-Online Smoothing Framework for Stride-Level Gait Metrics from a Single Foot-Mounted IMU Toward Clinical Gait Assessment
[NO] 426/1000 | Deep Learning Based Real-Time Threat Monitoring for Cloud and IoT-Enabled Healthcare Systems
[NO] 427/1000 | Enhanced Low-Voltage Ride-Through Strategy for Grid-Forming Units in Hybrid Direct-Drive Wind Farms Under Weak Grids
[NO] 428/1000 | Quantitative Evaluation of Transient Stability of Grid-Forming Converters Considering Detailed Dynamics of DC-Side Energy Storage
[NO] 429/1000 | AI-Driven Predictive Energy Consumption Modelling for Smart Green Buildings Using Machine Learning
