[2026-08-24 21:17:51] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-23
正在获取论文...
[ACM] 2026-8-24 | Real-World Clutter Improves Egocentric Distance Judgments in Optical See-Through Augmented Reality
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 358/1000 | Agentic AI: An Emerging Paradigm of Computing?: Panel Discussion at IEEE CISOSE 2026
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 359/1000 | A Change Detection Method Based on a Dual-Path Siamese Network With Boundary Feature Difference Modeling
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 360/1000 | A Theoretical Model for Studying the Closing Bounce Characteristics of Contactors Under Different Gap Differences of Double-Bridge Contacts
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 361/1000 | A Compact Dual-Polarized Vivaldi Antenna for Metallic Platforms
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 362/1000 | AMBUSH: Collaborative Capture in Complex Environments with Neural Acceleration
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 363/1000 | MIR-Fish: Reconsidering MLP-Based Feature Interaction and Resolution Recovery for Underwater Fish Disease Detection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 364/1000 | TSV-W for 2.5-D IC Wireless Interconnects
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 365/1000 | Handheld Electromagnetic Type Assessment System
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 366/1000 | A Study on Improving Generalized Anxiety Disorder Using the EMDR Bilateral Stimulation Wearable Device
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 367/1000 | YOLOv11-Based Detection System for Magazine Reading Behaviors in Libraries
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 368/1000 | Subspace Projection-Guided Dynamic Source Selection and Pseudo-Label Generation for Cross-Subject Domain-Adversarial EEG Emotion Recognition
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 369/1000 | Design of a Sound-Recognition Key System Based on Microcontroller
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 370/1000 | Integrated Hardware Watermarking Framework Based on 3-Factor Encoding, Connectivity Matrix and Hashing for Securing Sharpening Filter IP Cores Against Piracy
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 371/1000 | A Generative Adaptive Decomposition Hierarchical Transformer for Stock Price Forecasting
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 372/1000 | AI-Based Detection of Adverse Drug Events: A Scoping Review of NLP and Deep Learning Techniques (2020-2025)
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 373/1000 | Crowdfunding the Sky: Privacy-Preserving Crowdfunding for Edge Service Deployment in LEO Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 374/1000 | Context-Aware Anomaly Detection in IoT Using Transformer-Based Time-Series Forecasting
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 375/1000 | Generalized Category Discovery for Multi-Source AI-Generated Images
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 376/1000 | Latency-Aware Visual Matching and Predictive Prefetching for AR Tours on a Glasses-Companion Platform
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 377/1000 | VIPA: Visual Informative Part Attention for Referring Image Segmentation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 378/1000 | Enhanced Gaussian Noise Removal via Two-Pass BM3D Filtering and Unsharp Masking in the $\text{YC}_{\mathrm{b}} \mathrm{C}_{\mathrm{r}}$ Color Space
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 379/1000 | EnhanceGraph: A Continuously Enhanced Graph-based Index for High-dimensional Approximate Nearest Neighbor Search
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 380/1000 | CNN-Based Location Method for Short-Circuit Faults in Flexible DC Transmission Lines Driven by VSC Active Harmonic Injection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 381/1000 | A Context-Adaptive MCDM Framework Utilising Shannon Entropy for Real-Time Emergency Hospital Routing – CareMCDM
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 382/1000 | Reinforcement Learning based Soft Robotic Knee Therapy Device with Integrated Microfluidic Infusion System
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 383/1000 | Comparative Machine Learning Approach for Multi-Class Classification of Autoimmune Diseases using Clinical and Serological Biomarkers
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 384/1000 | Dynamic Gesture Mapping for AI Virtual Mouse
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 385/1000 | A Stay Cable Safety Predictor Enabling Edge Computing for IoT Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 386/1000 | Semantic Axis-Guided Diffusion for Data Augmentation in Academic Text Analysis
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 387/1000 | An approach to evaluate defective rail welded joint via instrumented wheelset measurements on high-speed railways
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 388/1000 | Comparing Ankle Dorsiflexion-Only, Hip Flexion-Only, and Combined Hip-Ankle Assistance During Simulated Foot Drop Gait
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 389/1000 | Artificial Intelligence and Adaptive Learning: Current Trends, Challenges, and Prospects in Educational Contexts
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 390/1000 | Realtime Wide-Area Lidar Mapping Via Prediction-Driven Dynamic Point-Cloud Selection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 391/1000 | Deep Reinforcement Learning-Based Emergency Transmission Interface Power Flow Control Under Extreme Weather-Induced Line Outages
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 392/1000 | Research on Train Track Fastener Detection Based on Real-Esrgan Enhancement and Improved YOLOv13
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 393/1000 | Linear Dual-Branch Spatiotemporal Reasoning Network for End-to-End Visual Odometry
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 394/1000 | Table of Contents
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 395/1000 | DCAM: Dual Cross-Attention for Multimodal Emotion Recognition in Virtual Digital Humans
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 396/1000 | AI in Play: A Game to Strengthen Responsible AI Adoption Skills_supp1-3713072.xlsx
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 397/1000 | Quantitative Study on the Temperature Measurement Blind Zone of Hydrogenerator Rotors Using the Voltmeter-Ammeter Method Based on Multiphysics Coupling and Experimental Validation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 398/1000 | Robust Wi-Fi Action Recognition Via Multimodal Alignment and Supervised Contrastive Learning
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 399/1000 | Frequency-Decoupled Enhancement and Large Kernel Cross-Scale Fusion Network for Remote Sensing Change Detection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 400/1000 | A Comparative Analysis of Hybrid Data-Driven and Vision-Based Methods for Intelligent Thermal Runaway Detection in Li-Ion Batteries
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 401/1000 | Plant-Based Music and Meditation System for Pre-Sleep Relaxation in Insomnia
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 402/1000 | An Intelligent Assessment Method for Power Grid Dispatcher Training Based on Behavioral Sequence Graph Learning
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 403/1000 | A Study on Balancing Security and Usability in 3D CAPTCHA via Spatial Interaction
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 404/1000 | Secure Session Key Reconstruction for Remote User Authentication Based on a Smart Card
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 405/1000 | An NoC Simulator for Evaluating Parallel Applications with Fault-Tolerant Routing Methods
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 406/1000 | Intra-Network IPv6 Route Optimization Using ULA and LLA for Direct P2P Communication in CYPHONIC
