[2026-07-01 12:09:45] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-30
正在获取论文...
[arXiv] 2026-06-30 | Contrastive Regularization of Machine Learning Potentials
[IEEE] 2026-6-30 | Abnormal Status Monitoring and Early Warning of Construction Machinery Based on Few-Shot Disturbance Data
[IEEE] 2026-6-30 | A Dual-Task Large Language Model for Adding Diacritics and Translating Jordanian Arabic to Modern Standard Arabic
[IEEE] 2026-6-30 | Blockchain-Enabled Explainable Privacy-Preserving AI Framework for Secure Data Sharing in Healthcare Systems
[IEEE] 2026-6-30 | Adapting to Danger: Robotics for Risky, Remote, and Hostile Conditions
[IEEE] 2026-6-30 | Industrial Internet of Things (IIoT) Status in Jordan: Applications and Challenges
[IEEE] 2026-6-30 | Enhanced Security and Openness in Data Administration using Blockchain Solutions
[IEEE] 2026-6-30 | Vision Transformer vs. ResNet-101: An Explainable Deep Learning Approach for Breast Cancer Detection in Ultrasound Images
[IEEE] 2026-6-30 | Influence of Digital Entrepreneurial Skills and Growth Mindset on Gen Z Business Performance: The Mediating Role of Entrepreneurial Burnout
[IEEE] 2026-6-30 | An Innovative ML-Based Method for Enhanced Echocardiogram Image Classification
[IEEE] 2026-6-30 | Generation of Strain Caused by Collision between Metal Particles and GIL Enclosure
[IEEE] 2026-6-30 | Analytical Investigation and Verification of Electromagnetic Force in External Rotor Surfaced-Mounted Permanent Magnet Vernier Motor
[IEEE] 2026-6-30 | An Adaptive Frequency Control Strategy for Coordinated MMC-HVDC Converter Stations and Wind Turbines
[IEEE] 2026-6-30 | Design of an Automatic Tuning and Matching Equipment for an X-band Traveling-Wave Accelerating Structure
[IEEE] 2026-6-30 | Parasitic Parameter Extraction and Analysis of Coupling Device in Underwater IPT System
[IEEE] 2026-6-30 | A Control Scheme for Current-Source PWM Rectifiers With DC-Side Second-Harmonic Current Suppression
[IEEE] 2026-6-30 | Copyright and Reprint Permission
[IEEE] 2026-6-30 | Fault-Tolerant Control Method for Dual Permanent Magnet Synchronous Motor Drive System Under Two-Phase Open Faults
[IEEE] 2026-6-30 | A Compact Offshore Wind Power Transmission Topology Based on DRU and PHC
[IEEE] 2026-6-30 | Design and Investigation of Permanent-Magnet Vernier Machine With Consequent-Pole for High Permanent Magnet Utilization Ratio
[IEEE] 2026-6-30 | Response Timing Strategy of Cluster Energy Flexible Resources in Virtual Power Plants for Network Load Response Interaction
[IEEE] 2026-6-30 | A Bidirectional Partial Power Processing DC-DC Converter with Bipolar Voltage Injection
[IEEE] 2026-6-30 | Novel Optimal Design and Analysis of a Double Layer PM Spindle motor for Low Torque Ripple and Vibration
[IEEE] 2026-6-30 | Analysis of Unsteady Electromagnetic Ejection of Non-ferromagnetic Metals in Wireless Power Transmission Systems
[IEEE] 2026-6-30 | Co-optimized Forward Contracting and Spot-Market Clearing for Electricity-Hydrogen Hybrid Storage via Benders Decomposition
[IEEE] 2026-6-30 | IEEE Standard for Series Capacitor Banks in Power Systems
[IEEE] 2026-6-30 | Study on High-Frequency Insulation Properties and Thermal Aging Mechanism of Resin-Impregnated Paper Tube Core Materials
[IEEE] 2026-6-30 | A Basal Trajectory-Based Framework for Handling Circadian Variations of Insulin Sensitivity_supp1-3705069.pdf
[ACM] 2026-7-1 | Boundary Characteristics of Sancara Segments in Carnatic Music
[IEEE] 2026-6-30 | Data-Driven Multi-Objective Optimization Method for IPM Motors Based on LSTM
[IEEE] 2026-6-30 | Research on Time-varying Demagnetization Characteristics of High Torque Density Permanent Masnet Synchronous Motors
[IEEE] 2026-6-30 | Screening of Extremely Imbalanced Traveling Wave Data Based on Latent Space Constraint and Support Set Guidance
[ACM] 2026-7-1 | Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing
[IEEE] 2026-6-30 | Determining the Trajectory of a Mobile Robot Using Chaotic Dynamical Systems
[IEEE] 2026-6-30 | Loss Calculation and Thermal Analysis of 100kW 20000r/min High-Speed Permanent Magnet Motor
[ACM] 2026-6-30 | Review of “Exploiting (min,+)/(max,+) Isomorphism to Speed up Convolutions”
[ACM] 2026-6-30 | STL-FAN-TCN-Informer: A Hybrid Deep Learning Model for Tourism Flow Prediction
[ACM] 2026-6-30 | CoLo: Correcting LLM-Generated IR with Precise Error Location
[IEEE] 2026-6-30 | Electromagnetic Force Characteristics in Permanent Magnet Synchronous Motors with Flux-Weakening Control Scheme
[IEEE] 2026-6-30 | Study on Eddy Current Testing of Cracks in Contact Line Positioning Devices Based on Finite Element Simulation
[IEEE] 2026-6-30 | A State of Charge Estimation Method Based on Recursive Least Squares and Dual Extended Kalman Filter
[IEEE] 2026-6-30 | Design of a Bidirectional CLLC Resonant Converter-Based Power Management System for Weapon Platforms
[IEEE] 2026-6-30 | Research on Improved Mask-R CNN for Infrared Insulator Image Instance Segmentation
[IEEE] 2026-6-30 | A Novel Disturbance Rejection-Oriented Model Predictive Power Control Method for Doubly Fed Induction Motors in Ship Propulsion
[IEEE] 2026-6-30 | Simulation of Local Overheating Defects in High Current Switchgear and Data-Driven Intelligent Diagnosis Method
[IEEE] 2026-6-30 | Transient Output Distortion Mitigation of Multifunctional Converter in Hybrid Transformer Caused by Mode Switching
[IEEE] 2026-6-30 | An Adaptive ELM Algorithm Based on Dual-End Optimization for Photovoltaic Power Prediction
[IEEE] 2026-6-30 | Analysis of Spoke-Type Permanent Magnet Synchronous Machine Considering Unequal Angle of Magnetic Pole
[IEEE] 2026-6-30 | Research on Two-Side Single-Stage Wireless Power Transfer System for Power Frequency Electricity
共写入 1941 条记录，保存到 papers/paper2026-06-30.json。
论文获取成功，文件路径: papers/paper2026-06-30.json
正在筛选、翻译并发送邮件...
[NO] 1/1941 | Contrastive Regularization of Machine Learning Potentials
[NO] 2/1941 | Think in English, Answer in Korean: Efficient Adaptation of Multilingual Tool-Using Agents
[NO] 3/1941 | Diophantine rank stability and non-vanishing of $L$-functions
[NO] 4/1941 | Effects of confinement in a Brownian gas with simultaneous stochastic resetting and dynamically emergent correlations
[NO] 5/1941 | PrISM-IQA: Image Quality Assessment Made Practical for Smartphone Photography
[NO] 6/1941 | An Additive Reference Correction Scheme for the Transcorrelated Method
[NO] 7/1941 | Stability of the Hydrogen Molecule and Related Issues
[NO] 8/1941 | What Memory Do GUI Agents Really Need? From Passive Records to Active Task-Driving States
[NO] 9/1941 | CLExEval: A Human-in-the-Loop Framework for Qualitative Evaluation of LLM Clinical Reasoning
[NO] 10/1941 | Uncertainty Quantification via Invariant-Measure Conformal Prediction
[NO] 11/1941 | Memory-Scalable and Hardware-Adaptive Matrix-Free Quantum Simulation
[NO] 12/1941 | The Invariant Measure of Multiscale Markov Chains via Fast Arborescence Factorization
[NO] 13/1941 | High-Confidence Minimax Testing with Prescribed Errors
[NO] 14/1941 | Optimization of perturbation series in QCD for physical quantities using the renormalization group: necessary conditions and partial results
[NO] 15/1941 | DPPE: Rethinking Camera-Based Positional Encoding for Scaling Multi-View Transformers
[NO] 16/1941 | A Large-Scale Empirical Evaluation of MMAO Under Fair-Budget Continuous and Discrete Benchmarks
[NO] 17/1941 | A logarithmic phase singularity at the heart of Landau-Zener transitions
[NO] 18/1941 | Fast Risk Certification of Candidate Trajectories under Uncertain Time-Varying Constraints
[NO] 19/1941 | Stabilization Learning: A Paradigm Transition Bridging Control Theory and Machine Learning
[NO] 20/1941 | Directed Low Diameter Decomposition for Structured Digraphs
[NO] 21/1941 | Floquet Majorana flat bands and emergent Cooper pair symmetries in $p-$wave magnet$-$superconductor heterostructure
[NO] 22/1941 | Electron Densities of Typical Low-Mass Galaxies at z~2-7 from Stacked JWST/NIRSpec Spectra
[NO] 23/1941 | Geometrically necessary boundaries accommodate the residual elastic strain in cold-rolled Fe-3%Si
[NO] 24/1941 | PEERS: A Parallel and Exact Effective Resistance Solver via Implicit Inversion and Augmented Symbolic Analysis
[NO] 25/1941 | Graph Scheduling with Group Completion Times
[NO] 26/1941 | Tuning topological phase and Dirac point position via Pb and Sb substitution in Mn$_{1-x}$Pb$_{x}$(Bi$_{1-y}$Sb$_{y}$)$_{2}$Te$_{4}$
[NO] 27/1941 | FinPersona-Bench: A Benchmark for Longitudinal Psychometric Stability of Autonomous Financial Agents
[NO] 28/1941 | MINT: Dynamic-Precision CNN Inference with MSDF Digit-Serial Arithmetic on FPGA
[NO] 29/1941 | Energy-Optimal Spatial Iterative Learning within a Virtual Tube
[NO] 30/1941 | Maximizing Parallel Execution of Series-Parallel Task Graphs for Safety-Critical Embedded Control
[NO] 31/1941 | Constrained Online Convex Optimization without Slater's Condition
[NO] 32/1941 | One Reflection Is Not Enough: Self-Correcting Autonomous Research via Multi-Hypothesis Failure Attribution
[NO] 33/1941 | Antenna Orientation Optimization for Rotatable Antenna-Enabled ISAC Systems
[NO] 34/1941 | On homological properties of conic-line arrangements with simple singularities
[NO] 35/1941 | UniTac: A Unified Multimodal Model for Cross-Sensor Tactile Understanding and Generation
[NO] 36/1941 | Periodic Non-uniqueness Sets for Shift-invariant Spaces and Parity-Based Obstructions to the Frame Property for Gabor Systems
[NO] 37/1941 | Who Determines the Meaning of an Emotion? Affective Sovereignty as an Epistemic Consequence of Measurement Limits
[NO] 38/1941 | Estimation of black hole spins in low-mass AGNs and comparison with other types of AGNs
[NO] 39/1941 | CDR-Bench: Evaluating Faithful Execution of Compositional, Order-Sensitive Data Refinement Recipes
[NO] 40/1941 | Temporal Preservation over Processing: Diagnosing and Designing Spatiotemporal Single-Stage Video Detectors
[NO] 41/1941 | BP-TTA: Balanced and Prototype-Guided Test-Time Adaptation in Dynamic Scenarios
[NO] 42/1941 | Nonlinear diffusion and compressive rims in source-driven biopolymer condensates
[NO] 43/1941 | SpikeLogBERT: Energy-Efficient Log Parsing Using Spiking Transformer Networks
[NO] 44/1941 | A Cost-and-Place-Utility Model of the Move-versus-Commute Decision
[NO] 45/1941 | Setting requirements on out-of-band rejection for next-generation CMB experiments. Application to the LiteBIRD instrument
[NO] 46/1941 | Visualizing the Hidden Architecture of Molecular Films with Phase-Resolved Rotational SFG Microscopy
[NO] 47/1941 | Rhythm-Structured Predictive Learning for Remote Photoplethysmography
[NO] 48/1941 | Is Natural Always Appropriate? Investigating Naturalness and Appropriateness Across Different Domains for TTS Evaluation
[NO] 49/1941 | Focal Plate Prototyping for Modular Focal Planes of Stage-5 Instruments For Ground-Based Telescopes
[NO] 50/1941 | Seeing Is Not Sharing: Some Vision-Language Models Overestimate Common Ground in Asymmetric Dialogue
[NO] 51/1941 | Nonlinearity-Aware LoRA: Structured Gate Adaptation under Low-Rank Constraints
[NO] 52/1941 | Semantic-Aware Multiple Access via Spatial Redundancy Exploitation for Uplink-Dominant 6G Use Cases
[NO] 53/1941 | Monitoring a de Sitter universe through an anti-de Sitter window
[NO] 54/1941 | Hadronic exceptional points
[NO] 55/1941 | ShopX: A Foundation Model for Intent-to-Item Fulfillment in Agentic Shopping
[NO] 56/1941 | Supersingular elliptic curves and twisting endomorphisms
[NO] 57/1941 | Design-Based Inference for Time-Series GMM
[NO] 58/1941 | HABIT: Human-Aware Behavior and Interaction Training Dataset for Robot Manipulation
[NO] 59/1941 | REDI: Corpus Aware Patch Ranking for DINOv3 Token Reduction
[NO] 60/1941 | AGN Feedback: The impact of galactic-scale radio jets on the interstellar medium in starbursting obscured AGN
[NO] 61/1941 | SAMBA: A Scatter-Guided Masked Bidirectional Mamba Foundation Model for SAR Target Recognition
[NO] 62/1941 | Suppressing Parametric Instabilities in Driven Bosonic Lattices through Multi-tone Control
[NO] 63/1941 | ForecastAgentSearch: Towards a Multi-Expert Agent Search System for Geopolitical Event Forecasting
[NO] 64/1941 | Activated dynamics in the quantum random field Ising model
[NO] 65/1941 | Finite-range EFT for the $E1$ strength distribution of ${}^6$He
[NO] 66/1941 | Intersection theorems over DG-rings revisited
[NO] 67/1941 | Generative Skill Composition for LLM Agents
[NO] 68/1941 | Cesium Based Laser-Atomic Oscillator
[NO] 69/1941 | FedLAB: Traceable Semantic Codebooks for Federated Multimodal Graph Foundation Learning
[NO] 70/1941 | Competition and Anomalies Redux: Evidence from U.S. Auto Dealers
[NO] 71/1941 | Dual-Regime Absorbing Markov Chain Theory in Remote Estimation: Age-Minimizing Push Policies
[NO] 72/1941 | Human-as-Humanoid: Enabling Zero-Shot Humanoid Learning from Ego-Exo Human Videos with Human-Aligned Embodiments
[NO] 73/1941 | Surrogate Fidelity: When Can Open LLMs Explain Closed Ones?
[NO] 74/1941 | On the Comparison of Reinforcement Learning and Adaptive Control for Linear Systems under Packet Loss and Uncertainty
[NO] 75/1941 | Self-Study Reconsidered: The Hidden Fragility of Learning from Self-Generated QA
[NO] 76/1941 | Radial Suppression Accelerates Algorithmic Generalization: A Geometric Analysis of Delayed Generalization
[NO] 77/1941 | TreeAgent: A Generalizable Multi-Agent Framework for Automated Bias Labeling in Forestry via Compiled Expert Rules and Vision-Language Models
[NO] 78/1941 | Semantic Leakage and Privacy Preservation in Relay-Assisted Semantic Communications
[NO] 79/1941 | CoCoMUT: A Tool for Code-Context Mining and Automated Dataset Generation
[NO] 80/1941 | The contact temperature of arbitrary quantum states
[NO] 81/1941 | MECoBench: A Systematic Study of Multimodal Agent Collaboration in Embodied Environments
[NO] 82/1941 | Scalable Joint Modeling of Dependent Multi-Type Survey Data for Small Area Estimation
[NO] 83/1941 | Convergence of Nekrasov instanton sum for unitary quivers
[NO] 84/1941 | An efficient Pauli decomposition algorithm for structured matrices
[NO] 85/1941 | LEO Satellite Network Orchestration with Heterogeneous Graph Neural Networks
[NO] 86/1941 | RRT-Rope: A deterministic shortening approach for fast near-optimal path planning in large-scale uncluttered 3D environments
[NO] 87/1941 | FlexViT: A Flexible FPGA-based Accelerator for Edge Vision Transformers
[NO] 88/1941 | Coupling and Maximal Inequalities for Graph-Dependent Empirical Processes
[NO] 89/1941 | Untangling 3D atomic reconstruction in twisted bilayer 2D crystals via dark field transmission electron microscopy
[NO] 90/1941 | Quasi-Bayesian Hierarchical Models
[NO] 91/1941 | Fate of "Space-like singularities" in $c=1$ Matrix Model
[NO] 92/1941 | Solvability in the sense of sequences for certain non-Fredholm operators with a drift and Laplace and bi-Laplace operators
[NO] 93/1941 | MVP-Nav: Multi-layer Value Map Planner Navigator
[NO] 94/1941 | Trade-Offs in Decentralized Gigantic MIMO with Hard-Boundary Constraints
[NO] 95/1941 | Electrons on Helium and Entangled Quantum Sensors for Particle Physics
[NO] 96/1941 | CoDex: Learning Compositional Dexterous Functional Manipulation without Demonstrations
[NO] 97/1941 | Sequential RC-TGAN: Generating Relational Time Series with Spectral Envelope Loss
[NO] 98/1941 | Attend, Transform, or Silence: Operator-Level Visual Skipping for Efficient Multimodal LLM Inference
[NO] 99/1941 | Exact Planar Black Hole in AdS-Einstein-Scalar Gravity with IR Emergent Nearly Conformal Fluid
[NO] 100/1941 | Galois Extensions via Finiteness of Orbits
[NO] 101/1941 | Nonlinear kinetic Fokker-Planck equations: existence and diffusion limits
[NO] 102/1941 | High Frequency Wideband Study of FRB 20240114A with the Allen Telescope Array
[NO] 103/1941 | Non-classical Topological Evidence Logic
[NO] 104/1941 | Halo Semantics for Modal Logic
[NO] 105/1941 | Intuitionistic Justification Logic, Semantically
[NO] 106/1941 | On Modal Logics of Connectedness in Metric Spaces
[NO] 107/1941 | Taming Complexity in Intuitionistic Modal Logic: The Case of FIK and Its Shallow Calculus
