[2026-04-21 10:19:01] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-04-20
正在获取论文...
[arXiv] 2026-04-20 | Dust characterization of halos -- The extended emission in protoplanetary disks
[NO] 227/1912 | Quantum many-body scars in random unitary circuits
[NO] 228/1912 | Towards Disentangled Preference Optimization Dynamics Beyond Likelihood Displacement
[NO] 229/1912 | Equivalence of Local Dynamical Hidden-Variable Models to Static Bell Locality
[NO] 230/1912 | FSEVAL: Feature Selection Evaluation Toolbox and Dashboard
[NO] 231/1912 | Generalized Turán problems for Berge hypergraphs
[NO] 232/1912 | Davies-Morris-Shore Framework for Multilevel Quantum Batteries: Dark and Funnel States in Interacting Qutrit Systems
[NO] 233/1912 | Multiplication in Multimodal LLMs: Computation with Text, Image, and Audio Inputs
[NO] 234/1912 | Fundamentals and Applications of Hybrid Electroand Opto-mechanical system coupled to Superconducting Qubit: A Short Review
[NO] 235/1912 | Noise-Driven Differentiation via Gene Frustration and Epigenetic Fixation
[NO] 236/1912 | QuantumQA: Enhancing Scientific Reasoning via Physics-Consistent Dataset and Verification-Aware Reinforcement Learning
[NO] 237/1912 | Gravitational Waves from the Cosmic Dawn: Tracing Cosmic Black Hole Binaries with ET, LGWA and LISA
[NO] 238/1912 | Extending One-Step Image Generation from Class Labels to Text via Discriminative Text Representation
[NO] 239/1912 | State Transfer Reveals Reuse in Controlled Routing
[NO] 240/1912 | The Magnitude of Dominated Sets: A Pareto Compliant Indicator Grounded in Metric Geometry
[NO] 241/1912 | Leader-Follower Formation Control Using Differential Drag and Effective Surface Regulation
[NO] 242/1912 | Evaluating dispersion models for ab initio simulation of G-I and G-II molten fluoride salts
[NO] 243/1912 | Semi-Blind Receivers for RIS-Aided Fluid Antenna Systems
[NO] 244/1912 | AQPIM: Breaking the PIM Capacity Wall for LLMs with In-Memory Activation Quantization
[NO] 245/1912 | Soft Label Pruning and Quantization for Large-Scale Dataset Distillation
[NO] 246/1912 | Can LLM-Generated Text Empower Surgical Vision-Language Pre-training?
[NO] 247/1912 | Multi-Agent Systems: From Classical Paradigms to Large Foundation Model-Enabled Futures
[NO] 248/1912 | Enabling Sensitive Conversations with Consent Boundaries: Moa, a Platform for Discussing PhD Advising Relationships
[NO] 249/1912 | An Elliptic Curve Governing Hopf Linking in an $A_4$-Symmetric Tensegrity
[NO] 250/1912 | Generation of energy-time entangled triphotons in a six-level cold atomic system
[NO] 251/1912 | FLiP: Towards understanding and interpreting multimodal multilingual sentence embeddings
[NO] 252/1912 | Counting automorphic orbits in finitely generated groups
[NO] 253/1912 | Fractional Sobolev-type embedding on CR sphere and Heisenberg group
[NO] 254/1912 | On the classification of toric $2$-Fano manifolds: generic $\mathbb{P}^2$-bundles
[NO] 255/1912 | An ensemble-based approach for multi-fidelity emulation and adaptive sampling
[NO] 256/1912 | HABIT: Chrono-Synergia Robust Progressive Learning Framework for Composed Image Retrieval
[NO] 257/1912 | Yukawa scalar self energy at two loop and $\langle φ^2 \rangle$ in the inflationary de Sitter spacetime
[NO] 258/1912 | CodePivot: Bootstrapping Multilingual Transpilation in LLMs via Reinforcement Learning without Parallel Corpora
[NO] 259/1912 | Paradigm Shift from Statistical Channel Modeling to Digital Twin Prediction: An Environment-Generalizable ChannelLM for 6G AI-enabled Air Interface
[NO] 260/1912 | The trigger and localization system of SVOM-GRM
[NO] 261/1912 | Intrinsic Neuro-Synaptic Spiking Dynamics and Resonance in Memristive Networks
[NO] 262/1912 | Exponential quantum space advantage for Shannon entropy estimation in data streams
[NO] 263/1912 | An Exact Algorithm for Public Transport Line Planning Considering Passenger and Operational Costs and Lost Demand
[NO] 264/1912 | Neural Garbage Collection: Learning to Forget while Learning to Reason
[NO] 265/1912 | Polar and Convolutional Codes for the Unequal Message Protection Problem
[NO] 266/1912 | Causally-Constrained Probabilistic Forecasting for Time-Series Anomaly Detection
[NO] 267/1912 | Multi-UAV Path Following using Vector-Field Guidance
[NO] 268/1912 | SWORD: Symmetry and Wyckoff-sequence of Ordered and Disordered crystals
[NO] 269/1912 | The strange mechanics of an elastic rod under null-resultant transverse loads
[NO] 270/1912 | EcoTIM: Fuel-saving multi-brand tillage with ISO 11783 TIM
[NO] 271/1912 | Modeling Utah FORGE 2022 EGS Hydraulic Stimulations: Tensile Hydraulic Fractures versus Fluid-Induced Dilatant Shear Ruptures
[YES] 272/1912 | MASFuzzer: Fuzz Driver Generation and Adaptive Scheduling via Multidimensional API Sequences
[NO] 273/1912 | Modeling Multiple Support Strategies within a Single Turn for Emotional Support Conversations
[NO] 274/1912 | Mismatch Capacity under Stochastic Decoding
[NO] 275/1912 | MINT-Bench: A Comprehensive Multilingual Benchmark for Instruction-Following Text-to-Speech
[NO] 276/1912 | Adaptive finite element methods with optimally preconditioned GMRES guarantee optimal complexity
[NO] 277/1912 | Import-Dependent Grain Processing Hubs: The Case of Türkiye's Flour Sector
[NO] 278/1912 | From Heads to Neurons: Causal Attribution and Steering in Multi-Task Vision-Language Models
[NO] 279/1912 | Robust Distributed Sub-Optimal Coordination of Linear Agents with Uncertain Input Nonlinearities
[NO] 280/1912 | The vibrational spectrum of vitreous silica: rigorous decomposition via recursive orthogonal splitting analysis
[NO] 281/1912 | Ray Tracing-Enabled Digital Twin for RIS Phase Optimization: Implementation and Experimental Validation
[NO] 282/1912 | Prompting Foundation Models for Zero-Shot Ship Instance Segmentation in SAR Imagery
[NO] 283/1912 | OneDrive: Unified Multi-Paradigm Driving with Vision-Language-Action Models
[NO] 284/1912 | Synthetic Seismograms from Particle Bed Interactions and Turbulent River Flow: Modeling and Comparison with Observations
[NO] 285/1912 | A Coupling Method of Mixed and Lagrange Finite Elements for Linear Elasticity Problem
[NO] 286/1912 | On Spielman's Laplacian Eigenratio Conjecture and Related Problems
[NO] 287/1912 | Bayesian Active Learning with Gaussian Processes Guided by LLM Relevance Scoring for Dense Passage Retrieval
[NO] 288/1912 | LEPO: \underline{L}atent R\underline{e}asoning \underline{P}olicy \underline{O}ptimization for Large Language~Models
[NO] 289/1912 | Cache-Related Smells in GitLab CI/CD: Comprehensive Catalog, Automated Detection, and Empirical Evidence
[NO] 290/1912 | Latent Preference Modeling for Cross-Session Personalized Tool Calling
[NO] 291/1912 | Scaling Human-AI Coding Collaboration Requires a Governable Consensus Layer
[NO] 292/1912 | GraSP: Graph-Structured Skill Compositions for LLM Agents
[NO] 293/1912 | M100: An Orchestrated Dataflow Architecture Powering General AI Computing
[NO] 294/1912 | Semiclassical resonances under local magnetic fields
[NO] 295/1912 | UniCSG: Unified High-Fidelity Content-Constrained Style-Driven Generation via Staged Semantic and Frequency Disentanglement
[NO] 296/1912 | Efficient Diffusion Models under Nonconvex Equality and Inequality constraints via Landing
[NO] 297/1912 | Duality Between Prime Factors and The Prime Number Theorem For Arithmetic Progressions -- Higher Order Dualities
[NO] 298/1912 | PCM-NeRF: Probabilistic Camera Modeling for Neural Radiance Fields under Pose Uncertainty
[NO] 299/1912 | Three-dimensional visualization of lattice defects in $β$-Ga$_2$O$_3$ via synchrotron-radiation Borrmann-effect X-ray topo-tomography
[NO] 300/1912 | GR4CIL: Gap-compensated Routing for CLIP-based Class Incremental Learning
[NO] 301/1912 | Privacy-Preserving Product-Quantized Approximate Nearest Neighbor Search Framework for Large-scale Datasets via A Hybrid of Fully Homomorphic Encryption and Trusted Execution Environment
[NO] 302/1912 | Memory Centric Power Allocation for Multi-Agent Embodied Question Answering
[NO] 303/1912 | A generalization of the Takagi function for beta-expansions
[NO] 304/1912 | Local and 2-local $\frac{1}2$-derivations of infinite-dimensional Lie algebras
[NO] 305/1912 | Movable-Antenna Enabled Robust Vehicular Consumer Networks Under Imperfect CSI
[NO] 306/1912 | Current-State Opacity in Safe Partially Observed Quantum Petri Nets: True-Concurrency Semantics and Exact Symbolic Verification
[NO] 307/1912 | The Cactus Criterion: When Nonlinear Hodge Theory Reduces to Linear on Graphs
[NO] 308/1912 | Prompt Optimization Enables Stable Algorithmic Collusion in LLM Agents
[NO] 309/1912 | A Deep Ritz Method for High-Dimensional Steady States of the Cahn--Hilliard Equation
[NO] 310/1912 | Measurement-defined control of single-particle interference
[NO] 311/1912 | Toward Variation-Independent Regression by Composition
[NO] 312/1912 | Hodge Atoms at Conifold Degenerations: F-Bundles, Limiting Mixed Hodge Modules, and the Rigid-Flexible Decomposition
[NO] 313/1912 | Source-Free Domain Adaptation with Vision-Language Prior
[NO] 314/1912 | Testing cosmological isotropy with gravitational waves and gamma-ray bursts
[NO] 315/1912 | A Numerical Analysis for Pursuit-Evasion Games under the Stackelberg Eqilibrium
[NO] 316/1912 | Some experimental results on stable equivalence of GST Links for the Generalized Property R Conjecture
[NO] 317/1912 | The Kerman-Sawyer trace theorem for product Morrey spaces
[NO] 318/1912 | Poling-free Spontaneous Parametric Down Conversion without for Silicon Carbide and Lithium Niobate photonics
[NO] 319/1912 | GeGS-PCR: Effective and Robust 3D Point Cloud Registration with Two-Stage Color-Enhanced Geometric-3DGS Fusion
[NO] 320/1912 | WISV: Wireless-Informed Semantic Verification for Distributed Speculative Decoding in Device-Edge LLM Inference
[NO] 321/1912 | MasterSet: A Large-Scale Benchmark for Must-Cite Citation Recommendation in the AI/ML Literature
[NO] 322/1912 | A Hamilton-Jacobi Reachability-Guided Search Framework for Efficient and Safe Indoor Planar Robot Navigation
[NO] 323/1912 | Pulsed Optical Injection Steering in Multistable Semiconductor Laser Arrays under Correlated Noise
[NO] 324/1912 | Scale invariance of the polaron energy at the Mott-superfluid critical point
[NO] 325/1912 | MetaCloak-JPEG: JPEG-Robust Adversarial Perturbation for Preventing Unauthorized DreamBooth-Based Deepfake Generation
[NO] 326/1912 | When AI Models Become Dependencies: Studying the Evolution of Pre-Trained Model Reuse in Downstream Software Systems
[NO] 327/1912 | Optimality in group-driven social dynamics on hypergraphs
[NO] 328/1912 | Multi-View Hierarchical Graph Neural Network for Sketch-Based 3D Shape Retrieval
[NO] 329/1912 | An asymptotic shape optimization problem for Riesz means of Laplacian eigenvalues
[NO] 330/1912 | DocQAC: Adaptive Trie-Guided Decoding for Effective In-Document Query Auto-Completion
[NO] 331/1912 | Faster by Design: Interactive Aerodynamics via Neural Surrogates Trained on Expert-Validated CFD
[NO] 332/1912 | Incremental learning for audio classification with Hebbian Deep Neural Networks
[NO] 333/1912 | Physics-Informed Neural Networks for Maximizing Quantum Fisher Information in Time-Dependent Many-Body Systems
[NO] 334/1912 | Unirational algebraic groups and tame ramification
[NO] 335/1912 | Symmetry Guarantees Statistic Recovery in Variational Inference
[NO] 336/1912 | Model in Distress: Sentiment Analysis on French Synthetic Social Media
[NO] 337/1912 | Morita equivalence for quantum graphs
[NO] 338/1912 | Generic skyrmion phase diagram in ferrimagnetic films
[NO] 339/1912 | Enhancing Continual Learning of Vision-Language Models via Dynamic Prefix Weighting
[NO] 340/1912 | Superspecial generalized Howe curves of genus 4, 5, and 6 with completely decomposable Jacobians
[NO] 341/1912 | Pick-up Sticks and the General Fibonacci Numbers
[NO] 342/1912 | MathNet: a Global Multimodal Benchmark for Mathematical Reasoning and Retrieval
[NO] 343/1912 | MUA: Mobile Ultra-detailed Animatable Avatars
[NO] 344/1912 | On the spacetime positive energy theorem in arbitrary dimension
[NO] 345/1912 | Fingerprints of preformed pairs in two-electron angle-resolved photoemission spectroscopy
[NO] 346/1912 | SynAgent: Generalizable Cooperative Humanoid Manipulation via Solo-to-Cooperative Agent Synergy
[NO] 347/1912 | The hypersymplectic flow descended from the $G_2$-Laplacian coflow
[NO] 348/1912 | Wasserstein Distributionally Robust Risk-Sensitive Estimation via Conditional Value-at-Risk
[NO] 349/1912 | A differentiable software suite for accelerated simulation of turbulent flows
[NO] 350/1912 | Weak minimizing property and reflexivity
[NO] 351/1912 | LLM Safety From Within: Detecting Harmful Content with Internal Representations
[NO] 352/1912 | Learning the Riccati solution operator for time-varying LQR via Deep Operator Networks
[NO] 353/1912 | A primality test for $Kp^\ell - 1$ numbers
[NO] 354/1912 | Too Correct to Learn: Reinforcement Learning on Saturated Reasoning Data
[NO] 355/1912 | Adversarial Humanities Benchmark: Results on Stylistic Robustness in Frontier Model Safety
[NO] 356/1912 | `New' examples of skew fields not finitely generated as algebras
[NO] 357/1912 | On the Independence Number of the Prime-Coprime Graph of a Finite Group
[NO] 358/1912 | NI Sampling: Accelerating Discrete Diffusion Sampling by Token Order Optimization
[NO] 359/1912 | pyTRAIN -- a modern TRAIN implementation
[NO] 360/1912 | Spectral theory of plasmonic resonances in the nonlocal regime
[NO] 361/1912 | Learning Invariant Modality Representation for Robust Multimodal Learning from a Causal Inference Perspective
[NO] 362/1912 | Progressive Online Video Understanding with Evidence-Aligned Timing and Transparent Decisions
[NO] 363/1912 | Kernel-Preserving Dynamics and Symmetry Classification for Synchronization Subspaces
[NO] 364/1912 | Wave operators for Jacobi matrices
[NO] 365/1912 | Moire Control of Alterelectric Quadrupolar Order
[NO] 366/1912 | Expected perimeter of the convex hull of planar Brownian motion stopped upon exiting the unit disk
[NO] 367/1912 | MedProbeBench: Systematic Benchmarking at Deep Evidence Integration for Expert-level Medical Guideline
[NO] 368/1912 | Plasmonic Photocatalysis Enables Selective Oxidative Coupling of Methane with Nitrous Oxide under Ambient Conditions
[NO] 369/1912 | Crossed product C*-algebras associated with non-minimal actions on the circle
[NO] 370/1912 | Far-Field Absolute Gain Antenna Measurements at Sub-THz Frequencies: A New Interpretation
[NO] 371/1912 | Function spaces and potential theory in the Orlicz setting
[NO] 372/1912 | The Rise of Quantum Computing -- Take a BITE for Built Environment and Urban Microclimate Research
[NO] 373/1912 | Virtual element methods for a quad-curl problem on general planar domains
[NO] 374/1912 | StepPO: Step-Aligned Policy Optimization for Agentic Reinforcement Learning
[NO] 375/1912 | Molecular Clouds at the Edge of the Galaxy II. Physical properties and scaling relations
[NO] 376/1912 | Universal compactified Jacobians: cohomological invariance and boundary combinatorics
[NO] 377/1912 | Spectrum Configuration Framework for Throughput Maximization in Open Systems with Roll-Off-Based QoT Optimization
[NO] 378/1912 | Dissecting AI Trading: Behavioral Finance and Market Bubbles
