[2026-07-17 10:48:02] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-16
正在获取论文...
[arXiv] 2026-07-16 | Immediate 3D Gaussian Splat Reconstruction of Unordered Input with Global Consistency
[NO] 505/1846 | Large data global solution of the 3D RVM system with cylindrical symmetry II: Pointwise estimates
[NO] 506/1846 | GlobalForge: Towards Robust AI-Generated Image Detection
[NO] 507/1846 | Stop Thinking, Start Looking: Efficient Post-Training for Multimodal Document Question Answering via Reasoning-Free Alignment
[NO] 508/1846 | ReBind: Multi-Reference Video Editing via Structured Instructions with Explicit Reference Relationships
[NO] 509/1846 | Spin fluctuation-mediated unconventional superconductivity in ThFeAsN from first-principles
[NO] 510/1846 | Stability for boundary actions of cocompact lattices in Euclidean buildings
[NO] 511/1846 | A new strategy for physics-informed neural networks based on hierarchical collocation point refinement
[NO] 512/1846 | SmartRAG: Native Graph-Based RAG for Mobile Device
[NO] 513/1846 | Worst-Case Quantum Algorithm for Optimal Polynomial Intersection Beyond Decoded Quantum Interferometry
[NO] 514/1846 | Large affine spaces of symplectic forms
[NO] 515/1846 | Multiple Clausen values and deformed Apéry-like series
[NO] 516/1846 | MCPEvol-Bench: Benchmarking LLM Agent Performance Across Dynamic Evolutions of MCP Servers
[NO] 517/1846 | Cluster structures on $SL_n/SO_n$
[NO] 518/1846 | Relativistic Tidal Transitions of Saturated Kerr Boson Clouds
[NO] 519/1846 | Observational planning for the 2026 August 5 Falcon 9 Upper Stage lunar impact
[NO] 520/1846 | Multiverse analysis, abdication of responsibility and manufacturing of doubt
[NO] 521/1846 | SportD: Can VLMs Physically Strategize?
[NO] 522/1846 | The First Moment of Dirichlet L-functions over Generators of the Character Group
[NO] 523/1846 | Auditing Fairness-Privacy Trade-offs: Subpopulation-Level Effects of Fairness-Enhancing Algorithms
[NO] 524/1846 | SYNAPSE: A Multi-LLM Orchestrated AI Tutor for Secure Software Development Education with Neurodivergent-First Design
[NO] 525/1846 | Adaptive Score-Based VAMP: Self-Tuning Hyperparameters via Tilted EM
[NO] 526/1846 | How Well Does AI-Generated Feedback Work? Intrinsic and Extrinsic Evaluation across more than 20,000 EFL Essay Drafts
[NO] 527/1846 | Second-Order Optical Nonlinearity of AlScN Films Grown By Molecular Beam Epitaxy
[NO] 528/1846 | Conversational Tactile Data Interfaces: Co-Designing Accessible Data Experiences with Blind Users Using Refreshable Tactile Displays and Conversational AI
[NO] 529/1846 | Governing Artificial Intelligence: Public Preferences and Regulatory Options
[NO] 530/1846 | A Catalog of Compact High-Velocity Clouds from the FAST All-Sky HI Survey (FASHI) DR2
[NO] 531/1846 | Democratizing Agent Deployment Safety: A Structural Monitoring Approach
[NO] 532/1846 | A Modern Multimodal Assistant on a 6 GB 2011 GPU: Stage-Validated, All-GPU CUDA Inference for Fermi
[NO] 533/1846 | Fully Automated End-to-End Adversary Emulation from MITRE ATT\&CK Based Cyber Threat Intelligence Using LLMs
[NO] 534/1846 | Probabilistic Physics-Informed Neural Networks for Estimating Heterogeneous Elastic Properties from Low-Resolution and Noisy Displacement Data
[NO] 535/1846 | Beyond Archimedean Intelligence: Toward an Intrinsic p-Adic Theory of Learning
[NO] 536/1846 | Impact of Expert-Following Strategies in Financial Asset Recommendation
[NO] 537/1846 | Consistent Variance Estimation for Q-Function Estimators in Finite-Horizon MDP Tree Search
[NO] 538/1846 | Answer-Conditioned Chains of Thought Degrade Verifiable-Reasoning Distillation in Large Language Models
[NO] 539/1846 | World-Model-Aware Responsibility Allocation in Heterogeneous Logistics Systems
[NO] 540/1846 | Bifurcations of periodic and antiperiodic orbits near an equilibrium in autonomous differential delay systems with one or two delays
[NO] 541/1846 | Probabilistic redshift estimation of unresolved galaxies from multi-band background light maps
[NO] 542/1846 | Structure-Aware Variational State Preparation for Quantum Basket Option Pricing
[NO] 543/1846 | Beyond the Riemann Hypothesis bounds: A pair-correlation approach to the least prime in arithmetic progression and the smallest quadratic non-residue
[NO] 544/1846 | VTM-Nav: Hierarchical Visual-Topological Memory for Cross-Episode Object-Goal Navigation
[NO] 545/1846 | RetroAgent: Harnessing LLMs to Search Over Structured Memory for Agentic Retrosynthesis Planning
[NO] 546/1846 | Non-vacuous Generalization Bounds for Reinforcement Learning with Verifiable Rewards
[NO] 547/1846 | Physical Reservoir Signal Acquisition for Sub-Nyquist Waveform Reconstruction
[NO] 548/1846 | Transverse Optomechanical Interaction Mediated by Mechanically Induced Symmetry Breaking: Hamiltonian Dynamics
[NO] 549/1846 | Reinforcing Egocentric Spatial Perception in Multimodal Large Language Models via Ego Scene Augmentation
[NO] 550/1846 | Parameter Scan of Multi-Fluid Equilibria in Rotating p-11B Plasmas: Effects on Fusion Power and Bremsstrahlung Losses
[NO] 551/1846 | Full-data accuracy with fewer labels for training and fine-tuning machine-learning force fields
[NO] 552/1846 | Step-Level Preference Learning for Generative Agents in Social Simulations
[NO] 553/1846 | Scheduler-Agnostic Adaptive-FEC for MPQUIC: Field Evaluation over Commercial Cellular Paths
[NO] 554/1846 | BioTIER: A Refusal Benchmark for Targeted Biological Risk Mitigation
[NO] 555/1846 | One-Shot Generative Design for Disordered Metamaterials via Self-Organizing Neural Cellular Automata
[NO] 556/1846 | Semitotal domination in unit disk graphs
[NO] 557/1846 | Precise sample covariance spectral norm error -- an RDT view
[NO] 558/1846 | Simply Typed Reverse-Mode AD with Variants: Denotational Correctness via Idempotent Completion
[NO] 559/1846 | Revisiting Data Quality Control and Multiple-star Modeling in Wide Binary Gravity Tests: Confirmation of MOND-type Gravitational Anomaly at Low Acceleration
[NO] 560/1846 | Cotton-SF YOLO: Learning Structural and Frequency Cues for Early Cotton Square Detection in Complex Field Environments
[NO] 561/1846 | Tactile: Giving Computer-Using Agents Hands and Feet
[NO] 562/1846 | Counterexamples to additivity of minimum output $p$-Rényi entropy of quantum channels for $p>3/4$ and $0\leq p<1/4$
[NO] 563/1846 | Diffusioosmosis of electrolyte solutions in axisymmetric channels
[NO] 564/1846 | Emergent d-wave altermagnetism in chlorine-adsorbed FeSe monolayer
[NO] 565/1846 | Detecting clear-air turbulence via beam broadening in a Rayleigh-scattering lidar system
[NO] 566/1846 | On the geometry of Coulomb branches
[NO] 567/1846 | Indirect Variational Inference: Applications to Earnings Dynamics
[NO] 568/1846 | Unified framework of optical thermodynamics and optical pressure
[NO] 569/1846 | Quantum spin correlations in $Z^\prime$-mediated $t\bar{t}$ production at future lepton colliders
[NO] 570/1846 | Superadditivity for Entanglement-Assisted Communication
[NO] 571/1846 | Grokipedia vs Wikipedia: An LLM-Based Audit of Political Neutrality along Ideologies
[NO] 572/1846 | Semiclassical estimates near threshold energies and resonance counting on Schwarzschild black holes
[NO] 573/1846 | Ray-based phase error correction for miniaturized DOE projector-based FPP under single-directional hyperbolic projection
[NO] 574/1846 | A Bombieri-Vinogradov theorem for exponential sums over products of k primes
[NO] 575/1846 | Platform Choice, Trust, and Privacy in the Consumer AI Assistant Market
[NO] 576/1846 | Catch, Throw, Repeat: Planning for Human-Robot Partner Juggling
[NO] 577/1846 | DAPGNet: Dynamic Adaptive Physics-Guided Graph Diffusion Network for Hyperspectral Image Classification
[NO] 578/1846 | On-board AI-based Channel Estimation for LEO NTNs
[NO] 579/1846 | Spacelike-Collinear Scattering by the Method of Regions
[NO] 580/1846 | Quantum Lock-In Detection via Successive Adiabatic Evolution
[NO] 581/1846 | Zeros of one-forms and the topology of algebraic maps
[NO] 582/1846 | Transformation of vector modes by the Faraday effect in strong magnetic fields
[NO] 583/1846 | Towards Hierarchical Structure Understanding of Newspaper Images
[NO] 584/1846 | Evaluating covariate balance for long time horizon Markov decision processes
[NO] 585/1846 | A Thermodynamically Consistent Manifold Model for Premixed Deflagrations & Detonations
[NO] 586/1846 | SQD-Enabled Circuit Compression for Resource-Efficient Quantum Chemistry
[NO] 587/1846 | Mitigation of Initial Transients in Total-f Gyrokinetic Turbulence Simulations Using Neoclassically Relaxed Distribution Function
[NO] 588/1846 | Substitution and quotient of the isotropy group action
[NO] 589/1846 | Learning the Fermion sign structure in path-integral Monte Carlo
[NO] 590/1846 | Female participation in science in the past 125 years: An analysis of the Matilda effect over time
[NO] 591/1846 | The study of bulk damage of high gamma-irradiated $n^+$-in-$p$ silicon diodes
[NO] 592/1846 | Deep Scene-Driven Ordering of Hadamard Basis for Single-Pixel Spectral Imaging
[NO] 593/1846 | Low-Frequency VLBI Network Using SKA-LOW
[NO] 594/1846 | Double $L$-values of Negative Weight Admitting Series Representations
[NO] 595/1846 | Fully discrete least-squares splitting scheme for the Monge-Ampère equation: finite element analysis and convergence
[NO] 596/1846 | When AI Blurs the Boundaries of Contribution: An Empirical Study of Authorship Calibration
[NO] 597/1846 | SMC-ES: Automated synthesis of formally verified control policies
[NO] 598/1846 | The World Cup in space: Finding ionised buckyballs in the ISM with CARMENES
[NO] 599/1846 | Modeling the Fatigue Behavior of Amorphous Polymers
[NO] 600/1846 | Isomer-specific excitation of formic acid in collisions with helium atoms
[NO] 601/1846 | Testing the Isotropy of the Universe with the CHIME/FRB Catalog I
[NO] 602/1846 | On Success and Simplicity: A Second Look at Transferable Vision-Language Attack Pipeline
[NO] 603/1846 | The Goldilocks Molecule: H$_{2}$ Emission Lines Can Identify Elusive Dwarf AGN
[NO] 604/1846 | Latent Trajectory Discrimination for AI-Generated Text Detection
[NO] 605/1846 | Gluon GTMDs in the exclusive electroproduction of heavy-quark pairs
[NO] 606/1846 | Statistical Modelling of Planetary Boundary Layer Height and Its Measurement Uncertainty Using GRUAN Profiles
[NO] 607/1846 | Avoiding Dilution: Using Diffusion and Vision Transformers to resolve Majorana Features in Nanowires at High Temperature
[NO] 608/1846 | Introspective Attention Modulation for Safe Text-to-Image Generation
[NO] 609/1846 | Learning-Driven Channel Representation for Wireless Localization: From Channel Observations to Location Inference
[NO] 610/1846 | VideoChat3: Fully Open Video MLLM for Efficient and Generalist Video Understanding
[NO] 611/1846 | DD4AO control law for RISTRETTO: robustness, real-time performance, and on-sky validation with PAPYRUS
[NO] 612/1846 | Random Access to LZ-End: Faster and Deterministic
[NO] 613/1846 | Show Me How You Reason and I'll Tell You Who You Are: Reasoning Graphs for Robust LLM Authorship Attribution
[NO] 614/1846 | The VST ATLAS Survey -- IV: Galaxy, LRG and QSO bias and HODs via ACT CMB Lensing
[NO] 615/1846 | OASIS-Map: Object-Level Change Detection in Multi-Session Mapping using Semantic Correspondence Matching
[NO] 616/1846 | Selectivity Drives Efficiency: Dataset Pruning for Visual Place Recognition
[NO] 617/1846 | Domain Adaptation of Mismatched Proximal Denoiser for Plug-and-Play Image Reconstruction
[NO] 618/1846 | Sizable Ligand-Mediated Bond-Dependent Interactions in a Spin-1 Triangular Antiferromagnet NiI$_2$
[NO] 619/1846 | Sharp decay thresholds in weighted $L^\infty$ for wave kinetic equations with power-law dispersion
[NO] 620/1846 | Proof-or-Stop: Don't Trust the Agent, Trust the Evidence -- Loop Engineering for Verifiable Evidence-Gated Lifecycle Control
[NO] 621/1846 | Analytical study of the optimal combination of binary classifiers based on classifiers-induced partitioning of the training set
[NO] 622/1846 | A Geometric Theory of Fermion-to-Qubit Encodings
[NO] 623/1846 | Ball Covering Property on Operators and Calkin Algebra
[NO] 624/1846 | PAC Learning in Turn-Based Stochastic Games with Reachability Objectives: A Decentralized Private Approach via Expected Conditional Distance
[NO] 625/1846 | One-for-All Adaptive Radiotherapy Planning Agent: A Foundation Framework for Daily CBCT-guided Radiotherapy
[NO] 626/1846 | Equidistribution and the torsor method
[NO] 627/1846 | A framework for producing harmonic maps
[NO] 628/1846 | Modeling and Validation of Quality of Control for Edge-Offloaded Collaborative Navigation
[NO] 629/1846 | On Matrix Product Factorization in Association Schemes
[NO] 630/1846 | A flexible DAQ system for the Timepix4 ASIC in the 4DPHOTON project
[NO] 631/1846 | D-coloring of planar graphs
[NO] 632/1846 | Monopole Spin Density Wave States in Magnetic Weyl Semimetals
[NO] 633/1846 | Blurring Modal Boundaries: A Unified Survey from Single- to Multi-Modal Person Re-ldentification
[NO] 634/1846 | Evaluating Epistemic Uncertainty: Beyond OOD Detection and Active Learning
[NO] 635/1846 | Post Hoc Inference for Component Attribution in Multivariate Change-Point Detection
[NO] 636/1846 | Strong error analysis of a temporal approximation for stochastic Korteweg-de Vries equation with small additive noise
[NO] 637/1846 | The radial action for massive particles in spherically symmetric geometries: Exact resummation at any PM order
[NO] 638/1846 | The distribution of eccentricities in random regular graphs
[NO] 639/1846 | Valinor: Architectural Support for Fast, Energy-Efficient and Programmable Physical Memory Allocation
[NO] 640/1846 | Kernelization for $H$-Packing Revisited
[NO] 641/1846 | SEED: Self-Evolving On-Policy Distillation for Agentic Reinforcement Learning
[NO] 642/1846 | Elliptic Range-Doppler Mapping for OFDM-ISAC under IQ Imbalance
[NO] 643/1846 | Boson peak and medium-range elastic heterogeneity in calcium silicate hydrate probed by terahertz spectroscopy and low-temperature calorimetry
[NO] 644/1846 | Component Modalities of Quantum Logic
[NO] 645/1846 | AI vs Human Expert Reasoning: Assessing Agreements in Building Typology Predictions based on Street View Imagery
[NO] 646/1846 | 3D scanning microscopy through scattering surfaces using the optical memory effect
[NO] 647/1846 | On Hyperbolic Stochastic Galerkin Projections of Shallow Water Linearised Moment Equations
[NO] 648/1846 | WanSong v1.0 Technical Report
[NO] 649/1846 | Understanding of Task-specific and Subject-specific Components in Surface EMG
[NO] 650/1846 | Sharp lifespan estimates and a Huygens-type effect for one-dimensional Nakao's problem
[NO] 651/1846 | Dense sets without large sumsets
[NO] 652/1846 | SceneBind: Binding What and Where Across Vision, Audio and Language
