[2026-07-10 11:52:49] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-09
正在获取论文...
[arXiv] 2026-07-09 | Infinitely many sign-changing solutions for critical Hamiltonian systems with linear perturbation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 775/1777 | LAP: Simple Command-line Tools for Teaching Logic, Algorithms, and Proof in Computer Science
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 776/1777 | Factors Influencing Conversational Engagement in Robot-Delivered Individual Cognitive Stimulation Therapy (iCST) for Dementia in Home Settings
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 777/1777 | SpO$_2$ Predictor-Guided Stage-Wise Time-Frequency Reconstruction of Low-Quality Dual-Wavelength PPG for Oxygen Saturation Estimation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 778/1777 | “I like using GenAI as a tool, but with the feeling that I’m better than it”: Exploring How Students Negotiate Computing Identity in the Age of GenAI
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 779/1777 | Luma
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 780/1777 | Empowering Job Recommendation with Large Language Models: A Generative and Attentive Approach
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 781/1777 | Likelihood Correspondence of Toric Statistical Models
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 782/1777 | Fully Screen-Printed Flexible Electrochemical Sensor Based on TiCT-CuO Nanocomposite for Simultaneous Determination of Dopamine and Uric Acid_supp1-3709062.docx
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 783/1777 | Deep Learning-based Filtering for Video Coding: A Survey on Architectures, Algorithms, and Complexity Analysis
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 784/1777 | IEEE Computer Science and Engineering Awards
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 785/1777 | Enhancing Generalization for Blurred UAV Images: An Improved Method for Forest Pest and Disease Detection
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 786/1777 | Estimating Tropospheric Delay in Spotlight Mode InSAR Data Using Multi-Squint Processing_supp1-3711538.pdf
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 787/1777 | Author Index
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 788/1777 | Energy-Optimal Spatial Iterative Learning within a Virtual Tube
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 789/1777 | Wireless-Powered Flexible Bioelectronic Implants with Deformation-Aware Optimization
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 790/1777 | Building Minimum-Power Digital Circuits With Sub-Femtowatt Dynamic Leakage-Suppression Logic Standard Cells
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 791/1777 | Technical Program Committee
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 792/1777 | Evaluation of a Novel Endovascular Electrode Array for Long-Term Cortical Recording and Stimulation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 793/1777 | Research on Electromagnetic Coupling Prediction Method of Shielding Enclosures with Aperture Based on Conditional Forward Mapping Network
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 794/1777 | A Small-AC-Signal Injection Based Decentralized Secondary Voltage Control Method for Multi-Bus AC Microgrids
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 795/1777 | Multi-Objective Capacity Optimization of Off-Grid Multi-Energy Microgrids Based on NSGA-II
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 796/1777 | 2-D Beam-Scanning Rinehart-Luneburg Lens Antenna Fed by Butler Matrix
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 797/1777 | Explainable Detection and Trust-Aware Mitigation of Malicious IRS Behavior in Multi-IRS 6G Networks
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 798/1777 | All-Metal Circularly Polarized Filtering Transmitarray
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 799/1777 | Hybrid Electrolytic Cell Power Allocation and Hydrogen Production Optimization based on Deep Reinforcement Learning
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 800/1777 | Transfer Learning and Partial Attention-Enhanced MADRL for Large-Scale P2P Energy Scheduling
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 801/1777 | Design of an Angle-Selective Surface for All-Angle High-Power Microwave Protection
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 802/1777 | Modulating Muscle Activation via Exoskeleton-Applied Resistive Loading During Rodent Locomotion
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 803/1777 | Voltage and Frequency Control of Off-grid Multi-microgrid Based on Security Baseline and Improved PPO
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 804/1777 | Enhanced EEG-Based Tracking of DMN Activity Using ICA and EEG Source Localization for a VR Psychedelic Environment
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 805/1777 | Considering Spatiotemporal Mutual Support in Island Microgrid Cluster Shared Electricity-Ammonia Energy Storage Double-Layer Optimal Scheduling
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 806/1777 | A Polarization Rotation Reflective Surface Based on Dielectric Resonator
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 807/1777 | Modeling and Stability Analysis of Photovoltaic Quasi-Z-Source Inverters
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 808/1777 | Real-Time Feedback-Enabled LSTM Controller for Boiler Combustion Optimization in Thermal Power Plants
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 809/1777 | High-Selectivity on-Chip Wideband Bandpass Filter Based on Hybrid Resonator with Controllable Transmission Zeros
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 810/1777 | Design of Coaxial-Fed Energy Selective Electromagnetic Protective Antenna
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 811/1777 | Multiobjective Optimal Synthesis of Transmitting Antennas for Microwave Wireless Power Transmission
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 812/1777 | Multi-timescale Energy Coordination And Multi-objective Impulse-like Cooperative Control Method For Virtual Asynchronous Machines Under Complex Dynamic Conditions
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 813/1777 | Scenario Forecasting of Wind–Solar–Load and Ramping Demand Assessment Based on Key Meteorological-State Labels Under Limited Explicit Weather Data
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 814/1777 | A Two-Dimensional Partial Element-Based Formulation for the Per-Unit-Length Parameter Calculation of Conductors
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 815/1777 | A Conformal Transmit-Array Antenna with High Gain and 2-D Steerable Beam for UAV Radar
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 816/1777 | A Genetic Algorithm-Based Optimization Method for Antenna Positioning in Transcranial Electromagnetic Stimulation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 817/1777 | Optimization Scheduling Method for Renewable Energy Accommodation in Power Grids with Deep Participation of Electrified Heating Systems
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 818/1777 | X-Band Miniaturized High-Integrated Eight-Channel T/R Module Based on BGA Solder Ball Technology
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 819/1777 | SCA-Net: Spectral Cross-Channel Attention Network for Carbon Emission Prediction
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 820/1777 | A Review of Air Conditioning Load Modeling, Short-Term Forecasting and Ultra-Short-Term Forecasting
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 821/1777 | Intent-Based Security for Edge Applications: Distributed Orchestration with Over-the-Air Updates
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 822/1777 | New Fault Protection Method for Photovoltaic Access Distribution Network based on Composite Voltage Dynamic Change Index
