[2026-06-06 10:54:26] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-05
正在获取论文...
[ACM] 2026-6-5 | Hop-wise Planning with Iterative Explainable Self-Correction for Knowledge Base Question Answering
[NO] 249/921 | Virtual Chemistry Lab: Exploring Chemical Reactions through Immersive VR Technology
[NO] 250/921 | Robust Fake News Detection using Large Language Models under Adversarial Sentiment Attacks
[NO] 251/921 | Care Over Time: The Long-Term Potential of Socially Interactive Agents for Improving Mental Health and Well-being
[NO] 252/921 | Dynamic Factor Model-Based Multiperiod Mean-Variance Portfolio Selection with Portfolio Constraints
[NO] 253/921 | A Parameter-Free Multi-view Clustering Framework with Adaptive Anchors for Large-scale Data
[NO] 254/921 | Masthead
[NO] 255/921 | UPhy-Diff: A Text-guided Multimodal Physical Diffusion Model for Underwater Image Enhancement
[NO] 256/921 | Joint Optimization of Trajectory Control, Resource Allocation, and Task Offloading for Multi-UAV-Assisted IoV
[NO] 257/921 | Embedded Computational Cost Analysis of a Hybrid AI/Physics-Based State-of-Charge Estimation Method for Lithium-Ion Batteries
[NO] 258/921 | Integrating Identification and Regulation: A Foreign-Load Adaptive Balance Control Framework for Biped Robots via a Hierarchical Hip–Ankle Strategy
[NO] 259/921 | Event-Triggered Fixed-Time Orbital Tracking Control of Spacecraft via Fuzzy Reinforcement Learning
[NO] 260/921 | Multi-Domain Performance Assessment of Double-Gate Tunnel FETs for Low-Power Sensing Applications
[NO] 261/921 | Data-Clustering based Adaptive Mechanism for Constrained Multi-objective Model Predictive Control Without Weighting Parameters
[NO] 262/921 | AI-based Design, Optimization and Validation of a CMOS 65nm Current Conveyor IC for Chest Electrical Impedance Tomography
[NO] 263/921 | Enhancement of RGB-based Human Action Recognition via Event-Inspired Multitask Learning
[NO] 264/921 | MPQ-DMv2: Flexible Residual Mixed Precision Quantization for Low-Bit Diffusion Models With Temporal Distillation
[NO] 265/921 | Steiner and Poisson Traversal Initializations: Initial Curve Optimization for Geometric Flow-based Surface Filling
[NO] 266/921 | Fire Danger and Intensity Response to Vegetation Properties and Weather Conditions in Eastern Asia Using Multi-Layer Perceptron
[NO] 267/921 | Composite Control With Prescribed Performance for High-Speed Maglev Train Levitation Systems
[NO] 268/921 | Dynamic Asymmetric Group Key Agreement Without Pairing for Distributed Online Social Networks
[NO] 269/921 | Front Cover
[NO] 270/921 | A Worm-like Robot for Ferromagnetic Surface Inspection_supp4-3683248.mp4
[NO] 271/921 | Robust Algorithm With Contrastive Learning for Identifying Spatial Domains From Noised Spatial Transcriptomics Data
[NO] 272/921 | Career Verify – A Fake Job Posting Detection
[NO] 273/921 | IoHT PUFchain Simulator
[NO] 274/921 | Glow-Code: A Hybrid AI-Powered Platform for Personalized Skincare Analysis and Recommendation
[NO] 275/921 | AI Insights into Asia’s Development Landscape: A Multi-Algorithm Classification Study
[NO] 276/921 | Distributed Ledger Technology Enables Deep Convolutional Neural Network (CNN) Based Intrusion Detection to Enhance the Secure Collection &amp; Storage of Health Data
[NO] 277/921 | A Deep Learning-Based Anime Character Recognition and Recommendation System
[NO] 278/921 | A Multi-Model Assessment of Deep Learning Techniques for Regional Cuisine Identification Using Food Imagery
[NO] 279/921 | A System and Method for Vision-Based Stress Detection Using Facial Expressions and Convolutional Neural Networks
[NO] 280/921 | System Integrated Global Machine Automation OS (SIGMA OS)
[NO] 281/921 | Predicting Social Engineering Attacks Using an AI-Agent-Driven Detection Model
[NO] 282/921 | Call for Ideas
[NO] 283/921 | Multi-Agent Deep Contrastive Reinforcement Learning-Based Energy-Efficient Routing for Internet of Things
[NO] 284/921 | AI-Enhanced Financial NLP for Bitcoin Return Variation Prediction: Timestamp-Aware Evidence from Trump’s Tweets
[NO] 285/921 | Deep Learning for Postpartum Depression Prediction Using Behavioral Data: A Systematic Review
[NO] 286/921 | A Fully Linearized Electricity Market Clearing Model Utilizing Generalized Polynomial Approximation
[NO] 287/921 | SKY-Chunks: A Session-Key-Guided Chunking System for Lightweight and Secure LoRaWAN Image Delivery
[NO] 288/921 | Vertical GaN-on-GaN finFETs: Effect of SiN Spacer Layer on Breakdown Voltage and Device Stability Under Gate Bias Stress_supp1-3694359.pdf
[NO] 289/921 | A Compact NIR dToF Sensor for High-precision LiDAR Measurement with an Area-efficient Error Calibration Circuit
[NO] 290/921 | Dual-Comb Spectroscopy of SF
                    <sub>6</sub>
                    Using Free-Running Quantum Cascade Lasers Near 7.9 μm
[NO] 291/921 | TSF-DETR: Two-Stage Frequency-Domain Enhancement DETR for Small Object Detection in Remote Sensing
[NO] 292/921 | A Worm-like Robot for Ferromagnetic Surface Inspection_supp1-3683248.mp4
[NO] 293/921 | Sardinia's Energy Future Hinges on its Past: Ancient and Recent History Keep the Island Stuck on Coal
[NO] 294/921 | Zero Trust Network Architecture for Secure Cyberinfrastructure
[NO] 295/921 | Preprocessing Real-world Hazy Images for Improved Results of DehazeFormer
[NO] 296/921 | Modern Advances in Secure Multi-Party Computation: Protocols, Implementations, and Emerging Applications
[NO] 297/921 | Tablet to Table:From Dosage to Dish-An AI Alchemy
[NO] 298/921 | A Lightweight Framework for Emotion Drift and Asymmetry Detection in Explainable Deepfake Analysis
[NO] 299/921 | Machine Learning and Smart PLS Approach to Understanding Individual and Technological Determinants of Work Engagement and Workplace Happiness
[NO] 300/921 | Anomatrix: WiFi Anomaly Detection
[NO] 301/921 | Evaluating Financial Impact of Misclassifications in Credit Scoring Through IRR Analysis
[NO] 302/921 | SignGemma Multilingual Expansion: Integrating Indian Sign Language(ISL) For Accessible Real Time Translation
[NO] 303/921 | Translator-Oriented AI for Medical Record Reconciliation (TOAI-MR)
[NO] 304/921 | Learning from Rendering: Realistic and Controllable Extreme Rainy Image Synthesis for Autonomous Driving Simulation
[NO] 305/921 | Front Cover
[NO] 306/921 | Beamforming and Deployment Design for Cooperative AAV-enabled ISAC with Rate-Splitting Multiple Access under Imperfect CSI
[NO] 307/921 | EEPNet-V2: Patch-to-Pixel Solution for Efficient Cross-Modal Registration between LiDAR Point Cloud and Camera Image
[NO] 308/921 | Analyzing gait pattern associated with neuropsychiatric symptoms in Parkinson’s Disease by a comprehensive approach
[NO] 309/921 | Revocable Gateway-Centric Trust for Consumer Electronics Using Distributed Ledger Technology
[NO] 310/921 | Voltage and Frequency Restoration Control With State-Constrained Prescribed Performance for Islanded AC Microgrids
[NO] 311/921 | Causal Clothes-Invariant Feature Learning for Cloth-Changing Person Re-ID
[NO] 312/921 | A Rate-Distortion Optimized Skip Mode Coding Framework for Neural Video Compression in AVS
[NO] 313/921 | Table of Contents
[NO] 314/921 | A Voltage-Controlled Current Source Approach for Transient Electrothermal Analysis of IC Interconnects Under ESD Pulses
[NO] 315/921 | O
                    <sub>2</sub>
                    AS: Optimistic Online Aerial Search via Vision-Language Models
[NO] 316/921 | Data complement: Utilizing Realistic Wildlife Images Generated by Different Models as Training Data to Enhance the Performance of ViT and ConvNeXt Models for Wildlife Monitoring
[NO] 317/921 | Zero-Shot Network Intrusion Detection Using Semantic Learning and CVAE Augmentation
[NO] 318/921 | Pneumothorax Detection and Severity Estimation Via Chest Radiographs
[NO] 319/921 | Finding My Path in Electromagnetics: Lessons Across Borders and Disciplines:
                    <i>A Personal Reflection on Research, Mentorship, and Global Collaboration</i>
                    (Young Professionals
                    <i>)</i>
[NO] 320/921 | The Final Exam? [Turnstile]
[NO] 321/921 | AquaScope: A Secure, Edge-Native Framework for Real-Time Aquatic Habitat Monitoring
[NO] 322/921 | Text to Treatment - T2T: Memory Enhanced Retrieval Augmented Generation (RAG) Framework for Personalize Ayurvedic Medicine
[NO] 323/921 | Benchmarking the Effectiveness of AI-Driven Red Teaming Across Safety-Aligned Language Models
[NO] 324/921 | Hybrid Spiking Convolutional Neural Network (H-SCNN) on AudioMNIST
[NO] 325/921 | Evaluation of Object Detection Models on Indian Road Scenarios for Pothole Detection
[NO] 326/921 | Establishing a lightweight CNN Baseline on the SalmonScan Dataset for Fish Disease Detection
[NO] 327/921 | High performance fully in-GPU parallel inductive learner in description logic
[NO] 328/921 | The Challenge and Consideration for Informed Consent in Robotic and Intelligent Surgery
[NO] 329/921 | Fuzzy Neural Networks-Based Prescribed-Time Fault-Tolerant Cooperative Control of Second-Order Nonlinear Heterogeneous Multiagent Systems
[NO] 330/921 | Recessed-Gate Enhancement-Mode GaN HEMTs: Pre-Stress-Free High-Voltage Pulse Testing and Its Effects on Dynamic On-Resistance
[NO] 331/921 | Beyond Switching: Adaptive Weighted Integration for Learning-Augmented Caching
[NO] 332/921 | Diagonal Asymmetric Phase-Shift Modulation based Fault-Tolerant Method for Magnetic Network-based Energy Router under Switch Open-Circuit Fault
[NO] 333/921 | Rethinking Your Writing: Rhetoric for Reflective Writers: E. Shelley Reid: [Book Review]
[NO] 334/921 | High-dimensional Static Security Region Based on Hyper-planes–Vertex Calculation
[NO] 335/921 | EBMIF: Energy-Balanced Multi-Path Interest Forwarding in Underwater Named Data Networking
[NO] 336/921 | LAMC2026 CFP
[NO] 337/921 | Table of Contents
[NO] 338/921 | MESE: Mining Emotional and Semantic Evolution from User Comments for Fake News Detection_supp1-3690971.pdf
[NO] 339/921 | Fine-Grained Detection and Analysis of Unknown Encrypted Malicious Traffic From Mixed Noisy Labels_supp1-3697849.pdf
[NO] 340/921 | Electrochemical Characterization and DRT-Guided ECM Modeling of Commercial Sodium-Ion 18650 Cells
[NO] 341/921 | ObjSplat: Geometry-Aware Gaussian Surfels for Active Object Reconstruction
[NO] 342/921 | Automated Co-optimization Framework of Feature Selection and Ensemble Learning for Wafer Yield Prediction
[NO] 343/921 | Resource-Efficient Neural Network for Crop Damage Classification in Precision Agriculture_supp1-3686363.pdf
[NO] 344/921 | A diffusion-based sequential recommender via partial noise injection and cross-expert comparison
[NO] 345/921 | LMQBDANet: A Lightweight Rolling Bearing Fault Diagnosis Model with Multiscale Quadratic and Broadcast Denoising Attention
[NO] 346/921 | A Worm-like Robot for Ferromagnetic Surface Inspection_supp5-3683248.mp4
[NO] 347/921 | DARE: An Explainable AI-visualization Framework for Ill-defined Decision Making
[NO] 348/921 | Online Max-Min Fairness Guarantee for Request Completion Rates in Collaborative Edge Inference_supp1-3698398.pdf
[NO] 349/921 | Correlation Mechanism of Cranial Bone Mechanical Characteristics and CT Imaging Features in Robot-Assisted Craniotomy
[NO] 350/921 | Selective Layer Adaptive Attacks Against Federated Large Language Models
[NO] 351/921 | LLM-Powered Text-to-SQL Generation and Data Visualization
[NO] 352/921 | Attention Is All You Need [From the Editor]
[NO] 353/921 | AI-Driven Sports Analytics: A Comprehensive Review of Player Performance and Injury Prediction Using Data Science
[NO] 354/921 | Speech Response Latency Analysis in Children for Early Autism Detection
[NO] 355/921 | Sentiment Analysis on IMDB Reviews: A Comparative Study of Bag-of-Words, Deep Learning, and Transformer Models
[NO] 356/921 | Leveraging Vision-Language Models for Movie Genre Prediction: A Comparative Analysis of BLIP, CLIP, ViLT, and FLaVA
[NO] 357/921 | Integrating Supervised Learning Paradigms for Enhanced Marketing Campaign Outcome Prediction
[NO] 358/921 | Machine Learning Based System for Identification of Laghu and Guru in Sanskrit Verse
[NO] 359/921 | Create Classification model to Detect Glioma Meningioma Pituitary Malignant Cell Based on Artificial Intelligent
[NO] 360/921 | Diffraction and Scattering Modeling for Laser Power Beaming in Lunar Environment
[NO] 361/921 | Deep Reinforcement Learning-Aided Strategies for Big Data Offloading in Vehicular Networks
[NO] 362/921 | SAFER: Self-Attentive Feature Extraction and Reduction
[NO] 363/921 | Reinforcement Learning for Urban Business Intelligence_supp1-3692595.pdf
[NO] 364/921 | Polarimetric Ground and Volume Decomposition based on the PolInSAR Two-Layer model
[NO] 365/921 | Analysis and Optimization of OIRS-Aided VLC Systems with Random UE Orientation and Complete LoS Blockage
[NO] 366/921 | Load Frequency Control of Multisource Power System: Enhanced Counterfactual Multiagent Strategy Approach
[NO] 367/921 | Spatiotemporal Gap-Filling of GOCI-II Chlorophyll-a Using Attention-Based Partial Convolution Model_supp1-3700216.pdf
[NO] 368/921 | Nonlinear PDE Constrained Optimal Dispatch of Gas and Power: A Global Linearization Approximation Approach
[NO] 369/921 | CSS Distinguished Lecturers Program Highlights [Member Activities]
[NO] 370/921 | Content-preserved augmentation and style-transferred normalization for single domain generalization
[NO] 371/921 | Flexible Prescribed-Time Optimal Control With Adaptive State–Input Constraint Bounds via Actor–Critic Learning
[NO] 372/921 | On the Construction and Correlation Properties of Permutation-Interleaved Zadoff-Chu Sequences
[NO] 373/921 | Cylindrical Mechanical Projector for Omnidirectional Fringe Projection Profilometry
[NO] 374/921 | Enhanced Dual-Phase Continuous Phase Modulation Spread-Spectrum Communication Method for LEO Constellations
[NO] 375/921 | Corridor-Driven Topological Planning With Nonlinear MPC for Agile Quadrotor Flight_supp1-3700428.mp4
[NO] 376/921 | Unsupervised Deep Learning Method for Non-Invasive Early Detection of Skin Cancer via Millimeter-Wave Imaging
[NO] 377/921 | Deep Learning-Based Stock Prediction Leveraging Financial Sentiment and Market Indicators
[NO] 378/921 | PIPE4EQ: Practical Secure ECG Abnormality Queries by Cloud-Assisted Biosignal Monitoring
[NO] 379/921 | Evaluating CNN Model Accuracy and FPGA Resource Utilization in Quadrant-Based Facial Emotion Recognition
[NO] 380/921 | A Systematic Survey on Cryptography-Driven Privacy in Machine Learning
[NO] 381/921 | Secure AI-Driven eConsent Platforms: Enhancing Trust, Compliance, and Participation in Clinical Research
[YES] 382/921 | Knowledge Graph-Driven Automated Generation of SystemVerilog Assertions from Design Specifications
[NO] 383/921 | Impacted Tooth Detection Using MobileNetV2
[NO] 384/921 | Acoustic Based Real-Time Monitoring and Alert System for Illegal Logging Detection
[NO] 385/921 | Impact of TSV Geometry on Thermal Attack Vulnerability in 2.5D and 3D Integrated Circuits
[NO] 386/921 | Investilyze - Personalized Investment Advisor for Diverse Asset Classes
[NO] 387/921 | SAPH-Kyber: Stage-Aware Pipeline Hardening for CRYSTALS-Kyber NTT Against Transient Faults
[NO] 388/921 | Reliable LLM-Based Edge-Cloud-Expert Cascades for Telecom Knowledge Systems
[NO] 389/921 | Design and Evaluation of an Educational Virtual Agent Based on Retrieval-Augmented Generation for the Entrepreneurship Culture Course in Higher Education
