[2026-07-28 11:18:30] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-27
正在获取论文...
[arXiv] 2026-07-27 | KAI: A Kinematic-Aware Interface for Data-Efficient Articulated Object Manipulation
[NO] 295/1848 | A note on the discrete Unmapped Tent Pitching for the heterogeneous wave equation
[NO] 296/1848 | Complex Analysis and Existence Problems for plane Graphs
[NO] 297/1848 | Local Weyl law and length-minimising loops on hyperbolic surfaces
[NO] 298/1848 | Pound-Drever-Hall Feedforward for Trapped-Ion Optical Qubits
[NO] 299/1848 | Quantum-Inspired Evolutionary Neighborhood Search for Arrival-Departure Track Utilization Adjustment under Short-Term Disturbances
[NO] 300/1848 | Continuous solutions of the complex Kac--Bernstein functional equation on the integers and the real numbers
[NO] 301/1848 | Self-Supervised Consistency Enhanced Disentangled Learning for Neural Decoding Generalization in Brain-Machine Interface
[NO] 302/1848 | Common-Transmitter Multipath-Aware TDoA Localization for Acoustic Backscatter-Enabled IoUT Networks
[NO] 303/1848 | Mosaic: A Fleet of User Embedding Specialists for Recommendation at Meta
[NO] 304/1848 | Unlocking Directional Radiation in Pinching-Antenna Systems: Geometry-Aware Design and Experimental Verification
[NO] 305/1848 | When Should Active RAG Retrieve? A Budget-Aware Evaluation of Utility, Calibration, and Cost
[NO] 306/1848 | FutureRTC: Real-Time Robot Execution with Anticipatory-Conditioned Action Chunking
[NO] 307/1848 | Beam Training for RIS-Aided ISAC Systems
[NO] 308/1848 | Exploring Budgeted Image Classification with Content-Sensitive Resource Allocation
[NO] 309/1848 | Recoverable Quantum Computation: An Information-Centric Paradigm for Quantum Computing with Errors
[NO] 310/1848 | Epistemic Norms for AI Safety and Alignment Research
[NO] 311/1848 | Light-like retarded correlators and the horizon
[NO] 312/1848 | Minimax Lower Bounds of Kernel Discrepancy Estimation: MMD, HSIC, KSD
[NO] 313/1848 | First high-contrast results on THD2 testbed after infrastructure upgrade
[NO] 314/1848 | The role of symmetries on the stability of power grids
[NO] 315/1848 | MATS: A novel multi-modality multi-task learning framework for 3D perception in autonomous driving
[NO] 316/1848 | A New Role for Relevance: Guiding Corpus Interaction in Agentic Search
[NO] 317/1848 | DICE: Detailed Inter-Chiplet End-to-End PHY Modeling for Accurate Chiplet Simulation
[NO] 318/1848 | $\mathfrak{sl}(2)$-weight system does not extend to a graph 4-invariant
[NO] 319/1848 | 3-body cluster gas structures in the excited $0^+$ states of $N=6$ nuclei
[NO] 320/1848 | Hidden topology and strong quantum metric bounds in trivial systems
[NO] 321/1848 | Surgical Re-enactment for Operating Room Workflow Datasets
[NO] 322/1848 | Minimum enclosing Bregman balls made easy
[NO] 323/1848 | StanceFlip: A Comprehensive Multi-Dimensional Benchmark for Multimodal Conversational Stance Flipping Forecasting
[NO] 324/1848 | 6G: From Connectivity Infrastructure to Guaranteed Digital Services
[NO] 325/1848 | Point Set Embeddability with List Constraints
[NO] 326/1848 | Where Quality Breaks in Compressed Short-Text Generation: Staged Bottleneck Localization
[NO] 327/1848 | DC Conductance of X-shaped Majorana Interferometer reveals Non-Abelian Anyon Statistics
[NO] 328/1848 | The KLS constant is $O(\log^{1/4} n)$
[NO] 329/1848 | Gravitational Wave Signatures of Periodic Orbits around a Schwarzschild-like Black Holes Submerged in an Exponential Density Dark Matter Profile
[NO] 330/1848 | Restricted Perron envelopes and quasibounded functions
[NO] 331/1848 | TEmBed-T: A Multi-Dimensional Benchmark for Table-Level Embeddings
[NO] 332/1848 | Global Existence and Pathwise Uniqueness for a Stochastic Parabolic-Parabolic Keller-Segel System
[NO] 333/1848 | Sharp continuity of quantum conditional entropy
[NO] 334/1848 | Implications of $K\toπν\barν$ for new physics in $B$ decays
[NO] 335/1848 | A Deligne complex for virtual Artin groups
[NO] 336/1848 | Evolution of dipole-dipole dynamics in cold ammonia collisions
[NO] 337/1848 | Evidence Attribution in Visual Document Understanding without Coordinates or Region Labels
[NO] 338/1848 | QuantumFCS.jl: Efficient Full-Counting Statistics for Open Quantum Systems
[NO] 339/1848 | Chiral thermal fluctuations and enhanced refrigeration in a nonreciprocal nanomechanical system
[NO] 340/1848 | EXE-Bench: Ranking the Tradeoffs of AI-based Windows Malware Detectors for Real-World Usability
[NO] 341/1848 | Adaptive Multiphysics Coupling for Hyperbolic Systems
[NO] 342/1848 | VulnGym: Evaluating Vulnerability Management Strategies against Advanced Persistent Threats
[NO] 343/1848 | ClinFusion: A Vision-Centric Multimodal LLM System for Holistic Medical Understanding
[NO] 344/1848 | Demonstrating the integration of a photonic lantern with an all-fiber-based nulling interferometer
[NO] 345/1848 | Atmospheric Escape Rates of Planets in Stellar Tidal Fields from 3-D Hydrodynamic Simulations1
[NO] 346/1848 | Rethinking Classifier-Free Guidance in On-Policy Diffusion Distillation
[NO] 347/1848 | KANEx: Translating Kolmogorov-Arnold Networks' Interpretability to Medical Explainability
[NO] 348/1848 | Infrared Imaging Empowered by Artificial Intelligence for Pediatric Skeletal Triage: A Narrative Review and Future Perspectives
[NO] 349/1848 | From Prompt to Embodied Simulation: Using Generative AI to Create AR Physics Learning Tools
[NO] 350/1848 | Panda: Unsupervised Pelvic Anomaly Detection for Real-Time MR Imaging
[NO] 351/1848 | Spatio-Temporal Conditional Denoising Transformer for Modality-Missing RGBT Tracking
[NO] 352/1848 | The Nodal Line of the Galaxy Correlation Function as a Geometric Cosmological Probe
[NO] 353/1848 | Denial of Deadline: Network-Driven Accuracy Collapse in Distributed Inference Pipelines
[NO] 354/1848 | Residual coherentization of balanced residuated partially ordered semigroups
[NO] 355/1848 | On a bijection of Loehr and Remmel
[NO] 356/1848 | Causal-TS: A Python Library for Causal Discovery in High-Dimensional and Nonstationary Time Series
[NO] 357/1848 | Global $W^{2,p}$ Regularity in Optimal Transport
[NO] 358/1848 | MMOE: Modernizing Diffusion Transformers with Efficient Expert Design
[NO] 359/1848 | Too many quiescent late-type galaxies or a matter of misclassification?
[NO] 360/1848 | Geometric bounds on multiparameter Heisenberg scaling in optical metrology with limited squeezed resources
[NO] 361/1848 | Laboratory spectroscopy, theoretical characterization, and astronomical search for syn-propenethial (CH2CHCHS)
[NO] 362/1848 | Efficient Topic Model Estimation under Heavy-Tailed Document Lengths
[NO] 363/1848 | Experimental Side Channel Analysis of Protocol Stages in Quantum Identity Authentication
[NO] 364/1848 | Emergence of the halo in $^{11}$Li from full nuclear many-body dynamics
[NO] 365/1848 | Symplectic cohomology with support and aspherical perturbations
[NO] 366/1848 | A Model for Imbalanced Label Aggregation: A Focus on Minority-Class Detection
[NO] 367/1848 | LaRec: Unleashing LLM-based Latent Reasoning for Generative Recommendation
[NO] 368/1848 | Stellar Dynamics and Evolution of the Intermediate-Age Open Clusters NGC 2266 and NGC 2324
[NO] 369/1848 | CAP-DO: Learned Contextual Action Proposals for Certified Double-Oracle Solving Across Related Zero-Sum Games
[NO] 370/1848 | Map Multi-Tool: A Map-Based Approach to Modeling Beam Systematics for Cosmic Microwave Background Experiments
[NO] 371/1848 | Coherent Visualization of 2D Scalar Field Contour Ensembles With Probabilistic Latent Space Modeling
[NO] 372/1848 | Arbitrary-Order Padé-Closed Anchored Two-Derivative Time Discretizations: $s$ Active Stages, Order $2s$, and $L$-Stability
[NO] 373/1848 | Solution to an unsolved problem in diodes: Limiting current for small emission area and low emission energy
[NO] 374/1848 | Communication Security via Temporal Dependency
[NO] 375/1848 | Optimum Multiple Sampling Plan Based on the Process Capability Index $C_{py}$ Under Type-II Hybrid Censoring
[NO] 376/1848 | Designing Within the Lines: Practitioners' Perspectives and Visualisation Tool Evaluation in the Arabic Context
[NO] 377/1848 | Bit-Accurate FPGA Evaluation of Learned Feature Gating in a Fixed-Point Fourier-Feature Automatic Modulation Classifier
[NO] 378/1848 | Range convergence and sharp one-arm asymptotics for the critical percolation cluster in high dimensions
[NO] 379/1848 | LOCKS: Page-Local Compact Key Summaries for Efficient Long-Context Decoding
[NO] 380/1848 | From transcription to semantic corpus analysis: unsupervised learning of sentence representations for ancient languages
[NO] 381/1848 | Density-Dependent Operators on Density-Projection Condensation Spaces: Ambient Extensions, Zero-Density Defects, and Stability
[NO] 382/1848 | NEO: NeRF It Once, Edit It Many Times for Continuous Object Manipulation
[NO] 383/1848 | Efficient Ultrasound Image Segmentation with Token-Conditioned Neural Cellular Automata
[NO] 384/1848 | Modelling Radio Frequency Interference on the Lunar Farside
[NO] 385/1848 | FlowCTS: On-policy Continuous Trajectory Supervision of Flow Models
[NO] 386/1848 | Making Mathematical Knowledge Explainable, Accessible and Interoperable Through Large Language Model Integration
[NO] 387/1848 | UNIFUSION: Adapting Autoregressive Language Models into Discrete Diffusion under a Unified Reverse-Rate Objective
[NO] 388/1848 | Integrating Structure and Attributes for Transportation Network Partitioning via Optimal Transport
[NO] 389/1848 | Synaptic clustering emerges from learning and supports covariance discrimination
[NO] 390/1848 | Sleep-related forcing of cerebrospinal fluid streaming transport through the third ventricle
[NO] 391/1848 | K-mixing for aperiodic Lorentz gases
[NO] 392/1848 | FilmBench: A Film-Grade Benchmark for Cinematic Video Generation
[NO] 393/1848 | CAGE: Cognitive Attribution Graphs for Faithful Inline Citation Generation in Long-Form Question Answering
[NO] 394/1848 | Strategy-Aware Parameter-Efficient Adaptation for LLM-based Auto-Bidding
[NO] 395/1848 | ETSI ISG MAT: Bridging Multiple Access Techniques Research and 6G Standardisation
[NO] 396/1848 | Convergence of a scheme for a one dimensional nonlocal and nonlinear eikonal equation
[NO] 397/1848 | TreeAdapter: Hierarchical Taxonomy-Guided Adapter Composition for Fine-Grained Species Image Generation
[NO] 398/1848 | Convex Biproducts, Stochastic Matrices and Tape Diagrams
[NO] 399/1848 | PIMID: A Full-System Simulator with Intricacy and Diversity for Processing-in-Memory
[NO] 400/1848 | The Diophantine problem in the Baumslag-Gersten group
[NO] 401/1848 | A doubled Gordon threshold for palindromic quasiperiodic Schrödinger operators
[NO] 402/1848 | Secrecy Energy Efficiency for IRS-Assisted Low-Altitude Communications: A D3QN-PER Based Approach
[NO] 403/1848 | Hausdorff dimension of non-uniquely ergodic directions in eigenform loci
[NO] 404/1848 | Monitoring Post-Disaster Urban Recovery Using High-Resolution SAR Time Series and Unsupervised Learning: Evidence from the 2023 Türkiye-Syria Earthquake
[NO] 405/1848 | Gravity-Aligned Vertical Electron-Positron Linear Collider
[NO] 406/1848 | The proper stable module category of a group algebra
[NO] 407/1848 | Just Testing, Move Along: Evasion of LLM-based System Log Interpretation by Prompt Injection
[NO] 408/1848 | Simple and Fast Algorithm for Graph-based Filtered Approximate Nearest Neighbor Search (Full Version)
[NO] 409/1848 | Falsifiable Commitment Planning for Self-Correcting Web Agents
[NO] 410/1848 | Strong rate of convergence for the Euler-Maruyama scheme of additive fractional SDEs with Lipschitz drift
[NO] 411/1848 | Do Current Retrievers Cover All the Evidence? A Controlled Study of Conjunctive Cross-Page Retrieval
[NO] 412/1848 | Gravitational wave signatures of magnetized Ernst black hole
[NO] 413/1848 | Comment on "Observation of Kardar--Parisi--Zhang universal scaling in two dimensions"
[NO] 414/1848 | On Linear-Size Guillotine-Separable Subsets of Fat Convex Objects, Disks, and Squares
[NO] 415/1848 | An Empirical Study of Feature Selection Granularity
[NO] 416/1848 | Roots of Bernstein-Sato polynomials for projective hypersurfaces with ordinary double points
[NO] 417/1848 | On the hardness of deterministic second-order optimization of functions with Lipschitz gradients
[NO] 418/1848 | A Cybersecurity MLPS Large Language Model with Multi-Path Retrieval Fusion
[NO] 419/1848 | BeyondFusion: Self-Aligned Latent Diffusion for Calibration-Free Infrared Super-Resolution and Infrared-Visible Fusion
[NO] 420/1848 | Earthquake Aftershock Forecasting using Conditional Generative Models
[NO] 421/1848 | Response-Selected Hidden Hyperuniformity in Hydrodynamic Active Matter
[NO] 422/1848 | ALAverse: A falsifiable anthropic model from the string landscape
[NO] 423/1848 | ReflexTrack: A Feedback-Driven Agent for Training-Free Referring Video Object Segmentation
[NO] 424/1848 | Characterizing Hyperbolicity in Graphs
[NO] 425/1848 | Interaction-driven electronic ferroelectricity in van der Waals heterostructures
[NO] 426/1848 | Learning Reusable Hybrid Motion Priors for Humanoid Locomotion from Motion Imitation
[NO] 427/1848 | MiSS: A Logic-Driven Explanation of Minimal Sufficient Coalitions for Point Cloud Classifiers
[NO] 428/1848 | ACRL: Adaptive Control of Training-Inference Discrepancy for Stable Reinforcement Learning
[NO] 429/1848 | A vectorial lattice Boltzmann scheme for the incompressible Navier-Stokes equations
[NO] 430/1848 | Success Is Not Self-Explanatory: Auditing Success Provenance in Agent Evaluation
[NO] 431/1848 | Larger sieve with height function and uniform bounds for integral points on curves over number fields
[NO] 432/1848 | The Effect of Photorealism Consistency between the Virtual Hands and Environment on the Sense of Body Ownership and Presence in Virtual Reality
[NO] 433/1848 | Gravitational Sedimentation and Rebound of Strongly Coupled Dusty Plasma Crystals: A Molecular Dynamics Study
[NO] 434/1848 | Pointer-Augmented Autoregressive Generation of Patent Claims with Joint Topology and Content Decoding
[NO] 435/1848 | Beyond Local Inspection: Global, Guideline-Grounded Evaluation of Post-hoc XAI Methods for ECG Classification
[NO] 436/1848 | A Cyclic Adaptation-Generalization Framework with Uncertainty-Guided Self-Paced Learning for Long-Term Brain-Machine Interfaces
[NO] 437/1848 | Resource-Aware Topology Management for ISAC-Enabled TDOA Localization in IoUT Networks
[NO] 438/1848 | Optimal estimation of high-dimensional quantum states using locally gentle measurements
[NO] 439/1848 | Nuclear Spin Oscillator Based on $^3$He to Search for Exotic Spin Coupling
[NO] 440/1848 | Kernel Takenaka-Malmquist Systems and Adaptive Approximation in Boundary Weighted Hardy Spaces
[NO] 441/1848 | Mind the Microphone Gap: Benchmarking Array Upsampling Strategies for Latent Acoustic Mapping
[NO] 442/1848 | Updated 1.1% Precision Values of the Hubble Constant with Corrected Pantheon+ and Dark Energy Survey (DES)-DOVEKIE Type Ia Supernovae
