[2026-09-11 22:51:11] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-10
正在获取论文...
[arXiv] 2026-09-10 | Qubit-Qutrit Quantum Tomography of hadronic $Λφ$ and $ΛK^{\ast 0}$ systems
[NO] 487/2000 | Optimizing quantum encodings for analog simulation through dynamical algebra reachability
[NO] 488/2000 | Time-optimal elevator control with higher-order state constraints: analysis and computation of boundary contacts
[NO] 489/2000 | Quantum-RAM Implementation Using Multiple Interacting Rydberg-Blockaded EIT Systems
[NO] 490/2000 | Magenta: Closing the Loop Between Mathematical Reasoning and Lean Verification
[NO] 491/2000 | Routing by Reasoning Need: Trajectory-Aware Decoding Control for Diffusion Vision-Language Models
[NO] 492/2000 | A threshold for full packing dimension of Hölder images of sets and measures
[NO] 493/2000 | A Hilbert-Valued Functional Decomposition Framework for Explaining Time-Dependent Outputs
[NO] 494/2000 | A Sharp Mass Threshold for Fractional Choquard Equations with Lower Hardy-Littlewood-Sobolev and \(L^2\)-Critical Terms
[NO] 495/2000 | A unified framework for spatially resolved cortical activation analysis
[NO] 496/2000 | Uncertainty DMD: Restoring Diversity in Few-Step Autoregressive Video Distillation
[NO] 497/2000 | MUtE: A Dual Framework for Concept Erasure and Counterfactual Interventions
[NO] 498/2000 | Generative Replay Mitigates Sample Starvation in Quantum Architecture Search
[NO] 499/2000 | The hydrodynamic limit for the energy transport in a stochastically perturbed harmonic chain of oscillators
[NO] 500/2000 | You Get What You Sample: Evaluating Sampling Strategies for Web Security Measurements
[NO] 501/2000 | Quasi-isotropic Asymptotic Expansions in Varying Speed of Light Cosmologies
[NO] 502/2000 | Sparse Approximation via Polynomial Equations
[NO] 503/2000 | Domain-Incremental Learning for Multi-Channel Replay Speech Detection
[NO] 504/2000 | Black Hole-Galaxy Correlations in Cluster Zoomed-in Simulations: GIZMO-SIMBA and TNG-Cluster
[NO] 505/2000 | Agentic Share-of-Search: A Multi-Agent AI System for Competitive Decision-Making in LLM-Mediated E-Commerce
[NO] 506/2000 | SemVerBench: Benchmarking LLM Comprehension of Version-Constraint Resolution Semantics
[NO] 507/2000 | Breaking Predictions Is Not Enough: Specified-Foil Counterfactuals for Temporal Graphs
[NO] 508/2000 | Graded Betti numbers of general curves of large degree
[NO] 509/2000 | Cusp restrictions and Bunke--Naumann invariants with level structure
[NO] 510/2000 | Unfriendly partitions of locally finite Borel graphs
[NO] 511/2000 | Distance generalization in transformers: why bother with positional encoding?
[NO] 512/2000 | Artificial Id: Drive and Persistent Alignment in Agentic AI
[NO] 513/2000 | Global $W^{2,p}$ and $C^{2,α}$ regularity for the sigma-$2$ equation
[NO] 514/2000 | Entropic Value-at-Risk parity for tempered stable returns
[NO] 515/2000 | TART: A Modular Tool for Technique-Aware Audio-to-Tablature Guitar Transcription
[NO] 516/2000 | MindTopo: Can Foundation Models Reason in Topological Space?
[NO] 517/2000 | Analytic and Algebraic Oka-1 Approximation for Smooth Projective Morphisms with Rationally Connected Fibers
[NO] 518/2000 | Biology-in-the-loop: Amortized Adaptive Hit Discovery in CRISPR Screens
[NO] 519/2000 | Evaluating Time-Series Foundation Models and Multimodal Dietary Context for CGM Forecasting
[NO] 520/2000 | Truncated Noisy Best-Response Algorithms: Toward Game Theoretic Learning with Safety Guarantees
[NO] 521/2000 | High-fidelity k$\cdot$p representations of first-principles electronic band structures through covariant renormalization
[NO] 522/2000 | Chiral Spin(7) Sigma Models and Topological Modular Forms
[NO] 523/2000 | Bounded asymptotic bases for linear forms
[NO] 524/2000 | From Open RAN to Open Spectrum: A Programmable, Intelligent Architecture for Multi-Service Spectrum Coexistence
[NO] 525/2000 | Signatures of Invisible Fermions in $Λ_b^0 \to Λ_c^+ \ell^- \bar{X}_{\rm inv}$ Decays
[NO] 526/2000 | Conformal Margins for Electrical Transmission Capacity Under Fixed Balancing Policies
[NO] 527/2000 | Acoustic-based Guidance for Automatic Docking of Holonomic AUVs
[NO] 528/2000 | Universal Structure of Horizon Formation in Generic Binary Black Hole Mergers
[NO] 529/2000 | MotionQ: Operator-Conditioned Motion Quotients for Cross-Observation WiFi Gesture Recognition
[NO] 530/2000 | Logit Refiner: Improving Visual Autoregressive Models via Intra-Scale Dependency Modeling
[NO] 531/2000 | Thinking with Looped Flows
[NO] 532/2000 | Optimizing the dilaton potential in holographic QCD via phase-transition constraints
[NO] 533/2000 | Beyond Word Error Rate: A Switch Aware Evaluation of ASR and Audio Language Models on English Yoruba Code-Switched Speech
[NO] 534/2000 | A Conservative Hybrid Eulerian-Lagrangian Method with Persistent Structure Tracking for Multiscale Cavitation
[NO] 535/2000 | RAG-Safety-Bench: Reliable Evaluation of Retrieval-Augmented LLM Safety
[NO] 536/2000 | Fort Abundance in Zero Forcing
[NO] 537/2000 | SIRF: A Spec-Internalized Risk Foundation Model for Industrial Content Risk Control
[NO] 538/2000 | LOCUS: Task-Aware Low-Rank Post-Training for Token-Efficient Language Generation
[NO] 539/2000 | From the Test-Mass Limit to Binary Black-Hole Waveforms in Higher-Derivative Gravity
[NO] 540/2000 | Interplay of Kekulé order, flat bands and electron-phonon coupling in graphene
[NO] 541/2000 | Limiting Pointwise Decay for the compressible isentropic Navier-Stokes equations
[NO] 542/2000 | Impact waves in soft bilayer tissues
[NO] 543/2000 | NLO corrections to the NEik DIS structure functions
[NO] 544/2000 | Negative Self-Distillation: Learning to Reason by Avoiding Flaws
[NO] 545/2000 | ActSafeGuard: Differentiable and Training-Aligned Constraint Enforcement for Flow-Matching Policies
[NO] 546/2000 | Numerical Study of Reported Multiple Solutions to a Cauchy Problem for the 2d Incompressible Euler Equations
[NO] 547/2000 | On the maximum visibility in a ball through the vacant set of Poissonian obstacles
[NO] 548/2000 | Nonlinear dynamics and mechanical frequency combs with a Meissner-levitated micromagnet
[NO] 549/2000 | Musec: MomentUm SpEctral Clipping for Stable Muon-type Training
[NO] 550/2000 | When More Is Not Better: Component Anti-Synergy in a P300 Speller
[NO] 551/2000 | Typical dynamical properties of operators on $\ell_p$
[NO] 552/2000 | Privacy-Preserving Causal Meta-Mediation Analysis with Survival Outcomes
[NO] 553/2000 | Condensation temperature and magnetic phases of trapped coherently coupled Bose gases
[NO] 554/2000 | Tolerance-driven close evaluation of the Stokes double layer potential on axisymmetric surfaces
[NO] 555/2000 | Fermion quantum field theory on curved and non-inertial backgrounds in standard-Minkowski form
[NO] 556/2000 | Physics-Informed Neural Networks to Infer the Perpendicular Energy Conductivity in the Scrape-Off Layer of Stellarator Devices
[NO] 557/2000 | Hunting the Unseen: Deep Learning Analysis for Semi-Visible Jet Tagging
[NO] 558/2000 | Cross-Lingual Clinical Annotation Projection as Constrained Text Generation: A Six-Language Study
[NO] 559/2000 | A Lagrangian superposition principle for the continuity equation with reaction
[NO] 560/2000 | SMART : Spherical Mass ApeRture Toolkit
[NO] 561/2000 | The EDD Radio Astronomy Backend Framework
[NO] 562/2000 | Conditions for traceability under a bound on the size of even-distance sets
[NO] 563/2000 | Piezomagnetism in a model cubic noncollinear altermagnet
[NO] 564/2000 | Virtual quantum neural networks
[NO] 565/2000 | A Geometric Theory of Quantum Entanglement
[NO] 566/2000 | $β$-Skewed Maximal Spanning Forests
[NO] 567/2000 | An exchange-assisted entangling gate between 87Rb and 171Yb Rydberg atoms
[NO] 568/2000 | Chypothermia: Clock Freezing for Static Side-channel Attacks
[NO] 569/2000 | Low temperature thermodynamics of $S_{\mathrm{eff}}=1/2$ triangular lattice quantum spin liquid candidate TlYbS$_2$
[NO] 570/2000 | Uniform-in-Time Boltzmann Mean-Field Limits for Anchored Binary Opinion Dynamics
[NO] 571/2000 | Nuclear-physics-guided Gaussian Processes
[NO] 572/2000 | Fast Dynamical Modelling of Milky Way Globular Clusters -- II. Impacts of Black Hole Prescriptions
[NO] 573/2000 | Unraveling the Kagome Antiferromagnetic $3J$ Model and Its Materials: An Integrated Approach
[NO] 574/2000 | Competing Interlayer Loop Currents and Superconductivity in the Bilayer $t$-$J_\perp$-$V$ Model
[NO] 575/2000 | Verified Linear Programming through Tolerance-Aware Precision Boosting
[NO] 576/2000 | PRISMA-LLM: An Empirical Reporting Framework for AI-Assisted Systematic Reviews
[NO] 577/2000 | PPT states of almost maximal Schmidt number
[NO] 578/2000 | Competition between vacancy creation and filling in defect-engineering of hBN
[NO] 579/2000 | Vidu S2: Real-Time Interactive, Editable, and Spatial Video Generation
[NO] 580/2000 | A Fragility Spectrum for Recursive Language-Model Training
[NO] 581/2000 | Autonomous Chemical Mechanistic Discovery through Agentic Reasoning and Validation
[NO] 582/2000 | Same Day, Same Story; One Day Ahead, a Different Signal: The Dual Validity of Financial Sentiment
[NO] 583/2000 | Statistical evidence for linear combination frequencies in γ Doradus stars being nonlinear resonant modes
[NO] 584/2000 | A Counterexample to Two Representative Unit Aggregation Formulations for Unit Commitment
[NO] 585/2000 | The Machines Are Calling: Measuring Automated and Synthetic Voices in Unwanted Inbound Calls
[NO] 586/2000 | Bidirectional Multimodal Fusion of Sky Images and Time-Series for Solar Forecasting with Large Language Models
[NO] 587/2000 | Phase-Decoupled, Model-Calibrated Power Control for Disaggregated LLM Serving
[NO] 588/2000 | How Wrong Can a Good Predictor Be? Diverging Updates with Vanishing Predictive KL
[NO] 589/2000 | Exact PID and PI Gain Regions for Uncertain Non-Affine MIMO Systems
[NO] 590/2000 | From Repetition to Recognition: Inductive Discovery of Disinformation Narratives
[NO] 591/2000 | From Digital Accountability to Accountable Digitality Through Needs-Aware Information Systems: The Case of Auditable Child-Welfare Judgments
[NO] 592/2000 | Phase-contrast micro-CT for intra-operative breast tumour margin assessment using a microfocus x-ray source and photon-counting detector
[NO] 593/2000 | HERALD: High-Fidelity Exemplar Retrieval with Adaptive Landmark Distillation for Heterophily-Aware Graph Condensation
[NO] 594/2000 | Moments and Non-Vanishing of Maass Form Symmetric Square L-Functions in Short Intervals
[NO] 595/2000 | High-Performance Scaled P-Type SnOx Transistor by Atomic Layer Deposition with CFET Integration
[NO] 596/2000 | Coupled Pklt Tuples and Varieties of Pklt Type
[NO] 597/2000 | ProMediConv: Benchmarking Proactive Conversational Agents in Legal Dispute Mediation
[NO] 598/2000 | Fission Modes and Fragment Shell Structures in $^{258}$Md$^*$ from Six-Dimensional Langevin Calculations
[NO] 599/2000 | Additive reduced basis preconditioners for large-scale parametrized PDEs
[NO] 600/2000 | Self-similar vector solitons for the coupled higher-order nonlinear Schrodinger equations in inhomogeneous optical fibers
[NO] 601/2000 | Beyond Solver Verdicts: Generative Reward Models for Autoformalization
[NO] 602/2000 | Freehand Sketching for End-User Programming of Robot Swarms
[NO] 603/2000 | On the II$_{1}$ Factors of Fuchsian Groups
[NO] 604/2000 | Rational Approximations for Reciprocals of Multiple Zeta Values and Trivariate Cauchy Numbers
[NO] 605/2000 | Adaptive Diagonally Implicit Runge-Kutta Methods Devoid of Order Reduction for Semilinear ODEs
[NO] 606/2000 | When Noise Fabricates Bias: The Fragility of LLM-as-a-Judge Bias Measurement under Noisy Text
[NO] 607/2000 | MOSAIC: Query-Aware Exploration Policy Adaptation for GraphRAG
[NO] 608/2000 | The information geometry of large language models is shared, learned, and controllable
[NO] 609/2000 | Grounding Agent Memory: Environment-Probing Curation for Enterprise Agents
[NO] 610/2000 | There is no maximal $K$-degree
[NO] 611/2000 | A Phase-Field Study of Desiccation Crack Pattern Maturation under Drying-Wetting Cycles
[NO] 612/2000 | Rankin--Selberg integrals of opposite conductor--one newforms
[NO] 613/2000 | BEACON: A Versatile Accelerator for Computational Pathology Applications
[NO] 614/2000 | T1: Terminal Agent Reinforcement Learning for Long-Horizon Tasks
[NO] 615/2000 | Moments approach for the elephant random walk
[NO] 616/2000 | BenchShield: Formal Model-Backed Instrumentation for Reward Integrity in LLM-Agent Evaluation Infrastructure
[NO] 617/2000 | Boundary layer of 2D Chemotaxis Navier-Stokes equations with logarithmic Sensitivity. II. viscous vanishing limit
[NO] 618/2000 | The Missing Boundary: How Autonomous Agents Lose Control
[NO] 619/2000 | RCL: A Retrieval-Confidence Layer for Detecting Insufficient Context in Enterprise Retrieval-Augmented Code Generation
[NO] 620/2000 | Counting Near-Spanning Matchings in Latin Squares and Steiner Triple Systems
[NO] 621/2000 | The $q$-deformed cross-ratio: modular invariants and Coxeter friezes
[NO] 622/2000 | Structured Stochastic Representations of Integrated Dynamic Strategies
[NO] 623/2000 | A Mathematical Theory of Pragmatic Information
[NO] 624/2000 | ReCHOIR: Contact-guided Human Object Interaction Retargeting to Diverse Characters
[NO] 625/2000 | What a Random Draw from the MCP Registry Contains, and What Tool-Use Benchmarks Contain Instead
[NO] 626/2000 | Invariants of Nilpotent Lie Algebras via Geometry and Algebra with a Focus on Computation
[NO] 627/2000 | Emergence of spin-orbit coupling among spin, atomic orbital, and Bloch dynamics in Janus double-transition-metal MXenes
[NO] 628/2000 | The Platonic brain bridge hypothesis: human brain networks as an architectural prior for omni models
[NO] 629/2000 | Deterministic and Random Bipartite Matching on General Networks: Convex Flow Reformulation, Asymptotic Properties, and Fast Algorithms
[NO] 630/2000 | Surprise Reduction and Nullification in Bayesian and Inverse Bayesian Inference under Ambiguous Prediction-Error Attribution
[NO] 631/2000 | Auto-RecSys: Harnessing Autonomous Research Agents for Industry-Scale Recommender System
[NO] 632/2000 | IMLE-VLA: Fast Single-Step Action Generation for Vision-Language-Action Policies
[NO] 633/2000 | Self-Supervised Cardiac Phase Detection via Single-Parameter Latent Orbits
[NO] 634/2000 | RDDMPI: Residual Denoising Diffusion Model for Probabilistic Multivariate Time Series Imputation
[NO] 635/2000 | Your Retriever Already Knows: Distribution-Shape QPP for RAG Retrieval Sufficiency
[NO] 636/2000 | High-throughput thermodynamic screening of oxide-scale adhesion across the CoCrFeMnNiAl high-entropy alloys
[NO] 637/2000 | FedHUR: Learning Hierarchical Utility-Guided Client Relations for Personalized Federated Recommendation
[NO] 638/2000 | Precise Delocalisation and Gumbel Laws for Eigenvectors of Wigner Matrices
