[2026-06-04 11:55:28] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-03
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202606030000+TO+202606032359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-6-3 | IEEE Antennas and Wireless Propagation Letters Publication Information
[NO] 223/1000 | 2026 12th International Conference on Communication and Signal Processing (ICCSP)
[NO] 224/1000 | Dynamic Retrieval-Augmented Generation with Clarification-Driven Query Refinement for Context-Aware Q &amp; A
[NO] 225/1000 | Utilizing Second-Life EV Batteries to Mitigate PV-Induced Overvoltages in LV networks
[NO] 226/1000 | FPGA Implementation of Bilateral Filter with Optimized Resources
[NO] 227/1000 | Design and Implementation of Edge Computing-Aware On-Site Defect Detection in Industrial Applications through Residual Attention MobileNet SSD
[NO] 228/1000 | FEM-Based Modeling and Analysis of Demagnetization in an Outer-Rotor PMSM with FOC Control Using Co-Simulation
[NO] 229/1000 | Cryptocurrency Wallet Key Management Using Secret Sharing
[NO] 230/1000 | Design and Implementation of an Autonomous AI &amp; IoT-Enabled Smart Buoy System for Real-Time Maritime Navigation and Hazard Detection
[NO] 231/1000 | Do Costs, Energy Prices, or Peer Adoption Matter More? Insights into Renewable Implementation Decisions for SMEs
[NO] 232/1000 | 3rd Eye: Transport Companion for the Visually Impaired
[NO] 233/1000 | Deep Learning-Based Rainfall-Runoff Modeling for River Basin Water Resource Prediction
[NO] 234/1000 | Downscaling of Satellite based Air Quality Maps using AI ML
[NO] 235/1000 | Phasor Measurement Unit-Based Synchronization of Photovoltaic and Grid System with Control and Remote Cloud Monitoring
[NO] 236/1000 | Functional Stability of Cyber Technological Processes Using Controllability of Discrete Systems
[NO] 237/1000 | Fuzzy Logic-Based MPPT Control Strategy for Stable EV Charging under Rapid Solar Irradiance Variations
[NO] 238/1000 | Adaptive Feature Weighting in Aggregated Long Short-Term Memory for Air Quality Prediction
[NO] 239/1000 | Understanding Farmer Adoption of Artificial Intelligence in Agriculture: A Systematic Review and Socio-Technical Model Grounded in Midwest Farming Systems
[NO] 240/1000 | Voltage Control Modeling in Membrane Capacitive Deionization (MCDI) for Desalination Applications
[NO] 241/1000 | Non-Invasive Biosensor-Integrated Artificial Pancreas System for Smart Management of Diabetes Mellitus
[NO] 242/1000 | PPO-AquaRoute: Latency-Aware Opportunistic Routing in Underwater Acoustic Sensing Networks
[NO] 243/1000 | Critical Transit Infrastructure in Smart Cities and Urban Air Quality: A Multi-City Seasonal Comparison of Ridership and PM
                    <sub>2.5</sub>
[NO] 244/1000 | An Integrated Machine Learning Pipeline for the Hospitality Industry: Customer Segmentation, Churn Prediction, and Hybrid Revenue Forecasting
[NO] 245/1000 | Shilpa: Inclusive Mobile Learning App for Visual, Auditory, Physically, and Cognitive Impaired Students
[NO] 246/1000 | A Smart Multi-Sensor Blind-Spot Monitoring System with Predictive Warning for Vehicles
[NO] 247/1000 | A Real-Time Hospital Resource Monitoring System for Emergency Healthcare Services
[NO] 248/1000 | Combating Misinformation: Advanced Techniques in Fake News Detection and Mitigation
[NO] 249/1000 | Green by Numbers: How Data Analytics is Powering a Sustainable Revolution
[NO] 250/1000 | Cultivation Strategies for Digital Literacy among Teachers in Maritime Universities
[NO] 251/1000 | Exploration of the Intelligent Teaching Model for “Python Programming Language” Course in the Context of New Business Disciplines
[NO] 252/1000 | Expanding Participation in Urban Planning Through -Costume- Scenographics
[NO] 253/1000 | Enhancing Sustainable Mobility: A Participatory Design Approach to Co-Develop Early-Concept of the User-Interfaces of Mobility-as-a-Service Digital Platform With International Student Drivers
[NO] 254/1000 | MOF-Derived Ni/NiO on Cu-Foam Electrode modified for Selective and Ultrasensitive Electrochemical Creatinine Detection_supp1-3695569.docx
[NO] 255/1000 | Reachability-Constrained Motion Planning and Control Integration Framework for DDEVs: A Forward Set Propagation Method
[NO] 256/1000 | Deep Reinforcement Learning Enabled Persistent Surveillance with Energy-Aware UAV-UGV Systems for Disaster Management Applications_supp2-3696943.mp4
[NO] 257/1000 | Promoting Emission Reduction of Coupled Power-Traffic Networks Based on Energy-Carbon Integrated Prices
[NO] 258/1000 | The Trust Paradox in LLM-Based Multi-Agent Systems: When Collaboration Becomes a Security Vulnerability
[NO] 259/1000 | GC-GAN: An Adversarial Attack Model for CPSS With Bipartite Graphs and Cooptimization Mechanisms
[NO] 260/1000 | Measuring the Topological Charge of Infrared Vortices via Nonlinear Interferometry
[NO] 261/1000 | Differential Game-Based Event-Triggered Impulsive Control for Disturbed Dynamical Systems
[NO] 262/1000 | C-PASS: Center-Fed Pinching Antenna System
[NO] 263/1000 | IEEE Transactions on Neural Networks and Learning Systems Information for Authors
[NO] 264/1000 | A High-Order Discretization Scheme for Surface Integral Equations for Analyzing the Electroencephalography Forward Problem
[NO] 265/1000 | Table of Contents
[NO] 266/1000 | A 58.9—73.7-GHz Quadrature Dual-Core Class-F
                    <sub>3,5</sub>
                    Oscillator with Tail-Assisted Implicit Quintupling
[NO] 267/1000 | Flexible &amp;#x03B2; - Phase PVDF-Cu-MAA Self-Powered Nanofiber Nanogenerator for Energy Harvesting Applications_supp1-3698890.pdf
[NO] 268/1000 | User Interface Simplification for People with Computer Anxiety
[NO] 269/1000 | Fidgeting in the Browser: An Empirical Study of a Virtual Self-Regulation Tool for ADHD
[NO] 270/1000 | Quantitative Assessment of Generative AI Governance in Global Higher Education: A Multi-Dimensional Policy Spectrum Analysis of Elite Global Universities
[NO] 271/1000 | Factors Influencing Digital Literacy Among Students in China's Vocational CollegesA Study of Structural Equation Models Based on SCT Theory
[NO] 272/1000 | Index Author
[NO] 273/1000 | Effective Drive Current and Capacitance Models for NCFET-based Ring Oscillator
[NO] 274/1000 | Design and Analysis of Compensation Networks in Resonant Inductive Power Transfer Accounting for Parasitic Effects
[NO] 275/1000 | MoS
                    <sub>2</sub>
                    :PVA-based Flexible Optoelectronic Reconfigurable Memristor for Neuromorphic Computing
[NO] 276/1000 | AECPP: Active Electrolocation System with Cooperative Path Planning for Micro-Small Underwater Vehicles
[NO] 277/1000 | Numerical Simulation and Optimization of a-IGZO Thin Film Transistor
[NO] 278/1000 | Transformer-Based Deep Learning Architecture for Automated Sleep Disorder Detection and Severity Analysis
[NO] 279/1000 | Investigating Performance of Voting Ensemble Model on Bearing Fault Classification
[NO] 280/1000 | Inductor-Based Active Cell Balancing Strategy for Electric Vehicle Battery Management Systems
[NO] 281/1000 | Comprehensive Study of Data-Driven Approaches for Ready Biodegradability Classification
[NO] 282/1000 | Energy-Efficient Optimization of FinFET Based Compute-In-Memory SRAM Arrays
[NO] 283/1000 | AI-Driven Brain Signal Analysis for Early Detection and Diagnosis of Neurological Disorders
[NO] 284/1000 | XpressWeed: Meta-Inspired Few-Shot Adaptation for Plant Weed Segmentation Using Texture Priors
[NO] 285/1000 | Wide Band and High Gain 1x2 Decagon Array Patch Antenna for 5GHz Applications
[NO] 286/1000 | Prediction of Power Quality Issues by Using Machine Learning
[NO] 287/1000 | Hybrid Blockchain Model for Privacy Preserving Supply Chain Data Sharing
[NO] 288/1000 | A Lightweight Phase-Aware U-Net for Single-Channel Speech Enhancement in Disaster Communication Systems
[NO] 289/1000 | From Post-Hoc Regulation to Runtime Governance: Ethics and Explainability in AI-Driven Education
[NO] 290/1000 | ROS-Controlled Mobile Manipulation System for Educational and Research Applications: Architecture and Simulation Validation with the MyAGV 2023 Platform
[NO] 291/1000 | Advanced Deep Learning for Multi-Modal Mental Health Disorder Detection: A Framework Synthesizing Behavioural, Textual, and Physiological Data
[NO] 292/1000 | Physical-Layer Security Analysis of Ultra-Dense Small-Cell Networks: An Ergodic Secrecy Rate Perspective with Interference
[NO] 293/1000 | Progressive Acoustic Stacking–Based Speaker Level System for Pathological Voice Disorder Detection
[NO] 294/1000 | Graph-Enhanced LLM Architecture for Reliable Data Management: Design Principles and Proof of Concept
[NO] 295/1000 | Diet Recommendations for Nutrition Planning Based on Patient Health Indicators Using Random Forest
[NO] 296/1000 | Predictive Modeling for Early Detection and Classification of Cardiovascular Diseases Using Logistic Regression
[NO] 297/1000 | Stability Enhancement of CNTFET Based Compute-In-Memory SRAM Systems
[NO] 298/1000 | A Hybrid Deep Learning Framework using Tab Transformer and Light GBM For Enhanced Network Intrusion Detection
[NO] 299/1000 | Intelligent Framework for Traffic Accident Risk Prediction Using Machine Learning
[NO] 300/1000 | Artificial Intelligence for Merging Modalities in Medical Imaging: A Fusion-Based Enhancement Approach
[NO] 301/1000 | Wi-Fi 7 as a Passive Radar: Decimeter-Level Human Activity Recognition for Healthcare and Security
[NO] 302/1000 | Quantum Key Distribution (QKD)- Based Cloud Security Model Integrated with Quantum Machine Learning(QML) for Threat Detection
[NO] 303/1000 | Decision Support System for Optimizing Rake Formation Strategies
[NO] 304/1000 | Artificial Language Intelligence for Speech Assistance Using Phoneme Analysis
[NO] 305/1000 | Methods for Driver Fatigue Detection Using Computer Vision and Machine Learning
[NO] 306/1000 | Application of a Systematic MBSE-Based Procedure to the Mechatronic Design of an Intralogistics Autonomous Self-Balancing Vehicle
[NO] 307/1000 | Intelligent Parking Space Allocation Using Integrated GNN, LSTM, and Deep RL: A Comprehensive Approach to Smart City Infrastructure
[NO] 308/1000 | Deep Learning based Few-Shot Industrial Defect Detection using Diffusion Priors in X-Ray Imagery for Enhanced Generalization
[NO] 309/1000 | Facial Feature Recognition Study for Auxiliary Diagnosis of Down Syndrome
[NO] 310/1000 | Transfer Learning for Agricultural Disease Recognition: Performance Evaluation of Modern CNN Architectures
[NO] 311/1000 | Calibration-Free, Self-Referenced Thermal Control Circuit for Silicon Photonics Microring Modulators
[NO] 312/1000 | Tumor Image Segmentation using Multimodal Generation and Vision Transformer Integration
[NO] 313/1000 | Table of Contents
[NO] 314/1000 | Accelerating High-Dimensional Waveform Optimization for Cognitive Radar via Decoupled Imitation-Reinforcement Learning
[NO] 315/1000 | Sensitivity Limits of SPR Sensors for Trace Acetone Detection in Breath Condensate
[NO] 316/1000 | SurfSurg6D: Geometry Consistent Dense Correspondence for Textureless Surgical Instrument Pose Estimation_supp1-3699201.mp4
[NO] 317/1000 | Ghost Target Suppression in PMCW-Based Sensing Systems under IQ Imbalance
[NO] 318/1000 | Automated and Near-Flawless Micropipette PIH Assembly to MEMS Nanoforce Sensor With A Robotic Microscopy System_supp5-3672876.mp4
[NO] 319/1000 | Spatiotemporal downscaling and nowcasting of urban land surface temperatures with deep neural networks
[NO] 320/1000 | Table of Contents
[NO] 321/1000 | Enabling Scalable Resizing in Tree-Based ORAM: A Dynamic Transformation Framework
[NO] 322/1000 | Dynamic Fractional-Order Model Predictive Control of Integrated PEM Electrolyzer and DC–DC Converter Based on Equivalent Circuits
[NO] 323/1000 | GVHMR: Gravity-View Coordinates for Global Human Motion Recovery From Monocular Videos
[NO] 324/1000 | Predictive Power Control based on Ultralocal PQ Theory for Power Sharing of Grid-Following Inverter in Microgrids
[NO] 325/1000 | DPFNet: A Detail-Preserved Pyramid Fusion Network for Remote Sensing Image Dehazing
[NO] 326/1000 | Sub-Look Decomposition: Analysis and Application for Ship Classification in TOPSAR Data
[NO] 327/1000 | Research on the Path of Digital Intelligence Empowering Efficient Interaction in Vocational College Classrooms
[NO] 328/1000 | Student Management Optimization Using Data Mining Techniques in Informatized Education
[NO] 329/1000 | Construction of Visual Evaluation Model for Learning Competence of Computer Majors in Higher Vocational Education
[NO] 330/1000 | Adolescent mental health evaluation model based on short video affective computing
[NO] 331/1000 | A Prompt-Constrained Feedback Control Mechanism for Large Language Model-Based Peer Code Review Systems
[NO] 332/1000 | Clarity: An AI-Powered Tool for Stuttering Detection and Fluency Tracking
[NO] 333/1000 | ALADDIN: Efficient, High-Quality, AI-Assisted, Human-in-the-Loop ALT Text Generator
[NO] 334/1000 | SASRec-AO: A Lightweight Sequential Recommendation Model with Attribute-Opinion Semantic Enhancement for E-commerce
[NO] 335/1000 | AI-Driven Empowerment of Wall Painting: Innovative Practical Paths for Integrating Traditional Culture into College Students’ Ideological and Political Education
[NO] 336/1000 | Human-AI Collaboration Patterns and Cognitive Load in Solving Engineering Mechanics Problems with LLM: Big Data Mining based on Dialogue Logs
[NO] 337/1000 | A Comparative Experimental Study on the Impact of Different Teaching Models on Motor Skill Acquisition in Physical Education
[NO] 338/1000 | Design Probes in Practice: Evolving Participatory Methods with Wheelchair Users
[NO] 339/1000 | Designing Ecological Democracy: Agonistic and More-than-Human Approaches to Environmental Governance in Flanders
[NO] 340/1000 | Are You Blocking Nonhuman Leadership? Five Questions to Find Out
[NO] 341/1000 | Spatially Aligned AI Modeling of Air Quality and Cough Intensity: An Integrated Approach to Environmental Respiratory Health
[NO] 342/1000 | Multiple Fruit Quality Assessment System
[NO] 343/1000 | NARNET-Based Traffic Prediction for Dynamic Spectrum Allocation: A Pre-FLATS-5G Baseline Study
[NO] 344/1000 | Hybrid Chaos-Based Black Widow Optimization and Genetic Algorithm for Multi-Objective Load Balancing in Cloud Computing
[NO] 345/1000 | Aquanext: Intelligent Aquaculture Based on IoT and AI for Sustainable Shrimp Farming in Sri Lanka
[NO] 346/1000 | Design and Analysis of an Ultrasonic Repeller to Combat Red Spider Mites in Tea Gardens
[NO] 347/1000 | Building Resilient Knowledge Infrastructures: A Sustainable Risk Governance Framework for Public Libraries in the Philippines
[NO] 348/1000 | Design and Performance Analysis of a Minkowski Fractal–Integrated Vivaldi Antenna for Microwave Imaging Applications
[NO] 349/1000 | Comparing BPR Vs. MSE Losses in the Context of Graph Based Recommenders
[NO] 350/1000 | Facial Emotion Detection Using Pre-Trained CNN Models: A Study on Fine-Tuning and Robustness in Real-Time Settings
[NO] 351/1000 | Adaptive Sampling Pattern Design and Sparse Estimation for Compressed Spectrum Sensing: A Hybrid Algorithm Approach
[NO] 352/1000 | EV Charging Mandates and Their Impact on Load Profiles in Multi-Unit Residential Buildings
[NO] 353/1000 | EcoWardrobe: an AI-Based System for Evaluating Sustainable and Ethical Fashion
[NO] 354/1000 | Exploring the Synergy between AI and 5G Technology in Promoting the Innovation of Industrial Energy Infrastructure
[NO] 355/1000 | EFECE: An Explainable Feature-Based Evaluation and Comparative Explanation Framework for Large Language Models
