[2026-08-11 10:01:27] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-10
正在获取论文...
[arXiv] 2026-08-10 | A pre-triangulated category which is not triangulated
[NO] 348/1968 | NBA_Streaming: A Large-Scale Benchmark for Fine-Grained Basketball Commentary Generation in Continuous Streams
[NO] 349/1968 | SAIN: Structure-Aware Interactive Navigation with Active Dialogue Grounding for Mobile Robot
[NO] 350/1968 | Failure-Aware Long-Form Translation: Design and Implementation of a Recoverable LLM Translation System
[NO] 351/1968 | Agentic Router: An Execution-Grounded Continual Learning Approach With Memory
[NO] 352/1968 | An extremal theorem for graphs with non-negative Bakry--Émery curvature
[NO] 353/1968 | A Resource-centric Analysis and Optimization of NoSQL Workloads using Distressed Resource Volume Metric
[NO] 354/1968 | Tensor analyzing power $T_{20}$ in the reaction $γ\vec{d}\to pn$ at photon energies 350-680 MeV
[NO] 355/1968 | Particle-Based Conformal Prediction for Contact-Aware Uncertainty Calibration in Stratified Configuration Spaces
[NO] 356/1968 | CIDER: A Dataset of Contextual Disclosure Boundaries for Privacy Preference Alignment
[NO] 357/1968 | Time-Dependent Potential Recovery from Local Data on Conformally Transversally Anisotropic Manifolds
[NO] 358/1968 | Beyond Tier Labels: Role- and Deployment-Dependent Model Substitution in Multi-Call LLM Workflows
[NO] 359/1968 | Demand-Aware Cooperative Transmission Design for Energy-Efficient LEO Satellite Networks
[NO] 360/1968 | RefineAny3D: Depth Refinement as Semantic Alignment for Monocular 3D Detection
[NO] 361/1968 | Beyond Direct Identifiers: Probabilistic Privacy Risk Estimation for Privacy-Conscious LLM Query Delegation
[NO] 362/1968 | Trajectory Divergence Horizon Decision for Reliable Dual-Arm Surgical Subtask Manipulation
[NO] 363/1968 | Renaming or Tightness: Enforcing Disjunctive Information Flow Policies
[NO] 364/1968 | A Probabilistic Circuit-Induced Pseudo-Metric for Out-of-Distribution Detection
[NO] 365/1968 | Phonon-assisted transport and hole-phonon coupling in GaAs double quantum dots
[NO] 366/1968 | RAVEN-Eval: Rubric-Guided Automatic Evaluation for AI Video Generation Models Based on LMM Preference Judgement
[NO] 367/1968 | RAVEN: Frozen Random Graph Reservoirs with Physics-Informed Interaction Fingerprints for Protein-Ligand Binding Affinity Prediction
[NO] 368/1968 | SI-Edit: Toward Sketch-Instruction Guided Local Image Editing with Pixel-Level Precision
[NO] 369/1968 | The Announcement Carries the Cue: Markup, Boundaries, and the Notation of Pre-Training Corpora
[NO] 370/1968 | F2STNet: Fair and Federated Spectral-Temporal Modeling for Graph Forecasting
[NO] 371/1968 | $q$-Difference Equations for two classes of Pattern Avoiding Permutations
[NO] 372/1968 | The minimal obstruction modulus for quadratic forms
[NO] 373/1968 | Breaking the 4-Approximation Barrier in Strategyproof Two-Facility Location
[NO] 374/1968 | Diagnosing as Cardiologists Do: ECG Agents with Doctor-Grounded Priors for Clinical Reasoning Across Diseases and Populations
[NO] 375/1968 | On the Schauder Estimates for Non-local Equations with Drift: The Supercritical Case
[NO] 376/1968 | Population-inversion map of the mesospheric sodium ladder: continuous-wave and pulsed pumping schemes for directed emission
[NO] 377/1968 | RynnValue: Scaling Robotic Value Foundation Models with Temporal Distance
[NO] 378/1968 | How Do Large Language Models Judge Social Attraction? Evidence from Theory-Grounded Persona Ratings Across Multiple LLMs and Humans
[NO] 379/1968 | SwiftQK: Fast and Communication-Efficient Tensor Parallelism for Query-Key Normalization
[NO] 380/1968 | A further study of quandles and quandle rings
[NO] 381/1968 | Robust spin pseudogap and spin-charge separation in the $σt$-$J$ model
[NO] 382/1968 | Efficient Human-Contact Representation for Human-Scene Interaction
[NO] 383/1968 | QTris: a pedagogical board game to teach Quantum Mechanics
[NO] 384/1968 | "Will This Data Break My Task?" - Interactive Synthesis of Task-Aware Data Unit Tests
[NO] 385/1968 | Logarithmic-Free Moment and Generalization Bounds for Uniformly Stable Algorithms
[NO] 386/1968 | Foundation Models are Implicit Deepfake Detectors
[NO] 387/1968 | Averaging Principle and Pullback Attractor Convergence for McKean--Vlasov Stochastic Reaction--Diffusion Equations
[NO] 388/1968 | PolicyKG: An Agentic LLM Pipeline for Translating Institutional Policies into SHACL Knowledge Graphs
[NO] 389/1968 | Probing crystal-field modulations with magnetic adatoms on the incipient charge-density-wave superconductor $2H$-NbS$_2$
[NO] 390/1968 | Characterising the set of deterministic quantum correlations in prepare-and-measure scenarios
[NO] 391/1968 | Track me if you can: Ephemeral coin tracing
[NO] 392/1968 | Torus and Positive Mass stability for metrics with Ricci curvature lower bound
[NO] 393/1968 | Beyond Naturalness: Probing Automated Text-To-Speech Evaluators on Linguistically Grounded Dimensions
[NO] 394/1968 | Dynamic $e$-closure for online hypotheses with any-time-valid evidence: closure principles and projective mergers
[NO] 395/1968 | From Values to Benchmarks: Evaluating Large Language Models for Governmental Use in Dutch
[NO] 396/1968 | A Quantum Coherence Microscope in the Hubbard Regime
[NO] 397/1968 | From Koszul-Complex Stabilizer Models to Superselection Profiles: Topological Rigidity and Nonsplit Extensions
[NO] 398/1968 | DistMoE: Private-data Rehearsal-free Routing in Mixture-of-Experts for Distributed Instruction Tuning
[NO] 399/1968 | Decoding-Level Taboo: A Diagnostic Stress Test for LLM Robustness
[NO] 400/1968 | Nascent Embedded-protostar Survey in Taurus (NEST) II: Measuring Dust Mass, Disk Size, and Gas Mass
[NO] 401/1968 | RoSE: A Robotic Soft Esophagus for Endoprosthetic Stent Testing
[NO] 402/1968 | Widom factors for Chebyshev and residual polynomials on semi-regular subsets of $\mathbb{R}$
[NO] 403/1968 | ArchAgent v2: A Case Study with the Data Prefetching Championship
[NO] 404/1968 | The Cycle Rank Threshold: Perfect Matchings and Property (P) in Bipartite Graphs
[NO] 405/1968 | A random Lipschitz function detecting jumps
[NO] 406/1968 | A Bird's-Eye View on Security Considerations in RFCs
[NO] 407/1968 | Towards Expert-level Medical AI for Real-time Video Consultations
[NO] 408/1968 | Rotating near-horizon extreme geometries in quadratic gravity
[NO] 409/1968 | Langevin dynamics along the zero set of real-analytic potentials
[NO] 410/1968 | NASA ASTRA Initiative White Paper: Space-Based Mission for Ultrahigh Energy Particles
[NO] 411/1968 | Multi-Agent AI Safety as an Institutional Design Problem
[NO] 412/1968 | On a conjecture of Kolokolnikov on algebraic connectivity
[NO] 413/1968 | MedPixel: A Unified Pixel-Language Model for Medical Reasoning and Segmentation
[NO] 414/1968 | Nonlinear stability of large amplitude viscous shock wave for compressible magnetohydrodynamics flows
[NO] 415/1968 | Thermal Origin of Black Hole Quasinormal Modes
[NO] 416/1968 | Quasi-automatic software support for Gaia ground based optical tracking
[NO] 417/1968 | A Singular Control Problem for Data Center Electricity Cost Minimization
[NO] 418/1968 | Mori dream Jacobian elliptic surfaces of Kodaira dimension one
[NO] 419/1968 | A Gaussian Process framework for constraining the nuclear equation of state from microscopic calculations with correlated uncertainties
[NO] 420/1968 | Asymptotics for Treatment Choice with Partial Identification
[NO] 421/1968 | ResemBrick: Brick Reconstruction from Photographs with Perceptual Fidelity and Buildability
[NO] 422/1968 | Autoregressive Projective Quantum Monte Carlo: From a Hermitian to a Non-Hermitian Perspective
[NO] 423/1968 | K-stability of complete intersections
[NO] 424/1968 | Tunable Multiband Geometry and Fractional Phases in Higher Vortexable Systems
[NO] 425/1968 | Neural Array-Generic Direction-of-Arrival Estimation Exploiting Array Transfer Functions
[NO] 426/1968 | A Comparison of High-Dimensional Variable Selection Procedures for Electricity Spot Price Forecasting
[NO] 427/1968 | HOPPER: Learnable Hop Extraction for Linearized Graph Sequence Models
[NO] 428/1968 | Learning Clifford-structured quantum unitaries and Hamiltonians
[NO] 429/1968 | Growth in affine Hecke categories
[NO] 430/1968 | Ricci-flat metrics from gauged linear $σ$-models without RG flow
[NO] 431/1968 | On the positivity of Yamabe invariant and Paneitz operator
[NO] 432/1968 | Dynamical degrees of twisted rational maps
[NO] 433/1968 | Can Coding Agents Solve Repository-Level Issues with Rendered Code? An Exploratory Study of Visual Representations
[NO] 434/1968 | Did the Grid Erase the Event? EndoClock for Auditing Medical World-Model Pipelines
[NO] 435/1968 | Privileged Likelihood Is Not Automatically Value: Three Checks for Token Credit in On-Policy Self-Distillation
[NO] 436/1968 | Pointing Model Meets Deep Learning: A Retrospective Study on a MeerKAT+ Telescope Applying Deep Learning Methods for Blind Pointing Corrections
[NO] 437/1968 | SafeQL: Search-based Refinement for Safe and Efficient LLM-based Text-to-SQL
[NO] 438/1968 | Use of the Common Information Model (IEC 61970) for Standardized Data Exchange in HVDC Digital Twin Systems
[NO] 439/1968 | Task-Oriented Formation Decision via Reinforcement Learning: Herding an Attacking Swarm
[NO] 440/1968 | SkillSentry: Reliable Skill Execution for LLM Agents via Runtime Assurance
[NO] 441/1968 | An Explainable GNN Framework for Component-Level Anomaly Diagnosis
[NO] 442/1968 | In-Loop Model Adaptation with Coupled Latent-Noise Guidance for High-Fidelity Subject-Driven Text-to-Image Generation
[NO] 443/1968 | Multimodal Federated Learning under Dual-Axis Modality Missingness
[NO] 444/1968 | RealDenseFace: Real-time Monocular 3D Face Reconstruction from Dense UV-space Priors
[NO] 445/1968 | Optimizing Wavefront-Deformation Sensor Placement for Active Radio-Telescope Surfaces
[NO] 446/1968 | Coalitional bargaining with transfers
[NO] 447/1968 | SafeSceneReason: A Multimodal Reasoning Benchmark Connecting Industrial Hazards with Accident Knowledge
[NO] 448/1968 | RL-Native Distillation: Exploiting Scored Trajectories for Few-Step Image Generation
[NO] 449/1968 | Jaynes--Cummings dynamics of fermionic heteronuclear dimers in the Mott regime
[NO] 450/1968 | Distributed Stochastic Smoothing ADMM for Penalized Quantile Regression
[NO] 451/1968 | Online Learning of Scale Parameters in Score-Driven Filters
[NO] 452/1968 | A Heterogeneous Distributed Architecture for Quantum Simulation
[NO] 453/1968 | AkasicDB: Demonstrating Omni RAG with a Unified Vector-Graph-Relational DBMS
[NO] 454/1968 | Squeezing for dispersive readout of NV magnetometer
[NO] 455/1968 | UNMASK: Discovering and Causally Verifying Spurious Shortcuts in Text Classifiers
[NO] 456/1968 | FedA2L: Adaptive layer-wise learning rate adjustment in decentralized federated learning
[NO] 457/1968 | A primal--dual interior-point method for nonsymmetric conic optimization with conjugate-free scaling
[NO] 458/1968 | Effect of Photoplethysmogram Artifacts on Uncertainty in Atrial Fibrillation Detection
[NO] 459/1968 | Silent coverage failures in rare-event searches and a degeneracy index that predicts them
[NO] 460/1968 | Ultra-Low-Impedance Robotic Gripper for High-Bandwidth and Transparent Physical Interaction
[NO] 461/1968 | Unsigned Frenet Data: Exact Fibres, Generic Rigidity, and a Quantitative Dichotomy
[NO] 462/1968 | EmoS: A Theory-Grounded Framework for Evaluating and Aligning Emotional Intelligence in Spoken Language Models
[NO] 463/1968 | Intuitive Directional Sense Presentation to the Torso Using McKibben-Based Surface Haptic Sensation in Immersive Space
[NO] 464/1968 | Bohr type inequalities with one parameter for the class of self analytic maps on unit disc
[NO] 465/1968 | Plant-Wide Hierarchical Electricity-Heat Coordination for Large-Scale Cold-Region ReP2H Plants via Bidirectional Thermal Coupling
[NO] 466/1968 | From Relevance to Execution Utility: Reward-Aware Dynamic Execution Gating for Skill-Based LLM Agents
[NO] 467/1968 | Line-filtered rank-two ACM bundles on abelian varieties of Picard rank one
[NO] 468/1968 | Tabular Numeric Stretch Transformation
[NO] 469/1968 | Diagnosing Performance in Invasion-Based Esports: The Esports Performance Screening (EPS) Framework
[NO] 470/1968 | UNSPECIFIC: General Constraint Synthesis for Breaking Copy-and-Paste Shortcut in LLM Instruction Following
[NO] 471/1968 | An Agentic Generative Large Language Model for Treatment Planning of Colorectal Cancer
[NO] 472/1968 | You Are Not My Teammate: Behavioral Fingerprint-based Detection of Suspicious Account Misuse
[NO] 473/1968 | Subjective Multi-Bias Detection with Large Language Models
[NO] 474/1968 | ChronoState: Hidden Elapsed-Time Conditioning for Temporal-State Action Selection in Frozen-Backbone Language Models
[NO] 475/1968 | Quantum Bicycle LDPC Codes with High $kd^2/n$ from Divisor-Driven Search
[NO] 476/1968 | Nef but Non-Semi-positive Line Bundles on Hopf Manifolds
[NO] 477/1968 | View-Adaptive Renderer for View-Consistent 2D-to-3D Generation
[NO] 478/1968 | Real Data Closes Synthetic-to-Real Gap in Optical Chemical Structure Recognition
[NO] 479/1968 | UnsDrive: Towards Robust End-to-End Autonomous Driving in Unstructured Scenes
[NO] 480/1968 | Who Bridges Safety? Identifying and Targeting Cross-Lingual Shared Safety Pathways
[YES] 481/1968 | VUPER: Verified ASN.1 UPER Parser
[NO] 482/1968 | Federated Unlearning Over Wireless Networks
[NO] 483/1968 | On Controlling the Effect of Error Growth in Unlimited Encrypted Iterative Learning Control
[NO] 484/1968 | RVANNS: Mixed-Precision Indexing and Locality-Aware Graph Traversal on RISC-V
[NO] 485/1968 | Latent World Models with Monotone Planning Costs for Image-Goal Navigation
[NO] 486/1968 | SSHafe: A Real-Time SSH Brute Force Attack Detection and Novel Credential Rotation Standard
[NO] 487/1968 | Self-induced crystalline fluctuation spin-glass state in Mn7C3 binary compounds
[NO] 488/1968 | A complete characterization of the existence of extremals for the Trudinger-Moser inequality on $\mathbb{R}^2$ under sharp $L^p$-perturbations
[NO] 489/1968 | Repeated-Game Security for Restaking-Based Verifiable Inference
[NO] 490/1968 | GeoAI-based post-segmentation quality validation of building footprints via spatial feature engineering
[NO] 491/1968 | Diversity Matters: Distributional Feature Coverage Sample Selection for Data-Efficient Backdoor Attacks
[NO] 492/1968 | DualCert: A Solver for the Traveling Salesman Problem with Constraint-Coupled Learning
[NO] 493/1968 | Towards Expressive and Faithful Audio-to-Image Generation: A Unified Multimodal Dataset and Synthesis Framework
[NO] 494/1968 | TriView-YOLO: Early Multi-View Fusion for Ground Penetrating Radar Cavity Detection in Soft, High-Water-Content Soils
