[2026-07-29 11:26:57] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-28
正在获取论文...
[arXiv] 2026-07-28 | CW-Ghost: Search-Free Granularity Selection for Helper-Thread Prefetching via Capacity Windows
[NO] 457/1904 | Vortex dynamics and air entrainment in dam break wave impacting on vertical walls: A multiphase lattice Boltzmann study
[NO] 458/1904 | Bi-Level Collaborative Learning for Few-Shot Scribble-Supervised Medical Image Segmentation
[NO] 459/1904 | CodeNib: A Multi-View Data System for Serving Repository Context to Coding Agents
[NO] 460/1904 | From dense grids to valid inference: Accounting for regularization bias in nonparametric random coefficient models
[NO] 461/1904 | SPARC Segmentation to Prediction via Affine Regression and Counterfactuals
[NO] 462/1904 | Twisted Multilayer Graphene: Superperiodicity and quasicrystals
[NO] 463/1904 | On the Genus Polynomial of Cubic Graphs
[NO] 464/1904 | TWICE: Two-Clock, Two-Window Learning for Long-Horizon Conversion Prediction in Online Advertising
[NO] 465/1904 | Observation of biased random-flux-induced topological phase transition in gyromagnetic photonic crystals
[NO] 466/1904 | RDVSv2: A Large-scale Benchmark for RGB-D Video Salient Object Detection
[NO] 467/1904 | Reduction of the Finite Generation Problem for Leading Term Ideals under Arbitrary Rational Monomial Orders to the Lexicographic
[NO] 468/1904 | Collision of Orbits for Families of Polynomials Defined over Number Fields
[NO] 469/1904 | Desktop-Delta Bench: Do Computer-Use Models Understand Desktop GUI Transitions?
[NO] 470/1904 | Minimally modified gravity with Laplacian auxiliary constraints and an inflationary realization
[NO] 471/1904 | The interplay of crystal-field transitions and exchange spin dynamics in a ferrimagnet
[NO] 472/1904 | Predicting the Slow Drift of Nuclear Spin Noise in Semiconductor Spin Qubits
[NO] 473/1904 | Automated Solar Radio Burst Detection Using Deep Learning on Augmented e-Callisto Data
[NO] 474/1904 | Singular geometry and eigenframe topology in local rank-2 tensor observables
[NO] 475/1904 | Parallel Decoding Distillation for Fast Image and Video Generation
[NO] 476/1904 | Empirical Evaluation of Out-Of-Distribution Performance of Tabular Foundation Models
[NO] 477/1904 | The Rate-Distortion-Deception Tradeoff
[NO] 478/1904 | Does Runtime Topology Context Improve LLM-Generated Kubernetes Security Patches?
[NO] 479/1904 | MemLens: A Value-Aware Memory Management System with Interactive Analytics for LLM-based Agents
[NO] 480/1904 | Superfluidity without charge order in the attractive Hubbard model on the kagome lattice
[NO] 481/1904 | Volcanic Satellites and Ion Escape in the Magnetospheres of Ultra-Cool and Brown Dwarf Stars
[NO] 482/1904 | CNN-Based Reanalysis of Optical Turbulence at the Canary Islands Observatories (OCAN)
[NO] 483/1904 | SC-Match: Scale-Space Matching with Context Consistency for Side-Scan Sonar Mapping
[NO] 484/1904 | From Role Prompt to Infinite Thinking: Exploiting Persona Conditioning for Inference Cost Attacks in LLMs
[NO] 485/1904 | The influence of dust destruction on gas cooling
[NO] 486/1904 | Analytic backreaction of a scalar wig on a Schwarzschild black hole
[NO] 487/1904 | Face De-Identification: A Domain-Centric Survey from Capture to Processing
[NO] 488/1904 | SAM3D-Guided Object-Centric Representation Alignment for Vision-Language-Action Models
[NO] 489/1904 | RecoReward: Recommender-Guided Multimodal Description Generation for Recommendation
[NO] 490/1904 | HiFi-UMI: Learning Deployable Manipulation Policies from High-Fidelity UMI Data Alone
[NO] 491/1904 | The calibration of large-radius jets using the Run 2 dataset with the ATLAS detector
[NO] 492/1904 | A Machine-Learning-Based Gas Lift Optimization Workflow for Unconventional Fields
[NO] 493/1904 | Towards a Systems Foundation for Agentic Cloud Management
[NO] 494/1904 | Bias-corrected Cox regression with AI-extracted covariates via calibration summary statistics
[NO] 495/1904 | Progenitor models of supernovae interacting with their binary companions
[NO] 496/1904 | Lowering the implementation barrier of neutral-atom quantum computing with agentic workflows
[NO] 497/1904 | Prototype Adaptation for Zero-Shot sEMG Movement Classification
[NO] 498/1904 | Causally Interpretable Meta-Mediation Analysis With Missing At Random Mediator and Outcome Data
[NO] 499/1904 | Bisingular $(ρ,δ)$ pseudodifferential operators on products of compact Lie groups
[NO] 500/1904 | Food Image Segmentation with LLM-Derived Ingredient Labels and Multimodal Fusion
[NO] 501/1904 | Freq-RemoteVAR: Next-Frequency Autoregressive Modeling for Remote Sensing Change Detection
[NO] 502/1904 | Modular Robotic Catheters for Endovascular Aneurysm Repair
[NO] 503/1904 | Transformer Transformer: A Unified Model for Motion-Conditioned Robot Co-design
[NO] 504/1904 | Convergence Choquet-complete spaces and domain representations
[NO] 505/1904 | Verification of Provers and Solvers
[NO] 506/1904 | GraphIDyOM: A graph-native Python reimplementation of IDyOM for musical expectation modelling
[NO] 507/1904 | Fluctuation-dissipation violations in mean-field non-reciprocal spin glasses
[NO] 508/1904 | Exponential de Finetti Theorems for Fermionic Gaussian States
[NO] 509/1904 | JWST/MIRI Detection of Molecular H$_2$ Winds from an Edge-on Class II Source HV Tau C
[NO] 510/1904 | WALoMA: A Multitask Wireless Foundation Model via Adaptive Low-Rank Masked Autoencoders
[NO] 511/1904 | Detection of HNCOH+ in the interestellar medium
[NO] 512/1904 | Unveiling neuronal microstructure in the human brain in vivo with time-dependent radial diffusivity in MRI
[NO] 513/1904 | Compositeness relations for near-threshold p-wave bound states
[NO] 514/1904 | A general-position problem for planar line arrangements
[NO] 515/1904 | Near full groups of bounded type, \rom{1}
[NO] 516/1904 | Tools Are Not Islands: Set-Level Tool Retrieval for LLM Agents via Query-Conditioned Hyperedge Prediction
[NO] 517/1904 | Universal Individual-Sequence Prediction with a Primitive-Recursive Superpredictor
[NO] 518/1904 | Radiative decays of the $h_c$ meson from lattice QCD
[NO] 519/1904 | Project Hephaistos -- III. Characterizing anomalous infrared sources identified as Dyson-sphere candidates
[NO] 520/1904 | Properties of resonant states for generic smooth expanding maps
[NO] 521/1904 | The Mendez-Pinto-Villarreal Conjecture for some classes of monomial ideals
[NO] 522/1904 | Engineering a Quantum Thermal Diode with Floquet Driving
[NO] 523/1904 | Closure operators on semilattice-ordered semigroups and spectrality of induced operations
[NO] 524/1904 | MyMentorLLM: A psychotherapy GenAI environment with multimodal voice/text patients, trainees and experts for deliberate practice
[NO] 525/1904 | Instanton slices and their superpolynomials
[NO] 526/1904 | Contextual Deconvolution for Variance-Stable Demand Sensing: Kernel-Modulated Operators in Promotional Retail
[NO] 527/1904 | Discrete power-law decay of subsystem distance after a quantum quench
[NO] 528/1904 | Taub-NUT as gravitational dyon with torsion
[NO] 529/1904 | On the flatness of the Bergman space as a module over the Hardy algebra
[NO] 530/1904 | Why Public Service AI Governance Frameworks Risk Failing in the Age of General-Purpose AI: Lessons from Policing
[YES] 531/1904 | KQFuzz: Knowledge-Guided Fuzzing for Quantum Libraries via Large Language Models
[NO] 532/1904 | AIriskEval-edu Demo: Auditing of Pedagogical Risks in Educational Explanations
[NO] 533/1904 | Quotient Dynamics, Effective Curvature, and Implicit Bias in Positive Quadratic Networks
[NO] 534/1904 | Spin precession in the strong deflection limit
[NO] 535/1904 | AI's Capability in Assisting Scientific Research in Physics, Astrophysics, and Cosmology II: Project Planning and Proposal Evaluation
[NO] 536/1904 | A dispersive method to study CP asymmetries in hadronic multi-body $B$ decays
[NO] 537/1904 | Proportional Fairness for Harmful Decisions
[NO] 538/1904 | Multiplicative subgroups are not restricted sumsets
[NO] 539/1904 | Nonlocal Majorana polarization in non-Hermitian topological superconductors
[NO] 540/1904 | Gravity-controlled non-equilibrium Casimir pressure in a binary liquid mixture
[NO] 541/1904 | The evolution of galaxy dust scaling relations in the COLIBRE simulations
[NO] 542/1904 | Probing Parity Violation with Weak Lensing Trispectrum
[NO] 543/1904 | Constraining axion quadratic couplings with the Hulse-Taylor binary system
[NO] 544/1904 | Fast optical spectroscopic observations of PSR J1023+0038 over one orbital period
[NO] 545/1904 | Visual prompt engineering for video models
[NO] 546/1904 | Interacting hydrodynamic modes in spinless fermions with dephasing noise
[NO] 547/1904 | Kinetically induced order from mobility-constrained excitations
[NO] 548/1904 | Deterministic loading of molecular arrays by microwave-assisted collisions
[NO] 549/1904 | V407 Vul: a triple star system with an AM CVn detectable by gravitational wave observatories
[NO] 550/1904 | HiSkill: Empowering LLM Agents with Hierarchical Skill Graphs
[NO] 551/1904 | AngelSpec: Towards Real-World High Performance Inference with Speculative Decoding
[NO] 552/1904 | From Heat Stress to Perception: Interpretable Data-Driven Models of Human Thermal Sensation
[NO] 553/1904 | Ends of Uncountable Locally Finite Groups: An Analytic and Coarse Geometric Approach
[NO] 554/1904 | Adversarial Deepfake Generation and an Investigation of Purification-Based Adversarial Detection
[NO] 555/1904 | Beyond Static Costs: Learning-Dynamics Aware Loss Functions for Long-Tailed Classification
[NO] 556/1904 | Edgington's Combination Method for Two-Study Meta-Analysis: An Empirical Evaluation in 1226 Meta-Analyses
[NO] 557/1904 | Speculate While You Reason: Teaching Agents to Predict Their Next Tool Call via Joint Agent-Speculator RL
[NO] 558/1904 | Evaluation of Adversarial Robustness in Arabic Language Models
[NO] 559/1904 | Beam Selection for Delay-Doppler Visibility in Multi-Target MIMO-OFDM Sensing
[NO] 560/1904 | On some potentials based on exponential functions
[NO] 561/1904 | FLASH: Efficient Impact Fall Detection with Unified Hypergraph State-Space Model
[NO] 562/1904 | GeoMFD: Continual Drone-View Geo-Localization with Geometry-Aware Adapter and Margin-Field Distillation
[NO] 563/1904 | Motion-Acceleration Calibration and Compensation in IMUs without External Equipment for Attitude Estimation Filters
[NO] 564/1904 | Macroscopic wall pressure and microscopic contact load in crowds without egress: social-group cohesion and boundary buffering
[NO] 565/1904 | Time-Reversal Invariant Topological Photonic Alloy
[NO] 566/1904 | Blow-up asymptotics for a critical Hartree-type Brézis--Nirenberg problem in dimension three
[NO] 567/1904 | Vertex Loci of Max-Indicator Polytopes and Vertex Retrieval in Ball Polyhedra
[NO] 568/1904 | Loss Invariance Determines What Concept Layers Encode: Volume Grounding in Echocardiography
[NO] 569/1904 | Lax Distributivity and a Characterization of Abelian Categories
[NO] 570/1904 | Echoes and quasinormal modes for static loop quantum black bounces
[NO] 571/1904 | Image Quality Dependent Degradation for AI Systems
[NO] 572/1904 | Finite-mass soliton-type rigidity and four-channel reduction for the three-dimensional nonradial focusing energy-critical nonlinear Schrödinger equation
[NO] 573/1904 | Algorithms for Candidate Control in Greedy Participatory Budgeting Rules
[NO] 574/1904 | Robust Ly$α$ forest constraints on reionization from semi-analytic galaxy formation models
[NO] 575/1904 | Verifiable blind probabilistic error cancellation
[NO] 576/1904 | Benchmarking Optical Receivers for Quantum Communication and Randomness Certification
[NO] 577/1904 | BioDisclose: An Actionability-Aware Benchmark for Biomedical Safety under Adversarial Elicitation
[NO] 578/1904 | Delta Debugging for Cyber-Physical Systems with Flaky Test Executions
[NO] 579/1904 | Cognivia: A Cognitive Behavioral Therapy Copilot for Evidence-Based Mental Healthcare
[NO] 580/1904 | DynaBridge: Dynamic Summary-Guided Cross-Task Multimodal Fusion for DASS-Structured Mental Health Assessment
[NO] 581/1904 | An Asymptotic Formula in Waring's Problem for Seventeen Fourth Powers with Almost Equal Summands
[NO] 582/1904 | A Physics-Informed Neural Operator for Thermal Ranking of Low-Cost Wall Materials in Hot-Dry Climates
[NO] 583/1904 | Localized Adaptation Reveals Distinct Learning Signatures in Transformers
[NO] 584/1904 | Continuous local potential functionals and the Dinh-Sibony product
[NO] 585/1904 | Engine-Equal, Human-Unequal: A Reproducible Outcome Skew in Engine-Assessed Equal Chess Positions
[NO] 586/1904 | Measurement of the fragmentation properties of jets containing $Υ$(nS) mesons in proton-proton collisions at $\sqrt{s}$ = 13 TeV
[NO] 587/1904 | Transformer Atomic Cluster Expansion: TRACE
[NO] 588/1904 | Conserved Gravitational Charges as Curvature Fluxes
[NO] 589/1904 | Estimates of the total variation distance between laws of Sobolev mappings on Gaussian spaces
[NO] 590/1904 | Using Data-Derived Priors to Guide CNN Architecture Design for NIR Chemometrics
[NO] 591/1904 | Beyond Facial Consistency: Personalized Person Image Generation with Holistic Identity Preservation
[NO] 592/1904 | Beyond Epistemia: Epistemic Schizologia and Large Language Models as Techno-Semiotic Machines
[NO] 593/1904 | Well-posed homogenized strain-gradient models for linear elastodynamics and elastostatics in arbitrary periodic media
[NO] 594/1904 | A Novel Hepatitis B Epidemic Model with Vertical Transmission, Spontaneous Recovery and Optimal Control Analysis
[NO] 595/1904 | Graph integrals, Feynman periods, and single-valued multiple zeta values
[NO] 596/1904 | Conditional gradient methods on unbounded feasible regions
[NO] 597/1904 | System-Aware Adaptive CSI Feedback via RL-Guided Autoencoder Switching in Multi-User MIMO System
[NO] 598/1904 | A Minimal Dynamical Model for Incubation-Outbreak Transitions in Social Norm Diffusion
[NO] 599/1904 | How Small Can You Go? A Controlled Study of LoRA Rank, Target Modules, and Quantization Trade-offs for Text-to-SQL on a 60M-Parameter Model
[NO] 600/1904 | Stress Drops Associated with Surface Crack Formation in Photo-aged Polypropylene during Three-Point Bending
[NO] 601/1904 | Matrix-Free Photoacoustic Image Reconstruction via Sensor-Token Self-Attention
[NO] 602/1904 | Network Reciprocity Shapes Evolutionary Cybersecurity Dynamics
[NO] 603/1904 | Agent Skills Matter: Inferring Proprietary Skills from Execution Trajectories
[NO] 604/1904 | Lipid-Mediated Control of Thermally Induced Shape Transformations in Liquid Crystal Droplets
[NO] 605/1904 | Refined Humbert Invariants in Supersingular Isogeny Degree Analysis
[NO] 606/1904 | From Training to Deployment: Post-Hoc Causal Feature Identification via Sensitivity Ratios
[NO] 607/1904 | No preference for generalized emergent dark energy from current cosmological data
[NO] 608/1904 | Foundations of a solved-volatility stochastic turbulence closure: Itô--Hencky kinematics, source-consistent momentum and finite-correlation realisation
