[2026-06-10 12:22:12] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-09
正在获取论文...
[arXiv] 2026-06-09 | Dynamic inverse problems: Single-loop online algorithms
[NO] 401/1929 | ALETHEIA: Autonomous Loop for Experimental Theory and HEP Inference Across-data
[NO] 402/1929 | Making a Name for Myself: On Academic Naming Policies and their Impact
[NO] 403/1929 | Superficial Beliefs in LLM Decision-Making
[NO] 404/1929 | Understanding and mitigating the risks of OpenClaw for non-technical users: A practical guide with Skill
[NO] 405/1929 | A Case Study Reexamining the Cold-Start Problem in Knowledge Tracing Models and Implications for SafeInsights, an Education Research Infrastructure
[NO] 406/1929 | Cyclic phenomena for composition operators on weighted Bergman spaces
[NO] 407/1929 | A Companion App for an Autonomous Family Vehicle: Identification of Values for an Autonomous Mobility System
[NO] 408/1929 | Isolated Singularities for Fractional Hartree Equations
[NO] 409/1929 | FairWave : A Fairness-Aware Asynchronous DAG-BFT Consensus
[NO] 410/1929 | Event-based Scheimpflug LiDAR for Ultra-Fast Laser-Scanned Rangefinding
[NO] 411/1929 | Optimizing 2D Input Representations and Sub-phase Fusion Strategies for Differential Diagnosis of Asthma and COPD Using CNN- and GRU-Based Networks
[NO] 412/1929 | Quo Vadis, Visual In-Context Learning? A Unified Benchmark Across Domains and Tasks
[NO] 413/1929 | Dominance and symmetry-breaking rules for the Graph Burning Problem
[NO] 414/1929 | Labelled Process Logic
[NO] 415/1929 | Understanding Energy Dependent Hadronic Calorimeter Response from a Machine Learning Perspective
[NO] 416/1929 | Random Matrix Theory for Chaotic Wave Scattering and Transport
[NO] 417/1929 | Non-Isomorphic Optimal Cayley Graphs
[NO] 418/1929 | A Physics-Informed B-Spline Framework for Continuous Approximation of Flow Data
[NO] 419/1929 | Prime Quadruplets and Jump Conditions on Arithmetic Functions
[NO] 420/1929 | Extensible links in a broad class of single polymer chain models
[NO] 421/1929 | Hidden Consensus:Preference-Validity Compression in Human Feedback
[NO] 422/1929 | Entropy-Aware Domain-Routed Mixture-of-Experts Speech-LLM Framework: A Case Study of Multi-Domain Child-Adult ASR
[NO] 423/1929 | A stochastic gradient algorithm for non-separable optimization with convergence guarantee
[NO] 424/1929 | Supermodularity and Submodularity in Network Interdiction
[NO] 425/1929 | A quiver approach to quasi-quantum groups with the Chevalley property
[NO] 426/1929 | Genuine Multipartite Nonlocality for Arbitrary Input: Maximal Randomness Generation and Robust Self-Testing
[NO] 427/1929 | Frontier Coding Agents Use Metaprogramming to Adapt to Unfamiliar Programming Languages
[NO] 428/1929 | Recoverable but Not Stationary:Local Linear Structures in Weights and Activations
[NO] 429/1929 | AgniNav: Configuration-Driven Cross-Embodiment Local Planning for Robot Navigation
[NO] 430/1929 | Flash-GMM: A Memory-Efficient Kernel for Scalable Soft Clustering
[NO] 431/1929 | Flow-Mediated Regulation of Pathogen Survival in the Human Stomach
[NO] 432/1929 | The 1st PortraitCraft Challenge: A CVPR 2026 Workshop Competition on Portrait Composition Understanding and Generation
[NO] 433/1929 | Improving Text-Instance Alignment Of Foreground Conditioned Out-Painting Via Customized Concept Embedding
[NO] 434/1929 | Bilinear gating of motor primitives: a principle linking dendritic computation to rapid goal-directed adaptation
[NO] 435/1929 | Advancing Wood Identification in the Philippines: Utilizing the Xylorix Platform for Efficient AI Model Development and Deployment for Five Key Species
[NO] 436/1929 | A New Invariant for Prime Alternating Knots From Error-Correcting Codes
[NO] 437/1929 | LIBERO-Occ: Evaluating and Improving Vision-Language-Action Models under Scene-Induced Occlusion via Viewpoint Imagination
[NO] 438/1929 | From Perception to Action: Can UI Interventions Foster Sustainable LLM Chatbot
[NO] 439/1929 | Training LLMs to Enforce Multi-Level Instruction Hierarchies via Gravity-Weighted Direct Preference Optimization
[NO] 440/1929 | Formation of Parallel Stellar Streams through Encounters with Dark Matter Subhalos and Intermediate-Mass Black Holes
[NO] 441/1929 | Pulsar Wind Nebulae (PWNe) -- A Review
[NO] 442/1929 | Data-driven surrogate models for forecasting experimentally measured fluid flows
[NO] 443/1929 | Quantum Limits of the Laplacian perturbed along a geodesic on $\mathbb{S}^{2}$
[NO] 444/1929 | Towards Deep Contextual Reasoning from Broad Descriptions for ASR with Speech-LLM via Metadata-Driven Reasoning Chains
[NO] 445/1929 | Enhanced nondipole momentum offsets in triple ionization of atoms driven by mid-infrared laser fields
[NO] 446/1929 | GUIDE: Goal-Initialized Directional Understanding for End-to-End Visual Navigation
[NO] 447/1929 | A Multiwavelength Interpretation of HESS J1857+026 Emission Using the Fermi-LAT, VERITAS, and HAWC Observatories
[NO] 448/1929 | MODIP: Efficient Model-Based Optimization for Diffusion Policies
[NO] 449/1929 | Direct Data-Driven Approximate Optimal Control of Nonlinear Input-Affine Systems
[NO] 450/1929 | Beyond APIs: Probing the Limits of MLLMs in Physical Tool Use
[NO] 451/1929 | Boosting ECG Classification Performance by Pre-training with Synthesized Data
[NO] 452/1929 | Black hole formation by a scalar field
[NO] 453/1929 | Overview of ESDD2: Environment-Aware Speech and Sound Deepfake Detection Challenge
[NO] 454/1929 | A Bayesian Network Approach for Enhancing Security-Focused Decision Support Systems
[NO] 455/1929 | Inverse Probability Weighting and Age-of-Information Aggregation for Decentralized Federated Learning under Partial Reception
[NO] 456/1929 | Amortized Simulation-Based Inference of Colliding-Wind Binaries from Short, Noisy Image Time Series
[NO] 457/1929 | Generalizing Lusztig's total positivity II : geometric properties
[NO] 458/1929 | DD-INR: Dynamics-Driven Implicit Neural Representation for Accelerated Whole-Brain Functional MRI Reconstruction
[NO] 459/1929 | Spin polarisation signatures of Fractionally Charged Skyrmions in Fractional Quantum Hall states
[NO] 460/1929 | Beltrami problem in dimension two: local normal forms
[NO] 461/1929 | Fréchet Means of Periodic Orbits in Dynamical Systems: Geometry, Dynamics, and Diagnostics
[NO] 462/1929 | Hand-centric Human-to-Robot Trajectory Transfer from Video Demonstrations via Open-World Contact Localization
[NO] 463/1929 | Uniformization of domains in the Riemann sphere via the Kobayashi metric
[NO] 464/1929 | Max-Policy Iteration, Revisited
[NO] 465/1929 | Hubble as a Unique Discovery Engine of the Fate of Massive Stars and Black Hole Formation
[NO] 466/1929 | High-Speed Generation of Periodic Traffic Patterns on P4TG for DDoS and Burst-Load Evaluation
[NO] 467/1929 | Event-Driven Reinforcement Learning Enables Long-Horizon Control in Semiconductor Fabrication
[NO] 468/1929 | Do LLMsMakeNeural Distinguishers Wise?
[NO] 469/1929 | A Phase Space Criterion for Dynamical Amrein-Berthier Uncertainty
[NO] 470/1929 | Dynamical Amrein-Berthier Uncertainty for Fractional Schrödinger Flows
[NO] 471/1929 | Limited belief propagation and contingent thinking
[NO] 472/1929 | In Defense of Information Leakage in Concept-based Models
[NO] 473/1929 | Reconstructing OPC UA Address Spaces from Time-Series Databases
[NO] 474/1929 | Improved Bounds for numerical radius and $a$-numerical radius in ${C}^*$-algebras
[NO] 475/1929 | ManiSplat: Manipulation Trajectory Synthesis from Monocular Video via Decoupled 3D Gaussian Splatting
[NO] 476/1929 | Compositional proofreading through critical self-tuning
[NO] 477/1929 | Scattering Theory
[NO] 478/1929 | Eisenstein-Kronecker classes on Hilbert moduli spaces and a new construction of Katz's $p$-adic measure
[NO] 479/1929 | Multi-epoch scattered-light analysis of HD 135344B: new evidence for a spiral-driving protoplanet
[NO] 480/1929 | Fast and Highly Expressive Policy Learning for Offline Reinforcement Learning via Bootstrapped Flow Q-Learning
[NO] 481/1929 | Frenet turns
[NO] 482/1929 | Modeling pest dynamics in trap cropping to improve yield: the effects of attraction, retention, and land allocation
[NO] 483/1929 | Propagation and localization of spin excitations at altermagnetic domain walls
[NO] 484/1929 | Quantum study of ultracold atom-ion excitation exchange
[NO] 485/1929 | Embedding Hybrid Systems into Continuous Latent Vector Fields
[NO] 486/1929 | From Data Heterogeneity to Convergence: A Data-Centric Review of Federated Learning
[NO] 487/1929 | Dirichlet-Guided Group Forecasting for Alleviating Over-smoothing in Time Series Forecasting
[NO] 488/1929 | Towards Diverse Scientific Hypothesis Search with Large Language Models
[NO] 489/1929 | Stationary points of conformally invariant polyconvex energies
[NO] 490/1929 | AgenticNav: Zero-Shot Vision-and-Language Navigation as a Tool-Calling Harness
[NO] 491/1929 | A Lightweight Dual-Factor Acoustic Authentication System via Cascaded GMM-DTW Architecture for Edge Computing
[NO] 492/1929 | Molecular Gas Structure and Star Formation Diversity in Stephan's Quintet Revealed by ACA CO(1-0) Mapping
[NO] 493/1929 | The Simplest Flexible Cross-Polytopes
[NO] 494/1929 | PrismAvatar: Pseudo-Multiview Reconstruction and Subpixel Prism Rendering for Real-Time Stereoscopic Communication
[NO] 495/1929 | SkillAxe: Sharpening LLM-Authored Agent Skills Through Evaluation-Guided Self-Refinement
[NO] 496/1929 | A phase-field modeling approach to sea-ice fracturing
[NO] 497/1929 | Precision measurements at the interface between unitary and non-unitary encoding
[NO] 498/1929 | Representation-Aware Advantage Estimation: Your Reward Model Provides More Than A Scalar Output
[NO] 499/1929 | On the Ekedahl sieve for the singular locus of the discriminant polynomial
[NO] 500/1929 | Two Integral Sliding-Window Inequalities for Maximal Convolutions
[NO] 501/1929 | Ytterbium lattice clock with uncertainty of $1.1\times 10^{-18}$ and instability of low $10^{-19}$
[NO] 502/1929 | Simplified Temporal Convolutional-Based Channel Estimation for a WiFi Vehicular Communication Channel
[NO] 503/1929 | HIPIF: Hierarchical Planning and Information Folding for Long-Horizon LLM Agent Learning
[NO] 504/1929 | Minimum free energy randomized design to improve covariate balance
[NO] 505/1929 | Systematic comparison of VMEC and HINT equilibrium calculations for finite-beta LHD plasmas
[NO] 506/1929 | AgentCanary: A Security Evaluation Framework for Autonomous AI Agents in Real Executable Environments
[NO] 507/1929 | 3D-CoS: A New 3D Reconstruction Paradigm Based on VLM Code Synthesis
[NO] 508/1929 | HE-DAP: Homomorphic Encryption-based Dynamic Adaptive Parameter Optimization for Statistical Computation
[NO] 509/1929 | The Non-perturbative term for the Axial-vector Form Factor of Pion Decay
[NO] 510/1929 | Electrical Spectroscopy of Intervalley Relaxation in WSe$_2$ Transistors
[NO] 511/1929 | A Mean-Field Analysis of Multi-Head Self-Attention under Cross-Entropy Training
[NO] 512/1929 | Geometric Coastline Localization using Vision-Language Models
[NO] 513/1929 | LakeQA: An Exploratory QA Benchmark over a Million-Scale Data Lake
[NO] 514/1929 | Leveraging Social Media Data for COVID-19 Studies
[NO] 515/1929 | Floquet analysis of coherence in periodically driven diamond NV ensemble systems
[NO] 516/1929 | Few-step Generative Models as Lossy Compression
[NO] 517/1929 | Proportionality from Sampled Approvals
[NO] 518/1929 | ASTRA-sim 3.0: Next-Level Distributed Machine Learning Simulations via High-Fidelity GPU and Infrastructure Modeling
[NO] 519/1929 | Profiling cognitive offloading in LLM-mediated synthesis writing: Volume vs. content
[NO] 520/1929 | Robust Bayesian Predictive Model Selection using Bregman Divergence
[NO] 521/1929 | CoCoSI: Collaborative Cognitive Map Construction for Spatial Intelligence
[NO] 522/1929 | Bidirectional Random Projections
[NO] 523/1929 | PF-Trans: Physics-Embedded Frequency-Aware Transformer for Spectral Reconstruction
[NO] 524/1929 | A Practical Recipe Towards Improving Sim-and-Real Correlation for VLA Evaluation
[NO] 525/1929 | Benchmarking stereo reconstruction for 3D printable Martian terrain models
[NO] 526/1929 | Light and Strange Baryons in Medium
[NO] 527/1929 | Mean-field models for morphogenetic processes in physiological contexts
[NO] 528/1929 | Long-time existence of some geometric flows with bounded scalar curvature
[NO] 529/1929 | Koopman Modeling and Stabilization of Discrete-Time Nonlinear Control Systems: Bilinearity on a Reproducing Kernel Hilbert Space
[NO] 530/1929 | OMG: Omni-Modal Motion Generation for Generalist Humanoid Control
[NO] 531/1929 | Optimal exit strategies of CPT gamblers in unfair gambles
[NO] 532/1929 | Building Change Detection in Earthquake: A Multi-Scale Interaction Network and A Change Detection Dataset
[NO] 533/1929 | Semantic Multi-Agent Intrusion Detection for IoT:Zero-Day and Adversarial Threats with Risk-Aware Reasoning
[NO] 534/1929 | Mobility Anomaly Generation using LLM-Driven Behavior with Kinematic Constraints
[NO] 535/1929 | Dissect and Prune: Enhancing Robustness in AI-Generated Image Detection
[NO] 536/1929 | SARM2: Multi-Task Stage Aware Reward Modeling for Self Improving Robotic Manipulation
[NO] 537/1929 | Decomposing Firm-Level Crisis Responses from Incomplete Market Signals: Evidence from China's IT Sector During COVID-19
[NO] 538/1929 | The Confident Liar: Diagnosing Multi-Agent Debate with Log-Probabilities and LLM-as-Judge
[NO] 539/1929 | Unidirectional-like Edge Transport Induced by Non-Hermitian Skin Effects
[NO] 540/1929 | Supervised Fine-tuning with Synthetic Rationale Data Hurts Real-World Disease Prediction
[NO] 541/1929 | A Unified Adaptive Feature Composition Framework for Multi-Task Generalization in Wireless Foundation Models
[NO] 542/1929 | Hierarchical Policies from Verbal and Egocentric Human Signals for Natural Human-Robot Interaction
[NO] 543/1929 | FoA-SR: Faithful or Aesthetic? Profile-Aware Preference Optimization for Real-World Image Super-Resolution
[NO] 544/1929 | Determination Provenance: From Ambiguity to Algebra
[NO] 545/1929 | Test-Time Gradient Guidance of Flow Policies in Reinforcement Learning
[NO] 546/1929 | Weighted partitions with interval restrictions: exact formulas and a bivariate master identity
[NO] 547/1929 | Nonlocal modeling of opinion alignment and environmental feedback: Spatial aggregation and non-consensus patterns
[NO] 548/1929 | Accelerating SAV-based optimization via randomized low-rank Hessian approximation
[NO] 549/1929 | Single-photon scattering in a dissipative superconducting-qubit--SSH lattice hybrid
[NO] 550/1929 | GuideWalk: Learning Unified Autonomous Navigation and Locomotion for Humanoid Robots across Versatile Terrains
[NO] 551/1929 | Beyond Uniform Token-Level Trust Region in LLM Reinforcement Learning
[NO] 552/1929 | ArabiGEE: A Hierarchical Taxonomy for Arabic Grammatical Error Explanation
