[2026-06-30 11:45:31] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-29
正在获取论文...
[arXiv] 2026-06-29 | Real-Time Underwater Image Enhancement via Frequency-Guided Dual-Path Attention
[NO] 505/1986 | PoseShield: Neural Collision Fields for Human Self-Collision Resolution
[NO] 506/1986 | Deuterated water and the formation of the satellites of Uranus
[NO] 507/1986 | Understanding Color Confinement through Quantum Reference Frames and Relational Observables
[NO] 508/1986 | TOI-6884b: A low-mass brown dwarf transiting a slightly evolved star
[NO] 509/1986 | One-Step Gradient Delay is Not a Barrier for Large-Scale Asynchronous Pipeline Parallel LLM Pretraining
[NO] 510/1986 | Working with measurement-based computations on qudits
[NO] 511/1986 | Exploring Differences Between Tabular Enterprise Data and Public Benchmarks
[NO] 512/1986 | Optimizing Image Preparation and Compression for Face Recognition within 1024 Bytes
[NO] 513/1986 | Invariant Gibbs measures and global dynamics for fractional cubic Schrödinger equations on the torus
[NO] 514/1986 | Poisson-shot-noise hybrid machines: efficiency and quasistatic divergence
[NO] 515/1986 | CSAR: Containerized System Architecture for Robotics
[NO] 516/1986 | Gravitational Duals from Equations of State II: Large Hierarchies and False Vacua
[NO] 517/1986 | Broadband anti-reflection coating for sub-terahertz optics using dielectric multilayers
[NO] 518/1986 | Hankel and Multiplication Tensor Completions for Cactus Rank
[NO] 519/1986 | Continuous homology of topological periodic homology of complex cobordism
[NO] 520/1986 | GaAs/AlAs Acoustic Nanocavities for Coherent GHz-THz Phonon Engineering
[NO] 521/1986 | Beyond IID: How General Are Tabular Foundation Models, Really?
[NO] 522/1986 | Improved Predictive Performance and Interpretability for Mesomorphic Neural Networks Using Local Fidelity Regularization
[NO] 523/1986 | Provably Efficient Learning of Fermionic Correlations under Particle-Number Symmetry
[NO] 524/1986 | Holography and Kinematic Space for Gravitational Sub-regions in AdS
[NO] 525/1986 | Isospin-Driven Splitting of Chemical Potentials in Isobar Collisions from Lattice QCD
[NO] 526/1986 | Exact Signature Tail Asymptotics for Pure Rough Paths
[NO] 527/1986 | CogSENet: Blind Image Deblurring with Blur-Conditioned Semantic Routing and Explicit Frequency Fusion
[NO] 528/1986 | VLK: Learning Humanoid Loco-Manipulation from Synthetic Interactions in Reconstructed Scenes
[NO] 529/1986 | Testing the prevalence of hydrogen-silicate miscibility in young sub-Neptunes
[NO] 530/1986 | On soliton clusters and collision blow up for the $L^2$-critical Hartree equation
[NO] 531/1986 | Cavity-mediated probabilistic magic $T$-gate injection
[NO] 532/1986 | When and Which Sensor to Observe? Timely Tracking of a Joint Markov Source
[NO] 533/1986 | Nearly-uniform degree distributions in spanning subgraphs
[NO] 534/1986 | MESA: Prioritizing Vulnerable Communication Channels for Securing Multi-Agent Systems
[NO] 535/1986 | Learning from Reliable Latent Prompts for Visual Recognition with Missing Modalities
[NO] 536/1986 | Microfabricated Au and Au/graphene bilayer platelets for levitation experiments
[NO] 537/1986 | AI Premium
[NO] 538/1986 | Kinetic equations for a two-dimensional soliton gas
[NO] 539/1986 | The many-body Blaschke-Santaló type inequality via optimal transport
[NO] 540/1986 | MOAR Planner: Multi-Objective and Adaptive Risk-Aware Path Planning for Infrastructure Inspection with a UAV
[NO] 541/1986 | SWE-INTERACT: Reimagining SWE Benchmarks as User-Driven Long-Horizon Coding Sessions
[NO] 542/1986 | Data Replication Meets Function Scheduling in the Edge-Cloud Continuum
[NO] 543/1986 | Poller: Are LLMs Suitable for Evaluating the Poetry Understanding Task?
[NO] 544/1986 | Linguistic Firewall: Geometry as Defense in Multi-Agent Systems Routing
[NO] 545/1986 | Training Vision-Language-Action Models with Dense Embodied Chain-of-Thought Supervision
[NO] 546/1986 | Bridging the NISQ and Fault-Tolerant Regimes: Generative-ML-Assisted Quantum Selected CI for Molecular Simulations
[NO] 547/1986 | SIGMA: Saliency-Guided Sparse Mask Attacks for Speech Emotion Recognition
[NO] 548/1986 | To Tab or Not to Tab: Measuring Critical Engagement in AI Code Completion Tools Using Behavioral Signals and Attention Checks
[NO] 549/1986 | TRACE: Temporal Relationship-Aware Conversational Entrainment Detection in Dyadic Speech
[NO] 550/1986 | Finite-size effects in Schulz-Shastry-Luttinger models for determining anyonic signatures in 1d spin chains
[NO] 551/1986 | Learning from Mistakes: Rollout-Retrieval Lifelong Policy Learning for Autonomous Driving
[NO] 552/1986 | Orca: The World is in Your Mind
[NO] 553/1986 | Robust McKean--Vlasov Variational Systems with Asymmetric Loss Aversion: Well-Posedness, Stability, and Propagation of Chaos for the Forward and Regularized Backward Systems
[NO] 554/1986 | 3D Scene-Adaptive Trajectory-Controllable Human Image Animation with Camera Movement
[NO] 555/1986 | Two problems of Burr, Erd\H os, Graham, and Sós on maximal anti-Ramsey functions for $P_4$
[NO] 556/1986 | Rapid Hubble constant inference from GW170817 using GPU-accelerated nested sampling: prior sensitivity and the limits of post-hoc reweighting
[NO] 557/1986 | Scale-coupling from kirigami cuts controls emergent mechanics in liquid crystal elastomers
[NO] 558/1986 | On the Faithfulness of Post-Hoc Concept Bottleneck Models
[NO] 559/1986 | GPU Parallelization Strategies for Forward and Backward Propagation in Shallow Neural Networks: A CUDA-Based Comparative Study
[NO] 560/1986 | Between Zeros and Ones: Behavioral Characterization Beyond Binary Labeling Across Public ICS Datasets
[NO] 561/1986 | Discovering the Kalman-Bucy-Koopman Filter
[NO] 562/1986 | Transport in extended Kitaev chain with time reversal symmetry breaking and long-range interaction
[NO] 563/1986 | An Alternative Framework for Irreducibility and Primitivity of Nonnegative Tensors
[NO] 564/1986 | "Why Put in This Much Effort?": How AI Availability Shapes Students' Motivation in Introductory Programming
[NO] 565/1986 | Ancestries in random $d$-DAGs
[NO] 566/1986 | Heat rectification through a quantum two-level system
[NO] 567/1986 | Internal-State Probes Read the Situation, Not the Action: Three Negative Results for Pre-Action Misalignment Monitoring
[NO] 568/1986 | SGD Provably Prioritizes a Shortcut Spurious Feature in the XOR Model
[NO] 569/1986 | On a Generalized Compartment Model for Ethanol Metabolism in the Human Body
[NO] 570/1986 | Computing sieve integrals using LattE, and the density of integers with a localized divisor
[NO] 571/1986 | Modulation theory formulation of atomic light-matter interaction
[NO] 572/1986 | Comment on the "New Rotating Black Hole in Electromagnetic Fields: Cosmological Horizon without Cosmological Constant''
[NO] 573/1986 | Analyzing Linearizability in Relativistic Distributed Systems
[NO] 574/1986 | Sloshing Motions in Abell 3571 Revealed by XRISM/Resolve Velocity Mapping
[NO] 575/1986 | Can LLMs Rank? A Tale of Triads and Triage
[NO] 576/1986 | Notes on constants for maxima of Rademacher averages
[NO] 577/1986 | SA-Homo: Scale Adaptive Homography Estimation for Scale Variation Scenarios
[NO] 578/1986 | Stress tensor field and mesoscopic stresses in the vertex model for tissues
[NO] 579/1986 | Multiscale Dynamic Dependence Estimation over Networks
[NO] 580/1986 | Convergence of the PML method for scattering problems in poroelastic media
[NO] 581/1986 | A Stochastic--Geometric Theory of Scaling Laws in Grokking
[NO] 582/1986 | A One-Variable Frame Construction For Irrational Components of Hilbert Schemes of Points
[NO] 583/1986 | RQP: Resource-Oriented Quantiser Pruning for Neural Networks on FPGAs
[NO] 584/1986 | OmniCoT: A Benchmark for Global and Multi-Step Panoramic Reasoning
[NO] 585/1986 | Positivity properties of observables in planar maximally supersymmetric Yang-Mills theory
[NO] 586/1986 | Distributional comparison for non-commutative infinitely divisible probability measures
[NO] 587/1986 | A Generalisation of the Concentration-of-Measure Phenomenon with Applications to Intersection Problems
[NO] 588/1986 | Attenuated Poisson Dirichlet approximations for divisibility configurations
[NO] 589/1986 | Infinite-Horizon Linear-Quadratic Difference Games with Coupled Affine Inequality Constraints: Open-Loop Generalized Nash Equilibria
[NO] 590/1986 | Value Functions of Separable Convex Integer Programs are Periodically Convex
[NO] 591/1986 | Phase-Altered Interleaved Randomized Benchmarking for Compiled Quantum Gates
[NO] 592/1986 | Thermodynamic Limits of Stochastic Chemical Reaction Networks with Phosphorylation
[NO] 593/1986 | Monopole triangle over integers
[NO] 594/1986 | Mandol: An Agglomerative Agent Memory System for Long-Term Conversations
[NO] 595/1986 | Collective cooperation without individual fidelity in LLM agents
[NO] 596/1986 | Exact calculation of entanglement negativity for a 1+1D massless scalar field using phase space methods
[NO] 597/1986 | Cosmology with Multi-Wavelength Line Intensity Mapping Synergies in the SKAO Era
[NO] 598/1986 | Scalar Representations of Neural Network Training Dynamics
[NO] 599/1986 | Using Large Language Models as Low-Cost Statistical Estimators for Human-Response Data
[NO] 600/1986 | Decision-support strategies for photovoltaic self-consumption under declining electricity prices and limited remuneration of surplus generation
[NO] 601/1986 | OLIVE: View-Augmented Latent Prediction with Waveform Reconstruction for Speech SSL
[NO] 602/1986 | FastPano3D: Feed-Forward Indoor Panoramic 3D Reconstruction from a Single Image
[NO] 603/1986 | FFAvatar: Feed-Forward 4D Head Avatar Reconstruction from Sparse Portrait Images
[NO] 604/1986 | Detector-Output Instability near the Kesten-Stigum Boundary: Separating Hard Readout, Relaxation, and Fixed-Point Dispersion
[NO] 605/1986 | GKAT with Hoare Hypotheses
[NO] 606/1986 | BayesEvolve: Explicit Belief States for Autonomous Scientific Discovery
[NO] 607/1986 | Bayesian model comparison of type-I and type-II ultrafast demagnetization dynamics
[NO] 608/1986 | Local-Minima-Preserving Continuous Relaxation of Ising Problems
[NO] 609/1986 | UniGP: Taming Diffusion Transformer for Prior-Preserved Unified Generation and Perception
[NO] 610/1986 | Open-Vocabulary and Referring Segmentation for 3D Gaussians Using 2D Detectors
[NO] 611/1986 | Lagrangian correspondences of nonabelian Hodge type and shifted twistor structures
[NO] 612/1986 | Rauzy-Veech Induction for Infinite-Type IETs
[NO] 613/1986 | Optimization Dynamics Imprint Semantic Specificity in Contrastive Embedding Norms
[NO] 614/1986 | A Jacobi Coupling Construction on Associated Bundles
[NO] 615/1986 | UnfoldArt: Zero-Shot Recovery of Full Articulated 3D Objects from Text or Image
[NO] 616/1986 | Pointed Evaluation Fibers of Rational Curves on del Pezzo Manifolds
[NO] 617/1986 | Wireless Backdoor Attack and Defense for Semantic Communications over Multiple Access Channel
[NO] 618/1986 | Untangling QLDPC Codes with Biased Noise Ancilla
[NO] 619/1986 | A Multi-task Mixture of Experts Framework for Malware Classification, Packing Detection, and Family Attribution
[NO] 620/1986 | Revisiting crossed-correlated baths in open quantum systems simulated by HEOM or T-TEDOPA
[NO] 621/1986 | The Role of Vehicles in Digital Forensic Investigations: A Structured Synthesis of Digital Vehicle Forensic Characteristics
[NO] 622/1986 | The Human Creativity Benchmark
[NO] 623/1986 | TraceLab: Characterizing Coding Agent Workloads for LLM Serving
[NO] 624/1986 | A Lightweight Post-Quantum Authentication Framework for 5G Base Station Bootstrapping
[NO] 625/1986 | Computing the Integral R2 Indicator by Perspective Mapping and Box Decomposition
[NO] 626/1986 | $μ$Flow: Leveraging Average Images for Improving Generalisation of Deepfake Faces Detectors
[NO] 627/1986 | HASTE: A Framework for Training-Free, Dynamic, and Steerable Compression of Pre-Trained Convolutional Neural Networks
[NO] 628/1986 | Electrophoretic motion of a liquid droplet with Brinkman-screened internal hydrodynamics
[NO] 629/1986 | Informational Frustration in Neural Manifolds: Shannon Bottlenecks and the Limits of Learnability
[NO] 630/1986 | Spontaneous Symmetry Breaking and Emergent Helicity in Achiral D4h-Symmetric Zinc Phthalocyanine Condensates
[NO] 631/1986 | High-Resolution Spectroscopy of Raman-scattered He II Lines in the Symbiotic Nova RR Telescopii
[NO] 632/1986 | Offline accuracy is not enough: closed-loop instability and stabilisation of a wall-sensor neural estimator in opposition control
[NO] 633/1986 | Situation Perception: A Necessary Primitive to Artificial Superintelligence
[NO] 634/1986 | COHORT: Collaborative Orchestration for Hardening via Offensive Replay on Emulated Topologies
[NO] 635/1986 | Orbits on a product of two flags and a line and the Bruhat order, II
[NO] 636/1986 | PGE-SAM: Prompt-Guided Feature Enhancement for Interactive Segmentation under Degradation
[NO] 637/1986 | Mechanical Manipulation of Graphene Auto-Kirigami with an AFM tip
[NO] 638/1986 | Stable Qubit Readout and the Identifiability of Population Change
[NO] 639/1986 | HSAP: A Hierachical Sequence-aware Parallelism for Hybrid-Context Generative Models
[NO] 640/1986 | Cosmology-dependent covariance in galaxy cluster number counts: consequences for parameter inference
[NO] 641/1986 | Behavior Prompting Policy: Demonstrations as Prompts for Manipulation
[NO] 642/1986 | Iterated Tikhonov regularization of large linear problems
[NO] 643/1986 | Fourier decay and $L^p$ Sobolev smoothing for weighted hypersurface measures in ${\mathbb R}^3$
[NO] 644/1986 | Transformer Architectures as Complete Bayes Processes: A Formal Proof in the Measure-Theoretic Kernel Framework
[NO] 645/1986 | Exact approximation order of real numbers in Cantor series expansions
[NO] 646/1986 | Connecting Density Matrix Spectroscopy to Biexciton Entanglement Dynamics
[NO] 647/1986 | Perfect closure detects injective dimension
[NO] 648/1986 | Diffusion Fine-tuning with Rewarded Moment Matching Distillation
[NO] 649/1986 | HUMEMBR: Learning Human Routines for Predictive Embodied Navigation
[NO] 650/1986 | Blueprint for a fault-tolerant compound photon-atom quantum architecture
[NO] 651/1986 | Optimal Posterior E-values with Non-Convex Parameter Sets with Applications to Voting Systems
[NO] 652/1986 | Accelerating Q-learning through Efficient Value-Sharing across Actions
[NO] 653/1986 | Quantum (non)equivalence of dual massive $p$-form gauge theories
[NO] 654/1986 | Poisson bracket and $L_\infty$ algebras
[NO] 655/1986 | Learning the structure of open quantum systems
[NO] 656/1986 | Rethinking Generative Reconstruction Attacks against Graph Neural Network Models
[NO] 657/1986 | Higher Order Convergence for the Sharp Interface Limit of 3D Navier--Stokes/Allen--Cahn Systems
[NO] 658/1986 | Charge sharing and alignment performance of bent ALPIDEs measured with low-energy protons
[NO] 659/1986 | Learning Cross-view Correspondences for Geo-localization on Planetary Surfaces
[NO] 660/1986 | Design Method of Quasi-Lumped Element Bandpass Filters Using Superconducting Coplanar Waveguide for Millimeter-Wave Multichroic Imaging
