[2026-04-23 10:22:15] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-04-22
正在获取论文...
[arXiv] 2026-04-22 | From Scene to Object: Text-Guided Dual-Gaze Prediction
[NO] 268/1588 | PVAC: A RowHammer Mitigation Architecture Exploiting Per-victim-row Counting
[NO] 269/1588 | Real bordered Floer homology
[NO] 270/1588 | LLM StructCore: Schema-Guided Reasoning Condensation and Deterministic Compilation
[NO] 271/1588 | Injectivity paucity in AB5 categories of oversize chains
[NO] 272/1588 | Enhancing Research Idea Generation through Combinatorial Innovation and Multi-Agent Iterative Search Strategies
[NO] 273/1588 | Animator-Centric Skeleton Generation on Objects with Fine-Grained Details
[NO] 274/1588 | Construction of Laguerre pseudospectral differentiation matrices
[NO] 275/1588 | Extreme events in MLC circuit
[NO] 276/1588 | Astrophysically Realistic Secondary Spins Trigger Chaos in Schwarzschild Spacetime and Discernible Gravitational Wave Signatures
[NO] 277/1588 | From Image to Music Language: A Two-Stage Structure Decoding Approach for Complex Polyphonic OMR
[NO] 278/1588 | Node-reduction through Joint Optimization of Input and Readout Layers in Photonic Reservoir Equalization
[NO] 279/1588 | Constrained Optimal Polynomials for Quantum Linear System Solvers
[NO] 280/1588 | Charged-Current Neutrino-Induced Single-Pion Production in the Superscaling Approach and Relativistic Distorted-Wave Impulse Approximation
[YES] 281/1588 | Automatic Code and Test Generation of Smart Contracts from Coordination Models
[NO] 282/1588 | Baudrate- and Reach-Flexible All-Optical Equalization with a Co-Packaged Photonic Reservoir and Receiver
[NO] 283/1588 | An unusual example of a universal automorphism group
[NO] 284/1588 | Maximum Q-factor of planar inductors
[NO] 285/1588 | Conditional Monte Carlo Tree Diffusion for Designing Cell-Type-Specific and Biologically Faithful Regulatory DNA
[NO] 286/1588 | The physics of ELM-free regimes in EUROfusion tokamaks
[NO] 287/1588 | Dilaton-Induced Resonant Production of Ultralight Vector Dark Matter
[NO] 288/1588 | Emergence biases in molecular evolution
[NO] 289/1588 | MOMO: A framework for seamless physical, verbal, and graphical robot skill learning and adaptation
[NO] 290/1588 | An Explicit Formula for the Benjamin-Ono Hierarchy with Applications to Traveling Waves and Zero-Dispersion Limits
[NO] 291/1588 | Finding Duplicates in 1.1M BDD Steps: cukereuse, a Paraphrase-Robust Static Detector for Cucumber and Gherkin
[NO] 292/1588 | Cluster Vertex Deletion on Chordal Graphs
[NO] 293/1588 | The Origin of Edge of Stability
[NO] 294/1588 | Absence of Ballistic Transport in Quantum Walks with Asymptotically Reflecting Sites
[NO] 295/1588 | No planar degeneracy for the Landau gauge quark-gluon vertex
[NO] 296/1588 | Influence of random surface deformations on the resonance frequencies and quality factors of optical cavities and plasmonic nanoparticles
[NO] 297/1588 | Bimanual Robot Manipulation via Multi-Agent In-Context Learning
[NO] 298/1588 | Surrogate modeling for interpreting black-box LLMs in medical predictions
[NO] 299/1588 | Sheaf Neural Networks on SPD Manifolds: Second-Order Geometric Representation Learning
[NO] 300/1588 | Beyond Hagedorn: A Harmonic Approach to $T\bar{T}$-deformation
[NO] 301/1588 | Stabilization of a non-superconducting, orthorhombic phase by over-hydrogenating LaFeSiH
[NO] 302/1588 | Comparison principles and long time behavior for a diffusive Energy Balance Model with vertical resolution
[NO] 303/1588 | Accurate and Efficient Interatomic Potentials for Dislocations in InP
[NO] 304/1588 | Restoring the Conical Intersection Topology using Convex Density Functional Theory
[NO] 305/1588 | DialToM: A Theory of Mind Benchmark for Forecasting State-Driven Dialogue Trajectories
[NO] 306/1588 | A Matsushima theorem for K-polystable polarised smooth Fano threefolds
[NO] 307/1588 | Lexicographic Minimum-Violation Motion Planning using Signal Temporal Logic
[NO] 308/1588 | On G-birational rigidity of projective spaces
[NO] 309/1588 | Unlocking the Forecasting Economy: A Suite of Datasets for the Full Lifecycle of Prediction Market: [Experiments \& Analysis]
[NO] 310/1588 | SHARELIFE Imputations
[NO] 311/1588 | Vortex dipoles in expanding shell-shaped Bose-Einstein condensates
[NO] 312/1588 | Controlling microgel morphology and swelling behavior by copolymerization
[NO] 313/1588 | Second-order topology in two-dimensional azulenoid kekulene carbon lattices
[NO] 314/1588 | MLG-Stereo: ViT Based Stereo Matching with Multi-Stage Local-Global Enhancement
[NO] 315/1588 | CyberCertBench: Evaluating LLMs in Cybersecurity Certification Knowledge
[NO] 316/1588 | Off-shell recursion for all-loop planar integrands in Yang-Mills theory
[NO] 317/1588 | Interconnecting Regional QKD Networks: Hybrid Key Delivery Across Quantum Domains
[NO] 318/1588 | Cold-Start Forecasting of New Product Life-Cycles via Conditional Diffusion Models
[NO] 319/1588 | Mitigating Hallucinations in Large Vision-Language Models without Performance Degradation
[NO] 320/1588 | New inequalities for eigenvalues of the Dirichlet Laplacian on the hyperbolic space
[NO] 321/1588 | e112: A Context-Aware Mobile Emergency Communication Platform Leveraging Smartphone Sensing and Cloud Services
[NO] 322/1588 | Stability-Driven Motion Generation for Object-Guided Human-Human Co-Manipulation
[NO] 323/1588 | An Explainable Approach to Document-level Translation Evaluation with Topic Modeling
[NO] 324/1588 | Persistent Homology of the Wiener Sausage II: A Central Limit Theorem for Drifted Planar Brownian Motion
[NO] 325/1588 | Stellar flare-driven evolution of primordial early exo-Earth atmospheres: Insights from a Young M Dwarf Flare model
[NO] 326/1588 | Counterexamples to the Lorentzian Calderón problem
[NO] 327/1588 | Shortest period for outer orbit in compact hierarchical triple? Discovery of SB1 around V0885 Per
[NO] 328/1588 | Online Survival Analysis: A Bandit Approach under Cox PH Model
[NO] 329/1588 | Lattice-ordered algebras admitting a polynomial growth continuous function calculus
[NO] 330/1588 | Generative Augmentation of Imbalanced Flight Records for Flight Diversion Prediction: A Multi-objective Optimisation Framework
[NO] 331/1588 | Read--Shockley formula for a general Bravais lattice in two dimensions
[NO] 332/1588 | Multi-Perspective Evidence Synthesis and Reasoning for Unsupervised Multimodal Entity Linking
[NO] 333/1588 | Lightweight Low-SNR-Robust Semantic Communication System for Autonomous Driving
[NO] 334/1588 | Rethinking Intrinsic Dimension Estimation in Neural Representations
[NO] 335/1588 | Acoustic quantum skyrmion-valley Hall effect
[NO] 336/1588 | Rethinking Where to Edit: Task-Aware Localization for Instruction-Based Image Editing
[NO] 337/1588 | RADS: Reinforcement Learning-Based Sample Selection Improves Transfer Learning in Low-resource and Imbalanced Clinical Settings
[NO] 338/1588 | Globally Simple Heffter Arrays $H(n;k)$ with $k \equiv 1 \pmod{4}$
[NO] 339/1588 | Higher rank Gelfand-Kapranov-Zelevinsky fans
[NO] 340/1588 | Source localization realizes single frame super-resolution for fluorescence imaging
[NO] 341/1588 | Cortex 2.0: Grounding World Models in Real-World Industrial Deployment
[NO] 342/1588 | Secure Rate-Distortion-Perception: A Randomized Distributed Function Computation Approach for Realism
[NO] 343/1588 | Hybrid Policy Distillation for LLMs
[NO] 344/1588 | Bio-inspired Color Constancy: From Gray Anchoring Theory to Gray Pixel Methods
[NO] 345/1588 | Solar Energetic Particle Events and Associated Type II Radio Bursts from Different Source Regions
[NO] 346/1588 | Robust Fixed-Time Model Reference Adaptive Control
[NO] 347/1588 | Toward Cooperative Driving in Mixed Traffic: An Adaptive Potential Game-Based Approach with Field Test Verification
[NO] 348/1588 | Enhancing Speaker Verification with Whispered Speech via Post-Processing
[NO] 349/1588 | Target-Mass Corrections in the OPE Sum-Rule Approach to Quarkonium-Nucleon Interactions with Global-Fit PDFs: an $x$-Resolved Analysis
[NO] 350/1588 | Text-to-Distribution Prediction with Quantile Tokens and Neighbor Context
[NO] 351/1588 | N-fold topological mode replication in hierarchical honeycomb lattices
[NO] 352/1588 | Photometric Super-Resolution for Improving Galaxy Morphological Measurements using Conditional Generative Adversarial Networks
[NO] 353/1588 | Quantitative Direct Sampling for Initial Acoustic Sources
[NO] 354/1588 | Taint-Style Vulnerability Detection and Confirmation for Node.js Packages Using LLM Agent Reasoning
[NO] 355/1588 | Design Space Exploration for ReRAM-based Architectures to Address Scaling Non-idealities
[NO] 356/1588 | Koszul duality for quadratic monomial algebras
[NO] 357/1588 | Physics-Enhanced Deep Learning for Proactive Thermal Runaway Forecasting in Li-Ion Batteries
[NO] 358/1588 | Duluth at SemEval-2026 Task 6: DeBERTa with LLM-Augmented Data for Unmasking Political Question Evasions
[NO] 359/1588 | Root numbers for twisted Fermat quotient curves II
[NO] 360/1588 | Aligning Human-AI-Interaction Trust for Mental Health Support: Survey and Position for Multi-Stakeholders
[NO] 361/1588 | Epimorphisms of local cohomology modules, a general Peskine-Szpiro theorem, and an application to sheaf cohomology vanishing for thickenings
[NO] 362/1588 | Meta-Tool: Efficient Few-Shot Tool Adaptation for Small Language Models
[NO] 363/1588 | An Agentic Approach to Metadata Reasoning
[NO] 364/1588 | Machine learning moment closure models for the radiative transfer equation IV: enforcing symmetrizable hyperbolicity in two dimensions
[NO] 365/1588 | HiPO: Hierarchical Preference Optimization for Adaptive Reasoning in LLMs
[NO] 366/1588 | A GPU-Accelerated Framework for Multi-Attribute Range Filtered Approximate Nearest Neighbor Search
[NO] 367/1588 | A Benchmark of 25 Nonlinear Functions with Domain-Induced Discontinuity for Global Optimization
[NO] 368/1588 | Gyrokinetic simulations on zonal flow-turbulence spreading coupling
[NO] 369/1588 | JoyAI-RA 0.1: A Foundation Model for Robotic Autonomy
[NO] 370/1588 | Differentiable Conformal Training for LLM Reasoning Factuality
[NO] 371/1588 | Carathéodory Number in Cycle Convexity
[NO] 372/1588 | 6.2-GW tabletop attosecond light source
[NO] 373/1588 | Analysis of Nystrom method with sequential ridge leverage scores
[NO] 374/1588 | Robust Uniform Recovery of Structured Signals from Nonlinear Observations
[NO] 375/1588 | Worst-Case Optimal GPU Datalog
[NO] 376/1588 | Testing replication for an agent-based model of market fragmentation and latency arbitrage
[NO] 377/1588 | Homogeneous $\mathbb Z/2$-Harmonic Forms and Spinors on $\R^4$ from Regular 4-Polytopes
[NO] 378/1588 | Dynamic Construction of the Lovász Local Lemma
[NO] 379/1588 | Stream-CQSA: Avoiding Out-of-Memory in Attention Computation via Flexible Workload Scheduling
[NO] 380/1588 | Topologically protected interface modes in multi-band damped lattice models
[NO] 381/1588 | DNA storage approaching the information-theoretic ceiling
[NO] 382/1588 | Quantum hardware noise learning via differentiable Kraus representation on tensor networks
[NO] 383/1588 | Machine Learning-Based Characterization of Solar p-Mode Frequency Shifts during Solar Cycle 25
[NO] 384/1588 | Automatic Ontology Construction Using LLMs as an External Layer of Memory, Verification, and Planning for Hybrid Intelligent Systems
[NO] 385/1588 | Can "AI" Be a Doctor? A Study of Empathy, Readability, and Alignment in Clinical LLMs
[NO] 386/1588 | Computing the Exchange Number in Graphs with respect to Cycle Convexity
[NO] 387/1588 | Designing Approximate Binary Trees for Trees
[NO] 388/1588 | Twisted Alexander Polynomials, Ribbon Homology Cobordisms, and the Thurston Norm
[NO] 389/1588 | Physics-Conditioned Synthesis of Internal Ice-Layer Thickness for Incomplete Layer Traces
[NO] 390/1588 | Efficient Multi-Cohort Inference for Long-Term Effects and Lifetime Value in A/B Testing with User Learning
[NO] 391/1588 | The Pc1 geomagnetic pulsations in light of the Cepheid theory
[NO] 392/1588 | Coverage, Not Averages: Semantic Stratification for Trustworthy Retrieval Evaluation
[NO] 393/1588 | Autark: A Serverless Toolkit for Prototyping Urban Visual Analytics Systems
[NO] 394/1588 | How do sub-bandgap reflectors affect the performance of PV modules?
[NO] 395/1588 | Incremental SVD Compression for Nonlinear Oldroyd Equations with General Memory Kernels
[NO] 396/1588 | Realistic Virtual Flood Experience System Using 360° Videos and 3D City Models Constructed from Building Footprints
[NO] 397/1588 | Fast Bayesian equipment condition monitoring via simulation based inference: applications to heat exchanger health
[NO] 398/1588 | Near-Future Policy Optimization
[NO] 399/1588 | An analytic formula for surface currents generating prescribed plasma equilibrium fields
[NO] 400/1588 | Heat Transfer Modeling in Enhanced Geothermal Energy: A Three-Temperature Approach for Solid, Injected, and Residing Fluids
[NO] 401/1588 | Generative Flow Networks for Model Adaptation in Digital Twins of Natural Systems
[NO] 402/1588 | Divide-and-Conquer Neural Network Surrogates for Quantum Sampling: Accelerating Markov Chain Monte Carlo in Large-Scale Constrained Optimization Problems
[NO] 403/1588 | EvoAgent: An Evolvable Agent Framework with Skill Learning and Multi-Agent Delegation
[NO] 404/1588 | FingerEye: Continuous and Unified Vision-Tactile Sensing for Dexterous Manipulation
[NO] 405/1588 | Storm Surge Modeling, Bias Correction, Graph Neural Networks, Graph Convolution Networks
[NO] 406/1588 | Kinematic Optimization of Phalanx Length Ratios in Robotic Hands Using Potential Dexterity
[NO] 407/1588 | CKM Beyond Channel Gain: Spatial Correlation Map Construction with Deep Learning
[NO] 408/1588 | Variance Is Not Importance: Structural Analysis of Transformer Compressibility Across Model Scales
[NO] 409/1588 | Cutoff-independent predictions from nuclear lattice effective field theory
[NO] 410/1588 | Controllable non-Hermitian topology in a dynamically protected cat qubit
[NO] 411/1588 | Improving clinical interpretability of linear neuroimaging models through feature whitening
[NO] 412/1588 | Data Integration for Estimating Subgroup-Specific Conditional Average Treatment Effects (CATEs) Using Coarsened External Information in Randomized Trials
[NO] 413/1588 | Large Language Models Outperform Humans in Fraud Detection and Resistance to Motivated Investor Pressure
[NO] 414/1588 | CHORUS: An Agentic Framework for Generating Realistic Deliberation Data
[NO] 415/1588 | Multiple Tor modules: rigidity and Mayer-Vietoris spectral sequences
[NO] 416/1588 | Load-dependent Hardness Prediction for Materials using Machine Learning
[NO] 417/1588 | Review: A new method for estimation and use of systematic errors in Poisson regression
[NO] 418/1588 | Rates of forgetting for the sequentially Markov coalescent
[NO] 419/1588 | SoK: The Next Frontier in AV Security: Systematizing Perception Attacks and the Emerging Threat of Multi-Sensor Fusion
[NO] 420/1588 | Overview of results from NA61/SHINE
[NO] 421/1588 | Deep VLBI constraints on compact radio cores in four ultraluminous X-ray sources
