[2026-09-24 23:37:03] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-23
正在获取论文...
[arXiv] 2026-09-23 | Bergman barycentric extensions of boundary homeomorphisms of the complex ball
[NO] 289/2000 | Optimal local oscillators for the homodyne detection of multiphoton states
[NO] 290/2000 | Shorthand Universal Tori for Permutations: Existence, Symmetry, and Generation of Twori
[NO] 291/2000 | Semiparametric Inference for Dynamic Causal Effects from Observational Time Series
[NO] 292/2000 | The Fermi-Pasta-Ulam system and the Korteweg-de Vries equation: a low-regularity continuum limit
[NO] 293/2000 | Universal splitting of nonequilibrium phase transitions in driven Potts heat engines
[NO] 294/2000 | Semi-discrete Active Flux method for two-dimensional hyperbolic systems with Coriolis source terms
[NO] 295/2000 | Cooperative Domain-Wall Dynamics in a Two-Dimensional Quasiclassical Holstein Model
[NO] 296/2000 | Braidings, duoidal categories and pre-Cartier structures for bi(co)modules
[NO] 297/2000 | Task-Induced Riemannian Metrics for Vision Transformer Feature Spaces
[NO] 298/2000 | Pinpointing Super-Quadratic Quantum Enumeration Speedups: Exact and Certified Evaluation of the Guessing-Moment Exponent under Product-Distribution Advice
[NO] 299/2000 | Conservative Three-Layer Schemes for Kirchhoff-Type Equations
[NO] 300/2000 | Consequential Behaviour and Representational Fairness in the Validation of Synthetic Research
[NO] 301/2000 | StudentBench: AI and human tutoring yield equivalent GRE learning gains
[NO] 302/2000 | Towards Energy-Neutral IoT Sensors: Low-Cost Chirp-Based Backscattering Node Using a COTS Microcontroller and Multi-Load Front-End
[NO] 303/2000 | Homogenization at a polynomial scale in high contrast
[NO] 304/2000 | Block Erasure Channel and Block z-Channel with Bounded Decoders and Finite Blocklength
[NO] 305/2000 | On the rates of binary star collisions around hypermassive black holes
[NO] 306/2000 | Quantum Channel Stein's Lemma with an Exponential Strong Converse
[NO] 307/2000 | MimicSat: A Reconfigurable Cyber-Physical Testbed For Small Satellite Systems and Cybersecurity Research
[NO] 308/2000 | Automotive mmWave Spinning Radar Place Recognition with Spatially Gated Feature-Correlation Representation
[NO] 309/2000 | Scalable simulation of non-Markovian quantum transport by stochastic-phase bath reduction
[NO] 310/2000 | Parameterized Enumeration of Minimal Defensive Alliances
[NO] 311/2000 | Juice-SWI during the Lunar-Earth-Gravity-Assist (LEGA) - Part 2: Instrument operations
[NO] 312/2000 | NV-Reason-CT: 3D Visual Language Model for CT Analysis
[NO] 313/2000 | Know-Your-Scene (KYS)-SLAM: Hierarchical Semantic-Motion Priors for Feature Matching in Stereo Visual SLAM
[NO] 314/2000 | A fully implicit electromagnetic energy- and charge-conserving PIC model for simulations of high-$β$ plasma
[NO] 315/2000 | WhatWorkedBench: Benchmarking Experimental Understanding in AI Agents
[NO] 316/2000 | On Relationship Between Circuit Depth and Trainability of VQAs
[NO] 317/2000 | Observable Lyapunov Exponents for Globally Coupled Maps in the Mean-Field Limit
[NO] 318/2000 | Strong Measurability and Adapted Approximations with Applications to Non-Markovian Control
[NO] 319/2000 | Learning Where to Look: A Shared Relative-Alignment Module for Time-Series Forecasting and PPG-to-Vital-Sign Reconstruction
[NO] 320/2000 | Hybrid Gaussians for Robust Open-Vocabulary 3D Segmentation with Multi-View Object Association and Boundary Refinement
[NO] 321/2000 | Latent evolving World Action Model
[NO] 322/2000 | Issuer-Sovereign Agentic Payments
[NO] 323/2000 | Short-term rental market occupancy - daily time series for 2017-2022 on 500 markets worldwide
[NO] 324/2000 | SatUnreal: A High-Precision Synthetic Dataset for Satellite Stereo Matching via Unreal Engine
[NO] 325/2000 | Stable Neural Decoding Across Sessions via Task-Conditioned Latent Alignment for Brain-Machine Interfaces
[NO] 326/2000 | A Harmonic-Regression ARMA model for rotating machinery dynamics identification and fault detection under varying conditions
[NO] 327/2000 | Extracting CNNs in the Unknown-Architecture and Feedback-Agnostic Setting
[NO] 328/2000 | Forced Yet Free: What Magicians' Forcing Reveals Beyond Intentional Binding
[NO] 329/2000 | Multigeometric Breathing Mode Framework for viruses
[NO] 330/2000 | Multi-Model Analysis of the Astrophysical $S(E)$ Factor for the $^{9}\mathrm{Be}(p,α)^{6}\mathrm{Li}$ Reaction and Its Impact on Astrophysical Reaction Rates
[NO] 331/2000 | Credible AUctions via MPC Gadgets: Bounding Information Leakage Under Abort
[NO] 332/2000 | Existence of weak solutions to two-phase Stefan problems for parabolic partial differential equation system
[NO] 333/2000 | The Complexity of Interference: When Rely/Guarantee Does Not Work
[NO] 334/2000 | Strain Engineering of the Topological Gap and Tunable Chern Numbers in the 2D Kagome Metal-Organic Framework Eu$_2$(C$_6$H$_4$)$_3$
[NO] 335/2000 | Shape without scale: an identifiability dichotomy for a bounded tail observed through a non-additive measurement kernel
[NO] 336/2000 | Probing the $^{12}$C+$^{12}$C fusion reaction via zero-degree spectator measurement in the $^{12}$C($^{14}$N,$αd$)$^{20}$Ne quasi-free reaction
[NO] 337/2000 | From LiDAR Maps to Visual Localization: Unified Visual Association for Robust Point-Line-Plane Pose Estimation
[NO] 338/2000 | Guides That Cause Actions: An Offline Study of Guide-Action Mutual Reinforcement in Multimodal Web Agents
[NO] 339/2000 | Anisotropic upper critical field in the van der Waals superconducting quasicrystal (Ta$_{0.7}$Nb$_{0.3}$)$_{1.6}$Te
[NO] 340/2000 | THz-Driven Quantum Ionic Magnetism in a Quantum Paraelectric SrTiO3
[NO] 341/2000 | Anisometric Dielectric Snowman-Particle Provides Improved Control Over Photonic Hook
[NO] 342/2000 | Alignment Inertia: Auditing the Durability of Training Data Influence Through Policy Override Resistance
[NO] 343/2000 | Stochastic Augmented Lagrangian Framework with Second-Order Convergence Guarantees for Nonconvex Expectation-Constrained Optimization
[NO] 344/2000 | Can Vision-Language Models Analyze Human-Centered Video? Mapping Model Capabilities and Human-AI Collaborative Workflows
[NO] 345/2000 | Is accretion flow magnetically arrested in M87?
[NO] 346/2000 | Verifiable Hidden Dynamics Play: Generating Agentic RL Environments from Solved Mechanisms
[NO] 347/2000 | Entropy and complexity in a strong orbit equivalence class via pseudo-Toeplitz subshifts
[NO] 348/2000 | Completed cohomology of Hilbert modular varieties below middle degree
[NO] 349/2000 | Discrete Diffusion Models via Evolving Variational Autoregressive Networks
[YES] 350/2000 | SoK: You Find What You Seek: Rethinking Oracles, Guidance, and Input Generation in Hardware Fuzzing
[NO] 351/2000 | Teach-to-Crash: A Closed-Loop Student-Teacher LLM Framework for Collision-Inducing Test Scenario Generation
[NO] 352/2000 | BranchDrive: A Branch-Structured Dataset for Action-Conditioned Driving Prediction
[NO] 353/2000 | High Dynamic Range Video Reconstruction from Single-Exposure Raw Sequences
[NO] 354/2000 | CAVEAT: Towards Robust Computer-Use Agents in Incentive-Misaligned Environments
[NO] 355/2000 | Banana Kick: Response-Informed Skill Evolution for Humanoid Soccer
[NO] 356/2000 | LLM-Assisted Workflow for Structural Difference Visualization in Evolving Software Requirements
[NO] 357/2000 | Scalar particle in the Kiselev-anti-de-Sitter black hole background
[NO] 358/2000 | Risk-Controlled KV-Cache Eviction: From Memory Budgets to Risk Targets
[NO] 359/2000 | Complete pluriclosed metrics with vanishing Bismut Ricci form on the affine quadric
[NO] 360/2000 | The Lasserre Rank of the Cropped Hypercube
[NO] 361/2000 | Order-Dependent Modification of High-Harmonic Generation by Quantum Dissipation and Lamb Shift
[NO] 362/2000 | Counting Invariants for Torus Quotients under FPF Group Actions
[NO] 363/2000 | NS-ATTENTION: Newton-Schulz Transformations of Attention Outputs in Vision Transformers
[NO] 364/2000 | A new upper bound for Sidon sets in $\mathbb{F}_2^{4k+3}$
[NO] 365/2000 | AI-Driven Neural Surrogates for In Silico Design of Cognitive-Affective Neuromodulation Targets
[NO] 366/2000 | GA-Agent: Large Language Models as Hyperparameter Optimizers for Evolutionary Controller Synthesis
[NO] 367/2000 | SkillGym: Internalizing Human Skills into LLMs for Real-World Problem Solving
[NO] 368/2000 | Characterizing the Daugavet property by squares of rank-one operators
[NO] 369/2000 | Mixing profile for Glauber dynamics of the discrete Gaussian Free Field starting from super-harmonic functions
[NO] 370/2000 | Test-Time Adaptation with Query-Dependent Residuals for Visual Document Retrieval
[NO] 371/2000 | Sensitivity to Higgs Pseudo-Observables in ZH Production at NLO QCD
[NO] 372/2000 | Robust Adversarial Reinforcement Learning with Risk Sensitivity and Critic Consistency Regularization
[NO] 373/2000 | Evolutionary Stability Does Not Guarantee Learning Accessibility: A Multi-Agent Reinforcement Learning Perspective on Cooperation Emergence
[NO] 374/2000 | InternW0: A Foundational Physical World Model for Efficient Real-World Interactions
[NO] 375/2000 | FedIncome: Federated Learning for Income Estimation in Digital Lending Under Data Sovereignty Constraints
[NO] 376/2000 | Brain-to-Language Decoding: Tasks, Signals, Methods, Evaluation, Practical Use and Beyond
[NO] 377/2000 | Continuous auction models
[NO] 378/2000 | Milnor's inequality and circular elastic knots
[NO] 379/2000 | Geometric ideal triangulations of hyperbolic 3-manifolds
[NO] 380/2000 | Generalized Duke's theorem for signed Graphs
[NO] 381/2000 | SHRAV: State-Hypothesis-Reason-Action-Verify Framework for Physical Modeling and Inverse Design
[NO] 382/2000 | Construction of vector-valued adelic automorphic forms
[NO] 383/2000 | EmphTTS: an emphasis-control TTS with reinforcement learning
[NO] 384/2000 | Hidden not Deleted: How Networks Suppress Entangled Features
[NO] 385/2000 | MWE-ECL: Recoverable Long-Range Context Does Not Always Override Local Lexical Priors
[NO] 386/2000 | Geometry and observability of latent texture-coherence diffusions in coherent sea-clutter radar observations
[NO] 387/2000 | Unity Insight: A Production Code--Asset Index for LLM Coding Agents in Unity Projects
[NO] 388/2000 | DCRL: Decoupling and Coupling Reinforcement Learning via Policy-Reward Manifold Alignment
[NO] 389/2000 | Mechanisms of transonic buffet over supercritical airfoils revealed by direct numerical simulations
[NO] 390/2000 | Characterizing the Carnot cycle at absolute zero: a reply to "Comment on `Proof of the Nernst theorem' "
[NO] 391/2000 | Relativistic accretion-disc models of Cyg X-1 in the soft state: a case study
[NO] 392/2000 | Knowledge Distillation for Intelligent Softwarized Networks: Advances and Open Challenges
[NO] 393/2000 | Stable time-stepping via residual minimization: finite-element and neural-network approximations for transient parabolic problems
[NO] 394/2000 | EBRL: Asynchronous Embodied RL by Multi-Grained Resource Management
[NO] 395/2000 | Earth-density effects in long-baseline neutrino experiments in a four-flavor (3+1) sterile-neutrino framework
[NO] 396/2000 | Evolution and disruption of circular orbits during dynamic black hole scalarization
[NO] 397/2000 | ProCredit: From Outcome Rewards to Progress Credit in Agentic Reinforcement Learning
[NO] 398/2000 | xTier: Intelligent Tiering for CXL-Enabled Memory
[NO] 399/2000 | Correcting for Evidence Uncertainty in the Templated Background Search for the Stochastic Gravitational-Wave Background
[NO] 400/2000 | Evolution dynamics of spinning binaries in effective-one-body theory to fifth Post-Minkowskian order
[NO] 401/2000 | The Risk-Sensitive Schrödinger Bridge: Is Not a KL Projection
[NO] 402/2000 | Distilling Sequential Computation in Transformer Language Models
[NO] 403/2000 | Explicit pixel-value correction of lateral response artifacts in radiochromic film dosimetry: Evaluation of single-, double-, and triple-channel methods
[NO] 404/2000 | Tail-Aware Geometry Learning for Conformal Ellipsoids
[NO] 405/2000 | Electric-field switchable interlayer magnetic order and anomalous valley Hall effect in Janus VSSe bilayers with different interfaces
[NO] 406/2000 | Local Optimality and Rigidity of Frobenius Tests for Dense High-Dimensional Covariance Alternatives
[NO] 407/2000 | ZO-COSMO: Index-Free One-Hop Mixing for Decentralized Zeroth-Order Optimization
[NO] 408/2000 | ZOCheck: CPU-Shadow Checkpointing for Zeroth-Order LLM Fine-Tuning
[NO] 409/2000 | Data-driven discrete-time deep recurrent neural network-based modeling for dissipative systems
[NO] 410/2000 | When LLM-Based User Profiling Adds Value in Production Streaming Recommendation
[NO] 411/2000 | Boyer-Moore Variants for Indeterminate String Matching and Experimental Evaluation
[NO] 412/2000 | Uncertainty prediction in composite quantum chemistry approaches
[NO] 413/2000 | Evaluation of pre-trained models for pedagogical assessment of novel AI-assisted educational questions
[NO] 414/2000 | Less Language, More Latents: Annotation-Efficient VLAs for Driving
[NO] 415/2000 | Ehrhart theorem for integral-integral affine manifolds with corners
[NO] 416/2000 | The weak-type $(1,1)$ estimates for wave equation on $ax+b$ groups
[NO] 417/2000 | NeuralSRNF: Neural Square Root Normal Fields for the Statistical Shape Analysis and Generation of Nonrigid 3D and 4D Objects
[NO] 418/2000 | Quantum Simulation of Si/SiGe Devices with Experimentally Calibrated Micromagnet Effects
[NO] 419/2000 | CoRelNav: Collaborative Relational Navigation for Multi-Robot Spatially Constrained Semantic Navigation
[NO] 420/2000 | Aharonov-Bohm interference probing of chiral Andreev edge states via scanning gate microscopy
[NO] 421/2000 | The integrability of sesqui-regular graphs with smallest eigenvalue at least $-3$
[NO] 422/2000 | GLoTouch: Global-to-Local Haptic Perception Using a Parallel Gripper for Object Search, Recognition, and Grasping Without External Vision
[NO] 423/2000 | Certain Cuntz semigroup properties of extension C*-algebras
[NO] 424/2000 | Gender Bias in Vision-Language In-Context Learning
[NO] 425/2000 | A converse to the Erdős-Fuchs theorem
[NO] 426/2000 | CP asymmetry and visible decay in $3+1$ neutrino oscillations on a quantum computer
[NO] 427/2000 | Topological Inference for Organoids
[NO] 428/2000 | Multiprecision computation of bright and dark solitons in the discrete nonlinear Schrödinger equation
[NO] 429/2000 | Geometric perspective on quantum Rabi model: Super adiabatic universality and curvature non-adiabatic effects
[NO] 430/2000 | Shift-register synchronization of dual-wavelength pulse trains in resonators with quadratic nonlinearity
[NO] 431/2000 | Index estimates for complete noncompact free boundary minimal surfaces
[NO] 432/2000 | Rank weighting and asymmetry in Blest's rank correlation: two exact regions
[NO] 433/2000 | Multi-Band Optical Variability Characteristics of the $γ$-ray emitting blazar 1ES 0647+250 during its 2020 flare
[NO] 434/2000 | AST-Based Automated Elimination of break and continue Statements in Java Code
