[2026-09-14 23:33:16] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-13
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202609130000+TO+202609132359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-9-13 | AsymFlow: Enabling Long-Context LLM Serving via CPU-GPU Prefill-Decode Disaggregation
[NO] 265/839 | Online Scheduling of Battery-Aware Speculative Decoding for Energy-Efficient Cloud-Edge Collaborative LLM Inference
[NO] 266/839 | FNR: A Probabilistic Data Repair Scheme for Reed-Solomon Coded Storage Amid Network Fluctuations
[NO] 267/839 | High-Performance Virtual Screening Based on Parallel Molecular Dynamics Simulations with Early Termination
[NO] 268/839 | GPU-Accelerated Gate-Level Time-Based Power Analysis via Event-Density-Aware Partitioning and Kernel Fusion
[NO] 269/839 | Table of Contents
[NO] 270/839 | Half Title Page
[NO] 271/839 | A Scheduling Optimization Method Considering Directional Penalty of Coordinated Distribution Network and Microgrid
[NO] 272/839 | Regional Policies for Memory Tiering Systems
[NO] 273/839 | OSM Guided Pavement Constrained Navigation Using Segmentation-Based Local Control for Sidewalk Inspection Robots
[NO] 274/839 | Charging State Identification and Quality Evaluation of DC Charging Piles Based on Unsupervised Clustering and Supervised Learning
[NO] 275/839 | Joint Optimization of Cooling Control and Topologies for Battery Electric Vehicles in Motorsport Applications *
[NO] 276/839 | AI Based Student Attendance Tracking System
[NO] 277/839 | Torque Assistance for In-Wheel Motor Vehicles: A Sigmoid-Based Strategy in DiL
[NO] 278/839 | Heart Artifact Removal in Electrohysterography Measurements Using Algebraic Differentiators
[NO] 279/839 | A Unified Power Flow Modelling Framework for System-Embedded Converters with Control Mode Switching
[NO] 280/839 | Reinforcement Learning Assists Hughes Model for Multi-agent Evacuation Problems with Obstacles
[NO] 281/839 | The Impact of Energy Transition on Carbon Emissions
[NO] 282/839 | A Comparative Analysis of Prediction Models for Predicting Student Success Using Simulated Data
[NO] 283/839 | Digitalization of Supply Chains: Proxy Validation Using State-Level Logistics Performance
[NO] 284/839 | A Noise- Aware Quantum Support Vector Machine Framework for Smart Grid Stability Assessment
[NO] 285/839 | Adaptive Multi-domain Joint Radar Target Detection Algorithm Based on Attention Mechanism
[NO] 286/839 | Finite-Horizon MDP-based Penalty Parameter Selection for Accelerating Consensus ADMM in Distributed MRTA
[NO] 287/839 | Copyright Page
[NO] 288/839 | A Lightweight YOLOv8 Network Based on Ghost Modules and SimAM for PCB Defect Detection
[NO] 289/839 | Model-based Product Height Control in Directed Energy Deposition Metal Additive Manufacturing via Deep Reinforcement Learning
[NO] 290/839 | Early Gastric Cancer Detection: A Cross-Model Comparison of Transfer Learning Approaches on Histopathological Images
[NO] 291/839 | We Need to Talk About the Actual Guarantees of Rust-based Systems
[NO] 292/839 | Code Generation from Regression Trees for Microsecond-Scale Decisions in Operating Systems
[NO] 293/839 | GroupKV: Hierarchical KV Cache Management for Long-Context Diffusion LLM Inference
[NO] 294/839 | SSQT: A Hardware-Friendly Fusion Compression Framework of Structured Sparsification and Sensitivity-Driven Quantization for Large-Scale Language Models
[NO] 295/839 | AtomFlow: Accelerating GNN-Based Molecular Dynamics with ab initio Accuracy on Fugaku Supercomputer
[NO] 296/839 | Pagoda: Time and Energy Rooflines for DNN Workloads on Edge Accelerators Across Power Modes
[NO] 297/839 | In-Copy Fusion: Runtime Argument Fusion for Efficient OpenMP GPU Offloading
[NO] 298/839 | Employer organisations and counsellor attitudes towards digital interventions for mental health and wellbeing within the workplace: A qualitative analysis
[NO] 299/839 | Hydra: Rich and Scalable Functional Verification of eBPF Deployments
[NO] 300/839 | XAI System in Banking: AI Anomaly-Driven Credit Card Fraud Detection and Interpretation
[NO] 301/839 | A Systematic Class-Wise Analysis of Challenges and Network Efficacy in Camouflaged Crop Detection
[NO] 302/839 | Latency Optimization of Cascaded Voice Dialogue Systems with a Pipeline-Parallel Streaming Architecture
[NO] 303/839 | Energy Optimization Allocation for Multi-Source Complementary Self-Powered System Based on Photovoltaic-Wind-Raindrop TENG
[NO] 304/839 | Pharmacological up-regulation of heart rate in ex vivo heart evaluation
[NO] 305/839 | Vehicle-To-Home Energy Management via Jump Linear Quadratic Control
[NO] 306/839 | Heterogeneous Graph Neural Network for Carbon Emission Factor Calculation in Distribution System
[NO] 307/839 | Research on Anomaly Detection Model Based on Time Series
[NO] 308/839 | Early Anomaly Warning for Coal Mills in Thermal Power Plants: A PatchTST-Based Low-Rank Transformer
[NO] 309/839 | Jamming Detection for SATCOM Terminal Telemetry Using a New Radio-Based Link Emulator and Temporal Convolutional Network
[NO] 310/839 | Proceedings
[NO] 311/839 | The Drift Mechanism, Suppression Methods and Reliability Testing of Lithium Battery Management Chips for Grid Energy Storage
[NO] 312/839 | Dynamic Carbon Flow Analysis of Integrated Electricity-Gas Systems via the Semi-Analytical Solution Method
[NO] 313/839 | Empirical Reliability and Discrepancy Patterns of LLM-Based Automated Writing Assessment in Beginner EFL Education
[NO] 314/839 | Machine Learning-Based Prediction of Student Placement Outcomes Using Academic and Skill Indicators
[NO] 315/839 | IEEE Proceedings
[NO] 316/839 | Implicit Physical Coordination as a Group-Level Trait: Preliminary Evidence from Youth Football
[NO] 317/839 | Bullseye Hash: An Efficient Hash-Table for Sparse Tensor Contraction
[NO] 318/839 | PIM-Pai: Boosting the Performance of Index Structures with Minimal Effort on Processing-in-Memory Architecture
[NO] 319/839 | Query Density-Driven Partitioning for Spatiotemporal Load Balancing on Processing-in-Memory Systems
[NO] 320/839 | HGB+-Tree: An Hourglass-like B+-tree for Persistent Memory
[NO] 321/839 | CmptQuiet: Optimizing Tail Latency and Throughput in LSM-Tree Key-Value Stores via Contention-Aware Compaction
[NO] 322/839 | Microservices Scheduling with ReS Model: Characterization, Regulation and Metrics
[NO] 323/839 | Memory-Aware Joint Optimisation of Partitioning and Scheduling for Pipeline-Parallel Training
[NO] 324/839 | Speeding up FaaS Warm Starts with Memory Restoration Templates
[NO] 325/839 | A General Nonlinear Observer Design for Inertial Navigation Systems with Almost Global Stability Guarantees
[NO] 326/839 | Real-Time Motion Planning and Replanning in Free-Space Corridors for Autonomous Valet Parking with Hardware-in-the-Loop Testing
[NO] 327/839 | A Comparative Study of MILP and MCTS-Based Scheduling for Multi-Batch Processes
[NO] 328/839 | Computationally Efficient and Robust Vehicle State and Road Friction Estimation under Sensor Faults Using a Two-Stage UKF*
[NO] 329/839 | Model Predictive Line of Sight Control of An Inland Vessel
[NO] 330/839 | An Integrated Framework for Forecast-Driven Priority-Aware Energy Allocation in Microgrids
[NO] 331/839 | Characteristic Analysis of AC Series Arc Faults Under Different Load Conditions
[NO] 332/839 | Reinforcement Learning-Based Heat-Aware Passive Cell Balancing for Automotive Battery Packs
[NO] 333/839 | Smart Water and Fertilizer Control System for Greenhouse Tomatoes
[NO] 334/839 | The Kernel's Write: Application Read-Only Memory
[NO] 335/839 | RS2R: From Coupling-Aware Grasp Synthesis to Robust Sim2Real Transfer for Underactuated Dexterous Hands
[NO] 336/839 | Enhancing Sustainability of Interlocking Concrete Mixes Using Cork and Polystyrene as Fine Aggregate Replacements
[NO] 337/839 | Markerless Postural Sway Analysis for Mobile Posturography Using Deep Learning-Based Human Pose Estimation
[NO] 338/839 | Smart HealthGuard: A Secure Real-Time Healthcare IoT Monitoring Platform
[NO] 339/839 | Optimal Operation Strategy of Multi-IEP Game Considering Energy Sharing and Contribution-Based Benefits
[NO] 340/839 | Cow Age Prediction Using Dentition Analysis - A Comprehensive Survey
[NO] 341/839 | AI-Driven IoT Framework for Sustainable Smart Cities
[NO] 342/839 | Tempest: A GPU-Accelerated Engine for Streaming Temporal Random Walks
[NO] 343/839 | SQUASH: Distributed Square Estimation with Provable Error Bounds for Dynamic Graphs
[NO] 344/839 | ActiveRDMA: SmartNIC-offloaded, Multi-Step RDMA operations
[NO] 345/839 | RSH-SpMM: A Row-Structured Hybrid Kernel for Sparse Matrix-Matrix Multiplication on GPUs
[NO] 346/839 | Moral Framing of Military Artificial Intelligence: The Role of Trust and Attitudes in Defensive and Offensive Use
[NO] 347/839 | Analysis of shared memory between CPUs and GPUs
[NO] 348/839 | AI-Driven Intelligent Dispatch System for Power Communication Networks
[NO] 349/839 | Smart Wearable Platform for Elderly, Disabled, and Pediatric
[NO] 350/839 | Analysis and Visualization of Seismic Waves for Earthquake Prediction Using Deep Learning
[NO] 351/839 | Red–Blue Team Simulations as Structured Threat Prioritization Evaluation Mechanisms for SMEs
[NO] 352/839 | Model-Guided Local Bayesian Optimization for Tuning of Interpretable Controllers in Injection Molding
[NO] 353/839 | Coordinating Heterogeneous Autonomous Electric Vehicle Fleets for Mobility Energy Grid Integration
[NO] 354/839 | Configuration-Aware Artificial Potential Field Path Planning for Reconfigurable Snake-Like Underwater Robots
[NO] 355/839 | A Lightweight and Noise-Resilient Feature-Decoupling Framework for Multi-Label Power Quality Disturbance Classification
[NO] 356/839 | Gas-Solid Two-Phase Flow Characteristics and Sand-Blocking Mechanism of Desert Photovoltaic Arrays
[NO] 357/839 | A Large-Scale Practical Power Grid Transient Stability Margin Assessment Method Based on MI-SSA Feature Selection and Two-Stage Transformer Model
[NO] 358/839 | Economic Model Predictive Control of a Heat Pump for an Integrated Solar Thermal System
[NO] 359/839 | Workforce Capacity Optimization for Priority-Based Preventive and Corrective Facility Maintenance Under Stochastic Demand
[NO] 360/839 | Control-Aware Predictive Maintenance of Industrial Robot Motors Using Multi-Sensor Fusion and FDIR Integration
[NO] 361/839 | Analysis of General Layout Design for Large-Scale Photovoltaic Projects in the Middle East
[NO] 362/839 | Dual-Branch Weighted Root-MUSIC for DOA Estimation in Semi-Passive IRS-Aided Intelligent Wireless Sensing Systems
[NO] 363/839 | Study on Multi-Dimensional Performance of a Novel Zeotropic Ejector Refrigeration System Driven by Steel Slag Waste Heat
[NO] 364/839 | A Two-Stage Reflection and Reprompting Framework for LLM-Based Solution of Petri Net Reachability Problems in Industrial Applications
[NO] 365/839 | Analysis of Surface Discharge and Suppression Measures of Grounding Switches in Ultra-High Voltage Projects
[NO] 366/839 | OmniPipe: Efficient, Flexible and Scalable Pipeline Parallelism for Large Model Training
[NO] 367/839 | BP-MDS: Million-Scale Approximate CVRP in Minutes via Parallel Divide-and-Conquer
[NO] 368/839 | A Neuromorphic Dual-Stage Swin Transformer for Wetland Classification on Edge Platforms
[NO] 369/839 | Does Violent Video Gaming Induce Hostile Emotional Processing in Habitual Players? Evidence from Eye-Tracking Metrics
[NO] 370/839 | Experimental Verification of Operator Reliability in Standardised Control Panel Operation Using Eye Tracking in Virtual Reality
[NO] 371/839 | Characterizing and Bridging the Diagnostic Gap in eBPF Verifier Rejections
[NO] 372/839 | Hints for Program-Driven Control of Hybrid Volatile/Non-Volatile Caches
[NO] 373/839 | Evaluation of Large Language Models' Capabilities in the Field of Mechanical Engineering
[NO] 374/839 | Persistent Coverage Control Considering Prior Information of Environment
[NO] 375/839 | Quasi-Static Fault-Tolerant Feedback Control of a Quadrotor under Rotor Failure with Provable Safety Guarantees
[NO] 376/839 | NHIE-Oman: A Standards-Based National Health Information Exchange Architecture for Interoperable, Secure, and AI-Ready Cross-Sector EHR Integration
[NO] 377/839 | Reliable Electronic Voting System Architecture based on Blockchain and Convolutional Neural Networks
[NO] 378/839 | Root Locus Criterion for Guaranteed Stability in closed-loop LTI systems under arbitrary Delay
[NO] 379/839 | Optimal Actuator Attack Strategies Against Controllability Metrics
[NO] 380/839 | Aethon: Performance-aware Memory Offloading for Co-running Applications in Public Clouds
[NO] 381/839 | PruneInfer: Exact Full-Neighborhood GNN Inference of Large Datasets on a Single GPU via Full Topology Pruning
[NO] 382/839 | Adaptive Operator Fusion with Subproblem Decomposition for Enhanced Memory Efficiency
[NO] 383/839 | MigMoE: Task-Aware Expert Migration for Faster and More Balanced Expert-Parallel MoE Inference
[NO] 384/839 | Augmented Intelligence for Professional Recruiting: designing an Advisor-in-the-Loop system to support the job interview process
[NO] 385/839 | Robot assistants during high mental workload: Understanding Task-Specific Load in Human–Robot Interaction
[NO] 386/839 | Stance Signaling for Social Justice on Social Media: Does It Boost and Accelerate User Engagement?
[NO] 387/839 | An LLM-Assisted Framework for Response Selection in Low-Resource Language Dialogue: A Case Study on Taiwan Indigenous Languages
[NO] 388/839 | The Utilization and Recognition of Deep Learning Based Automatic Image Recognition Processes of Radiology: Knee Osteoarthritis Detection and Classifications
[NO] 389/839 | Design of Robust, Scalable and Secure Enterprisegrade Tier-3 Network for Multiple Sites
[NO] 390/839 | IEEE Transactions on Energy Markets, Policy, and Regulation Information for Authors
[NO] 391/839 | EnVisHXN-Net: A Vision Transformer and Hybrid CNN-Based Framework for Retinal Fundus Image Analysis and Glaucoma Diagnosis
[NO] 392/839 | Making Weird Machines Untypeable: A Type-and-Effect View of Microarchitectural Attacks
[NO] 393/839 | Proceedings of the 4th Workshop on Disruptive Memory Systems
[NO] 394/839 | IEEE Access
[NO] 395/839 | Intent-Based Networking with Multi-Cloud Orchestration: Systematic Review and Enhancement Framework with Semantic Descriptors and Agentic Artificial Intelligence
[NO] 396/839 | A Secure System Architecture for Blockchain Enabled Decentralized Applications
[NO] 397/839 | Active Overcurrent Suppression Strategy for Commutation-Failure Faults in Hybrid Hvdc Transmission Systems
[NO] 398/839 | AI-Driven Financing and Social Enterprise Growth in the MENA Region: Evidence and Strategic Implications for Oman
[NO] 399/839 | Development and Validation of an OpenFAST Based Refined Real-Time Simulation Platform for a Doubly Fed Wind Turbine
[NO] 400/839 | Target Tracking via LiDAR-RADAR Fusion for Autonomous Racing
[NO] 401/839 | CSO-YOLO: A Cross-Species Occlusion-Aware Object Detection Framework for Soybean–Maize Strip Intercropping Fields
[NO] 402/839 | Research on Deep Learning-Based Fault Diagnosis System for Energy Storage Batteries
[NO] 403/839 | A Rapid SOH Estimation Method for Batteries Based on Multi-rate Pulse Discharge Aging Characterization
[NO] 404/839 | Budget-Feasible Matching and Pricing for Multi-Passenger Ride-Sharing
[NO] 405/839 | A Comparison of Lift Height Estimations for Industrial Lifting Devices
