[2026-07-03 11:33:31] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-02
正在获取论文...
[arXiv] 2026-07-02 | Block Preconditioning for Shifted Boundary Method Discretisations of the Stokes Problem
[NO] 619/1899 | DetailAnywhere: Fashion Detail Generation via Cross-Modal Feature Alignment Distillation
[NO] 620/1899 | Differentiable inverse design of short-range order in high-entropy alloys: from target sro to target property
[NO] 621/1899 | Exact amplitude relations for diffusion-limited aggregation
[NO] 622/1899 | Prediction Sets for Counterfactual Decisions: Coverage, Optimality, and Conformal Prediction
[NO] 623/1899 | Actuator Reality Shaping for Zero-Shot Sim-to-Real Robot Learning
[NO] 624/1899 | The Eticas AI Risk Taxonomy: Open Infrastructure for Operationalizing AI Audits
[NO] 625/1899 | Free-breathing Pulmonary Relaxometry at 0.55T
[NO] 626/1899 | Fourier Preconditioning for Neural Feature Learning
[NO] 627/1899 | Complexity-Scalable Direct Geolocation and Cancellation of Terrestrial GNSS Jammers: Single-Satellite and Multi-Antenna Experiments in Low Earth Orbit
[NO] 628/1899 | Bayesian Sparse Low-Rank Adaptation for Large Language Model Uncertainty Estimation
[NO] 629/1899 | Synthetic Contact with AI Reduces Cross-Partisan Animosity
[NO] 630/1899 | Conformal Bayes for Two-Sided Censored Gaussian Regression under Label Shift
[NO] 631/1899 | Feigin-Semikhatov duality at the critical level
[NO] 632/1899 | Local polynomial factorisation: improving the Montes algorithm
[NO] 633/1899 | Tiles and weak tiles in $\mathbb{Z}_{pq}$
[NO] 634/1899 | An algorithmic approach for computing fundamental domains of crystallographic groups
[NO] 635/1899 | Coverage Analysis in Terahertz Clustered HetNets
[NO] 636/1899 | Electronic Bursting Neuron: design, equations and hardware implementation
[NO] 637/1899 | Behind the Refusal: Determining Guardrail Activation via Behavioral Monitoring
[NO] 638/1899 | Planning over Matrix-Factorization MDPs for Candidate Generation
[NO] 639/1899 | Weighted Derivative Histopolation on Arbitrary Grids: Admissibility and Exact Factorizations
[NO] 640/1899 | Post-starburst Galaxies with Active Galactic Nucleus: Properties and Evolutionary Sequences
[NO] 641/1899 | Congestion-Based Slot Pricing in a Railway Auction Game
[NO] 642/1899 | Decoupling Code Complexity from Newcomer Participation: A Causal Study of AI Coding Agent Adoption in OSS
[NO] 643/1899 | Foliated and Mather-Jacobian discrepancies via tangential arcs
[NO] 644/1899 | Benchmarking SOPPA-based methods for the calculation of static and dynamic polarizabilities
[NO] 645/1899 | Single-Channel EEG-Based Cognitive Load Assessment in Online Learning: A Hybrid Deep Learning Approach
[NO] 646/1899 | Safety Testing LLM Agents at Scale: From Risk Discovery to Evidence-Grounded Verification
[NO] 647/1899 | KRCA: An Efficient Root Cause Analysis System in Hyper-Scale Microservice Systems via Agentic AI
[NO] 648/1899 | SpaceEra++: A Unified Framework Towards 3D Spatial Reasoning in Video
[NO] 649/1899 | Repair the Amplifier, Not the Symptom: Stable World-Model Correction for Agent Rollouts
[YES] 650/1899 | Mastermind: Strategy-grounded Learning for Repository-Scale Vulnerability Reproduction
[NO] 651/1899 | ProCal: Inference-Time Proposal Calibration for Open-Vocabulary Object Detection
[NO] 652/1899 | The influence of lunar tidal potential on clock frequencies at different positions on Earth
[NO] 653/1899 | DL-VINS-Factory: A Modular Framework for Learned Visual Front-Ends in Visual-Inertial SLAM
[NO] 654/1899 | Open Source Is Not One Thing: A Typology of Open-Source Software Sub-Genres
[NO] 655/1899 | Meta-Benchmarks for Financial-Services LLM Evaluation
[NO] 656/1899 | GlycoMAC: A Multiscale Metabolic-Glycosylation Framework for Predicting Glycosylation Across Conditions in Mammalian Cell Cultures
[NO] 657/1899 | From Subgroups to Population Composition: A Transportability Approach to Effect Heterogeneity
[NO] 658/1899 | A global girth obstruction for Garg--Mineyev taiko product structures
[NO] 659/1899 | Prediction of Radiotherapy-Induced Hematologic Toxicity in Cervical Cancer with Cohort-Aware Framework
[NO] 660/1899 | Consistent Scene Understanding in 3D Gaussian Splatting via Multi-Cue Mask Refinement
[NO] 661/1899 | LASER: A Corrective Lens for LVLMs via Visual Attention Preservation and Sink Suppression
[NO] 662/1899 | Arachne: Orchestrating Cascades for Efficient Text-to-Video Model Training
[NO] 663/1899 | Structure-Preserving Reduced-Order Modeling via Low-Rank Transport Signatures
[NO] 664/1899 | Frequency Shift Physics-Informed Extreme Learning Machine for Solving High-Frequency Partial Differential Equations
[NO] 665/1899 | Quantum Heat Under the Microscope: A Perspective on Cryogenic Scanning Thermal Microscopy
[NO] 666/1899 | Epistemic Goggles: A Pretrained Module that Induces an Epistemic Frame via Gradient Editing
[NO] 667/1899 | A Dynamic Phasor Framework for Analysis of Subsynchronous Oscillations in Multi-Machine Systems with IBRs and Large Loads
[NO] 668/1899 | Imagining the Sense of Touch: Touch-Informed Manipulation via Imagined Tactile Representations
[NO] 669/1899 | How to approximate the flat spectral triple of a quantum torus by fuzzy tori : a twisted tale
[NO] 670/1899 | UniWind: Toward Unified Day-Ahead Wind Power Forecasting via Physics-Informed State Routing
[NO] 671/1899 | Diverse Evidence, Better Forecasts: Multi-Agent Deliberation Under Information Asymmetry
[NO] 672/1899 | Linking effective Ratner equidistribution to the semicircle law for skew-shift matrices
[NO] 673/1899 | Right-angled Artin groups of large girth and finite volume hyperbolic $3$--manifold groups
[NO] 674/1899 | One Demonstration Is Enough for Real-World Robotic Reinforcement Learning
[NO] 675/1899 | Joint elastic full waveform inversion of multi-component geophone and distributed acoustic sensing data
[NO] 676/1899 | Decentralized Stability Certificates in IBR-Dominated Grids: The Role of the Network State
[NO] 677/1899 | Autonomous discovery of traffic laws with AI traffic scientists
[NO] 678/1899 | Output-Sensitive Construction of CDAWGs from BWT-Runs
[NO] 679/1899 | DRDN: Decoupled Representation Dynamic Network for From-Scratch ViT Class-Incremental Learning
[NO] 680/1899 | Online Segment 3D Gaussians via Launching Virtual Drones
[NO] 681/1899 | Multi-THuMBS: Multi-person Tracking of 3D Human Meshes Beyond Video Shots
[NO] 682/1899 | Architecture and Validation of the CRS F-Engine for the CHORD Radio Telescope
[NO] 683/1899 | Profit-Based Counterfactual Explanations for Product Improvement: A Case Study of Manga Sales in Japan
[NO] 684/1899 | pykci: A Compact Urban Knowledge Graph for Semantic and Spatial Queries using LLMs
[NO] 685/1899 | A Single Patch Is Not Enough: Deterministic Fusion of Repair Candidates
[NO] 686/1899 | LACUNA: A Testbed for Evaluating Localization Precision for LLM Unlearning
[NO] 687/1899 | A critical look at low-scale cosmological phase transitions in the PTA era
[NO] 688/1899 | Reasoning LLM Improves Speaker Recognition in Long-form TV Dramas
[NO] 689/1899 | VT-WAM: Visual-Tactile World Action Model for Contact-Rich Manipulation
[NO] 690/1899 | Towards Robustness against Typographic Attack with Training-free Concept Localization
[NO] 691/1899 | Identifying $Σ(1380)$ and $Σ(1430)$ in the $J/ψ\to Λπ\barΣ$ reaction
[NO] 692/1899 | Docking of Autonomous Vehicles with a Stationary Docking Station in 3D Space
[NO] 693/1899 | Learning Agile Intruder Interception using Differentiable Quadrotor Dynamics
[NO] 694/1899 | Bifurcations of the Clifford Torus as Willmore Surfaces in Berger Spheres
[NO] 695/1899 | Will Scaling Improve Social Simulation with LLMs?
[NO] 696/1899 | Language Models as Measurement Apparatus for Culture
[NO] 697/1899 | Extreme Adaptive Transformer for Time Series Forecasting
[NO] 698/1899 | Symmetric edge polytopes are not gamma-positive
[NO] 699/1899 | Neuron-Aware Active Few-Shot Learning for LLMs
[NO] 700/1899 | Wavelet-Guided Semantic Signal Compensation for Inversion-Free Image Editing
[NO] 701/1899 | The Future of NLP may not be at NLP Conferences: Scholarly Migration Patterns in Natural Language Processing
[NO] 702/1899 | Weak and strong solutions for a class of quasilinear Allen--Cahn systems
[NO] 703/1899 | On the range of competing random walks
[NO] 704/1899 | Masked complex non-decimated wavelet features for patient-level classification of contrast-enhanced mammography
[NO] 705/1899 | Consensus-Breaking Global Hopf Bifurcation in Memory-Based Multi-Agent Systems
[NO] 706/1899 | Bringing Agentic Search to Earth Observation Data Discovery
[NO] 707/1899 | Inference for Group Interaction Experiments
[NO] 708/1899 | Robust Transmission Design for RIS-Assisted RSMA-SWIPT Systems With Movable Antennas Under Hardware Distortions
[NO] 709/1899 | The Weight Distribution of the Third-Order Reed-Muller Code of Length 2048
[NO] 710/1899 | Indicatives of Early Stages of Star Formation in the Universe
[NO] 711/1899 | SelectTSL: Prompt-Guided Selective Target Sound Localization in Complex Scenarios
[NO] 712/1899 | Merging of Bayes and quasi-Bayes empirical Bayes procedures for Poisson compound decisions
[NO] 713/1899 | HNSW with Accuracy Guarantees Using Graph Spanners -- A Technical Report
[NO] 714/1899 | Developers' Experience with Generative AI Beyond Productivity Assessment -- Insights from an Empirical Mixed-Methods Field Study
[NO] 715/1899 | A Snail Race Problem
[NO] 716/1899 | WavePID: Low-energy flavor identification using single-PMT time series in IceCube
[NO] 717/1899 | A Time-to-Boundary Margin for Transient Stability: Unifying Critical Clearing Time and Operating-Point Drift
[NO] 718/1899 | Higher regularity of the inverse anisotropic mean curvature flow
[NO] 719/1899 | Equivariant twisted $R$-algebras via Thom spectra
[NO] 720/1899 | Operant Conditioning in Indian Free-Ranging Dogs: Effects of Positive and Threatening Cues on Sociability
[NO] 721/1899 | Beyond the Performance Illusion: Structure-Aware Stratified Partitioning and Curriculum Distributionally Robust Optimization for Spatially Correlated Domains
[NO] 722/1899 | OpenSafeIntent: Evaluating Intent-Calibrated Safe Completion Across Dual-Use Prompt Sets
[NO] 723/1899 | Energetic particle-mediated interplanetary shocks observed by Solar Orbiter
[NO] 724/1899 | NLF: A Resistor-Network Framework and Linear-Time Solver for Convex Network-Flow Equilibria
[NO] 725/1899 | Nonlocal correlations of fermionic entanglement in the spacetime of Einstein-Gauss-Bonnet black hole
[NO] 726/1899 | Hierarchical Anti-Aesthetics: Protecting Facial Privacy against Customized Diffusion Models
[NO] 727/1899 | On Orthogonal Graphs and their Automorphisms
[NO] 728/1899 | ComplexMimic: Human-Scene Interaction Imitation in Complex 3D Environments
[NO] 729/1899 | Fine-Grained Bounds for Courcelle's Theorem
[NO] 730/1899 | Idling error suppression through gate scheduling
[NO] 731/1899 | Surgery obstructions for knots in integer homology spheres
[NO] 732/1899 | Grouped Orthogonal Arrays from Orthogonal Arrays and Difference Schemes
[NO] 733/1899 | An efficient formalism for inertial spin waves: Dzyaloshinskii-Moriya antiferromagnets as case studies
[NO] 734/1899 | Transition-Metal Tailored $Ga_{2}O_{2}$ Monolayer: From Room-Temperature Gas Sensing to Chemical Scavenging
[NO] 735/1899 | InduceKV: Fixed-Footprint Continual Adaptation of Multimodal LLMs via Inducing KV Memories
[NO] 736/1899 | Local distinguishability of six bipartite orthogonal product states
[NO] 737/1899 | Local symmetry and the dependence on extended spacetime
[NO] 738/1899 | Double-scaled SYK from boundary metrics of planar maps
[NO] 739/1899 | Liquid Latent State Dynamics for Interpretable Turbofan Degradation Modeling
[NO] 740/1899 | Bisimulations in second-order arithmetic
[NO] 741/1899 | Accelerating MRI Colon Volume Measurements and Reducing Inter-Observer Variation through Automatic Segmentation and Human-in-the-Loop Correction
[NO] 742/1899 | Asteroseismic Analysis of the Merger Product Red Giant in the $γ$ Persei System
[NO] 743/1899 | LiZAD: A Lightweight Zero-Shot Anomaly Detection Framework for Industrial Manufacturing
[NO] 744/1899 | A-TMA: Decoupling State-Aware Memory Failures in Long-Term Agent Memory
[NO] 745/1899 | SPLC: Social Preference Learning for Crowd Robot Navigation
[NO] 746/1899 | Homeomorphism between close relatives of Hilbertian balls
[NO] 747/1899 | Physics-based self-supervised learning of a deep network for single-shot in-line hologram reconstruction
[NO] 748/1899 | Zeus: Towards Tuning-Free Foundation Model for Time Series Analysis
[NO] 749/1899 | Robust Image Processing Techniques for Construction Environment Monitoring Using Underwater Robots
[NO] 750/1899 | Towards Real-World Ultrasound Understanding: Large Vision-Language Models from Multi-Image Examinations with Long-Form Reports
[NO] 751/1899 | Cognitive Warfare, Hybrid Pressure, and Sovereign Resilience: An Operations Research Framework Applied to the Iranian Case (2017--2026)
[NO] 752/1899 | A Variational Nonlocal Phase-Field Model for Dynamic Fracture in Elastic Solids
[NO] 753/1899 | SkillCoach: Self-Evolving Rubrics for Evaluating and Enhancing Agentic Skill-Use
[NO] 754/1899 | CamoNAS: Neural Architecture Search for Enhanced Camouflaged Object Detection
[NO] 755/1899 | Neural Audio Codec with Adjustable Token Temporal Resolution Using Sampling-Frequency-Independent Convolutional Layers
[NO] 756/1899 | Elastic Modulus in One-Dimensional Quantum Droplets
[NO] 757/1899 | Motivic Hochschild homology of mod 2 motivic cohomology over algebraically closed fields
[NO] 758/1899 | Evaluating Chunking Strategies for Retrieval-Augmented Generation on Academic Texts
[NO] 759/1899 | Technical Debt Friction for Maintenance Prioritization: An Industrial Multi-Case Study
[NO] 760/1899 | Decomposer: Learning to Decompile Symbolic Music to Programs
[NO] 761/1899 | A short note on maximal regularity for the heat kernel in Besov spaces and a degenerate 3D Keller-Segel system
[NO] 762/1899 | Understanding Software Defect Prediction: A Large-scale Empirical Study Across Uncertainty Quantification and Performance Evaluation
[NO] 763/1899 | Cryogenic RF characterization of the MAGO cavity for high-frequency gravitational-wave detection
[NO] 764/1899 | A Local Linking Theorem for Relativistic Action Functionals
[NO] 765/1899 | Audio-Based Understanding of Audiobook Narration Appeal
[NO] 766/1899 | Quasi-$F$-splitting versus log canonicity
[NO] 767/1899 | The trianguline variety for reductive groups
[NO] 768/1899 | Hydrodynamics, Renormalization Group, and Universality Classes Far from Equilibrium
[NO] 769/1899 | Comprehensive Robustness Analysis of LiDAR-based 3D Object Detection in Autonomous Driving
[NO] 770/1899 | OntoLearner: A Modular Python Library for Ontology Learning with Large Language Models
[NO] 771/1899 | Quantum mutual information as a robust probe of integrability in open quantum systems
[NO] 772/1899 | Time-Reversal and Reversible Dynamics in Cavity QED for Quantum Metrology
[NO] 773/1899 | An extremal theorem for positive curvature of graphs
[NO] 774/1899 | Visual Analytics of Neighborhood Attribute Profiles for Exploring Structural Equivalence
[NO] 775/1899 | Optimal stellar rank approximation of squeezed cat states with photon catalysis
