[2026-08-20 09:35:37] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-19
正在获取论文...
[arXiv] 2026-08-19 | Realizing Logical Diagonal Gates via Transversal Physical $Z$-Rotations in CSS Codes
[NO] 571/1794 | Semi-Discrete Linear Hyperbolic Curvature flow
[NO] 572/1794 | Contract-Aware Rescue of a Drifted Isabelle Development: The Double-Tank Case Study
[NO] 573/1794 | Identifying Implicit Premises for Logical Reconstruction of Argument Graphs
[NO] 574/1794 | Pairwise Logical Selection of Enthymeme Completions under Semantic-Link Uncertainty
[NO] 575/1794 | The number of groups of cubefree order
[NO] 576/1794 | Finite-time blow-up for the forced 2D Navier-Stokes equations
[NO] 577/1794 | Decomposing Wrong-Consensus Agreement in LLM Self-Consistency: A GPT-4.1 Case Study
[NO] 578/1794 | Characterizations of extremal hyperbolic rates via Herglotz measures and Koenigs linearization
[NO] 579/1794 | Engineering Psychological Safety in Autonomous Vehicles: A Systems-Theoretic Framework for Psychological Safety in Autonomous Vehicles and its Validation in Real-World Scenarios
[NO] 580/1794 | Learning Canonical Register Automata over Ordered Data Domains
[NO] 581/1794 | Identifying the origin of the 146-GeV excess at the LHC
[NO] 582/1794 | Robust Modeling of Extremes in the Presence of Inliers with Enhanced Tail Estimation
[NO] 583/1794 | A Few Cases Are All You Need: An Empirical Study of Annotation-Efficient LoRA Fine-Tuning of MedSAM3
[NO] 584/1794 | Spectral convergence of hyperbolic surfaces and quantum ergodicity
[NO] 585/1794 | Execution-grounded evaluation reveals hidden failures in language-model calculations for environmental science
[NO] 586/1794 | Study of the intrinsic resolution of LaBr3(Ce,Sr) and NaI(Tl) crystals
[NO] 587/1794 | A left and right coherent ring with $\mathcal{PGF}(R)\subsetneq\mathcal{GP}(R)$
[NO] 588/1794 | A single design choice determines whether machine learning models of materials make physically impossible predictions
[NO] 589/1794 | Joint Power Allocation and Phase-Shift Design for Beyond-Diagonal Stacked Intelligent Metasurfaces-Aided ISAC Systems
[NO] 590/1794 | EgoHRV: Continuous Heart Rate Variability Estimation from Egocentric Systems for Autonomic Response and Skill Assessment
[NO] 591/1794 | CamWorldQA: Perceptual Quality Assessment of Camera-Controlled World Video Generation
[NO] 592/1794 | Modeling Network Congestion under Demand Uncertainty Using Wardrop Principles
[NO] 593/1794 | RTPO: Reverse-Turn Policy Optimization for Stabilizing Agentic RL Training
[NO] 594/1794 | Reinforced Planning with Latent World Models
[NO] 595/1794 | Trapping: The "Waterfall" of Vlasov-Poisson Dynamics and the Post-Transient Emergence of Drift-Independent Hole Structures in Collisionless Plasmas
[NO] 596/1794 | Finding suitably generic points on curves with an application to the construction of rigid real closed fields
[NO] 597/1794 | Branching (Almost) Everywhere And All at Once
[NO] 598/1794 | Long-time asymptotics of the integrable defocusing Wadati-Konno-Ichikawa equation with a finite-genus algebro-geometric background
[NO] 599/1794 | Looking for TRAPPIST-1 external planets' emission in JWST archival data
[NO] 600/1794 | PALATE: Personalized Aesthetic Learning through Adaptive Taste Evolution for Multi-User Portrait Retouching
[NO] 601/1794 | Superlinear separation between linear and centered colorings
[NO] 602/1794 | Teach a Molmo2Fish: Towards interactive fish tracking with natural language guidance
[NO] 603/1794 | Diffuse HI emission in the circumgalactic medium of NGC891 and NGC4565 - III: azimuthal profiles
[NO] 604/1794 | ADEPT: Accelerating Dexterity via Pre-Training and Post-Training using Reinforcement Learning
[NO] 605/1794 | Beyond Teacher Likelihood: Group-Calibrated On-Policy Distillation for Long-Context Reasoning
[NO] 606/1794 | Beyond the Transcript: Detecting Covert Co ordination in Latent Multi-Agent Communication
[NO] 607/1794 | Network-Scale Road Disruption from Liquefaction in Cascadia Subduction Zone Earthquakes
[NO] 608/1794 | Effect of style of faulting on the probabilistic characterization of directionality of horizontal response spectral ordinates
[NO] 609/1794 | Geometric Iterative Retrieval for Neural Audio Codec Resynthesis
[NO] 610/1794 | Universal braids for elliptic fibrations: from character varieties to Coxeter's factor groups
[NO] 611/1794 | Classical and Quantum Chaos from Foundations to Holography
[NO] 612/1794 | Beyond Trial Averaging: Anchoring Neural and Visual Representations for Few-Repetition Brain-to-Image Retrieval
[NO] 613/1794 | Avalanche-like Plasticity in Complex Concentrated Alloys: A Review Across Scales
[NO] 614/1794 | Tuning the Stochastic Machine: A Systems Engineer's Operating Model for Human-AI Engineering
[NO] 615/1794 | Constant-Time Inverse Suffix Array Queries in Compact Space and Sublinear-Time Construction of Suffix Array Indexes
[NO] 616/1794 | Discretizing Continuous Time Series for Imputation with Masked Diffusion Training
[NO] 617/1794 | Record times for coverage thresholds and maximal spacings
[NO] 618/1794 | Quantum circuit optimization using deep reinforcement learning: Applications across multiple gate sets
[NO] 619/1794 | Open-MOPD: Diagnosing and Fixing Capability Imbalance in Multi-Teacher On-Policy Distillation
[NO] 620/1794 | Hyperfiniteness of bounded-to-one actions of commutative monoids
[NO] 621/1794 | Universal Machine-learning Molecular Dynamics at the Speed of Empirical Potentials
[NO] 622/1794 | SPARC: Subspace Position-Aware Robust Few-Shot Calibration for Distribution-Shifted Industrial Anomaly Detection
[NO] 623/1794 | Zero-Shot SAM2 Segmentation and Vision Transformer-Based Recognition of Elamite Cuneiform Symbols from Degraded Tablet Images
[NO] 624/1794 | A Near-Optimal Linear Range for the Erdős Matching Conjecture
[NO] 625/1794 | Real Classical Shadows with Noise
[NO] 626/1794 | Hardness of Forcing Unique Perfect Matchings in Bipartite Graphs of Maximum Degree 3
[NO] 627/1794 | Entanglement islands and information recovery from near-extremal regular black holes
[NO] 628/1794 | A local clique density theorem in $H$-free graphs
[NO] 629/1794 | Towards end-to-end Bayesian forward models in global 21-cm cosmology: surrogate modelling and marginalisation of beam uncertainty
[NO] 630/1794 | Simple, Safe, and Overlooked: Reclaiming Sustainable Domain Generalization with Statistical Color Matching
[NO] 631/1794 | Counting Schreier Sets Under Neighborhood Conditions
[NO] 632/1794 | Comparing Controller Synthesis Methods with Deadline-Miss Awareness
[NO] 633/1794 | On the temperature dependence of the optical band gap in the material system of lithium niobate and lithium tantalate
[NO] 634/1794 | A Simple Construction of Locally Checkable Problems Filling the LOCAL Complexity Gaps in Graphs with Arbitrary Large Degrees
[NO] 635/1794 | PartialBiGrasp: Inferring Hidden Local Geometry for Bimanual Grasping from Partial Views
[NO] 636/1794 | Image-Guided Pavement Defect Recognition in GPR Data with novel 3D Deep Learning Architecture
[NO] 637/1794 | The Unfair 0-1 Polynomial Problem and High-Degree Trinomials
[NO] 638/1794 | Interpretable AI predicts a 2026 summer dry anomaly in central China
[NO] 639/1794 | Continuous-Time Reinforcement Learning for Controlled Hawkes Jump-Diffusions
[NO] 640/1794 | U.S. National Liquefaction Hazard Maps and their Implications for Engineering Practice and Policy
[NO] 641/1794 | SCORE: Subject Coordinate Recovery for Label-Free Cross-Subject EEG-to-Image Retrieval
[NO] 642/1794 | Comment-level Topic Drift Analysis in the Reddit Corpus
[NO] 643/1794 | Leaf Values as Coordinates: Exact Contrastive Explanation for Gradient-Boosted Ensembles
[NO] 644/1794 | Real-Time RFI Mitigation in SPOTLIGHT: A Two-Stage Approach for Transient Searches
[NO] 645/1794 | Minimal Filling pair of non orientable surfaces
[NO] 646/1794 | Quantum State of the Asymptotic Gravity Field from BRST Quantization
[NO] 647/1794 | ORBITER: Conflict-Aware Decision-Making for Agentic Last-Mile Delivery
[NO] 648/1794 | Copy-Protection with Correlated Challenges: Point Functions and More via Decisional Coset Monogamy
[NO] 649/1794 | Minimizing the Makespan Approximately on Two Identical Parallel Machines with a Loading--Unloading Server
[NO] 650/1794 | Verifiable abstention makes AI leak diagnosis accountable in water distribution networks
[NO] 651/1794 | Hidden Variables in Quantum Mechanics: A Journey Into de Broglie-Bohm Pilot-Wave Theory
[NO] 652/1794 | Counterexample to the Bougard-Joret Conjecture
[NO] 653/1794 | MLREF: Efficient Module Reuse for Reward Design in Reinforcement Learning via Large Language Models
[NO] 654/1794 | Understanding Multilingual Medical ASR Adaptation Through Layer-Wise Analysis
[NO] 655/1794 | Lonely Runners over Function Fields: Quantized Phase--Riesz product
[NO] 656/1794 | Spin precession and anomalous dipole couplings in a plane-wave Yang-Mills background
[NO] 657/1794 | Do Large Language Models Hallucinate Electric Fata Morganas?
[NO] 658/1794 | On the representation dimension of finite $p$-groups
[NO] 659/1794 | Tensor Field Models
[NO] 660/1794 | Simple Verification and Implementation of Observer Error Dynamics Linearization: A Pascal's Triangle--Hessian Matrix Criterion
[NO] 661/1794 | Comparing Probabilistic Influence-Spreading Centralities to Commonly-Used Centrality Measures in Directed and Weighted Networks
[NO] 662/1794 | Millimeter and sub-millimeter characterization of polymers used for infrared filters in high-sensitivity cryogenic microwave telescopes
[NO] 663/1794 | On the quantum communication complexity of total functions
[NO] 664/1794 | A Real-Time Tsetlin Machine-based Non-intrusive Load Monitoring System on MCUs
[NO] 665/1794 | Improved $^{94}$Mo neutron resonance parameters from neutron capture and transmission measurements at n_TOF and GELINA
[NO] 666/1794 | Exploiting Pilot Contamination to Improve UL Sum Rate under Maximum Ratio Combining
[NO] 667/1794 | Beyond Predictive Fairness: Quantifying Attribution Consistency Across Demographic Groups in Diabetic Retinopathy Screening
[NO] 668/1794 | Geometric Data Perturbation with Noisy-Anchor Alignment for Privacy-Preserving Collaborative Learning
[NO] 669/1794 | Biological-Hybrid Intelligence: A Conceptual Framework for Distributed Biological--Artificial Computation
[NO] 670/1794 | Decision-Metric Alignment in Latent World Models: Diagnostics and Action-Conditioned Objectives for MPC Planning
[NO] 671/1794 | CL4D: Contrastive Language-4D Pretraining for Vision-Language Reasoning in Dynamic Scenes
[NO] 672/1794 | Flama: a Python framework for development and deployment of production-ready APIs, machine learning, and LLM services
[NO] 673/1794 | Exact time-correlated coincidence modeling with reset boundaries
[NO] 674/1794 | Budget-First Tariff Recommendation (BFTR): A Complete Algorithmic Framework for Telecom Plan Recommendation without Overcharging
[NO] 675/1794 | Competence, Not Accuracy: A Diagnostic for Reference-Free Judge Gates in Skill Optimization
[NO] 676/1794 | Multi-Class Electrical and Mechanical Fault Classification Using Random Convolutional Kernels
[NO] 677/1794 | A Critical Synthesis of Uncertainty Quantification and Foundation Models for Semantic Segmentation
[NO] 678/1794 | Weighted Galois points for $K3$ surfaces in $\mathbb{P}(1,1,1, 3)$
[NO] 679/1794 | A generalized quadratic balance relation for nonradial nonadiabatic pulsations
[NO] 680/1794 | Impact of Iterative Fine-Tuning on Transcription Accuracy in Complex Historical Sanskrit Manuscripts
[NO] 681/1794 | Composed Historical Image Retrieval by Modeling Temporal Representations
[NO] 682/1794 | Learning What to Fail On: Failure-Mode Contextual Bandits for Adversarial Data Curation
[NO] 683/1794 | Sanyu Studio: A Multi-Agent System for Art-Historical Narrative Construction
[NO] 684/1794 | Stable boundary determination of a complex anisotropic admittivity and its derivatives from a local Neumann-to-Dirichlet map
[NO] 685/1794 | Orienteering Problem with Uncertain Time-Varying Rewards: Framework and Benchmark for Everyday Service Robotics
[NO] 686/1794 | Accounting for intra-household joint travel in agent-based transport simulations
[NO] 687/1794 | FlashAttention for Scalable Vector Architectures
[NO] 688/1794 | A Uniform Proof for the Small Davenport Constant of the Exponent-$p$ Heisenberg Group
[NO] 689/1794 | Physics-informed neural network for inverse modeling of granular flows
[NO] 690/1794 | Coordination of Ground-to-Space Reference Networks for High-Precision GNSS
[NO] 691/1794 | Coordination on a Budget: Federated Active Learning with Few Labels
[NO] 692/1794 | Hybrid disc geometry for shocked accretion flows: Unveiling QPOs in black hole X-ray binaries
[NO] 693/1794 | An FPRAS for Antiferromagnetic Ising Models on Random Regular Bipartite Graphs
[NO] 694/1794 | Detecting Backdoors in Object Detection via Pre-NMS Prediction Distribution Shift
[NO] 695/1794 | Interior estimates for the Hessian quotient equations
[NO] 696/1794 | The Boundedness Problem for Generalized Hilbert Operators on Hardy Spaces
[NO] 697/1794 | SPK: Eliciting Structured Prior Knowledge for Interpretable Out-of-Distribution Detection in Real-Time Object Detection
[NO] 698/1794 | GS-VLA: Plug-and-Play Viewpoint Canonicalization for Frozen VLA Policies via Gaussian Splatting
[NO] 699/1794 | When Two Tracers Disagree: An Investigation of Multimodal Fusion for Clinical PET/CT Segmentation
[NO] 700/1794 | Online Permutation Embedding: Optimal Stopping and Scaling Laws
[NO] 701/1794 | Dipolar power asymmetry in wide-angle correlations of galaxy density, velocity and ellipticity
[NO] 702/1794 | Transcranial magnetic stimulation of visual-motion area V5/MT modulates sensory thalamus responses during visual speech recognition
[NO] 703/1794 | Orthogonal Polynomial Approximation for Matrix Log Normalization in Global Covariance Pooling
[NO] 704/1794 | Influence of metal nanoparticles on whispering gallery modes of a microcavity
[NO] 705/1794 | Robust stabilization of discrete-time linear systems requires nonlinear dynamic feedback
[NO] 706/1794 | Extremes on Rewind: Generating 1,000-Member Ensembles Initialized at a Final Condition
[NO] 707/1794 | Mise-en-Scène: Implicit Layout Emergence in Diffusion Transformers for Human-AI Design Co-Creation
[NO] 708/1794 | GrabVG: Graph-Attentive Binding for Visual Grounding in UAV Imagery
[NO] 709/1794 | Proving Lehner's formulas via RDT -- indefinite and asymmetric scenarios
[NO] 710/1794 | DeepWeaver: Bridging the Evidence Synthesis Gap in Open-Ended Question Answering
[NO] 711/1794 | Uncertainty-Aware Art-Historical Dating with Vision-Language Models
[NO] 712/1794 | Monroe: A Molecular Foundation Model for In-Context Probabilistic Inference
[NO] 713/1794 | When Simplicity Wins: Bottleneck-Aware Context Modeling for Lightweight Semantic Segmentation
