[2026-07-16 11:01:24] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-15
正在获取论文...
[arXiv] 2026-07-15 | Do Agent Optimizers Compound? A Continual-Learning Evaluation on Terminal-Bench 2.0
[NO] 62/1751 | Post-Training Shifts Confidence: A Three-Stage Analysis of How SFT, RL, and OPD Shape Pre-, Intra-, and Post-CoT Calibration
[NO] 63/1751 | Regularity estimates in transport equations via heat flow and quantitative differentiation
[NO] 64/1751 | RI/SMOM renormalization for lattice QCD: bilinear and three-quark operators
[NO] 65/1751 | Contracting for Long-Duration Energy Storage in Incomplete Risk Markets
[NO] 66/1751 | GRACE-DG: A Discontinuous Galerkin method-based code for general non-linear coagulation-fragmentation equations
[NO] 67/1751 | Microscopic constitutive theory of stress overshoot, yielding, and strain hardening in amorphous materials
[NO] 68/1751 | The weak maximizing property for $(L_p([0,1]),L_q([0,1]))$
[NO] 69/1751 | Regularity of Manhattan manifolds and exact dimensionality for relatively Anosov groups
[NO] 70/1751 | Cluster with Auctions for Vector Search
[NO] 71/1751 | Interaction Density as a Behavioural Signature of Exhibit Type: A Minimal-Log Study from a Two-Venue Science Experience Centre
[NO] 72/1751 | Self-supervised Speech Comparison for L2 Phone, Rhythm, and Intonation Scoring
[NO] 73/1751 | On Milnor and Tjurina numbers of Pairs of Holomorphic Functions Germs
[NO] 74/1751 | The different methods to calculate cluster membership probabilities
[NO] 75/1751 | Multi-height Diagnosis of MHD Wave Periods and their Propagation in Solar Plages Using IRIS Observations
[NO] 76/1751 | Volumetric Inverse Rendering via Neural Radiative Transfer
[NO] 77/1751 | Norm Inflation for Inviscid and Fully Dissipative Boussinesq Systems in Supercritical Spaces
[NO] 78/1751 | Social Simulations: from Agent-Based Modeling to Digital Twins
[NO] 79/1751 | Proactive URLLC Adaptation for Connected Vehicles Through ML-Based Channel Prediction
[NO] 80/1751 | Magnetic quadrupole current generation and accumulation in noncentrosymmetric systems
[NO] 81/1751 | When Bots Join the Team: Bot Adoption and the Institutional Fabric of Open-Source Software Projects
[NO] 82/1751 | M3F-UAV: A Missing-Modality Multimodal Foundation Model for Low-Altitude Wireless Sensing
[NO] 83/1751 | Local Certification of Vertex and Edge Connectivity
[NO] 84/1751 | WAVE-Stereo: Warp-Aligned Volume Encoding for Stereo Matching
[NO] 85/1751 | Proof of concept of heterodyne interferometry at 10.6 um using photonic correlation
[NO] 86/1751 | The Hyperspherical Geometry of CLIP Latent Space: A Semantic Mixture Model
[NO] 87/1751 | T3HG-Editor: Text-driven 3D Human Garment Editing with Body Priors Embedded in SMPL-X
[NO] 88/1751 | CIMERA: Compute-in-Interconnect and Memory with Reconfigurable Precision for LLM Inference
[NO] 89/1751 | Human4K: A Large-Scale 4K Multi-View Mocap Dataset for Whole-Body 3D Human Reconstruction
[NO] 90/1751 | The potential of quantum computers for Particle Image Velocimetry
[NO] 91/1751 | Assessing the sensitivity to Axion-Like-Particle Dark Matter with very-high-energy gamma-ray observations of selected AGN and galaxy cluster pairs
[NO] 92/1751 | gDMC: A Generic Distributed Model Counting Framework via Work-Stealing
[NO] 93/1751 | Separating Geometry From Interference in Constrained Quantum Optimization
[NO] 94/1751 | Phase diagram of one-dimensional bosons with Rydberg-dressed soft-core interactions
[NO] 95/1751 | Design, Modeling and Experimental Validation of a Miniature Hybrid Underwater Glider With Large-Range Foldable Deflectable Wings
[NO] 96/1751 | UESF-Bench: Benchmarking and Probing for Unified Embodied Seeking and Following
[NO] 97/1751 | A Telemetry-Driven Model for Quantifying Upgrade Risk in Durable Workflow Execution
[NO] 98/1751 | The SIGReg Objective as Variational Free Energy: A Theoretical Active-Inference Account of JEPA World Models
[NO] 99/1751 | Accelerating gas-network feasibility screening with a physics-informed graph neural network surrogate
[NO] 100/1751 | Gauge-Invariant, Parameter-Insensitive Regularization for Potential Recovery from Flow on Directed Graphs
[NO] 101/1751 | Automatic Ordinary Differential Equations Discovery For Biological Systems Using Large Language Model Powered Agentic System
[NO] 102/1751 | Semantic Anchoring for Robotic Action Representations
[NO] 103/1751 | Active Trust Management for Successful Human-Robot Teaming: Moving from a Trust Repair to a Trust Satisficing Perspective
[NO] 104/1751 | SAFETY SENTRY: Context-Aware Human Intervention via EXECUTE-ASK-REFUSE Routing
[NO] 105/1751 | Non-cancellative varieties, maximal tori, and the Makar-Limanov invariant
[NO] 106/1751 | Using backscattered thermal neutrons to monitor boron concentration during BNCT: a Monte Carlo feasibility study
[NO] 107/1751 | Rotation topological states: theory and material realization
[NO] 108/1751 | IMMNet: Hybrid Fusion of Model-based and Data-driven Approaches for Maneuvering Target Tracking
[NO] 109/1751 | Grounded world models in biological organisms and future embodied AI
[NO] 110/1751 | Improving reddening estimates for RR Lyrae stars in the Gaia bands: a machine learning approach to the PAC(Z) relation
[NO] 111/1751 | Earthquaker-AI: A Retrieval-Augmented Generation Framework with Rubric-Based Assessment for Primary School Earthquake Education
[NO] 112/1751 | Braid closure union braid axis is ribbon concordance minimal
[NO] 113/1751 | From Forecasts to Auditable Reports: Evidence Contracts for LLM-Assisted Housing-Guarantee Risk Monitoring
[NO] 114/1751 | Improving Wind and Solar Power Prediction with Efficient Wrapper-based Feature Selection: An Empirical Study
[NO] 115/1751 | Temporal Entanglement from Twist Correlators in 2d Conformal Field Theory and Holography
[NO] 116/1751 | Thermodynamic and electrical transport properties of the half-Heusler plumbide TbAuPb
[NO] 117/1751 | The spread construction and non-uniqueness of visible Lagrangians
[NO] 118/1751 | AeroMap3D: Anchoring Monocular UAV 6-DoF Localization to Visual-Geometric-Semantic Map Priors
[NO] 119/1751 | The potential broader complex linked to the key Cepheid SV Vul
[NO] 120/1751 | Rethinking Penetration Testing for AI-Enabled Systems: From Resource Compromise to Behavioral Objective Violation
[NO] 121/1751 | Singular limit for nonlocal conservation laws with non-locality in density and velocity
[NO] 122/1751 | Lyapunov Exponent as Physics-Informed Dense Reward: RL Discovery of Stabilization Beyond the Kapitza Pendulum
[NO] 123/1751 | The Dynamic Verifiable Multi-Agent Human Agentic Loyalty Loop (DVM-HALL) Model and the Net Human-Agent Score (NHAS) in Autonomous Commerce
[NO] 124/1751 | $\texttt{iNORG}$: An open-source quantum impurity solver package based on the natural orbitals renormalization group
[NO] 125/1751 | DARK-HIDE: Dark matter versus hidden dimensions in black hole images
[NO] 126/1751 | Nonreciprocal Relaxation Acceleration
[NO] 127/1751 | Universal Quantum Computation with Multi-Mode Schrödinger Cat States Stabilized by Non-Local Dissipation Engineering
[NO] 128/1751 | Contact-resolved deployment of the Contour Neurovascular System in patient-specific intracranial aneurysms
[NO] 129/1751 | Dolomite Mineral-Inspired Equilateral Triangular-Lattice Magnets for Quantum Magnetism
[NO] 130/1751 | Hodge numbers for orbifolds of Calabi-Yau threefolds Ferma type and the Roan pairs
[NO] 131/1751 | Propagation dynamics of an acid-mediated invasion model with degenerate tumor diffusion
[NO] 132/1751 | Radiation effects on surface and bulk properties of ATLAS18 silicon sensors under low- and high-dose gamma irradiation and annealing
[NO] 133/1751 | Cyclone: Diffusion Model for Cycle-Consistent Weather Editing from Unpaired Driving Data
[NO] 134/1751 | Epidemic Informatics and Control: A Holistic Approach from System Informatics to Epidemic Response and Risk Management in Public Health
[NO] 135/1751 | Safety-Aware Forward Detection in Networked ISAC for Low-Altitude UAV Flight
[NO] 136/1751 | PiVoT: A Variational Solution for Real-time Large-scale Multi-object Detection and Tracking under Heavy Clutter
[NO] 137/1751 | Tailored PDFs for new physics searches
[NO] 138/1751 | Learning Forward & Reverse Skills from a Single Unfinished Demonstration for Constrained Manipulation Tasks
[NO] 139/1751 | Task-Oriented Sensing and Covert Transmissions for Collaborative Multi-AUV Systems
[NO] 140/1751 | Superconducting proximity effect in a strongly correlated charge-transfer insulator
[NO] 141/1751 | Direct probabilistic IMPT treatment planning with setup and range errors for neuro-oncological patients
[NO] 142/1751 | Rethinking Speech Foundation Model Fine-tuning: Better SFT or Better Match?
[NO] 143/1751 | Estimation and Inference for Latent Dual Networks Using High-Dimensional IV Screening
[NO] 144/1751 | Towards Enhancing 3D Spatial Reasoning in Medical Multimodal Large Language Models
[NO] 145/1751 | Evaporating cosmologically coupled black holes
[NO] 146/1751 | Electron Beam Radiolysis-Assisted Growth of Rutile TiO2 Thin Films
[NO] 147/1751 | Quantum Topological Data Encoding
[NO] 148/1751 | Post-Critical Meson Dynamics of Kibble-Zurek Excitations in a 5,564-Qubit Quantum Annealer
[NO] 149/1751 | Wireless millikelvin interconnects for superconducting quantum hardware
[NO] 150/1751 | The inversion number of a path-reversed tournament: Resolving a conjecture of Belkhechine, Bouaziz, Boudabbous, and Pouzet
[NO] 151/1751 | Quantitative propagation of chaos for the Boltzmann equation with moderately soft potentials
[NO] 152/1751 | Assessing the Forensic Viability of Android Memory Analysis Across Production Builds: A Cross-Version Study of Security Hardening and Structure Preservation
[NO] 153/1751 | Markovian evolution from a novel scheme
[NO] 154/1751 | AspectCLIP: Optimizing CLIP Representation Space via Aspect-Guided Consistency Regularization
[NO] 155/1751 | Inverse Transfer in Non-helical 2D Collisionless Magnetic Turbulence: Island-Merger Picture with Kinetic Effects
[NO] 156/1751 | Fractional Chern insulators in alternating twisted multilayer MoTe$_{2}$
[NO] 157/1751 | To Play or Not to Play: Insights and Lessons Learned from 20 Years of CTFs with ENOFLAG
[NO] 158/1751 | Elton: Urn Resources for Reasoning about Adversarial Probabilistic Programs
[NO] 159/1751 | The even-uniform hypergraph Moore bound
[NO] 160/1751 | Characterisation of a Thick Pixelated Silicon Detector for Electron Spectroscopy of Neutron Beta Decay
[NO] 161/1751 | A Simple Obligation to Metric Interval Temporal Logic
[NO] 162/1751 | A Low-energy Threshold and Multi-messenger Trigger System for the JUNO Experiment
[NO] 163/1751 | A Geometric Derivation of the Einstein Equations from the Causal Action Principle
[NO] 164/1751 | Implementations of Quantum and Classical Topology-Aligned Architectures for Molecular Property Prediction
[NO] 165/1751 | Nuclear Charge Radius of $^9$Be from Muonic Atom Spectroscopy Using a Microcalorimeter
[NO] 166/1751 | Merging Reaction to Cognition: A Hybrid Cognitive Strategy for Odour Source Localisation in Natural Environments
[NO] 167/1751 | Effects of coherent and incoherent measurement imperfections on multipartite quantum nonlocality and quantum key distribution
[NO] 168/1751 | DreamSat-Pose: Spacecraft Pose Estimation from Single-View 3D Reconstructions and Learned 2D-3D Feature Matching
[NO] 169/1751 | Domination-packing ratio for planar and unit disk graphs
[NO] 170/1751 | An adaptive inverse-problem framework for one-loop five-gluon BCJ numerators
[NO] 171/1751 | Demystifying On-Policy Distillation: Roles, Pathologies, and Regulations
[NO] 172/1751 | TMallGS: Scaling Unified Feature and Sequence Modeling for Generative E-commerce Search
[NO] 173/1751 | Distinct Velocity Components in the Absorption Lines of the Neutron Star X-ray Binary AX J1745.6-2901
[NO] 174/1751 | Further thoughts on dimensions of posets
[NO] 175/1751 | Hybrid GKB Methods for X-Ray Tomography Problems with Unmatched Back Projector
[NO] 176/1751 | Learned Pairwise Deep Dual-Optimal Inequalities for Stabilizing Column Generation
[NO] 177/1751 | Quantum annealing in SU(3) multiplet space with nonlocal drivers
[NO] 178/1751 | TANDE: Disentangling Verbal and Nonverbal Backchannels in Emotional AI-Avatar Conversations with Young Adults
[NO] 179/1751 | Analysis of singularities of area-minimizing currents, Part III: branch points of planar frequency $\neq$ 2, higher order asymptotics, and the local topology
[NO] 180/1751 | How Well Can Frontier Large Language Models Generate Structures? High Quality Prediction of Molecular Geometries with Help from Fine-Tuning
[NO] 181/1751 | A versatile laser-machined rf trap for arrays of 100+ ions
[NO] 182/1751 | Cost-Pragmatic Quality Gating and Selection-Fusion Multi-Model Combiners for BioASQ Phases A+ and B
[NO] 183/1751 | JW-ASTClaw: A Generalizable Multi-Agent Framework for Autonomous Solar Telescope and Its Implementation within Chinese Meridian Project
[NO] 184/1751 | From Novice to Expert: Cost-Aware Bandits for Evolving Worker Performance in Crowdsensing
[NO] 185/1751 | Gabriel's and Frazer's problems for weighted Bergman spaces and their applications
[NO] 186/1751 | When T2I Synthetic Data Backfires: Amplified Privacy Risks in Real-Synthetic Mix Training
[NO] 187/1751 | Scientific-Intention Driven Embodied Intelligent Solar Telescope: Conceptual Design
[NO] 188/1751 | Computing Strong Rank-Revealing Factorizations for Matrices with Orthonormal Rows
[NO] 189/1751 | Twist-3 effects in fully inclusive jet production from $e^+e^-$ annihilation
[NO] 190/1751 | Weak charged current induced electron and positron scattering off proton at JLab and MAMI energies
[NO] 191/1751 | Kepler-Encoder-v0.1: Towards a Multimodal Embedding Model for Robots
[NO] 192/1751 | Security Evaluation of Laser-Phase-Noise Quantum Random Number Generators with Intrinsic Correlations
[NO] 193/1751 | Noninvertibility and Bifurcation Phenomena in a Four-Partitions Piecewise Linear Map
[NO] 194/1751 | Non-asymptotic Bounds of Learning-based Linear MPC With Input Constraints and Unbounded Stochastic Noise
[NO] 195/1751 | Basis-Independent Coherence Dynamics of Tripartite States under Pure Dephasing
[NO] 196/1751 | Reconstruct the ambient noise source from the multi-frequency sparse correlation data
[NO] 197/1751 | Attention-Free and Lightweight Token Reduction for Efficient Vision-Language Models
[NO] 198/1751 | CASA-SDF: Curriculum-Aware Spatial Adaptation with Curvature-Guided Density for Neural Implicit Surface Reconstruction
[NO] 199/1751 | On the Wiener and Harary Indices of Generalized Splitting and Shadow-Splitting Graphs
[NO] 200/1751 | Golden Finsler Geometry: Local Properties and Global Deformations
[NO] 201/1751 | Topology-Agnostic Mesh Reconstruction of Deformable Objects from Sparse Touch
[NO] 202/1751 | VAMP-MR: Vector-Accelerated Motion Planning and Execution for Multi-Robot-Arms
[NO] 203/1751 | Auditing Protocol-Level Shortcuts in Large Audio Language Model Judges for Speech Evaluation
[NO] 204/1751 | Explainable Artificial Intelligence for Anomaly Detection in Banking Transactions: An Internal Audit Perspective
[NO] 205/1751 | 2D Rotary Position Embedding for Scene Text Recognition with Transformers
[NO] 206/1751 | CLIP-Guided Label-Free Discriminative Region Scoring for Fine-Grained Classification
[NO] 207/1751 | Chiral Landau levels induced by two in-plane pseudomagnetic fields in underwater acoustic metamaterials
[NO] 208/1751 | RainDancer: RGB-Event Video Deraining with Rain-Oriented Spiking Dynamics
[NO] 209/1751 | Complete functional calculus bounds for $ρ$-contractions
[NO] 210/1751 | Space-Time Lensing by Accelerated Interfaces in Dispersive Media
[NO] 211/1751 | Commensurating actions and self-similar groups
[NO] 212/1751 | A spinor-adapted geometric approach for nonlinear Dirac systems and its application to a tensorial wave-Dirac system near Minkowski spacetime
[NO] 213/1751 | Multihump-Multivalley Soliton Families on a Plane Wave Background in Birefringent Optical Fibers
[NO] 214/1751 | Unveiling the nature of G6096: a likely hierarchical triple system
[NO] 215/1751 | Mono-Z Dark Matter Search with Neural Spline Flows Using CMS Run 2015D Open Data
[NO] 216/1751 | No finite level of the NPA hierarchy is exact for the doubly-tilted CHSH functional near the critical tilt
[NO] 217/1751 | Time preference effects in forecasting
[NO] 218/1751 | Evidence for sequential $Υ$(nS) suppression in light ion collisions
[NO] 219/1751 | Filling 1-cycles, 2-cycle complexity, and torsion growth
[NO] 220/1751 | Independent Sets in Multiset Profile Graphs via Weighted Local Covers
[NO] 221/1751 | DAGR: State-Conditioned Goal Representations via Difference-Aware Goal Cross-Attention
[NO] 222/1751 | N-O Cool-chic: reconcile fast encoding with lightweight decoding for neural image compression
