[2026-07-04 10:54:39] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-03
正在获取论文...
[ACM] 2026-7-3 | SAND: Spatially Adaptive Network Depth for Fast Sampling of Neural Implicit Surfaces
[NO] 182/1000 | RIS-Assisted Joint Resource Allocation for 6G FR3 IoT Networks
[NO] 183/1000 | A Ka-Band Time-Division Multi-Stream Phased-Array Transmitter with Built-in Spatial Notch Generation for 6G MIMO
[NO] 184/1000 | BLISS: A Visual Modeling Notation for Engineering Energy-Harvesting IoT Systems
[NO] 185/1000 | Proceedings of the 2025 Special Interest Group on Computer Graphics and Interactive Techniques Conference Panels
[NO] 186/1000 | Proceedings of the 8th International Workshop on Emerging Trends in Software Engineering for Blockchain
[NO] 187/1000 | Towards an Intelligent Platform for Supporting Quality Assessment in Blockchain Systems
[NO] 188/1000 | A Proof of Success and Reward Distribution Protocol for Multi-bridge Architecture in Cross-chain Communication
[NO] 189/1000 | The Gas Burn Identity: Early Detection of Gas-Intensive Functions and Patterns in Smart Contracts
[NO] 190/1000 | A Hybrid Reactive-Proactive Auto-scaling Algorithm for SLA-Constrained Edge Computing
[NO] 191/1000 | Developing spatial reasoning skills using virtuality puppets
[NO] 192/1000 | Q3Vision: A Vision-Based Framework for Game-State Reconstruction in Quake III Arena
[NO] 193/1000 | Efficient 3D Content Creation for Immersive Experiences
[NO] 194/1000 | Privacy in Federated Learning Models for Intrusion Detection Systems
[NO] 195/1000 | Pixels2Peaks: Converting Terrain Images to Heightmaps
[NO] 196/1000 | Spatially Accelerated Winding Numbers for Curved Geometry
[NO] 197/1000 | EgoRelight: Egocentric Human Capture and Illumination Recovery for Relightable and Photoreal Avatar Rendering
[NO] 198/1000 | Sponsors
[NO] 199/1000 | Spectral Resilience: Defending Against Modality Inconsistencies in Visible-infrared Person Re-identification
[NO] 200/1000 | Attack Detection, Isolation, and Mitigation for Nonlinear Uncertain Multiarea Power Systems: A Dead-Zone Function-Based Approach
[NO] 201/1000 | Efficient Sim2Real Deep Learning for Device-Specific OFDM Frequency Offset Calibration
[NO] 202/1000 | Source Attribution of AI-Generated Images in Data Scarcity Conditions via Training-Free Resynthesis
[NO] 203/1000 | A
                    <i>Q</i>
                    -band High Power SiGe HBT Doherty Power Amplifier Leveraging 8-Shaped Inductor-Embedded Ultra Compact Doherty Passive Network
[NO] 204/1000 | Low-Complexity Greedy Antenna Reservation for MIMO-SWIPT Systems via QR Decomposition and SIC
[NO] 205/1000 | Uni-DPFM: Boosting Unified 3D Point Cloud Anomaly Detection via Dual-path Feature Matching
[NO] 206/1000 | Granular Ball-Based Noise-Resistant Fuzzy Multineighborhood Feature Selection via Label Enhancement and Feature Graph_supp1-3704362.docx
[NO] 207/1000 | Buffered Prediction and Confidence-Weighted Covariance Intersection for Robust Distributed State Estimation in IoT Sensor Networks With Random Delays and Packet Losses
[NO] 208/1000 | Not All Synthetic Vulnerabilities Are What You Need for Training Deep Vulnerability Detectors
[NO] 209/1000 | A Novel Differential Strain Detecting Method of Adjustable-Sensitivity Optical Cables Based on Continuous Fabricating
[NO] 210/1000 | Learning Topology-Aware Representations via Test-Time Adaptation for Anomaly Segmentation
[NO] 211/1000 | SkySched: A Hierarchical and Scalable Reinforcement Learning Framework for Multi-UAV Vehicular Edge Computing Network
[NO] 212/1000 | Verifiable and Fault-Tolerant Privacy-Preserving Data Aggregation for MEC-Enabled Consumer IoT
[NO] 213/1000 | ProtoAug: Prototype-Guided Uncertainty-Aware Augmentation for Long-Tail Motion Prediction
[NO] 214/1000 | A Convex Optimization Approach for Uncertainty Propagation and State Estimation for Systems with Black-Box Nonlinearities
[NO] 215/1000 | InferNose: A bio-inspired electronic nose system using chain-of-thought for olfactory reasoning
[NO] 216/1000 | Mathworks—Medical
[NO] 217/1000 | A Wearable Wireless Capacitive Pressure Sensing System for Arteriovenous Fistula Site Monitoring_supp1-3709577.docx
[NO] 218/1000 | Humanoid Robot Locomotion in Unstructured Environments: A Survey and Perspectives
[NO] 219/1000 | A Scalable and Intelligent Approach to Optimising Electric Vehicle Charging Infrastructure
[NO] 220/1000 | A Multi Stacked Cell Array (MSA) Structure with an Up-Down Crossed Bit Line Architecture (Ud-CBL) in 3D Flash Memory
[NO] 221/1000 | Highly Efficient Non-Isolated Ultra-High Gain DC-DC Converter for Renewable Energy Systems
[NO] 222/1000 | Geth vs. Besu: Performance Analysis of Blockchain Networks under Horizontal and Vertical Scaling
[NO] 223/1000 | Geo-Enriched Remote Sensing Image Captioning and Agentic Scene Reasoning with Openstreetmap Integration
[NO] 224/1000 | Task-Aware Communication Scheduling for Companion Robots in Multi-Protocol Environments
[NO] 225/1000 | Analysis of multiscale fractals based on a new hybrid approach ANN-MoM-GEC
[NO] 226/1000 | Dual-Mode Hybrid Voltage Balancing Topology for Next-Generation Battery Management Systems
[NO] 227/1000 | Fisher-Preconditioned Influence for Efficient Machine Unlearning
[NO] 228/1000 | Ultra Low-Power SRAM Technology on High Performance FinFET Platform for HPC, Mobile, and High-Reliability Applications
[NO] 229/1000 | Joint Task Offloading and Compressed Sensing in Satellite-Terrestrial Integrated Networks: A Deep Reinforcement Learning Approach
[NO] 230/1000 | A 4Mb 3Bits/Cell RRAM Macro in 12nm FinFET Technology with the Smallest 0.019μm
                    <sup>2</sup>
                    Bit-Cell, 100K-Cycle Endurance and 10 Years Retention up to 125°C
[NO] 231/1000 | QUEEN: QUantum-Inspired Optimized Energy Efficient Routing in Wireless Sensor Networks
[NO] 232/1000 | Polynomial Correntropy–Based DOA Estimation With an Improved Nested Array Under Impulsive Noise
[NO] 233/1000 | Closed-Loop Hybrid Digital Twin Platform for Connected and Automated Vehicle Validation
[NO] 234/1000 | Backside Contact Resistivity Reduction for Nanosheet Technologies Beyond 2nm by Backside Nanosecond Laser Anneal Without Impacting the Frontside Cu BEOL
[NO] 235/1000 | Heterovalent Doping of Cs
                    <sub>0.12</sub>
                    FA
                    <sub>0.88</sub>
                    PbI
                    <sub>3</sub>
                    With Over 2000 h Photochemical Stability*
[NO] 236/1000 | Toward Thousands-Layer 3D Nand: Unleashing the Block Size Constraint by Enabling Lateral Sub-Block Mode
[NO] 237/1000 | Streamlining Machine Learning in Agricultural Wireless Sensor Networks Through Data Preprocessing
[NO] 238/1000 | Segmentation and Counting of Touching Erythrocytes via Distance Map Regression and Morphological Optimization
[NO] 239/1000 | Reliability-Aware SFC Recovery with Column-Generation VNF Migration
[NO] 240/1000 | Record $2 P_{r}$ (&gt;38 μC/cm
                    <sup>2</sup>
                    at 0.5 V,&gt;28 μC/cm
                    <sup>2</sup>
                    at 0.4 V) of 3D MFM Capacitors Enabled by 3 Nm HZO and ALD-TiN Orientation Engineering
[NO] 241/1000 | Two Network Management Approaches for Multi-application Wireless Sensor Networks with Energy Harvesting
[NO] 242/1000 | Performance Improvement from Subtractive Ruthenium Interconnects with Airgap
[NO] 243/1000 | Adaptive UAV-Assisted Online Task Assignment for Mobile Crowdsensing
[NO] 244/1000 | Spatiotemporal Dynamics and Primary Drivers of Deforestation in the Dry Monsoon Forests: A Case Study of Anuradhapura, Sri Lanka (2000-2024)
[NO] 245/1000 | Advancing Package and System Integration for Next-Generation AI
[NO] 246/1000 | Proton-Induced Energy Deposition and Displacement Damage in Hybrid Halide Perovskites
[NO] 247/1000 | Comparative Evaluation of Transform-Based and Advanced Neural Network Techniques for Image Compression
[NO] 248/1000 | Detection of Islanding in a Single-phase Grid Integrated Photovoltaic System by Bayesian Optimized Long Short-term Memory Network
[NO] 249/1000 | Wireless Power Transfer for EVs: State-of-the-Art and Emerging Trends
[NO] 250/1000 | Mixed-Timescale Vehicular Task Offloading Under Demand Uncertainty
[NO] 251/1000 | Comparative Analysis of Deep Learning and Traditional Machine Learning Approaches for Indian Classical Dance form Classification
[NO] 252/1000 | Software Engineering for Renewable Energy Research
[NO] 253/1000 | STyMo: Fast and Controllable Few-Shot Motion Style Transfer
[NO] 254/1000 | MorphSkein: A Shape-Changing Afterimage Display Preserving Pixel Density During Surface-Area Changes Across Troposkein-Based Shapes
[NO] 255/1000 | Semantic-Structural Alignment for Generative Pictorial Charts
[NO] 256/1000 | <i>q</i>
                    -Deformation Kernel Adaptive Filtering Method For Indoor Positioning In IoT Systems
[NO] 257/1000 | FedULBD: Unlearning-Driven Lightweight Backdoor Defense for Resource-Constrained Consumer Electronics Federated Learning
[NO] 258/1000 | A Robust Quantized Speech Semantic Communication System Based on ASR Perception Loss and Deep Channel Estimation
[NO] 259/1000 | Energy-Optimal Thermal Management of Heat-Pump Battery Electric Vehicles
[NO] 260/1000 | Low-Dimensional Wideband Channel Descriptors for Antenna-Aware Scenario Classification at 28 GHz
[NO] 261/1000 | Evaluation of Partial Discharge Separation Techniques
[NO] 262/1000 | In-Hardware Fault-Tolerance Controller for Multi-FPGA Clustered Architectures
[NO] 263/1000 | LeCropFollow: Latent Space Planning for Navigation in Unstructured Crop Fields
[NO] 264/1000 | NeuralPathLite: Fast and Robust Diffusion-Based Path Planning for Autonomous Navigation
[NO] 265/1000 | Hybrid Onboard EV Charger With Wireless and Conductive Power Capability
[NO] 266/1000 | Data-Efficient Deep Learning for SAR Automatic Target Recognition: A Comprehensive Survey
[NO] 267/1000 | Machine Learning–Driven Optimization of Dielectric Matching Medium for Efficient Wireless Power Transfer in IoMT Implantable Devices
[NO] 268/1000 | A Two-Stage Framework for Cloud Service Combinatorial Optimization: Cognitive-Inspired Co-Evolutionary Dual-Population Search and Contrastive Compensation Ranking
[NO] 269/1000 | 2026 IEEE International Conference on Emerging Synergy Science and Technology (ICESST)
[NO] 270/1000 | Book of Abstract Suiet
[NO] 271/1000 | Photographs
[NO] 272/1000 | Digital Arts Program - Combing Art and CS in a 50/50 Balance in Undergraduate Curriculum
[NO] 273/1000 | Stochastic geomorphological transport for terrain erosion simulation
[NO] 274/1000 | Dropout risk in higher education via multidimensional features and machine learning
[NO] 275/1000 | Application of Technology Readiness Level to Research Software
[NO] 276/1000 | Performance-Aware Data Splitting for Solar Irradiance Modeling Using Bayesian Linear Regression
[NO] 277/1000 | Joint Software-Hardware Reliability Optimization for SFC Deployment in NFV-enabled Satellite Networks
[NO] 278/1000 | Black-Box Operational Transparency: Gradient-Based Explainability for GNN-Based Network Performance Prediction
[NO] 279/1000 | Modeling and Analysis of a Threshold MEMS Accelerometer
[NO] 280/1000 | A Hybrid Genetic Algorithm with Simulated Annealing for Solving Large-Scale 0/1 Knapsack Problems
[NO] 281/1000 | Problems of Using a Chatbot as a Tool for Collecting Sociological Data
[NO] 282/1000 | Distributed Load-Sharing and Loss Optimization Within Voltage Safety Constraints for Meshed DC Microgrid
[NO] 283/1000 | Q-CAR: Capacity-Aware Q-Learning Routing for Hybrid VLC/RF Wireless Mesh Networks
[NO] 284/1000 | PhishZero: A Self-Supervised Transformer Framework for Robust Zero-Shot Malicious URL Detection
[NO] 285/1000 | Resistivity Scaling of Topological CoSi Wires to Sub-10 nm for Post-Cu Interconnects
[NO] 286/1000 | Design and Performance Analysis of a Distributed Modular Active Power Filter Network for Power Quality Improvement in PV System
[NO] 287/1000 | Design and Implementation of a Kyrgyz-English Translation System with Phraseological Unit Processing
[NO] 288/1000 | Separate Absorption Charge Multiplication Ge-onSi Avalanche Photodiode in Linear Mode
[NO] 289/1000 | Toward Enhanced Security with Scalable Blockchain-Based Multi-Factor Authentication
[NO] 290/1000 | Using Internet Search Data for the Study of Functioning of the Tatar Language
[NO] 291/1000 | Wafer-Scale Two-Channel Monolayer-MOS ${}_{2}$ Nanosheet Fets with Record-High $I_{\text {on }}&gt;2 ~\text{mA} / \boldsymbol{\mu} \mathrm{m}$ Enabled by Sub-1 NM Cet High- $\kappa$ Integration
[NO] 292/1000 | A 90.6 pJ/pixel 1280×800 65 fps cm-Scale Fully Integrated Video Encoder System Utilizing a 2×2 Microlens Array
[NO] 293/1000 | A Family of Robust Regularized Adaptive Filtering Algorithms
[NO] 294/1000 | TurkmenFST: A Comprehensive Rule-Based Morphological Analysis and Generation System for the Turkmen Language
[NO] 295/1000 | Experimental Studies of the Noise Characteristics of Millimeter-Range Radio Pulse Autodynes
[NO] 296/1000 | Time-Varying Formation for Second-Order Open Multi-Agent Systems with External Disturbances
[NO] 297/1000 | Fast Anomaly Detection and Joint State Estimation for Perturbed Nonlinear Systems with Prolonged Output Anomalies
[NO] 298/1000 | Different Low-Frequency $(1 / f)$ Noise Origins in Atomically Thin ALD In
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    TFTs Determined by the Quantum-Confinement Effect
[NO] 299/1000 | A Hybrid Processing-In-Sensor Architecture With a Computational Mosaic Array and Residual-Enhanced Analog Skip Connections for Robust Color Vision
[NO] 300/1000 | Adaptive Sliding Mode Controller for Improved Dynamic Response in FOC-Based IM Drives
[NO] 301/1000 | Comparative Analysis of Luenberger and Sliding Mode Observers for Brushless DC Motor Drive
[NO] 302/1000 | CFET Demonstration for Future Logic and SRAM Technology
[NO] 303/1000 | Grover-Accelerated Variational Quantum Learning for Time-Critical Task Offloading in 6G Satellite-Terrestrial Integrated Networks
[NO] 304/1000 | Cryo-CMOS Sub-1K 16nm FinFET DAC for Fast Two-Qubit Gates in Spin Qubits
[NO] 305/1000 | Modeling Reflecting Metasurface Based on Liquid Crystals
[NO] 306/1000 | Characterization of Underground-to-Aboveground and Underground-to-Underground Radio Channels for Reliable Communication in Precision Agriculture
[NO] 307/1000 | Battery Management Systems for Electric Vehicles
[NO] 308/1000 | Towards Reliable Citrus Yield Assessment Using Remote Sensing and Machine Learning Approaches
[NO] 309/1000 | Experimental Study on Carrier Transport in Amorphous and Poly InGaOx FETs – Hall Measurement, Temperature Dependence, Velocity Saturation
[NO] 310/1000 | From Satellite Pixels to Solar Fields: Remote Sensing-Driven CSP Suitability Modelling in Arid Environments
[NO] 311/1000 | Innovative Dual-Pol SAR Descriptors for Earth Observation
[NO] 312/1000 | Energy-Efficient AI-native RAN for Embodied Guide Dog towards 6G
[NO] 313/1000 | Acoustic Signal-Based Drone Detection Using a Tetrahedral Microphone Array and Deep Neural Networks: SICDrone Module
[NO] 314/1000 | Hybrid Physics-ML Framework for Pan-Arctic Permafrost Infrastructure Risk at Record 2.9-Million Observation Scale
[NO] 315/1000 | Using Optical–Microwave Scintillometry to Evaluate the Sparse Evapotranspiration Model Over a Drip-Irrigated Olive Orchard
[NO] 316/1000 | Performance Comparison of Chopper and Push-Pull Converter Configurations for SMES-Based LVRT Enhancement of Axial Flux Induction Generator
[NO] 317/1000 | A 0.511 pJ/Bit Data-Independent and Post-Processing-Free 6T-SRAM-Based TRNG Exploiting Differential Bit-Line Leakage
[NO] 318/1000 | An Efficient Evolutionary Algorithm for Few-for-Many Optimization
[NO] 319/1000 | Advancing Virtual Production: Technical Innovations and Collaborative Pipelines for Film, TV &amp; Live Events
[NO] 320/1000 | Evolving Competencies in Blockchain Engineering: A Longitudinal Replication Study
[NO] 321/1000 | Locality-Aware Automatic Differentiation on the GPU for Mesh-Based Computations
[NO] 322/1000 | Spatiotemporal FLIP for Fast Free-Surface and Two-Phase Simulation With Very Large Time Steps
[NO] 323/1000 | Proceedings of the 2026 International Conference on Artificial Intelligence in Education Technology and Data Science
