[2026-05-07 11:10:01] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-06
正在获取论文...
[arXiv] 2026-05-06 | Emergence of Localized Surface Plasmons in Unpatterned Hyperdoped Polycrystalline Silicon
[NO] 307/1845 | A third-order multi-moment cell-centered Lagrangian scheme for hydrodynamics with an accurate 2D nodal solver
[NO] 308/1845 | From Reach to Insert: Tactile-Augmented Precision Assembly under Sub-Millimeter Tolerances
[NO] 309/1845 | Heat and mass transfer through fabric: a model for fabric drying with heated cylinders
[NO] 310/1845 | Global well-posedness and decay rates for the three dimensional incompressible active liquid crystals
[NO] 311/1845 | Library learning with e-graphs on jazz harmony
[NO] 312/1845 | Mixed-Parity Altermagnetism in Collinear Spin-Orbital Magnets
[NO] 313/1845 | Sharp Capacity Thresholds in Linear Associative Memory: From Winner-Take-All to Listwise Retrieval
[NO] 314/1845 | Quantum Magic in early FTQC: From Diagonal Clifford Hierarchy No-Go Theorems to Architecture Design Blueprints
[NO] 315/1845 | Causal discovery under mean independence and linearity
[NO] 316/1845 | Adaptive MPC for Constrained Trajectory Tracking of Uncertain LTI System with Input-Rate Limits
[NO] 317/1845 | Symmetric estimator for discrete self-energy of discrete many-body systems
[NO] 318/1845 | Sequential Monte Carlo for Resilient Networks: Assessment, Mitigation, and Generative Modeling
[NO] 319/1845 | PAIR-CI: Calibrated Conditional Independence Testing for Causal Discovery with Incomplete Data
[NO] 320/1845 | Automated Circuit Depth Reduction of Quantum Subroutines via Compilation
[NO] 321/1845 | DoGMaTiQ: Automated Generation of Question-and-Answer Nuggets for Report Evaluation
[NO] 322/1845 | D-OPSD: On-Policy Self-Distillation for Continuously Tuning Step-Distilled Diffusion Models
[NO] 323/1845 | Non-conservation and time non-locality of biased tracers
[NO] 324/1845 | A Pinned Local Langlands Correspondence for Depth-Zero Supercuspidal Representations
[NO] 325/1845 | Implicit Representations of Grammaticality in Language Models
[NO] 326/1845 | Release-free electro-optomechanical crystal modulator
[NO] 327/1845 | Boundaries of Baker domains of entire functions. A finer approach
[NO] 328/1845 | Concordance, symmetrization and non-exchangeability for bivariate copulas
[YES] 329/1845 | Design Conductor 2.0: An agent builds a TurboQuant inference accelerator in 80 hours
[NO] 330/1845 | The First Token Knows: Single-Decode Confidence for Hallucination Detection
[NO] 331/1845 | Geometry-Aware State Space Model: A New Paradigm for Whole-Slide Image Representation
[NO] 332/1845 | Sculpting Spin-Wave Landscapes via Curvature of 2D Magnonic Crystals
[NO] 333/1845 | Aes3D: Aesthetic Assessment in 3D Gaussian Splatting
[NO] 334/1845 | Age of Gossip in Ring Networks With Non-Poisson Updates
[NO] 335/1845 | What Matters in Practical Learned Image Compression
[NO] 336/1845 | Human-AI Co-Mentorship in Project-Based Learning: A Case Study in Financial Forecasting
[NO] 337/1845 | Quantum Entanglement in the Dirac Field Quantization around Charged Black Holes
[NO] 338/1845 | On a Partial Voigt Regularization of the 3D Magnetohydrodynamic Equations in Velocity-Vorticity Form
[NO] 339/1845 | de la Vallée Poussin Means of Walsh-Fourier Expansions
[NO] 340/1845 | Low-Cost Black-Box Detection of LLM Hallucinations via Dynamical System Prediction
[NO] 341/1845 | A Factor-Graph Formulation of CSS Syndrome Decoding: Joint BP and Four-State BP
[NO] 342/1845 | BDF2-type integrator for Landau-Lifshitz-Gilbert equation in micromagnetics: a-priori error estimates
[NO] 343/1845 | On immanants of Cayley tables
[NO] 344/1845 | Effective Field Theory of Large Scale Structure and Newtonian Motion Gauges
[NO] 345/1845 | Building informative materials datasets beyond targeted objectives
[NO] 346/1845 | Text Corpora as Concept Fields: Black-Box Hallucination and Novelty Measurement
[NO] 347/1845 | Quantum algorithm for solving differential equations using SLAC derivatives
[YES] 348/1845 | Randompack: Cross-Platform Reproducible Random Number Generation and Distribution Sampling
[NO] 349/1845 | Energy-minimizing measures supported near fractal 1-sets
[NO] 350/1845 | The Pinocchio Dimension: Phenomenality of Experience as the Primary Axis of LLM Psychometric Differences
[NO] 351/1845 | Little red dots as obscured little blue dots: relative abundances, luminosities, and black-hole masses
[NO] 352/1845 | Height-Guided Projection Reparameterization for Camera-LiDAR Occupancy
[NO] 353/1845 | The Impossibility Triangle of Long-Context Modeling
[NO] 354/1845 | Growth of shear failure in snow slab avalanche release: analytical solution for a compliant weak layer with finite softening
[NO] 355/1845 | A Comparison Between Co-Located and Distributed MIMO Deployments in OFDM-ISAC Networks
[NO] 356/1845 | ScriptHOI: Learning Scripted State Transitions for Open-Vocabulary Human-Object Interaction Detection
[NO] 357/1845 | Adaptive Learning Strategies for AoA-Based Outdoor Localization: A Comprehensive Framework
[NO] 358/1845 | Direct Product Flow Matching: Decoupling Radial and Angular Dynamics for Few-Shot Adaptation
[NO] 359/1845 | Efficient Cost-Based Rewrite in a Bottom-Up Optimizer
[NO] 360/1845 | Nonequilibrium Fluctuation-Response Theory in the Frequency Domain
[NO] 361/1845 | Network-Mediated Capacitive Coupling Drives Fast OTOC Saturation in Superconducting Circuits
[NO] 362/1845 | Few-Shot Learning Pipeline for Monkeypox Skin Disease Classification Using CNN Feature Extractors
[NO] 363/1845 | Detecting Hallucinations in Large Language Models via Internal Attention Divergence Signals
[NO] 364/1845 | Hypergraph Generation via Structured Stochastic Diffusion
[NO] 365/1845 | CuBridge: An LLM-Based Framework for Understanding and Reconstructing High-Performance Attention Kernels
[NO] 366/1845 | Reconstruction of non-self-adjoint anisotropic and complex inclusions in the Calderón problem
[NO] 367/1845 | Phase Transitions and Gravitational Waves
[NO] 368/1845 | Chaotic Contrastive Learning for Robust Texture Classification
[NO] 369/1845 | Crossing limit cycles of discontinuous piecewise differential systems with Pleshkan's isochronous centers
[NO] 370/1845 | Uno-Orchestra: Parsimonious Agent Routing via Selective Delegation
[NO] 371/1845 | Characterizing the quark-hadron mixed phase in compact star cores : sensitivity to nuclear saturation and quark-model parameters at finite-temperature
[NO] 372/1845 | Misaligned by Reward: Socially Undesirable Preferences in LLMs
[NO] 373/1845 | Perturbations and greybody bounds of Euler-Heisenberg black holes surrounded by perfect fluid dark matter
[NO] 374/1845 | Exhaustive Symbolic Integration: Integration by Differentiation and the Landscape of Symbolic Integrability
[NO] 375/1845 | ICPR 2026 Competition on Privacy-Preserving Person Re-Identification from Top-View RGB-Depth Camera (TVRID)
[NO] 376/1845 | Skill Neologisms: Towards Skill-based Continual Learning
[NO] 377/1845 | Order-based Rehearsal Learning
[NO] 378/1845 | From Defects to Devices: Design Guidelines for High-Performance Diamond-Based Solar Cells and Single-Dopant Diodes
[YES] 379/1845 | Interaction Tree Semantics for RISC-V: Bridging Compiler and Hardware Verification
[NO] 380/1845 | When Does Gene Regulatory Network Inference Break? A Controlled Diagnostic Study of Causal and Correlational Methods on Single-Cell Data
[NO] 381/1845 | Reinforcement Learning for Compositional Generalization with Outcome-Level Optimization
[NO] 382/1845 | Neural Discovery of Strichartz Extremizers
[NO] 383/1845 | A Foundation Model for Zero-Shot Logical Rule Induction
[NO] 384/1845 | Rethinking Local Learning: A Cheaper and Faster Recipe for LLM Post-Training
[NO] 385/1845 | Can the $L^1$-$L^\infty$ duality be restored for non-dominated families of probability measures?
[NO] 386/1845 | Strat-Reasoner: Reinforcing Strategic Reasoning of LLMs in Multi-Agent Games
[NO] 387/1845 | Cross-Model Consistency of Feature Importance in Electrospinning: Separating Robust from Model-Dependent Features
[NO] 388/1845 | Exploring Clustering Capability of Inpainting Model Embeddings for Pattern-based Individual Identification
[NO] 389/1845 | ADMM-based decomposed DNN+RLT Relaxations for Completely Positive Models in Electricity Market Clearing
[NO] 390/1845 | A Comparative Analysis of Machine Learning and Deep Learning Models for Tweet Sentiment Classification: A Case Study on the Sentiment140 Dataset
[NO] 391/1845 | Buffet Alleviation via Linear Stability Adjoint
[NO] 392/1845 | Understanding the Dynamics of Evaporation-Driven Colloidal Self-Assembly
[NO] 393/1845 | Exploration of the inner region of the system HD 142527
[NO] 394/1845 | Unraveling the Defect Physics of SiC Micropipe Sidewalls by Non-Line-of-Sight Confocal Spectromicroscopy: Amphoteric Giant Traps
[NO] 395/1845 | Geometry of multilinear varieties over infinite fields and its applications
[NO] 396/1845 | On Lie Algebras with Only Inner Derivations
[NO] 397/1845 | Two-Point Resolution in Spectral Super-Resolution
[NO] 398/1845 | A Queueing-Theoretic Framework for Stability Analysis of LLM Inference with KV Cache Memory Constraints
[NO] 399/1845 | HeterSEED: Semantics-Structure Decoupling for Heterogeneous Graph Learning under Heterophily
[NO] 400/1845 | Scalable Structural Estimation of Networked Infrastructure: Exact Decomposition for Localized Coordination
[NO] 401/1845 | Spectroscopic Disentangling Revealed the Tertiary Component in the Multiple System EM Boo
[NO] 402/1845 | IntenBot: Flexible and Imprecise Multimodal Input for LLMs to Understand User Intentions for Casual and Human-Like HRI
[NO] 403/1845 | Differential Spatial Modulation with Transmit Diversity for Pinching-Antenna Systems
[NO] 404/1845 | Lightning Unified Video Editing via In-Context Sparse Attention
[NO] 405/1845 | Stage-adaptive audio diffusion modeling
[NO] 406/1845 | Angle-I2P: Angle-Consistent-Aware Hierarchical Attention for Cross-Modality Outlier Rejection
[NO] 407/1845 | RLearner-LLM: Balancing Logical Grounding and Fluency in Large Language Models via Hybrid Direct Preference Optimization
[NO] 408/1845 | Online Riemannian Gradient Descent for Quantum State Tomography with Matrix Product Operators
[NO] 409/1845 | SADE: Symptom-Aware Diagnostic Escalation for LLM-Based Network Troubleshooting
[NO] 410/1845 | Velox: Learning Representations of 4D Geometry and Appearance
[NO] 411/1845 | Euler Singularities II: Interior Quadrupole Blow-Up for Smooth Axisymmetric Euler with Swirl in \texorpdfstring{$\mathbb R^3$}
[NO] 412/1845 | Deep Learning-Based Computer Vision for Beam Selection and Proactive Blockage Prediction
[NO] 413/1845 | Predictive and Prescriptive AI toward Optimizing Wildfire Suppression
[NO] 414/1845 | Distilling Bayesian Belief States into Language Models for Auditable Negotiation
[NO] 415/1845 | Ilov3Splat: Instance-Level Open-Vocabulary 3D Scene Understanding in Gaussian Splatting
[NO] 416/1845 | CAR: Query-Guided Confidence-Aware Reranking for Retrieval-Augmented Generation
[NO] 417/1845 | A Hybrid Method for Low-Resource Named Entity Recognition
[NO] 418/1845 | Gravitational wave emission from nonspherical collapse in an early matter-dominated era using N-body simulations
[NO] 419/1845 | CCL-D: A High-Precision Diagnostic System for Slow and Hang Anomalies in Large-Scale Model Training
[NO] 420/1845 | Topology of gradient Ricci shrinkers via weighted $L^2$ cohomology
[NO] 421/1845 | KEET: Explaining Performance of GPU Kernels Using LLM Agents
[NO] 422/1845 | Floquet quantum multiparameter estimation with periodic-driving-induced topological phase transition
[NO] 423/1845 | Stabilization by a background magnetic field: global well-posedness of the compressible isentropic ideal MHD equations with velocity damping
[NO] 424/1845 | Penalized KLIC Model Selection for the Generalized Method of Moments in Longitudinal Data with Time-Dependent Covariates
[NO] 425/1845 | Misrouter: Exploiting Routing Mechanisms for Input-Only Attacks on Mixture-of-Experts LLMs
[NO] 426/1845 | Dissociating spatial frequency reliance from adversarial robustness advantages in neurally guided deep convolutional neural networks
[NO] 427/1845 | Stability and dynamics of dark-bright solitons in spin-orbit- and Rabi-coupled binary Bose-Einstein condensates
[NO] 428/1845 | Joint Semantic Token Selection and Prompt Optimization for Interpretable Prompt Learning
[NO] 429/1845 | Demystifying Manifold Constraints in LLM Pre-training
[NO] 430/1845 | Evaluation Cards for XAI Metrics
[NO] 431/1845 | Beyond Rigid Geometries: The Spline-Pullback Metric for Universal Diffeomorphic SPD Representation Learning
[NO] 432/1845 | Circle companions of Hardy spaces of the unit disk
[NO] 433/1845 | A characterization of the ellipsoid in terms of pairs of sections associated by a harmonic homology
[NO] 434/1845 | Medium Characterization with Hard Probes: From Cherenkov Light in QED to Jet Drift in QCD
[NO] 435/1845 | The Local Operator Moment Problem on $\mathbb{R}$
[NO] 436/1845 | Shot Noise Limited Triangulation
[NO] 437/1845 | A short proof of Mathar's 2016 recurrence conjecture for OEIS A176677
[NO] 438/1845 | Extending Differential Temporal Difference Methods for Episodic Problems
[NO] 439/1845 | How Do Ice Shelves Calve? Peridynamic Modeling of Ice Shelf Fracture Driven by Wave Erosion, Basal Melting, and Buoyancy Flexure
[NO] 440/1845 | Cofinality of Regular Tournaments
[NO] 441/1845 | Nuclear Structure and Shape Evolution of Nd Isotopes
[NO] 442/1845 | Earth and Mars interior structures set by re-melting of the first solid mantle
[NO] 443/1845 | Shedding Light onto Safety Integrity Level and Basic Software Constraints in a Real-World Automotive Application: Case Study with Driverator Framework
[NO] 444/1845 | Patterns of Developer Adoption of LLM-Generated Code Refactoring Suggestions
[NO] 445/1845 | Bridging Input Feature Spaces Towards Graph Foundation Models
[NO] 446/1845 | Higher Smooth Surgery Structure Sets of Complex Projective Spaces, Part I
[NO] 447/1845 | Online Orthogonal Vectors Revisited
[NO] 448/1845 | Negative Imaginary and Passivity Properties of Synchronous Machine Systems
[NO] 449/1845 | The Next-Generation 21CMA Telescope: Design, Commissioning, and Instrumental Effects in an SKA-LFAA-Like System
[NO] 450/1845 | Equilibrium points and stability of synchronous machine systems
[NO] 451/1845 | Accessible does not mean exploitable: HiPERCAM reveals the ultra-fast rotation of 2022 OB$_5$
[NO] 452/1845 | Maximum triangles in graphs without vertex disjoint friendship graphs
[NO] 453/1845 | Statistical evidence for massive black hole recoils in active galactic nuclei
[NO] 454/1845 | AGIPC: Adaptive In-Solve Algebraic Coarsening for GPU IPC
[NO] 455/1845 | How Does Chunking Affect Retrieval-Augmented Code Completion? A Controlled Empirical Study
