[2026-08-08 09:38:45] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-07
正在获取论文...
[IEEE] 2026-8-7 | Improved IQC covers for sample-and-hold
[NO] 287/1000 | Vision-Based Lightweight Recognition Method for AUV Propeller Fault Diagnosis
[NO] 288/1000 | Evaluation of Energy Efficiency of Transportation Solutions for Last-Mile Delivery
[NO] 289/1000 | Scheduling with Minimum Unproductive Energy in Job-Shops
[NO] 290/1000 | Systematic Optimization of Two-Terminal α-In
                    <sub>2</sub>
                    Se
                    <sub>3</sub>
                    Ferroelectric Memory Properties
[NO] 291/1000 | Stabilizing Adaptive Performance Control of Mobile Systems with Guaranteed Collision Avoidance
[NO] 292/1000 | AI-Empowered Cultural Heritage Preservation and Museum Public Engagement: A Case Study Approach from an Interaction Design Perspective
[NO] 293/1000 | Contributors
[NO] 294/1000 | Optimal DC Fault Ride-Through Control for Crossing Thyristor Branches-Based Hybrid MMCs Under UFB-SM Failures
[NO] 295/1000 | Optimization and Electricity Substitution Study of Alumina Industrial Hybrid System Considering Reliable Wind Power Forecasting
[NO] 296/1000 | RouteFormer: A Transformer-Based Routing Framework for Autonomous Vehicles
[NO] 297/1000 | IEEE Feedback
[NO] 298/1000 | Deterministic Ambiguity Regions in TDOA Multilateration_supp2-3721450.pdf
[NO] 299/1000 | Human-VLM Collaborative Labeling Framework with Consistency-Guided Viewpoint Optimization for Preference-Based Reinforcement Learning
[NO] 300/1000 | Eddy Current Compensation Design for Robust Indoor Navigation in Magnetic Field Distortion Environment
[NO] 301/1000 | Parametric Lattices Are Better Quantizers in Dimensions 13 and 14_supp1-3721285.pdf
[NO] 302/1000 | Joint Optimization of Hyperspectral Band Selection and Computation Offloading in LEO–GEO Collaborative Satellite Networks
[NO] 303/1000 | Multimodal Analysis of Performance Resilience Under Increasing Cognitive Load Using Eye-Tracking and Behavioral Measures
[NO] 304/1000 | A Verification and Harmonic Reference Kit for RF Contact Harmonic Test Setup Characterization
[NO] 305/1000 | TSRBench: Benchmarking Time-Series Retrieval
[NO] 306/1000 | AGMark: Attention-Guided Dynamic Watermarking for Large Vision-Language Models
[NO] 307/1000 | Learn When and Where to Connect: Adaptive Virtual Nodes for Dynamic Message Passing on Graphs
[NO] 308/1000 | RespMultimodal 2026: Responsible Multimodal Foundation Models for Knowledge Discovery
[NO] 309/1000 | MGTA: Multi-scale Graph Tokens Alignment for CTR Prediction via Pre-trained Language Models
[NO] 310/1000 | GUIDER: Generative User Interest Discovery via Explicit Reasoning with Large Language Models
[NO] 311/1000 | A Hands-on Tutorial for Diffusion Language Models with dLLM
[NO] 312/1000 | An Efficient and Accurate Grid Compression Solution for Point-to-Line Nearest Neighbor Search
[NO] 313/1000 | Label-consistent Clustering for Evolving Data
[NO] 314/1000 | Retinex-Based Comparative Framework for Weld Defect Detection Under Low-Light Conditions
[NO] 315/1000 | Digital Protection and Inheritance Technology of Cultural Heritage
[NO] 316/1000 | A High-Flowrate Valveless Piezoelectric Micropump with a Central Anchor Structure
[NO] 317/1000 | Research on the Continuation of Varied Sound Cultural Heritage of Wenshan Prefecture in Yunnan Under the Background of Cultural and Tourism Integration
[NO] 318/1000 | Ecological Characteristics and Evolution of Urban Green Sustainability Carrying Capacity in the Bohai Rim Region
[NO] 319/1000 | A Brainwave-Based Practicality Detection Mechanism for Wayfinding Systems
[NO] 320/1000 | End-to-End NMS-Free Detection for High-Density Non-Rigid E-Bikes via Parameter-Free 3D Attention
[NO] 321/1000 | Research on the Design of AR Digital Scenery for the Summer Palace Based on a 3D Ink-Wash Style Rendering Technological Model
[NO] 322/1000 | Amine functionalized rice husk silica as a sustainable adsorbent for urea removal in artificial kidney applications
[NO] 323/1000 | Inversion of Inverse Flexoelectric Coefficient in 2D MoS
                    <sub>2</sub>
                    Actuators via Physics-Informed Residual Adaptive Networks
[NO] 324/1000 | Construction of Commercial Transformation Mechanism of Intangible Heritage Fashion in the Process of Sustainable Development and Cultural Inheritance
[NO] 325/1000 | Counting and Localising Sea Urchin Populations with Monocular Video Using Object Detection and SLAM
[NO] 326/1000 | Validation of LQR control with integral action for a suspended four-cable-driven parallel robot
[NO] 327/1000 | PrivFace-AI: A Federated Learning-Based Privacy-Preserving Face Recognition Framework for Unconstrained Environments
[NO] 328/1000 | Learning to Fly from Underwater: End-to-End Water-to-Air Transition Control via Soft Actor-Critic
[NO] 329/1000 | Automated Asteroid Classification Using Artificial Neural Networks: Evaluating Optimizers for Hazard Prediction
[NO] 330/1000 | Illumination Guided RRDB-Transformer Hybrid for Low-Light Image Enhancement
[NO] 331/1000 | Single-Beacon Positioning and Guidance Method for AUVs Approaching a Formation
[NO] 332/1000 | From Venice to Pingyao: A Study on Cultural and Economic Development and Challenges in the Context of the Biennale Model
[NO] 333/1000 | Underwater Acoustic Localization Method Based on Recurrent-Neural-Network-assisted Kalman Filtering
[NO] 334/1000 | Application of Digital Image Interaction Technology in the Creation of “Shanghai Jiao Tong University Innovation Design Institute - 2024 Innovation Design Workshop Project - Cultural Relics Recombination”
[NO] 335/1000 | Select-Fuse-Balance Network: Entropy-based Token Selection and Adaptive Expert Consensus Fusion for Multi-modal Object Re-identification
[NO] 336/1000 | A Study of Industrial Design Influences on Public Acceptability of Driverless Vehicles in Public Arenas
[NO] 337/1000 | Research on the Construction and Application of the Evaluation Index System for Power Grid Planning Effect Under the Participation of Virtual Power Plants
[NO] 338/1000 | Visual Symbol Design in Short Video Advertising: A Case Study of TikTok
[NO] 339/1000 | Dimension-Independent Multi-Agent DRL for Multi-Cell Interference Mitigation
[NO] 340/1000 | Ultrahigh-Output Liquid–Solid Triboelectric Nanogenerators Enabled by Coupled Localized Surface Plasmon Resonance and Interfacial Polarization
[NO] 341/1000 | Oblique-Flow Fan-Wing Thruster: A New Propulsion System That Facilitates Decoupling Control for Quadrant-Habitat Fan-Wing Vehicles
[NO] 342/1000 | Effects of Symmetric and Antisymmetric Modes on Underwater Wet Modes and Acoustic Radiation Characteristics of Stiffened Cylindrical Shells
[NO] 343/1000 | Research on Temporary Exhibition Design Based on Aluminum Profile Structure Optimization
[NO] 344/1000 | Engineering Insights into Coral Reef Habitat Distribution Using Hydrodynamic Modelling and Seabed Morphology: A Gulf of Mannar Case Study
[NO] 345/1000 | A Probabilistic Forecasting Model for Waveinduced Ship Motion Based on the Context-Aware Koopman Algorithm
[NO] 346/1000 | CCAN-YOLO: An Optimization of Aerial Small Object Detection Algorithm Based on YOLOv11
[NO] 347/1000 | Investigating the Effect of Sustainable Product Packaging on Consumer Behavior Using EEG Signals
[NO] 348/1000 | Innovating Tradition: Ecological Design and Public Art Transformations in Zhucun's Qixi Festival
[NO] 349/1000 | Research on the Evolution of Architectural Spatial Form and Integration of Artistic Style Based on Generative Algorithms
[NO] 350/1000 | Robust Time-Difference-of-Arrival Localization with Sensor Position Uncertainty Using Ridge-Regularized Weighted Total Least Squares
[NO] 351/1000 | Analytical Electromechanical Model of Curved Piezoelectric Bimorph Beams
[NO] 352/1000 | Electromagnetic modeling of PMSM based on multi-scale physics-informed neural network with dual-level Bayesian uncertainty weighting mechanism
[NO] 353/1000 | Robust Detection of Underwater Small Targets Using Forward-Looking Sonar
[NO] 354/1000 | Hybrid AWC-PSO for Multi-UUV Path Planning in Complex Scenarios
[NO] 355/1000 | Real-Time Performance Feedback Loops for DevOps-Based Continuous Integration and Deployment Systems
[NO] 356/1000 | The Visual Artistic Experiment Design for Autism Based on Art Therapy
[NO] 357/1000 | Numerical Investigation on Galloping Response of the Semi-Arc Cylindrical Structure
[NO] 358/1000 | A Modular Loosely-Coupled Multi-Sensor Localization Framework for Low-Cost UGVs in GNSS-Denied Environments
[NO] 359/1000 | A Multi-Scale Forest Fire Detection Model Based on an Improved YOLOv11n
[NO] 360/1000 | Research on an Electrostatic Tuning Method for Suppressing Stiffness Coupling Error of the MEMS Butterfly Gyroscope
[NO] 361/1000 | The Contemporary Innovative Inheritance of the Cultural Ecology of the Traditional Construction Techniques of the Xiangshan Group Intangible Heritage
[NO] 362/1000 | Resilient Privacy-Preserving Collaborative Predictive Maintenance through a Federated Multi-Layer Architecture
[NO] 363/1000 | A Study of Design Trends and Innovative Applications of PBVs in MaaS Systems
[NO] 364/1000 | Design of a High-performance and Compact Switched BAW Filter Bank
[NO] 365/1000 | Exploring the Role of Environmental Factors in Urban Outdoor Recreation: Insights from Wuhan, China
[NO] 366/1000 | Silicon-based Piezoelectric MEMS Liquid Pump with Fully Integrated Check Valve Structure
[NO] 367/1000 | Extending OEE to OEE–OS: Integrating Obsolescence and Shortages into Equipment Performance Measurement
[NO] 368/1000 | An Interpretable Prototype-Based Approach for ECG Heartbeat Classification
[NO] 369/1000 | Real-Time Recognition of Bharatanatyam Asamyuta Hasta Mudras Using Hand Landmarks with Acupressure Benefits and Hasta Viniyoga Based on Abhinaya Darpana
[NO] 370/1000 | Game-Theoretic Cross-Modal QoS Optimization for Cloud-Edge Intelligent Visual Services
[NO] 371/1000 | Phishing-Domain Detection via Weighted Fusion of Rules, Semantics, and CNN-BiLSTM
[NO] 372/1000 | Numerical Study on the Propulsive Performance of Tuna
[NO] 373/1000 | AI Empowered MEMS Thermopile Array A Practical Approach for Target Detection with Commercial Off-the-Shelf Visual Models
[NO] 374/1000 | Matched Field Inversion with a 1D-FNO Networkbased Surrogate Propagation Model
[NO] 375/1000 | Real-Time Trajectory Prediction of an Under-Actuated AUV Based on GAT-GRU and Dual Attention Mechanism
[NO] 376/1000 | Research on the Application of Color in Smart Museums to Enhance the Interactive Effects of Digital Cultural Relics
[NO] 377/1000 | Bayesian-Based DOA Estimation for Underwater Acoustic Systems Using Nested Arrays
[NO] 378/1000 | Adaptive Sliding Mode Learning Control for Nonlinear Interconnected Systems with Chattering-Free Guarantee
[NO] 379/1000 | Learning-Augmented Tube Model Predictive Control for Autonomous Vehicle Trajectory Tracking
[NO] 380/1000 | A Diffusion-Based Reinforcement Learning Method for AUV Path Following
[NO] 381/1000 | Cross-Medium Throughput Optimization With AUV Mobile Relay Path Planning
[NO] 382/1000 | Research on APP Design and Analysis of Predicted Effects of Universal Dissemination of Agricultural Farming Technology
[NO] 383/1000 | Frustumpillar-Fusion: Gated 4D Radar-Camera Fusion for USVs
[NO] 384/1000 | Asymmetric Delay-Induced Translation in Displacement Formations
[NO] 385/1000 | KneeMS to Monitor Knee Acoustic Emissions for Juvenile Idiopathic Arthritis
[NO] 386/1000 | On the Effectiveness of the U.K. NIS Regulations as a Mandatory Cybersecurity Reporting Regime
[NO] 387/1000 | Bandwidth Enhancement and SPL Flattening in MEMS Piezoelectric Speaker Array via Stiffness-Modulated Triangular Diaphragm Design
[NO] 388/1000 | Multimodal Controllable Defect Synthesis via Diffusion-Based Generation for Industrial Surface Inspection: Bridging Data Scarcity through Material-Aware Synthetic Data Generation
[NO] 389/1000 | REPAIR-NI: A Reliable Error-Correcting Interface Architecture for RISC-V NoC-Based MPSoCs_supp1-3721196.mp4
[NO] 390/1000 | A flexible fiber-sponge composite stress sensor for mechanical - strain - gated logic device and artificial intelligence tactile perception_supp1-3719155.docx
[NO] 391/1000 | IEEE Systems, Man, and Cybernetics Society Information
[NO] 392/1000 | Lightweight Neuromorphic Perception: Porting Low-Latency Privacy-Responsive Human Motion Analysis to Constrained Edge Architectures
[NO] 393/1000 | Robot of the Month: Stretch
[NO] 394/1000 | LiveMedBench: A Contamination-Limited Medical Benchmark for LLMs with Automated Rubric Evaluation
[NO] 395/1000 | MSN: A Memory-based Sparse Activation Scaling Framework for Large-scale Industrial Recommendation
[NO] 396/1000 | PROBE: Dense Process Rewards with Observation Evidence for Tool-Augmented Visual Reasoning
[NO] 397/1000 | Query as Anchor: Scenario-Adaptive User Representation via Large Language Model
[NO] 398/1000 | Toward a Science of AI Agent Societies
[NO] 399/1000 | PILA'26: Personal Intelligence in Agentic AI Era
[NO] 400/1000 | Research on the Sustainability of Packaging Design from the Perspective of Ecological Aesthetics
[NO] 401/1000 | Research on Digital Display Design of Intangible Cultural Heritage: Taking Shanghai Embroidery as an Example
[NO] 402/1000 | S2TMN: A Spectral-Spatial-Temporal Mamba Network for Hyperspectral Image Change Detection
[NO] 403/1000 | Out-of-Distribution Modular Hospital Fit-Out Scheduling via Memory-augmented Deep Reinforcement Learning
[NO] 404/1000 | Editorial
[NO] 405/1000 | Diffusion-Enhanced NAT-BART Vision Language Transformer for Unified Urdu Word Recognition
[NO] 406/1000 | Event-Triggered Cooperative Guidance for Salvo Attack with Impact Vector and Field-of-View Constraints
[NO] 407/1000 | Optimization and Kinematics Prediction Modeling of a Spiral-Tensegrity Continuum Robot
[NO] 408/1000 | Efficient Medical Segmentation Anything Model for Robust Lightweight Segmentation under Imperfect Data in Embedded Healthcare
[NO] 409/1000 | Inherent Tolerance of Distributed Model Predictive Control to Communication Interruptions
[NO] 410/1000 | Fuzzy Graph Covering to Neural Representation Learning for Multi-Omics Dataset With Application on Patient Classification
