[2026-08-18 09:34:34] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-17
正在获取论文...
[arXiv] 2026-08-17 | Graph Neural Assisted Actor-Critic for Latency-Efficient Edge Vision System
[NO] 151/1915 | New 5th-order Schwarzian evolution equations and their higher-order symmetries
[NO] 152/1915 | Towards Real-Time and Adaptable LiDAR Scene Completion
[NO] 153/1915 | Remote-Sensing City Layout Extraction with MLLM
[NO] 154/1915 | Convergence and variational structure of a staggered scheme for mean field games with individual noise on graphs
[NO] 155/1915 | Measurable Matroids: Foundations and Min--Max Theorems
[NO] 156/1915 | Elastic wave propagation in fractured media with spring-type and frictional contact deformation laws
[NO] 157/1915 | Localized TabICLv2: Scaling Tabular In-Context Learning through k-NN
[NO] 158/1915 | Degrees of Genus-Two Split-Jacobian Loci and Humbert-Form Reconstruction
[NO] 159/1915 | A Representation-Learning Item Response Model for Identifying Behaviorally Important Actions in PIAAC Process Data
[NO] 160/1915 | Proving the Utility of Large Language Models in Cybersecurity Simulations: A Comprehensive Examination
[NO] 161/1915 | PertMind: Eliciting Emergent Biological Reasoning in LLM via Reinforcement Learning on Cellular Perturbation Data
[NO] 162/1915 | ChemReporter: A Framework for Curating and Exporting Large-Scale Chemical Datasets for MLIP Training
[NO] 163/1915 | Towards Risk-free AI Agent Deployment
[NO] 164/1915 | A Policy Algebra for Trust-Preserving Agentic AI Execution
[NO] 165/1915 | On The Eaton-Moretó Conjecture for Principal Blocks of Finite Groups
[YES] 166/1915 | Think Inside the Chunk: RegulaRAG for Regulation-Compliant Scenario Generation using LLMs: A Case Study of UN Regulation No. 152
[NO] 167/1915 | Security Assessment of DeepSeek Harness with A.I.G: Evaluating Resistance to Indirect Prompt Injection
[NO] 168/1915 | Model Hypnosis: Strong control of AI via additive subliminal effects
[NO] 169/1915 | The Bethe-Hessian down to the Percolation Threshold
[NO] 170/1915 | A Sharp Diameter-Dependent Lower Bound for the First Nonzero Neumann Eigenvalue of Geodesic Triangles in Space Forms
[NO] 171/1915 | LiD-GLM: Lipschitz-constrained Deep Generalized Linear Models
[NO] 172/1915 | OceanDepths: A Global Dataset of Paired Subsurface and Surface Ocean Observations
[NO] 173/1915 | Quantum-Corrected Black Holes in Higher Dimensions: From Gravitational Collapse to Remnants, WGC-Like Behavior and Accretion Signatures
[NO] 174/1915 | Picking the Right Image to Classify: Reliable-Input Selection in Teledermatology
[NO] 175/1915 | Unsupervised Anomaly Detection for Image Dataset Quality Assurance in Multi-Center Breast MRI
[NO] 176/1915 | On the Absence of Identifiable Manifolds in Finite-Max Composite Optimization
[NO] 177/1915 | HaReCAP: Habitual-action Grounding for Recursive Large Language Model Agents
[NO] 178/1915 | Q-based Variational Inverse Reinforcement Learning
[NO] 179/1915 | An Empirical Study of Training Pixel-Space Text-to-Image Diffusion Models
[NO] 180/1915 | Evaluating Beyond the Screen: Collective Assessment of AI-Generated Business Plans with Resource-Constrained Entrepreneurs
[NO] 181/1915 | $τ_0$-VLA: a Hierarchical Robot Foundation Model with World-Model-Guided Test-Time Computation
[NO] 182/1915 | On the relations between several notions of symmetry for the second order linear differential equation
[NO] 183/1915 | Giant Thermal Amplification via Engineered Dissipation in a Sierpiski-Gasket Aharonov-Bohm Interferometer
[NO] 184/1915 | Fault-Tolerant Quantum Computation with Adversarial Errors
[NO] 185/1915 | Generalized Hamiltonian gradient flow of contact type I: regularity of the fundamental solutions
[NO] 186/1915 | Time-Aware Validation of Machine Learning Fuel Consumption Models: Evidence from 1\,Hz Operational Data, CCGS \textit{Sir Wilfrid Laurier}
[NO] 187/1915 | Implementation of the Moments Method in TALYS: Sensitivity of $^{56,57}$Fe$(n,γ)$ observables to shell model nuclear level densities
[NO] 188/1915 | CaliBench: Are the Stochastic Dynamics of Video World Models Physically Calibrated?
[NO] 189/1915 | GEO-Flag: Detecting and Measuring GEO-Optimized Web Content
[NO] 190/1915 | Unlocking the Potential of Image Editing via Concept Scaling and Dense Supervision
[NO] 191/1915 | An answer for a Mistretta-Stoppino's conjecture
[NO] 192/1915 | Parallel Spatial Photonic Programming of Optoelectronic IGZO RRAM with a compact $μ$LED Array
[NO] 193/1915 | Cross-Sign Language Transfer Learning Using Domain Adaptation with Multi-scale Temporal Alignment
[NO] 194/1915 | Sharp $L^2$-Caffarelli--Kohn--Nirenberg and weighted Poincaré inequalities on half-spaces and orthants and their stability
[NO] 195/1915 | Explicit characterization of $\widehat{\mathfrak{g}}$-dominant tableaux for $n\le 4$ via $1$-$0$-slack recording tableaux in the quantum Littlewood-Richardson rule and other bijections
[NO] 196/1915 | Matrix group $Λ$-distributions
[NO] 197/1915 | Neurosymbolic Embodied Agents
[NO] 198/1915 | Steering the Flow: Inverting Face Recognition Models via Gradient-Guided Flow Matching
[NO] 199/1915 | "This Is So Claude!" Towards a Theory of the Recognition of AI Character Without Reidentification
[NO] 200/1915 | Revisiting Classifier-Free Guidance Methods in Latent Diffusion Models
[NO] 201/1915 | Calibration-Free Vehicle Speed Estimation: A Monocular Keypoint-Template Approach
[NO] 202/1915 | Exotics with gluonic excitations
[NO] 203/1915 | Arrow Operations in Categories of Lattice-valued Relations
[NO] 204/1915 | Beyond $L_2$: Generalizing Abductive Latent Explanations to Diverse Prototype-Based Architectures
[NO] 205/1915 | A short note on the image of multilinear graded polynomials on matrix algebras
[NO] 206/1915 | Some More Rigid Real Closed Fields
[NO] 207/1915 | High Velocity Neutral Gas in the Fermi Bubbles: New Kinematic Limits and Spatial Structure
[NO] 208/1915 | Absorption Probabilities for Random Convex Hulls: Distribution-Freeness via the Wall-Crossing Method
[NO] 209/1915 | VicEdit: Learning to Edit Videos from Visual In-Context Examples
[NO] 210/1915 | Codegree Thresholds for $λ$-Choosability of Graphs
[NO] 211/1915 | In-situ measurements of space plasma: recent progress and future challenges
[NO] 212/1915 | A Sharp inequality between local volumes and minimal log discrepancies
[NO] 213/1915 | Resolving the Magnetic Ground State and Field-Induced Transitions in Magnetic Dirac Semimetal Candidate EuMnSb$_2$
[NO] 214/1915 | Non-exotic traversable wormholes in Einstein-Chern-Simons gravity
[NO] 215/1915 | Numerical and perceptual validity of synthetic Head-Related Transfer Functions at scale
[NO] 216/1915 | Exact mobility rings in non-Hermitian quasiperiodically decorated Lieb lattices
[NO] 217/1915 | CytoFormer: A Molecularly Supervised Cell Foundation Model for Histopathology Cell Classification
[NO] 218/1915 | H-PAC Hand: Control-Oriented Modeling and Tendon-Elasticity Compensation for an Underactuated Robotic Hand
[NO] 219/1915 | Quantile restrictions, revealed rankings, and the limits of multinomial choice
[NO] 220/1915 | Learning to Price with Persuasion
[NO] 221/1915 | UniTAC: Universal Task-Aware Compression via Weighted Distortion Measures
[NO] 222/1915 | A note on the $\mho$-quiver
[NO] 223/1915 | Atiyah's Minkowski Space Conjecture Fails for Every $n\ge3$
[NO] 224/1915 | Infinitary positive existential normal forms for modules
[NO] 225/1915 | AnchorScore: A CLIP-Based Diagnostic of MLLM Annotation Difficulty
[NO] 226/1915 | Subconvexity of Short $k$-Free Exponential Sums
[NO] 227/1915 | Nearly permanental cospectral graphs
[NO] 228/1915 | Sensitivity Scaling and Limits of Cavity Enhancement in Miniaturized Optically Pumped Magnetometers
[NO] 229/1915 | Concept-based explanation of gene expression prediction from H&E images
[NO] 230/1915 | Chronocooked: A Benchmark for Implicit Interval Timing in Reinforcement Learning Agents
[NO] 231/1915 | Random Quadratic Form with random forcing: Metastable synchronization by noise
[NO] 232/1915 | Bounded Semantic Planning and Deterministic Compilation for Reliable Enterprise Text-to-SQL
[NO] 233/1915 | X$^2$Localizer: Cross-grained Alignment for Progressive Cross-view Video Geo-localization
[NO] 234/1915 | The ultimate carbon cost of a ChatGPT query
[NO] 235/1915 | Bounds on the real tensor rank of octonion multiplication
[NO] 236/1915 | Every Coin Has Two Sides: On the Dual Nature of Generalization in On-Policy Distillation of Large Language Models
[NO] 237/1915 | The maximum number of maximal dissociation sets in trees
[NO] 238/1915 | AccountAgent: AI Accounting Assistant System
[NO] 239/1915 | Cramér-Rao Bound Analysis for Cell-Free ISAC Systems with Fluid Intelligent Metasurfaces
[NO] 240/1915 | HarmTrace: Anchor-Calibrated Decoupled Optimization for Fine-Grained Target Identification in Harmful Memes
[NO] 241/1915 | Statistical Mechanics of a Quantum Harmonic Oscillator with Folded Gaussian Frequency
[NO] 242/1915 | Machine Learning-Accelerated Band-Edge Engineering of Pnictogen Chalcohalide Solid Solutions for Solar Energy Technologies
[NO] 243/1915 | Characterizing Agentic Flooding of Government Services
[NO] 244/1915 | Factors Impacting Developer Efficiency: Results from an Adaptive Longitudinal Study
[NO] 245/1915 | Krylov complexity of anyons
[NO] 246/1915 | CACSurv: Concordance-Aligned Comparative Learning with Large Language Models for Cancer Survival Prediction
[NO] 247/1915 | Zetta $ζ$: An Efficient Closed-Loop Embodied Harness for Self-Evolving Physical Intelligence
[NO] 248/1915 | SAHC-NS: Structure-Aware and Hardness-Calibrated Negative Sampling for Implicit Collaborative Filtering
[NO] 249/1915 | Differential-Embedding Reconstruction of Dynamical Systems from Scalar Time Series
[NO] 250/1915 | ADEMM: A Longitudinal Method for Monitoring Developer Efficiency in Industry
[NO] 251/1915 | Chiral Soliton Lattices under Magnetic Fields and Rotation: a Holographic Analysis
[NO] 252/1915 | Approximate Functional Dependencies---Implication Problem Revisited
[NO] 253/1915 | How Fragile Is Your Watermark? Training-Free Structural Removal of Neural Audio Watermarks
[NO] 254/1915 | What to Remember, What to Reveal: Privacy-Aware Memory for Conversational Agents
[NO] 255/1915 | Cosmogenic neutrinos from FRII galaxies as potential origin of the ultra-high-energy KM3-230213A event
[NO] 256/1915 | Bayesian epidemic alignment for causal evaluation of seasonal infectious-disease interventions
[NO] 257/1915 | DSPrompt: Dynamic Soft Prompt Defense Against M-RAG Corruption
[NO] 258/1915 | Spectral filtering and crystal length as control parameters for conditional correlations in quantum imaging
[NO] 259/1915 | FLEET: Token-Based Feature Extraction for Event Camera-based Reinforcement Learning
[NO] 260/1915 | 7-branes and $Γ_0(2)$ Duality in Type 0B String Theory
[NO] 261/1915 | MoMPy: automated construction of moment matrices for semidefinite programming relaxations
[NO] 262/1915 | When Tool-Backed Skill Retrieval Fails: Source-Style Collapse in Executable Capability Retrieval
[NO] 263/1915 | Solving Streett and Emerson-Lei Games with Universal Trees
[NO] 264/1915 | Quantum gate lower bounds for loss-tolerant position verification
[NO] 265/1915 | Efficient Privacy-Preserving Range Filtered Approximate Nearest Neighbor Search
[NO] 266/1915 | HiFi-BRep: High-Fidelity Latent Representation for Robust B-Rep Generation
[YES] 267/1915 | TRACE: Traversal and Reasoning Algebraic Computing Engine for Formal Hardware Verification
[NO] 268/1915 | Torus computed tomography for experimental data
[NO] 269/1915 | Jump-Diffusion Stochastic Quantization for Euclidean Lattice Field Theories
[NO] 270/1915 | Insights into the Structural and Orientational Ordering of 2D Metal Halide Perovskites
[NO] 271/1915 | Observation-Constrained Joint-Space Viewpoint Optimization for Robotic Inspection of Cylindrical Cavities
[NO] 272/1915 | Drive, Pack, Fly: The Travelling Thief Problem with Drone
[NO] 273/1915 | On the finite group whose proper enhanced power graph is claw-free
[NO] 274/1915 | Robot-Body-Aware Traversal Risk Graph Planning for Wheeled-Legged Robots in Complex Terrain
[NO] 275/1915 | Scalable Gaussian Process Regression via Deterministic Trigonometric Features: Uniform Bounds for Safe Model Predictive Control
[NO] 276/1915 | TRACE-CASH: Trial-History-Conditioned Reinforcement Learning for Adaptive Configuration Exploration in Time-Series CASH
[NO] 277/1915 | SoftModel: A Neural Model That Grows Its Own Topology -- Governed Structural Growth for Continual In-Service Learning
[NO] 278/1915 | Oort's conjecture on supersingular abelian varieties in odd characteristic
[NO] 279/1915 | Stable Matrix Parametrizations and Structured Adjoints for Ornstein-Uhlenbeck Processes
[NO] 280/1915 | Cosmological Signatures of the Conformal and Non-Conformal Next-to-Minimal Two-Higgs-Doublet Model
[NO] 281/1915 | Maximal correlation under cardinality constraints
[NO] 282/1915 | A weak order 2 Runge-Kutta method for Itô stochastic delay differential equations
[NO] 283/1915 | Operator Systems in Duality
[NO] 284/1915 | Counting Documents Is Not Counting Text: Unit Bias in Web-PDF Corpus Statistics
[NO] 285/1915 | Incremental Directed Minimum Cut by Dynamizing Gabow's Algorithm
[NO] 286/1915 | AstronOS: A Unified Execution Model and Runtime for Long-Horizon Agentic Systems
[NO] 287/1915 | Adaptive Post-Processing Drives Instance-Level Detection in Stroke Lesion Segmentation
[NO] 288/1915 | Scalable nuclear shell model calculations on noisy quantum computers
[NO] 289/1915 | Aggressive Non-Orthogonal Transmission with DFT-s-OFDM for Direct Device-to-Satellite Communications
[NO] 290/1915 | Negative quasiprobability trajectories for Bell-diagonal states under local decoherence
[NO] 291/1915 | Task-Anchored Representation Shaping for Pre-Trained Model-Based Continual Learning
[NO] 292/1915 | IndicQE-APE: A Benchmark for Quality Estimation and Automatic Post-Editing for Indic Languages
[NO] 293/1915 | Unlocking Motion in Expressions: Temporal Calibration for Referring Video Object Segmentation
[NO] 294/1915 | Unlocking Multi-Component Bulk-Materials Molecular Dynamics with a Small-Footprint Machine Learning Interatomic Potential
[NO] 295/1915 | GRNEdit: Efficient General Video Editing from a New Binary-Evidence Perspective in Generative Refinement Networks
[NO] 296/1915 | Modeling Newtonian noise of acoustic origin in the Virgo gravitational wave detector
[NO] 297/1915 | KC-BFPRL: Knowledge-Guided Multi-UAV Collaboration for Grassland Restoration via Bilevel Formerpointer-Based Reinforcement Learning
[NO] 298/1915 | Predicting, Evaluating, and Explaining Top Misinformation Spreaders via Archetypal User Behavior
[NO] 299/1915 | Deep Thought Alignment: Trajectory-Level Latent Distillation for Video Reasoning
[NO] 300/1915 | $\texttt{Flip-Team}$: Cooperative Takeover Games with Stochastic Human Override
[NO] 301/1915 | Novel lump solutions of the modified Kadomtsev-Petviashvili-I equation
[NO] 302/1915 | Executable Code Knowledge: Code as a Native, Validation-Carrying Knowledge Representation for AI Coding Agents
[NO] 303/1915 | Hierarchical sparse-grid particle-in-cell method with locally adaptive mesh refinement
[NO] 304/1915 | Minkowski and Abraham Momenta Revisited from the Perspective of Photon Dynamics
[NO] 305/1915 | PANDA:A Matrix-Free Differentiable NMPC Solver via Proximal Averaged Quasi-Newton with Adaptive Linesearch Algorithm
[NO] 306/1915 | Decoupled Temporal Encoding for Generative Recommendation
[NO] 307/1915 | Stochastic Gradient Tracking over Time-Varying Networks: One-Step Lyapunov Analysis
[NO] 308/1915 | Cyclops: LiDAR as a Camera That Dreams in Color
[NO] 309/1915 | Seeing Before Answering: Training-Free Visual Layer Profiling for Vision-Language Models
