[2026-07-14 10:47:47] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-13
正在获取论文...
[arXiv] 2026-07-13 | Fundamental Limitations of Fixed-Budget Best-Arm Identification
[NO] 422/1925 | Revisiting Matching Response and Swept Feature Volumes for Wide-baseline Omnidirectional Stereo
[NO] 423/1925 | Why Low-Light Cameras Go Color Blind: Removing Color Bias in Raw Denoising
[NO] 424/1925 | OS-Pruner: Pruning Chains-of-Thought of Reasoning Models via Optimal Stopping
[NO] 425/1925 | Higher Structures of Rota--Baxter Lie $H$-Pseudoalgebras
[NO] 426/1925 | NVAITC AI Scientist: A Governed End-to-End Research System -- A Hypertension GWAS Case Study
[NO] 427/1925 | The SonicAGI System for the REAL-TSE Challenge
[NO] 428/1925 | Do Video-LLMs Actually Watch? Diagnosing Character-Tracking Failures in Long-Form Video
[NO] 429/1925 | Exact Frequencies of Consecutive Quadratic Residue and Nonresidue Patterns Modulo a Prime
[NO] 430/1925 | Finite-time Scaling of the surface special transition in a 3D classical Heisenberg model
[NO] 431/1925 | The optimal rate of convergence in mean field control via recoupled shadow flows
[NO] 432/1925 | Tight lower bound for the spectral radius of connected graphs with given matching number
[NO] 433/1925 | A Flow Model for the Electrified Railway-Power Grid Hybrid Asymmetric Coupled System and its Linearized Method
[NO] 434/1925 | Last-Iterate Convergence of Single-Loop Stochastic Methods for Constrained Convex-Concave Minimax Problems
[NO] 435/1925 | Flout at Your Own Risk: LLMs Struggle with Pragmatic Cooperativity Under Epistemic Asymmetry
[NO] 436/1925 | Domain-Aware Scaling Laws Uncover Data Synergy
[NO] 437/1925 | Normalized solutions for a class of gradient-type Schrödinger systems under Neumann boundary conditions in bounded domains
[NO] 438/1925 | Telecom-band Chiral Light Detection through Hidden Giant Third-Order Nonlinear Circular Dichroism in Two-dimensional Halide Perovskite
[NO] 439/1925 | Homogenization of a non-homogeneous incompressible heat-conducting fluid in perforated domains
[NO] 440/1925 | MMRM: A Multiplex Multimodal Representation Model for Product Ranking in E-commerce Search
[NO] 441/1925 | Can a Language Model Learn Facts Continually in Its Weights?
[NO] 442/1925 | Whole-Body Semantic-to-Actuation Grounding of Elephant-Inspired Soft-Trunk Motion via Lightweight Flow Matching
[NO] 443/1925 | Search for dark matter in a signature with a four-prong large-radius jet in proton-proton collisions at $\sqrt{s}$ = 13 TeV
[NO] 444/1925 | Temporal Feature Distillation for Label-Efficient Precise Event Spotting in Sports Videos
[NO] 445/1925 | Network games with three types of players
[NO] 446/1925 | A Multi-Agent Framework for Zero-Dimensional Reduced-Order Model Planning
[NO] 447/1925 | A Lawson-inspired Cycle-Closure Criterion for Deuterium--Tritium Muon-Catalyzed Fusion
[NO] 448/1925 | Capture, Shield, or Neutralize: Engagement-Aware Pursuit-Evasion
[NO] 449/1925 | Magnetic field configuration favoring X-class solar flares: violation of Joy's and Hale's laws
[NO] 450/1925 | Single-Contact Problem in Atomically Flat Interfaces: a Simulation Approach
[NO] 451/1925 | Graded n-Absorbing Ideals and their Combinatorial Structure
[NO] 452/1925 | From Checker to Forecaster: Code-Owned Evaluation of Model-Generated Strategic Routes Under Delayed Ground Truth
[NO] 453/1925 | Performance Evaluation of Stabilized Corrections for Mixed Precision Runge--Kutta Methods
[NO] 454/1925 | An efficient algorithm for approximate shadow Hamiltonian simulation
[NO] 455/1925 | A Minimalist Retargeting-Guided Reinforcement Learning Recipe for Dexterous Manipulation
[NO] 456/1925 | A Durability and Cross-Language Transfer Benchmark for a Validated Teaching-Feedback Classification Protocol
[NO] 457/1925 | Inside the Unfair Judge: A Mechanistic Interpretability Account of LLM-as-Judge Bias
[NO] 458/1925 | Electron Density of Ionized Gas Outflows: Insights from the MaNGA Survey
[NO] 459/1925 | Ardua: Unveiling the Baryon Cycle from Stars to the Cosmic Web
[NO] 460/1925 | Almost Ricci--Bourguignon Solitons on Contact Metric Three-Manifolds
[NO] 461/1925 | An obstruction to lifting schemes to spectral schemes
[NO] 462/1925 | Need for Speed Sort: A Recursive Distribution-Based Sorting Algorithm
[NO] 463/1925 | Beyond the Single Camera: Agentic Multi-View Reasoning in Sports Video Understanding
[NO] 464/1925 | HASTE: A Platform for Rapid Post-Disaster Building Damage Assessment
[NO] 465/1925 | Multiparameter Quantum Metrology in Molecular Dimers
[NO] 466/1925 | Multiparameter Quantum Estimation in a Raman-Coupled Two-Qubit System
[NO] 467/1925 | Relaxing Faithfulness with Intervention-Only Causal Discovery
[YES] 468/1925 | Complexity Theory of Randomised Testing
[NO] 469/1925 | HandPad: A Bimanual Hand Interface for Fluid Window Interactions in VR
[NO] 470/1925 | HAMCOR: A physics-driven Hamiltonian framework for inferring AGN coronal geometry from X-ray reverberation lags
[NO] 471/1925 | An Exact Instrument for State Usage in Selective State-Space Models, and the Input-Driven Migration It Reveals
[NO] 472/1925 | Model Order Reduction of a Sliding Beam using a Global Basis: Formulation and Evaluation
[NO] 473/1925 | Cosmology: 100 years after A. A. Friedmann
[NO] 474/1925 | Correlation-renormalized spin-fluctuation pairing and the stabilization of $s_{\pm}$ superconductivity in pressurized La$_3$Ni$_2$O$_7$
[NO] 475/1925 | A Compact Top-Loading Robot for Endovascular Interventions: Design, Control and Evaluation
[NO] 476/1925 | A new class of pure non-Gaussian quantum states
[NO] 477/1925 | On Orbifold Quantum Cohomology of Foldings of $ADE$ Resolutions
[NO] 478/1925 | Higher-order covariance matrices for non-Gaussian quantum states
[NO] 479/1925 | From Global to Factor-Wise Expert Composition in Discrete Diffusion Models
[NO] 480/1925 | Playful AI in Professional Email: A Field Experiment on Tone and Recipient Engagement
[NO] 481/1925 | Multiscale Biophysical Waves (MBW): Conceptual and Theoretical Framework
[NO] 482/1925 | Scalable Rate-Splitting Precoding via Recurrent Structure-Preserving Graph Neural Networks
[NO] 483/1925 | MET: Theory-Grounded and Culture-Aware Multilingual Moral Reasoning
[NO] 484/1925 | Genus bounds for knot polynomials of Lie superalgebras
[NO] 485/1925 | NeuralActuator: Neural Actuation Modeling for Robot Dynamics and External Force Perception
[NO] 486/1925 | On the global asymptotic stability for the 3D Peskin Problem at critical regularity
[NO] 487/1925 | Time-Lag-Aware Deep Reinforcement Learning for Flexible Job-Shop Scheduling in PPVC Module Factories
[NO] 488/1925 | STEP: Career-Path Recommendation via Temporal and Educational Trajectory Modeling
[NO] 489/1925 | High-field Josephson effect enabled by a moiré Hofstadter spectrum
[NO] 490/1925 | A uniform relative deviation inequality for VC-subgraph classes
[NO] 491/1925 | An Explainable Agentic System for Detection of Conversational Scams with Summary-Based Memory
[NO] 492/1925 | Which Optimizer, At What Budget? A Tournament of Optimizers for Search-Based SE
[NO] 493/1925 | Uncovering Students' Mental Models of Generative Artificial Intelligence
[NO] 494/1925 | Water gas discs in exo-asteroid belts
[NO] 495/1925 | One Vote, Several Parliaments: An Empirical Analysis of the Algorithmic Ambiguity of the Italian Electoral Law on the 2022 General Election Data
[NO] 496/1925 | Still life in a classic Blume-Capel model: pseudo-transitions in a spin-1 diamond chain
[NO] 497/1925 | Losing My Composure: Predicting Compositionality Over Time
[NO] 498/1925 | New optical velocities for local galaxy candidates
[NO] 499/1925 | Coordinated Incremental Trajectory Tracking of a Tailsitter Drone
[NO] 500/1925 | A Glimpse into Long-term Physical Coexistence with Intelligent Robots
[NO] 501/1925 | Self-supervised training for high-resolution close-range multispectral remote sensing imagery
[NO] 502/1925 | Cover Semantics for Intuitionistic Modalities
[NO] 503/1925 | Understanding the Impact of AI Code Assistants on Security API Usage: An Empirical Study
[NO] 504/1925 | HierCAD: Hierarchical Text-to-CAD Design via Structure Alignment and Parameter Grounding
[NO] 505/1925 | Low-Noise SiPM Light Readout and ASIC-Based Charge Readout of a Liquid Argon Time Projection Chamber for MeV Gamma-Ray Measurements
[NO] 506/1925 | Minimizing Benchmark-Relative Drawdown Duration via Occupation Time Penalization
[NO] 507/1925 | An Experimental Evaluation of Accurate Scheduling and Hardware Timestamping on NVIDIA ConnectX NICs
[NO] 508/1925 | A Correlation-Free Test for High-Dimensional Elliptical Distributions
[NO] 509/1925 | Backpropagation as a Nilpotent Linear System
[NO] 510/1925 | Sharp Broken-Power Lorentz Estimates for Fractional Powers of Radial Schrödinger Operators with Inverse-Square Asymptotics
[NO] 511/1925 | Normalized states for a critical Schrödinger--Poisson system with Hardy singularity: multiplicity and semiclassical concentration
[NO] 512/1925 | Long-Memory Reservoir Computing for Data-Scarce Dengue Forecasting
[NO] 513/1925 | Tellurium Metasurface Beam Splitter with Pulse Laser-Controlled Anisotropy
[NO] 514/1925 | A General U-Statistic Framework for High-Dimensional Multiple Change-Point Analysis
[NO] 515/1925 | Unexpected primes of good reduction in quotients of modular and Shimura curves
[NO] 516/1925 | Competitive exclusion and coexistence in a model with age-structured resource
[NO] 517/1925 | An Empirical Study for GUI Test Migration from Android to OpenHarmony System
[NO] 518/1925 | Multiple Vehicles and Traction Network Interaction System Stability Analysis and Oscillation Responsibility Identification
[NO] 519/1925 | Improved Algorithms for Local Failover Routing on Directed Graphs
[NO] 520/1925 | Enhancing RAMOSE, a framework for implementing REST APIs and semantic-actionable outputs over data sources
[NO] 521/1925 | FastTPS: An Optimized Method for LLM Token Phase for AI accelerators
[NO] 522/1925 | Unique temporal scaling dimension for quantum criticality in open systems weakly coupled to environment
[NO] 523/1925 | Limiting Hodge Structures for Cubic Hypersurfaces of Secant Type
[NO] 524/1925 | On Small Doubling in Right-Ordered Groups and Baumslag-Solitar Groups-II
[NO] 525/1925 | A Compact Proto-group at $z \sim 5$: A Massive Galaxy Caught in Formation
[NO] 526/1925 | Pix2Act: Image-Space Manipulation Policies with Equivariant Augmentation
[NO] 527/1925 | Joint Communication and Sensing Design for Integrated Satellite-Terrestrial Maritime Systems
[NO] 528/1925 | Conjugate Boundary Conditions, Kaluza-Klein Fermions, and an Extended Seesaw Model
[NO] 529/1925 | Rank-Conditioned Sample Reuse for the Plackett--Luce Best-of-$K$ Objective
[NO] 530/1925 | Anomalous Dissipation in Current Biased Josephson Systems
[NO] 531/1925 | Latitudinal chemical and cloud variations in the atmosphere of a brown dwarf
[NO] 532/1925 | ManiScope: LLM-Assisted Visual Analytics of Cryptocurrency Manipulation Risk
[NO] 533/1925 | NaBiF$_4$: Er$^{3+}$, Yb$^{3+}$ upconversion particle as a multi-functional bio-marker
[NO] 534/1925 | Reconstruction of Primordial Power Spectrum from Gravitational Waves of High-Redshift Black Hole Binaries
[NO] 535/1925 | Multi-dimensional training-priority weighting based on physical information propagation paths: a unified residual-weighting framework for physics-informed neural networks
[NO] 536/1925 | Quantum Simulation of Strongly Correlated Fermion-Phonon Models in Circuit QED
[NO] 537/1925 | Stage-Level Executor Allocation in Apache Spark with Cost-Performance Trade-offs
[NO] 538/1925 | SPARC-Net: A Spectral, Causality-Aware, and Hard-Constrained Physics-Informed Architecture for Stiff and Shock-Dominated Partial Differential Equations
[NO] 539/1925 | A Standard Model analysis of $D^0 \to π^- π^+, K^- K^+, K_{\rm S}^0 K_{\rm S}^0$
[NO] 540/1925 | Emergent quantum chaos from correlations on a random graph
[NO] 541/1925 | HyperSafe: Inference-Time Safety Recovery for Fine-Tuned Language Models
[NO] 542/1925 | Local-to-global fixed point properties for graphical C(4)-T(4) and C(6) small cancellation complexes
[NO] 543/1925 | Approximation Algorithms for Discounted Graph Search with Norm Objectives
[NO] 544/1925 | DynEval: Holistic Evaluations of T2I Generative Models in the Wild
[NO] 545/1925 | Obstructions to smoothing orbicurves and Orbifold Hecke algebras
[NO] 546/1925 | Analysis-aware interface coarsening for elliptic problems driven by an equilibrated flux estimator
[NO] 547/1925 | Read It Back: Pretrained MLLMs Are Zero-Shot Reward Models for Text-to-Image Generation
[NO] 548/1925 | Mixture of Frames Policy: Multi-Frame Action Denoising for Bimanual Mobile Manipulation
[NO] 549/1925 | Direct Measurement of Diffusion Coefficients: Evidence for Diffusive Stochastic Heating in Collisionless Plasmas
[NO] 550/1925 | Slow is fast: raising barriers to accelerate thermal relaxation
[NO] 551/1925 | Invariant Learning Dynamics of Transformers in Inductive Reasoning Tasks
[NO] 552/1925 | Front propagation in hybrid reaction-diffusion epidemic models with spatial heterogeneity. Part II: Pulsating traveling waves
[NO] 553/1925 | Evidence-Backed Video Question Answering
[NO] 554/1925 | Chow classes of orbit closures of skew-symmetric matrix pencils
[NO] 555/1925 | Noise Resilience of Quantum Key Distribution Protocols Secured Against Independent Attacks With One-Way Communication
[NO] 556/1925 | Robust bipedal locomotion on flowable slopes via foot-driven terrain manipulation
[NO] 557/1925 | AdvancedMathBench: A Benchmark Suite for Advanced Mathematical Proof Generation and Verification
[NO] 558/1925 | Universal Bounds on Black Hole Observables Imposed by Energy Conditions
[NO] 559/1925 | LoRA-Based Cascaded Multimodal Fusion for Action Recognition in Medical Training Environments
[NO] 560/1925 | FIERO: Empowering Creative Writing Through Collaborative Game Play
[NO] 561/1925 | A decomposition of Weyl group multiple Dirichlet series for symmetrizable Kac-Moody root systems
[NO] 562/1925 | Sparse Robust Optimal Control in Continuous-Time: A Computationally Viable Approach
[NO] 563/1925 | A quantitative model for the emergent population dynamics of the melanoma MITF rheostat
[NO] 564/1925 | Coherence as Thermodynamic Organization: Toward a Non-Equilibrium Turbulence Theory
[NO] 565/1925 | Breaking the Dark Sector Degeneracy with Nonparametric Expansion--Growth Reconstruction
[NO] 566/1925 | Introducing Human-Centeredness in AI-Assisted Lexicography
[NO] 567/1925 | "We are all in big trouble! *Shock Emoji": Personal Narratives in Expressing Emotions, Opinions, and Data Regarding Climate Change in TikTok Short Videos
[NO] 568/1925 | Private Capacity of Quantum Channels Induced by Non-stabilizer Environmental States
[NO] 569/1925 | MIRA: A Modular Open-Source Micro-UAV for Indoor Research
[NO] 570/1925 | Spacer-Mediated Gold Nanocube Arrays for Edge-Localized Excitonic Enhancement in Monolayer MoS2
[NO] 571/1925 | From Expressivity to Sample Complexity: Narrow Teachers for Transformers via C-RASP
[NO] 572/1925 | On the maximum size of $B_3$-free families
[NO] 573/1925 | Antenna subtraction at NNLO for heavy quark pair production at hadron colliders: the non-diagonal channels
