[2026-07-30 11:08:47] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-29
正在获取论文...
[arXiv] 2026-07-29 | ClockRoPE: Random Fourier Rotations for Temporal Routine Modeling
[NO] 473/1854 | Improved Methods for Determining Quantum Error Correcting Code Performance and Fault Tolerance
[NO] 474/1854 | Momentum Structure of Superconductivity and Sublattice Effects from Quasiparticle Interference in CsV$_3$Sb$_5$
[NO] 475/1854 | Divertor topology and vacuum vessel design for stellarators
[NO] 476/1854 | A 'global' Perspective on the Differential Geometry of Wasserstein Spaces
[NO] 477/1854 | Log-Concavity of the First Eigenfunction on Horoconvex Domains in the Hyperbolic Plane
[NO] 478/1854 | DenseOn with the LateOn: Fully Open Dense and Late-Interaction Models for Multilingual, Long-Context, and Code Search
[NO] 479/1854 | Dish Assembly Precision for HIRAX
[NO] 480/1854 | ContactFlow: A video action conditioning that transfers across embodiments
[NO] 481/1854 | Misalignment Has a Personality: A Big Five Account of Emergent Misalignment
[NO] 482/1854 | No way ou$τ$: Epoch of Reionization Observations Do not Support Large Values of the Optical Depth to Reionization
[NO] 483/1854 | Stability of local Riemannian Ricci curvature lower bounds
[NO] 484/1854 | Effective Hamiltonians for Predictive Quantum Control
[NO] 485/1854 | Effect of Multi-Species Plasma on Fanaroff-Riley Radio Jets
[NO] 486/1854 | Nanoscale Imaging of Strain-Controlled Altermagnetic Domains in α-MnTe
[NO] 487/1854 | Linguistic Monoculture in LLM-Assisted Language Use
[NO] 488/1854 | Disentangling intermittent flow structure contributions to anomalous scaling and multifractality in turbulence
[NO] 489/1854 | Exploring the radial velocity variations of RY Lup with VLT/ESPRESSO: Binary versus spot hypotheses
[NO] 490/1854 | Massive and massless particles in Mielke--Baekler geometries
[NO] 491/1854 | Formation of $\mathrm{L}1_2$-ordered $γ'$-$\mathrm{Ni}_3\mathrm{Al}$ precipitates in ternary Cu-Ni-Al alloys modelled using an ab initio concentration wave theory and atomistic simulations
[NO] 492/1854 | Dual Enhancement of Superconductivity in FeSe/SrTiO3 via Orbital and Correlation Synergy
[NO] 493/1854 | Numerical approach to the London Equation of superconductivity
[NO] 494/1854 | Entanglement-Assisted Quantum Locally Recoverable Codes: Characterizations, Bounds, and Constructions
[NO] 495/1854 | Angular Momentum Transfer in Magnetic Weyl Semimetal Spheres
[NO] 496/1854 | SciFigQual-Bench: A Benchmark for Scientific Figure Quality Assessment with Full-Manuscript Context
[NO] 497/1854 | Scores Are Not Decisions: Cost-Aware Stopping for Tool Acquisition in LLM Agents
[NO] 498/1854 | MemSecBench: Tracking Agent Memory Poisoning from Persistence to Consequence and Repair
[NO] 499/1854 | Single-Beat Cuffless Blood Pressure Estimation Using Ear-PPG and ECG with a Lightweight Hybrid Learning Framework
[NO] 500/1854 | A Type-and-Effect System for Temporal Dependency Analysis of Render-based Reactive Programs
[NO] 501/1854 | ScratchSim: A Procedural Synthetic Data Pipeline for Surface Scratch Detection
[NO] 502/1854 | Herding, Momentum, and Reversal in China's A-Share Market: An Agent-Based Network Model with Information Diffusion
[NO] 503/1854 | Triviality of promise polymorphisms
[NO] 504/1854 | Setoka: A Benchmark for Hierarchical User Understanding in Personalized Agents over Heterogeneous Data
[NO] 505/1854 | Discrete symmetries of modified Teukolsky equations
[NO] 506/1854 | Second-Order Multi-Set Allocation Occupancy (MAO) Distributions under Pairwise-Intersection Constraints: Exact Laws, MAO Norms, Inequalities, and Limit Theory
[NO] 507/1854 | Convergence of entropy-conservative summation-by-parts discretizations to smooth solutions of hyperbolic conservation laws
[NO] 508/1854 | On the boundedness of elliptic Calabi-Yau 4-folds
[NO] 509/1854 | Resumming Kerr Quasinormal-Mode Frequencies: Accuracy and Breakdown Near Extremality
[NO] 510/1854 | Upper Bounds for In-Place Sorting with Minimal Moves
[NO] 511/1854 | Irreducible non-holonomic modules for rational Cherednik algebras
[NO] 512/1854 | Mitigating Compounding Error via Video Representation Regularization
[NO] 513/1854 | HoF-Bench: Rediscovering Real AI-Discovered CVEs Without Frontier Models
[NO] 514/1854 | Anticipatory Data Governance in the Age of AI: Emerging Signals in Data Access, Reuse, and Sovereignty
[NO] 515/1854 | Recovering the Target Hazard Ratio Under Nonproportional Hazards Induced by an Omitted Covariate: Simulation-based Approach
[NO] 516/1854 | Dynamic Storage Operation Under Uncertainty and the Reliability Externality: Implications for Capacity Investments
[NO] 517/1854 | What Can Latent World Models Know? Physical Parameter Identifiability in Multimodal Predictive Representations
[NO] 518/1854 | Qwen-Audio-3.0-Gen-Preview Technical Report
[NO] 519/1854 | Embedded quantum computing for many-body surface reaction
[NO] 520/1854 | Two-state generator extraction: property currents and a two-layer arrow of time in pre- and post-selected quantum dynamics
[NO] 521/1854 | Estimating Size of the Union of Sets in Streaming Model
[NO] 522/1854 | Probabilistic Denoising-Enhanced ISAC for Stochastic Cluttered Mobile Environments
[NO] 523/1854 | Density-wave phases, anisotropic transport, and Planckian dissipation in single crystals of the superconductor La3Ni2O7
[NO] 524/1854 | A Compositional Theory of Causally Masked Transformers
[NO] 525/1854 | Dense Soft Weighting for Radar Ego-Velocity Estimation
[NO] 526/1854 | Two-magnon scattering in the framework of the Lippmann-Schwinger equation
[NO] 527/1854 | Robust RPC Bundle Adjustment for Multi-Date Satellite Imagery with Season-Invariant Correspondences
[NO] 528/1854 | Generation or Judgement? A Paradigm Perspective on LLM-Based Emotion-Cause Pair Extraction in Conversation
[NO] 529/1854 | Depth-Resolved Lattice Distortions in a Silicon-Germanium Qubit Host
[NO] 530/1854 | Efficient Channel Prediction based on Gram-Square-Root Factorization using GMMs
[NO] 531/1854 | An Optimal Bound for Ramsey Goodness of Cycles
[NO] 532/1854 | Majorana current induced by charge current in Kitaev magnet/graphene bilayers
[NO] 533/1854 | Same Evidence, Different Target: Decoding How Diagnostic Evidence Bears on Causal Questions from Language-Model States
[NO] 534/1854 | Low-Temperature Co-Fired Ceramics for a Sustainable Planar Plasma Jet with Homogeneous Plasma in Large Treatment Areas for Biomedical Applications
[NO] 535/1854 | Prior Directions: Why GUI Grounding Gets Locked in the Past
[NO] 536/1854 | Dual-Path LLM Reasoning for Multimodal Few-Shot Knowledge Graph Completion
[NO] 537/1854 | Actions Have Consequences: Detecting Outcome Performativity using Intervention Testing
[NO] 538/1854 | Optimization of C-band quantum traffic coexisting with O-band classical traffic: preliminary results
[NO] 539/1854 | Higher-order corrections to the field shift in atomic systems
[NO] 540/1854 | Stability in stochastic hypergraph matching II: weighted matching, routing, and batch arrivals
[NO] 541/1854 | Hearsay: Vision-Language Medical Diagnoses Without an Image
[NO] 542/1854 | Squirming motion near corrugated surfaces
[NO] 543/1854 | Rigidity and stability for biased cross-intersecting families
[NO] 544/1854 | Dynamics of dissipative periodic optical waves in an external potential
[NO] 545/1854 | Understanding Knowledge Transfer Mechanism in Heterogeneous MLLM Fusion: A Simple Linear Approach
[NO] 546/1854 | Harnessing Large Language Models for Intelligent Resource Allocation in the Internet of Everything
[NO] 547/1854 | Uncertainty-Guided LLM Semantic Augmentation for Heterogeneous Treatment Effect Estimation
[NO] 548/1854 | Living-Harness Is an Interactive-Agent Evolver
[NO] 549/1854 | Decoupled Visual Processing: Efficient Multimodal Adaptation via Modality-Specific Transformer Substitution
[NO] 550/1854 | Eco3S: Complex Socio-Economic System Simulation via Agent-Based Models
[NO] 551/1854 | Classification of Disease from Lungs X-ray Images using VGG16, VGG19 and ResNet50 Models
[NO] 552/1854 | 3DGBGS: 3D Granular Ball Gaussian Splatting for Compact Novel View Synthesis
[NO] 553/1854 | Simultaneous Coverage and Efficiency Guarantee in Online Conformal Prediction
[NO] 554/1854 | Near full groups of bounded type, \rom{2}
[NO] 555/1854 | Characterizing Von Neumann-Morgenstern Stable Sets in Infinite Sets
[NO] 556/1854 | One dimensional high-order moment models with realistic collisions for nonequilibrium ion transport in weakly ionized plasmas
[NO] 557/1854 | Advanced EEG Source Models from the Perspective of FEM and Inverse Solutions
[NO] 558/1854 | Bayesian Inference of Discretization Error Means in ODEs via Ensemble Kalman Filtering
[NO] 559/1854 | An RDT based confirmation of Lehner's formula for Kronecker-Gaussian matrices
[NO] 560/1854 | Stay or Switch: Online Conformal Bayesian Optimization Guided Fluid Antenna Configuration
[NO] 561/1854 | From Spatial Semantics to Temporal Context: Leveraging Gaze Trajectory for Weakly Supervised Medical Image Segmentation
[NO] 562/1854 | TPCD: Tone-Pressure Contrastive Decoding and the Label-Free Gating Bottleneck in Vision-Language Models
[NO] 563/1854 | Shared Symbolic Backbones for Physically Consistent Multi-Output Symbolic Regression
[NO] 564/1854 | A Design Study on Voice-based Interaction for Immersive Network Visualization and Analysis
[NO] 565/1854 | A Data-Driven Vibration Analysis Framework for Micro-Motor Fault Diagnosis and Quality Control
[NO] 566/1854 | A Primal Approach to Facial Reduction for SDP Relaxations of Combinatorial Optimization Problems
[NO] 567/1854 | Generation of high-fluence and high-intensity hard x-ray attosecond pulses at European XFEL
[NO] 568/1854 | Multi-Decoder OneRec: Controllable Generative Retrieval for Multi-Objective Industrial Recommendation
[NO] 569/1854 | Which RAG Paradigm Wins at Scale? A Scaling Study of Retrieval-Augmented Generation Paradigms
[NO] 570/1854 | LLMET: Enabling Cross-Layer Evaluation of Emerging M3D Memories for Energy-Efficient LLM Serving
[NO] 571/1854 | Segregated Bubbling Solutions for a Critical Schrödinger System of Brezis--Nirenberg Type with Sublinear Competitive Coupling
[NO] 572/1854 | DualDecoder: Accelerate Long Context LLM Inference by Predictive Prefetch
[NO] 573/1854 | MultivationBench: A Benchmark for Multimodal Sequential Motivation Reasoning
[NO] 574/1854 | Chaos Is a LADDER: Domain Generalization Beyond Invariance via Reweighting
[NO] 575/1854 | Model-Free Q-Learning for Infinite-Horizon Stochastic Linear Quadratic Problems with Regime Switching
[NO] 576/1854 | The Klein-Gordon-Fock theory as a one-particle relativistic quantum mechanics
[NO] 577/1854 | Addressing rotational motion on gravitational waves detectors
[NO] 578/1854 | Existence-Field Diffusion Model for Spatial Point Processes with Variable Cardinality
[NO] 579/1854 | PSG: Pair-Space Generation for Efficient Generative Reranking
[NO] 580/1854 | FleetScape: A Mixed Reality Sandtable for Spatial Supervision and Control of Scalable Drone Fleets
[NO] 581/1854 | MVLA-GR: A Phase-Free Multipath-Based Geometry Reconstruction Method via Multi-View Likelihood Accumulation for ISAC
[NO] 582/1854 | Phase control of multi-photon electron-positron pair creation from vacuum
[NO] 583/1854 | From Micro-Cognition to Self-Construction: A Four-Layer Integrative Review of Psychological Theories in HCI
[NO] 584/1854 | Flow Map Learning via Nongradient Vector Flow
[NO] 585/1854 | Spin-Orbit Torque's Hidden Partner
[NO] 586/1854 | Impossible to hide secret ...: Uncovering Security and Privacy Issues in LLM-native IDEs
[NO] 587/1854 | When a positive SIMP density floor is not enough: solver admissibility and guarded floor selection in matrix-free 3D topology optimization
[NO] 588/1854 | Continuous Online Evaluation of Recommendation Strategies in Social Science Academic Search
[NO] 589/1854 | Essential Simplices Dominate in Harmonic Representatives of One-Dimensional Persistent Classes
[NO] 590/1854 | Self-Adaptive Learning and Model Predictive Control for Tracking Unknown Dynamics with No Regret
[NO] 591/1854 | Microscopic Emergence of Ancilla Lattice Physics in the Emery Model
[NO] 592/1854 | Think Short, Defer Smart, Act, and Repeat: Calibrated Reasoning and Uncertainty-Aware Deferral for Edge LLM Agents
[NO] 593/1854 | Electronic and magnetic properties of small one-dimensional Wigner crystals from an ab initio approach
[NO] 594/1854 | The Sixth Moment of Random Determinants for Arbitrarily Distributed Random Entries
[NO] 595/1854 | A Coulomb-Corrected Labeled Energy and Growth Estimates for the Vlasov-Poisson System
[NO] 596/1854 | Thinking Under Uncertainty: Evidence Use and Information-Seeking in Language Models
[NO] 597/1854 | A Critical Density Estimate for the Vlasov--Poisson System: Energy Conservation and Moment Propagation
[NO] 598/1854 | Magnetic hopfions at room temperature
[NO] 599/1854 | BATS: Resource-Efficient Volumetric Segmentation with Boundary-Aware Mixed-Resolution Tokens
[NO] 600/1854 | Forecasting Trajectory-Level Safety Risks in Black-Box Multi-Turn Interactions
[NO] 601/1854 | End-to-End Modeling of a Volatile TiO2 Memristor for Neuromorphic Circuit Simulation
[NO] 602/1854 | An interstellar energetic and non-aqueous pathway to peptide formation
[NO] 603/1854 | Risk-Aware Motion Planning with Learned Trajectory Primitives and Probabilistic Safety Assessment
[NO] 604/1854 | When Does Span-Guided Detoxification Help? Human Preferences and Evaluator Diagnostics in a Controlled Comparison
[NO] 605/1854 | High-dimensional theory of the glass transition revisited: hopping and local defects
[NO] 606/1854 | Sufficiency of Unit Coefficients for Binary Orbits in Uniformly Weighted Linear Cellular Automata
[NO] 607/1854 | The Price of Meaning: Quantifying Semantic Communication Overheads in Practice
[NO] 608/1854 | PhD thesis: Modes, States, and Symmetries in quantum Optics for quantum Information and Metrology
[NO] 609/1854 | Constraining $α$-cluster compactness in $^{16}\rm O$ and $^{20}\rm Ne$ at TeV energies using azimuthal anisotropy
[NO] 610/1854 | StatePlay: State-Aware Game World Models for Mechanics-Consistent Generation
[NO] 611/1854 | Geometric Control of Moving Parallel Transport in Riemannian Cucker--Smale Dynamics with Bonding Forces
[NO] 612/1854 | High-fidelity multiqubit gates with Rydberg atoms via level-crossing-free Rapid adiabatic passage
[NO] 613/1854 | On the Glauberman-Solomon Theorem
[NO] 614/1854 | CaIRec: Calibrated Modality Imputation for Incomplete Multimodal Recommendation
[YES] 615/1854 | Not In My Git Yard: Catching Backdoors at Commit and Release Time
[NO] 616/1854 | Effects of a disk structure on stellar motion at the Galactic Center
[NO] 617/1854 | PowerAtlas: Towards Electricity-Computing Co-Scheduling for Power Systems
