[2026-08-07 10:02:11] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-06
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202608060000+TO+202608062359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-8-6 | BAGAS: Blockchain-Assisted Group Authentication Scheme for Internet of Drones
[NO] 240/1000 | Data-Driven Shape Trajectory Control of Deformable Linear Objects_supp2-3715312.mp4
[NO] 241/1000 | Magnitude-Informed Permutation Entropy for remaining useful life prediction of rolling bearings
[NO] 242/1000 | Multiagent–Multilevel Coordination Based Transactive EV Charging Framework_supp1-3701625.pdf
[NO] 243/1000 | Adaptive Image Transmission Control Based on Wireless Communication Quality for Wide-Area Monitoring with Autonomous Mobile Robots
[NO] 244/1000 | Score-Based Generative Model for Wireless Channel Estimation
[NO] 245/1000 | Engineering a 5-Phase Operational Framework for Research Network Analytics: A Scalable Deployment Architecture for High-Velocity Traffic
[NO] 246/1000 | Cybersecurity is the True Frontier for Generative AI Success or Failure
[NO] 247/1000 | Tor Through the Lens of OSINT: Studying the Presence of Exit Nodes in Blocklists
[NO] 248/1000 | AI-Driven Spatiotemporal Modelling and Forecasting of Urban PM
                    <sub>2.5</sub>
                    Pollution: A Case Study
[NO] 249/1000 | FASTI: Fast and Accurate Secure Transformer Inference
[NO] 250/1000 | Conditional Flow Matching-based Semi-supervised Segmentation for Quality Assessment of Fundus Images
[NO] 251/1000 | Label-consistent Clustering for Evolving Data
[NO] 252/1000 | MALLES: A Multi-agent LLMs-based Economic Sandbox with Consumer Preference Alignment
[NO] 253/1000 | SkillTracer: Structural Failure Attribution and Refinement of Agentic Skills in Long-Horizon Web Tasks
[NO] 254/1000 | MORE-FE: Multi-Operator and Reinforcement Learning-Enhanced Evolution for LLM Feature Engineering
[NO] 255/1000 | Edu-Eval: A Large-Scale Multimodal Benchmark for MLLMs in Authentic Educational Scenarios
[NO] 256/1000 | Bradley-Terry Rankings for Recommender Systems Across Dataset Taxonomies
[NO] 257/1000 | SENSE: Satellite-based ENergy Synthesis for Sustainable Environment
[NO] 258/1000 | Unifying Ranking and Generation in Query Auto-Completion via Retrieval-Augmented Generation and Multi-Objective Alignment
[NO] 259/1000 | Code2MCP: Transforming Code Repositories into MCP Services
[NO] 260/1000 | TSRBench: Benchmarking Time-Series Retrieval
[NO] 261/1000 | HDMoE: A Hierarchical Decoupling-Fusion Mixture-of-Experts Framework for Multimodal Cancer Survival Prediction
[NO] 262/1000 | ProfiliTable: Profiling-Driven Tabular Data Processing via Agentic Workflows
[NO] 263/1000 | Breaking Information Cocoons: A Hyperbolic Framework for Balancing Exploration and Exploitation in Recommender Systems
[NO] 264/1000 | CrediBench: Web-Scale Network Data for Credibility Prediction
[NO] 265/1000 | MGTA: Multi-scale Graph Tokens Alignment for CTR Prediction via Pre-trained Language Models
[NO] 266/1000 | Tutorial on Generative Recommendation: Foundations and Frontiers
[NO] 267/1000 | SciHorizon-Gene: Benchmarking LLM for Life Sciences Inference from Gene Knowledge to Functional Understanding
[NO] 268/1000 | TS-Memory: Plug-and-Play Memory for Time Series Foundation Models
[NO] 269/1000 | RespMultimodal 2026: Responsible Multimodal Foundation Models for Knowledge Discovery
[NO] 270/1000 | TA-TFN: Task-Adaptive Frequency Decoupling for Generalizable Battery State Estimation across Chemistries
[NO] 271/1000 | GUIDER: Generative User Interest Discovery via Explicit Reasoning with Large Language Models
[NO] 272/1000 | GRASP: Manifold-Aware Structural Guidance for Generative Atmospheric Super-Resolution
[NO] 273/1000 | Passing the Turing Test on Screen: A Benchmark for Mobile GUI Agent Humanization
[NO] 274/1000 | Benchmark Datasets for Lead-Lag Forecasting on Social Platforms
[NO] 275/1000 | Why Only 3D for 3D? 2D-Guided Supervision for 3D Medical Vision-Language Models
[NO] 276/1000 | An Efficient and Accurate Grid Compression Solution for Point-to-Line Nearest Neighbor Search
[NO] 277/1000 | AGMark: Attention-Guided Dynamic Watermarking for Large Vision-Language Models
[NO] 278/1000 | Learn When and Where to Connect: Adaptive Virtual Nodes for Dynamic Message Passing on Graphs
[NO] 279/1000 | Knowledge-Guided Learning for Global Carbon Flux Prediction: Integrating High-Level Remote Sensing with Bottom-Up Physical Modeling
[NO] 280/1000 | KDD AI reasoning day
[NO] 281/1000 | FD-Bench: A Modular and Fair Benchmark for Data-driven Fluid Simulation
[NO] 282/1000 | Uncertainty-Aware Adaptive Recommendation across User Lifecycle
[NO] 283/1000 | A Hands-on Tutorial for Diffusion Language Models with dLLM
[NO] 284/1000 | CLUBench: A Clustering Benchmark
[NO] 285/1000 | MEKOR: Multimodal Internet of Things and Edge Intelligence for Smart Stadium Operational State Perception and Resource Optimization
[NO] 286/1000 | Practical Authenticated Encryption for Protecting AI Model Weights on Ultra-Low-Power Edge AI
[NO] 287/1000 | A 40-Gb/s 8-mW-OMA GaN-Based 1-to-N VCSEL Driver for Parallel and Wireless Optical Transmitter Frontends
[NO] 288/1000 | CaN: A Core-aware Neural Framework for Attributed Hypergraph Generation
[NO] 289/1000 | Search-on-Graph: Iterative Informed Navigation for Large Language Model Reasoning on Knowledge Graphs
[NO] 290/1000 | FedPurify: Knowledge-Preserving Backdoor Defense with Data-Free Purification in Federated Learning
[NO] 291/1000 | TIDAL: A Temporal Causal Diffusion Framework for Visualizing Knee Osteoarthritis Treatment Outcomes
[NO] 292/1000 | Geometry-Aware OOD Generalization for Composite Materials
[NO] 293/1000 | From Compression to Exploration: Active Querying Agent for 3D Physical Field Understanding
[NO] 294/1000 | BITIRP - Efficient Time Intervals-Related Pattern Mining
[NO] 295/1000 | SPECTRA: Spectral Domain-Aware Graph Generation for Imbalanced Molecular Property Regression
[NO] 296/1000 | LiveMedBench: A Contamination-Limited Medical Benchmark for LLMs with Automated Rubric Evaluation
[NO] 297/1000 | Rethinking Generalization in Graphs: A Hierarchical Interaction Perspective for Generalist Detection
[NO] 298/1000 | Concord: Building Consensus Representations for Single Cells with Collaborative Random Projection
[NO] 299/1000 | PathCRF: Ball-Free Soccer Event Detection via Possession Path Inference from Player Trajectories
[NO] 300/1000 | PILA'26: Personal Intelligence in Agentic AI Era
[NO] 301/1000 | Orbit-Adaptive Zero-Shot Forecasting on Spatio-Temporal Graph
[NO] 302/1000 | GALS-Fold: Geometry-Aware Long-Short RNA Inverse Folding with Linear Scaling
[NO] 303/1000 | MSN: A Memory-based Sparse Activation Scaling Framework for Large-scale Industrial Recommendation
[NO] 304/1000 | RelSciFM 2026: The workshop on Reliable Scientific Foundation Models: Design, Training, Grounding, and Verification
[NO] 305/1000 | Towards Robust Travel Time Estimation: An Out-of-Distribution Generalization Approach
[NO] 306/1000 | D
                    <sup>3</sup>
                    -Subsidy: Online and Sequential Driver Subsidy Decision-Making for Large-Scale Ride-Hailing Market
[NO] 307/1000 | VisionDES: Robust and Explainable Dynamic Vision Ensemble
[NO] 308/1000 | Component-based Reusable UI Code Generation for Complex Websites via Semantic Segmentation and Fine-grained Feedback
[NO] 309/1000 | Toward a Science of AI Agent Societies
[NO] 310/1000 | EST: Towards Efficient Scaling Laws in Click-Through Rate Prediction via Unified Modeling
[NO] 311/1000 | PROBE: Dense Process Rewards with Observation Evidence for Tool-Augmented Visual Reasoning
[NO] 312/1000 | MultiTab: A Comprehensive Benchmark Suite for Multi-Dimensional Evaluation in Tabular Domains
[NO] 313/1000 | Query as Anchor: Scenario-Adaptive User Representation via Large Language Model
[NO] 314/1000 | GraphMind: Unveiling Scientific Reasoning through Contextual Graphs for Novelty Assessment
[NO] 315/1000 | A Product Manifold Method for Feature Selection
[NO] 316/1000 | Redefining Maritime Anomaly Detection via Equation-Grounded Synthetic Anomalies
[NO] 317/1000 | High-Resolution Distributed Optical Fiber Sensor for Multiparameter Sensing, Local Inhomogeneity Detection, and Poisson’s Ratio Estimation in Concrete Structures
[NO] 318/1000 | ZeroPIE: Zero-Reference Polarization-Aware Low-Light Enhancement via Physically Derived Illumination-Invariant Priors
[NO] 319/1000 | A Systematic Design Approach for Inherently Safe and Efficient SS-Compensated WPT Systems via Frequency Detuning
[NO] 320/1000 | Timing-Aware Recursive Search for Fast RIS-Assisted Passive Wi-Fi Localization
[NO] 321/1000 | Optoelectronic Attention-Based Distillation Network for Color Image Denoising
[NO] 322/1000 | Per-Phase Stator Resistance Estimation Using Full-Order Model for Dual Three-Phase PMSM Drives
[NO] 323/1000 | Rate-Gamma Mixture Distribution Based Adaptive Kalman Filtering for Heavy-Tailed Noise
[NO] 324/1000 | HierKV: A Coarse-to-Fine Approach with Vision-Aware Banzhaf Values for Multi-Modal KV Cache Compression
[NO] 325/1000 | SAFT: Safety-Preserving Adaptation via Fine-Tuning Transfer for Large Language Models
[NO] 326/1000 | CCD: Capturing Cross-Correlations with Deformable Convolutional Networks for Multivariate Time Series Forecasting
[NO] 327/1000 | Test-Time Deep Thinking to Explore Implicit Rules
[NO] 328/1000 | HDCNet: A Hybrid Depth Completion Network for Grasping Transparent and Reflective Objects
[NO] 329/1000 | Clifford Manipulations of Stabilizer States – Application to Linear Optical Qubits
[NO] 330/1000 | Orthogonal Complement Subspace Projection for Hybrid Baseline Ocean Current Inversion
[NO] 331/1000 | AI-Enabled, Identifiability-Aware Calibration of Differentiable Ray Tracing for Low-Altitude UAV Air-to-Ground Channels
[NO] 332/1000 | ICUFN 2026 Cover Page
[NO] 333/1000 | Text is All You Need: Dynamic Deep Survival Analysis of Health Stack Exchange Questions
[NO] 334/1000 | Cryptanalysis and Countermeasures of “Lightweight and Anonymous Authentication Scheme for Medical Internet of Things Services”
[NO] 335/1000 | Multi-dimensional Vulnerability Analysis of LM Safety Guards via Role-Goal-Format Decomposition
[NO] 336/1000 | Double Layer DSO Based Joint Positioning and Beam Synthesis in UAV Swarm
[NO] 337/1000 | Joint Trajectory and Resource Optimization for HAPs-SAR Systems With Energy-Aware Constraints
[NO] 338/1000 | The Council of Experts: A Heterogeneous Rational-Aware Framework for Robust Energy Forecasting
[NO] 339/1000 | Exploring Potential Vulnerabilities in Decomposed Convolutional Filters for Federated Learning
[NO] 340/1000 | AutomotiveIDS: A Review of ML Techniques and Introducing NLPSA to Robotics
[NO] 341/1000 | Characterizing Bottleneck Shifts in Semantic Communication under Channel Variations and Device Heterogeneity
[NO] 342/1000 | Analysis of Runtime Client-Join Disturbance in a Micro XRCE-DDS Client-Agent Architecture
[NO] 343/1000 | A Ping-Assisted ISAC for Slot-Aware Medium Access Control for Underwater Acoustic Communications in AUV Swarms
[NO] 344/1000 | Comparative Evaluation of Loss Function-Based Imbalance Mitigation Methods for Intrusion Detection
[NO] 345/1000 | Emerging Trends in Intelligent Sensing: The Shift Toward Intelligence Density
[NO] 346/1000 | HybridFraudNet: A Dual-Branch CNN-GNN Architecture for Healthcare Insurance Fraud Detection
[NO] 347/1000 | Toward End-to-End Intent-Based Networking for 6G: Architectures, Challenges, Recent Advances, and Future Directions
[NO] 348/1000 | Enhancing Bitcoin Mining Using Quantum Search Space Expansion and Non-Unitary Operator
[NO] 349/1000 | V2V and V2O Crash Injury Analysis in ADAS and ADS Vehicles Using Statistical and Machine Learning Methods with Explainable AI
[NO] 350/1000 | Deep Spectral-Spatial Ensemble Learning for Imbalanced Small-Sample Hyperspectral Image Classification
[NO] 351/1000 | Front Cover
[NO] 352/1000 | Optimal Design of Axial Flux Synchronous Machines with Coreless PCB Stator and Surface-mounted or Halbach Array PM Rotors Considering Performance and Cost Objectives
[NO] 353/1000 | Navigation Map Real-Time Inlaid Photoelectric Video Technology
[NO] 354/1000 | Beyond the Time-Frequency Resolution Limit: Sub-cycle Sparse Reconstruction and Temporal Knowledge Fusion for PQDs Analysis
[NO] 355/1000 | From Trace to Line: An Empirical Study of What Drives LLM-Based OSS Vulnerability Localization
[NO] 356/1000 | Guest Editorial Special Issue on Advanced Computational Methods and Multiphysics Simulation for Complex Electromagnetic Media
[NO] 357/1000 | Hybrid Periodic Time-Varying Attitude Control using Mixed Combination of Actuators
[NO] 358/1000 | Global Communications Newsletter
[NO] 359/1000 | Fine-Grained Teeth-Grinding Recognition via Millimeter-Wave Radar Spectrogram Learning
[NO] 360/1000 | Integrated Sensing and Communications: A Research Roadmap
[NO] 361/1000 | Robust Optimal Agile Flight of Quadrotors: An Internal Model-Based Nonlinear Model Predictive Optimization Approach
[NO] 362/1000 | Wearable Multimodal Physiological Sensor-Based Recognition of Pilots’ Mental Workload Using fNIRS, ECG, and Eye-movement Signals
[NO] 363/1000 | Startup Strategy-Based Integral Backstepping Sliding Mode Control for MMC-UPQC With PV
[NO] 364/1000 | Negative Corona Poling of PZT/PZT Sol-Gel Composite Films Under High Humidity for On-Site Fabrication
[NO] 365/1000 | ICUFN 2026 Cover Page
[NO] 366/1000 | FNP-Miner: Fuzzy three-way nonoverlapping sequential pattern mining
[NO] 367/1000 | An Analytical Modeling Framework for Ferroelectric-Gate GaN HEMTs With MFIS Gate-Stack
[NO] 368/1000 | Smallholder Agricultural Landscape Understanding at a National Scale
[NO] 369/1000 | Is Fairness Truly Fair? Towards Reliable Lipschitz Fairness in Multi-Task Learning via Fixed-δ Alignment
[NO] 370/1000 | CausalMoE: A Billion-Scale Multimodal Foundation Model for Granger Causal Discovery with Pattern-Routed Heterogeneous Experts
[NO] 371/1000 | 2nd Workshop on Frontiers in Graph Machine Learning for the Large Model Era
[NO] 372/1000 | The 5th Workshop on Ethical Artificial Intelligence: Methods and Applications (EAI)
[NO] 373/1000 | Constrained Auto-Bidding via Generative Response Modeling
[NO] 374/1000 | DREAM: LLM-based Dynamic Role-playing via Event-Aware Memory Graph
[NO] 375/1000 | Lethe: Plasticity-aware Active Forgetting for Resource-Efficient On-Device Continual Learning
[NO] 376/1000 | The 2nd SeT-LLM Workshop on Secure and Trustworthy Large Language Models
[NO] 377/1000 | Beyond Instance-Level Alignment and Uniformity: Semantic Factor Learning for Collaborative Filtering
[NO] 378/1000 | General Protein Pretraining or Domain-Specific Designs? Benchmarking Protein Modeling on Realistic Applications
[NO] 379/1000 | Generalizing Graph Foundation Models via Hyperbolic Retrieval-Augmented Generation
[NO] 380/1000 | TS-MTM: Temporal-Spectral Masked Time-Series Modeling for Forecasting
[NO] 381/1000 | Expand More, Shrink Less: Shaping Effective-Rank Dynamics for Dense Scaling in Recommendation
[NO] 382/1000 | DMind Benchmark: Toward a Holistic Assessment of LLM Capabilities across the Web3 Domain
[NO] 383/1000 | AMOS: Active Mining with Observable Steps for Agenda-Driven Review Knowledge Discovery
[NO] 384/1000 | Agentic LLMs for Social Network Generation using Explainable Adversarial Re-prompting
[NO] 385/1000 | Generative Flow-Matching Modeling of the Neurodevelopmental Connectome via Dynamic Hypergraphs
[NO] 386/1000 | Uncovering Insights of Compound Flooding with Data-Driven AI
[NO] 387/1000 | PinEqualizer: Full Funnel Content Exploration and Debiasing System at Pinterest
[NO] 388/1000 | Decoupling and Damping: Structurally-Regularized Gradient Matching for Multimodal Graph Condensation
[NO] 389/1000 | DECKBench: Benchmarking Multi-Agent Frameworks for Academic Slide Generation and Editing
[NO] 390/1000 | A Foundation Model for Multimodal Event Sequences in Financial Applications
[NO] 391/1000 | The Forgetting-Learning Trade-off: Making Reinforcement Learning Work for Protein Language Models
[NO] 392/1000 | A Unified Structured Query Understanding Framework for Industrial Semantic Search
[NO] 393/1000 | Learning to Forget: Emotional Salience as a Compression Mechanism for Long-Term AI Memory
[NO] 394/1000 | The Scaling Bottleneck of Human Mobility Modeling
[NO] 395/1000 | MLaGA: Multimodal Large Language and Graph Assistant
[NO] 396/1000 | Adaptive Prototypical Contrastive Learning for Time Series Clustering
[NO] 397/1000 | End-to-End Learning for Partially-Observed Time Series with PyPOTS
